InstitutionCode,CollectionCode,CatalogNumber,IndividualCount,ScientificName,Family,PreparationType,Tissues,Latitude,Longitude,CoordinateUncertaintyInMeters,HorizontalDatum,Country,StateProvince,County,Island,IslandGroup,Locality,VerbatimElevation,VerbatimDepth,YearCollected,MonthCollected,DayCollected,Collector,GeorefMethod,LatLongComments,BasisOfRecord,Remarks,DateLastModified
USNM,Fishes,201275,1,Alepisaurus brevirostris,Alepisauridae,,,3246 S,-74.642,,Degrees Minutes Seconds,Chile,,,,,Southeastern Pacific Ocean,,,1966,2,16,,,,PreservedSpecimen,Rec. from: r.h. gibbs & b.b. collette: long-line,
USNM,Fishes,362275,7,Hippoglossina macrops,Paralichthyidae,,,323936S,-71.5333,,Degrees Minutes Seconds,Chile,,,,,"Pacific, ",,100 meters,1966,8,11,L. Knapp,,,PreservedSpecimen,Ident. by k. amaoka.,
USNM,Fishes,117329,1,Myxine australis,Myxinidae,,,,,,,Chile,,,,,"Atlantic, Straits of Magellan, Punta Arenas",,,,,,A. Twomey,,,PreservedSpecimen,,
USNM,Fishes,301239,6,Gymnoscopelus piabilis,Myctophidae,Dry Osteological Specimen,,-53.325,07541 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, ",,0 meters-175 meters,1966,1,6,,,,PreservedSpecimen,Otolith pair - sl=8.7 cm; d=0-175 m. Pair of otoliths stored in Osteo Collection.,
USNM,Fishes,301102,3,Borostomias antarcticus,Stomiidae,,,3548 S,07321 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, ",,500 meters,1966,8,7,,,,PreservedSpecimen,,
USNM,Fishes,224110,2,Macruronus magellanicus,Merlucciidae,,,3942 S,07327 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Near Corral, Chile",,36 meters-45 meters,1967,2,23,M. Morrell,,,PreservedSpecimen,"Muscle tissue removed from 1 specimen for molecular analysis by paul mcdonald, bttg, oct 2000.",
USNM,Fishes,RAD107946,2,Auchenionchus variolosus,Labrisomidae,Polyester,,,,,,Chile,,,,,"Pacific, Tome, Chile.",,,1888,,,,,,MachineObservation,,
USNM,Fishes,227308,6,Cheirodon kiliani,Characidae,,,,,,,Chile,Valdivia Province,,,,"Valdivia-Chile, Rio Cau-Cau",,,1965,5,5,E. Rosas,,,PreservedSpecimen,Formerly univ. austral de chile izua- no. 272,
USNM,Fishes,176557,2,Leucoraja circularis,Rajidae,,,-42.48,07246 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Chile: Castro Bay",,,1945,1,22,M. Lobell,,,PreservedSpecimen,,
USNM,Fishes,176529,2,Aphos porosus,Batrachoididae,,,-23.08,07028 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Chile: Mejillones Bay .",,,1944,11,15,M. Lobell,,,PreservedSpecimen,,
USNM,Fishes,176461,3,Paratrachichthys fernandezianus,Trachichthyidae,,,-33.63,07850 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Chile: Cumberland Bay, Juan Fernandez.",,,1944,9,12,M. Lobell,,,PreservedSpecimen,Original #U-42-198.,
USNM,Fishes,226594,2,Cataetyx,Bythitidae,,,-32.28,-71.6583,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Off Valparaiso, Chile",,580 meters,1966,8,11,L. Knapp,,,PreservedSpecimen,,
USNM,Fishes,399124,25,Brachygalaxias bullocki,Galaxiidae,,,,,,,Chile,,,,,"Cholguogue Rio, tributary to Rio BioBio at El Perol Fish Hatchery, 10 km west of Los Angeles, Chile",,,1992,10,10,T. Berra,,,PreservedSpecimen,,
USNM,Fishes,103789,1,Patagonotothen longipes,Nototheniidae,,,-53.65,-70.9083,,Degrees Minutes Seconds,Chile,,,,,"Pacific, St. of Magellan, S. a.",,,,,,,,,PreservedSpecimen,,
USNM,Fishes,77281,5,Harpagifer bispinis,Harpagiferidae,,,-53.17,07055 W,,Degrees Minutes Seconds,Chile,,,,,"Atlantic, Sandy Pt. (Sts. of Magellan)",,,1888,1,,,,,PreservedSpecimen,,
USNM,Fishes,176411,7,Umbrina reedi,Sciaenidae,,,-33.63,07850 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Chile: Cumberland Bay, Juan Fernandez.",,,1944,9,12,M. Lobell,,,PreservedSpecimen,Original #U-42-202.,
USNM,Fishes,326726,4,Cyclothone pseudopallida,Gonostomatidae,Glycerin with Bone Stain,,-33.55,07245 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Peru-Chile Trench",,,1963,9,26,,,,PreservedSpecimen,"Accession cat. no. 260174-f26; 5 specimens originally listed, only 4 found",
USNM,Fishes,197791,1,Ophiogobius ophiocephalus,Gobiidae,,,,,,,Chile,,,,,"Pacific, Chile: Iquique Collection From Beach",,,1957,,,Manning Crew,,,PreservedSpecimen,,
USNM,Fishes,267600,14,Monomitopus malispinosus,Ophidiidae,,,-24.4917,07040 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, ",,950 meters,1966,8,16,L. Knapp,,,PreservedSpecimen,,
USNM,Fishes,236398,1,Trichomycterus areolatus,Trichomycteridae,,,,,,,Chile,,,,,"29 Kms N. of Temuco, Rio Cautin, Quilleihue Pass Chile",,,1976,3,6,,,,PreservedSpecimen,,
USNM,Fishes,176571,1,Odontesthes,Atherinopsidae,,,-29.98,07122 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Chile: Guayacan Bay, Herradura",,,1944,10,15,M. Lobell,,,PreservedSpecimen,,
USNM,Fishes,176408,2,Aphos porosus,Batrachoididae,,,-29.95,07120 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Coquimba Bay",,,1944,12,1,Fishermen,,,PreservedSpecimen,,
USNM,Fishes,427688,1,Myctophidae,Myctophidae,,,-57.2,-74.75,,,Chile,,,,,South Pacific Ocean,,1991 meters,1963,11,11,University of Southern California,,,PreservedSpecimen,,
USNM,Fishes,202755,1,Alepisaurus ferox,Alepisauridae,Unknown,,3153 S,08732 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Off Chile",,,1966,2,23,,,,PreservedSpecimen,Rec. from: r. h. gibbs and b. b. collette. 240 hook long-line. placed in tank.,
USNM,Fishes,176386,2,Eleginops maclovinus,Nototheniidae,,,-43.62,07300 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Chile: Tictoc Bay",,,1945,1,24,M. Lobell,,,PreservedSpecimen,,
USNM,Fishes,RAD107949,1,Calliclinus geniguttatus,Labrisomidae,Polyester,,,,,,Chile,,,,,"Pacific, Chile: Valparaiso Harbour",,,1966,2,13,,,,MachineObservation,,
USNM,Fishes,265407,10,Scomberesox saurus,Scomberesocidae,,,-33.03,-73.7989,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Off Chile.",,,1966,2,15,B. Collette,,,PreservedSpecimen,,
USNM,Fishes,361914,2,Myxine affinis,Myxinidae,,,-54.07,07008 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Chile, Bahia Morris",,,1968,11,29,K. Norris,,CA,PreservedSpecimen,Catalogued formerly as sio 78-41,
USNM,Fishes,213573,3,Prolatilus jugularis,Pinguipedidae,,,3942 S,07327 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Near Corral, Chile",,36 meters-45 meters,1967,2,23,M. Morrell,,,PreservedSpecimen,,
USNM,Fishes,RAD107940,1,Auchenionchus microcirrhis,Labrisomidae,Polyester,,,,,,Peru or Chile,,,,,"Pacific, Peru or Chili?",,,,,,,,,MachineObservation,,
USNM,Fishes,201103,66,Maurolicus muelleri,Sternoptychidae,Glycerin with Cartilage Stain,,3332 S,-78.592,,Degrees Minutes Seconds,Chile,,,,,"Pacific, ",,CA,1966,2,18,,,,PreservedSpecimen,10' ikmt; 1000 m. wire out. March 2016:  Database stated 69 specimens but actually there were only 67.  1 of 67 specimens recataloged as 438323.,
USNM,Fishes,39855,1,Trachurus murphyi,Carangidae,Unknown,,,,,,Chile,,,,,"Pacific, Talcahuano, Chili",,,,,,,,,PreservedSpecimen,,
USNM,Fishes,209369,4,Gonichthys barnesi,Myctophidae,,,-33.533,-81.058,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Juan Fernandez Islands",,0 meters-475 meters,1965,11,26,,,,PreservedSpecimen,64 min at depth,
USNM,Fishes,285425,1,Psammobatis scobina,Rajidae,,,,,,,Chile,,,,,"Pacific, 17-18 km NW off Valparaiso Harbor, Chile.",,CA,1966,2,11,"R. Gibbs, B. Collette & R. Cressey",,,PreservedSpecimen,,
USNM,Fishes,217586,1,Sternoptyx diaphana,Sternoptychidae,,,-33.18,08549 W,,Degrees Minutes Seconds,Chile,,,,,"Eastern South Pacific, Juan Fernandez Islands",,0 meters-440 meters,1965,11,29,,,,PreservedSpecimen,3 m ikmt; bottom depth 3822-3830 m; 62 min at depth; out of usnm 207234,
USNM,Fishes,265338,1,Melamphaes janae,Melamphaidae,,,-33.158,-83.983,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Juan Fernandez Islands",,0 meters-1150 meters,1965,11,28,,,,PreservedSpecimen,,
USNM,Fishes,200568,1,Stomias atriventer,Stomiidae,,,-23.558,-70.858,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Off Antofogasta, Chile",,0 meters-860 meters,1966,3,12,,,,PreservedSpecimen,Rec. from: gibbs-collette. ikmt,
USNM,Fishes,88821,1,Gobiesox marmoratus,Gobiesocidae,,,,,,,Chile,,,,,"Pacific, Juan Fernandez, from Fisherman.",,,1926,12,11,W. Schmitt,,,PreservedSpecimen,,
USNM,Fishes,228154,2,Sympterygia lima,Rajidae,,,-24.4917,07040 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, ",,36 meters-45 meters,1967,2,23,,,,PreservedSpecimen,Mmi-j,
USNM,Fishes,215487,1,Rouleina attrita,Alepocephalidae,,,-24.4917,07040 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, ",,950 meters,1966,8,16,L. Knapp,,,PreservedSpecimen,Southeastern pacific biological oceanographic program.,
USNM,Fishes,305673,6,Austromenidia smitti,Atherinopsidae,,,-53.83,07024 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, 500 m off Punta Tern, in canal Whiteside, Isla Dawson, Chile.",,,1969,5,3,F. Cardenas,,,PreservedSpecimen,,
USNM,Fishes,221636,1,Schroederichthys chilensis,Scyliorhinidae,Radiograph,,,,,,Chile,,,,,"Pacific, Valparaiso, Chile",,,,,,Valparaiso Aquarium,,,PreservedSpecimen,"2 acc. nos. in jar, one 272152",
USNM,Fishes,226665,1,Macruronus magellanicus,Merlucciidae,,,-42.55,07329 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Near Castro, Chile",,60 meters,1967,10,1,M. Morrell,,,PreservedSpecimen,,
USNM,Fishes,322161,2,Gymnothorax porphyreus,Muraenidae,,,,,,,Chile,,,,,"Pacific, Juan Fernandez Is.: Alejandro Selkirk Is.",,,1992,1,7,J. Francis,,,PreservedSpecimen,58-61 cm tl,
USNM,Fishes,324741,2,Myctophidae,Myctophidae,,,-32.842,-86.283,,Degrees Minutes Seconds,Chile,,,,,South East Pacific,,CA,1966,2,22,,,,PreservedSpecimen,,
USNM,Fishes,RAD113591,1,Stomias boa boa,Stomiidae,Acetate,,38 08 00 S,075 53 00 W,,,Chile,Bio-Bio,,,,"Pacific, Off Chile, South America",,1238 meters,1888,2,14,,,,MachineObservation,,
USNM,Fishes,331421,2,Galaxias maculatus,Galaxiidae,,,-53.8389,07027 W,,Degrees Minutes Seconds,Chile,,,,,"Creek Near Chilean Naval Outpost, NNW of Harriss Bay, East Coast of Dawson Island, Chile.",,,1969,5,13,H. Fehlmann,,,PreservedSpecimen,,
USNM,Fishes,202753,1,Thyrsites atun,Gempylidae,Unknown,,,,,,Chile,,,,,"Pacific, Chile: Valparaiso--Market",,,1966,2,14,,,,PreservedSpecimen,Rec. from: r. h. gibbs and b. b. collette. placed in tank.,
USNM,Fishes,RAD107942,1,Auchenionchus microcirrhis,Labrisomidae,Polyester,,,,,,Peru or Chile,,,,,"Pacific, Peru or Chili?",,,,,,,,,MachineObservation,,
USNM,Fishes,1545,3,Nematogenys inermis,Nematogenyidae,,,,,,,Chile,,,,,"Near Santiago, Chile",,,,,,J. Gilliss,,,PreservedSpecimen,"Ledger says 6 specimens, but only 3 in jar",
USNM,Fishes,176523,1,Paratrachichthys fernandezianus,Trachichthyidae,,,-33.63,07850 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Chile: Cumberland Bay, Juan Fernandez.",,,1944,9,8,M. Lobell,,,PreservedSpecimen,Original #U-42-192.,
USNM,Fishes,200992,3,Chauliodus sloani,Stomiidae,,,-33.05,-73.808,,Degrees Minutes Seconds,Chile,,,,,South Eastern Pacific,,0 meters-500 meters,1966,2,15,,,,PreservedSpecimen,Rec. from: r.h. gibbs & b.b. collette; 10' ikmt,
USNM,Fishes,88768,1,Chironemus bicornis,Chironemidae,,,,,,,Chile,,,,,"Pacific, English Bay, Juan Fernandez",,,1926,12,17,W. Schmitt,,,PreservedSpecimen,,
USNM,Fishes,301847,50,Aphos porosus,Batrachoididae,,,,,,,Chile,,,,,"Pacific, Chile: Monte Mar N. of Valparaiso, Tide Pools Back of Marine Station",,,1966,2,12,"B. Collette, R. Gibbs & W. Fischer",,,PreservedSpecimen,,
USNM,Fishes,176500,1,Aphos porosus,Batrachoididae,,,-43.13,07337 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Chile: Auellon (Chiloe Island)",,,1945,2,2,M. Lobell,,,PreservedSpecimen,,
USNM,Fishes,88680,1,Gymnothorax bathyphilus,Muraenidae,,,,,,,Chile,,,,,"Pacific, Chile: Cumberland Bay, Juan Fernandez Island.",,,1926,,,W. Schmitt,,,PreservedSpecimen,"Ledger gives accession no. as 97902, label in jar says 93322",
USNM,Fishes,199990,3,Merluccius,Merlucciidae,,,,,,,Chile,Valdivia Province,,,,"Pacific, Off Valdivia, Chile",,73 meters,1965,3,9,,,,PreservedSpecimen,Otter trawl,
USNM,Fishes,200998,3,Chauliodus danae,Stomiidae,,,-33.05,-73.808,,Degrees Minutes Seconds,Chile,,,,,South Eastern Pacific,,0 meters-500 meters,1966,2,15,,,,PreservedSpecimen,Rec. from: r.h. gibbs & b.b. collette; 10' ikmt,
USNM,Fishes,77282,9,Harpagifer bispinis,Harpagiferidae,,,52 22 30 S,069 22 00 W,,,Chile,Magallanes y Antartica Chilena,,,,"Atlantic, Straits of Magellen",,53.9 meters,1888,1,18,,,,PreservedSpecimen,,
USNM,Fishes,220181,3,Centroscyllium nigrum,Etmopteridae,,,-33.37,07154 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Off Chile",,260 meters-280 meters,1966,7,31,L. Knapp,,,PreservedSpecimen,"Cruise report states ""anton bruun"" cr. 18a left port o4 aug 1966",
USNM,Fishes,265379,2,Chauliodus sloani,Stomiidae,,,3311 S,08549 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Juan Fernandez Islands",,0 meters-440 meters,1965,11,29,,,,PreservedSpecimen,,
USNM,Fishes,307338,1,Paraliparis skeliphrus,Liparidae,,,-34.15,0722530W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, ",,1400 meters-1475 meters,1966,2,3,,,,PreservedSpecimen,"Specimen reported by stein, et al. (1991) to be an undescribed species, but due to the poor condition of this, the only known specimen, they did not assign a taxonomic name to this species.",
USNM,Fishes,266320,2,Scorpaena fernandeziana,Scorpaenidae,,,-33.63,07850 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Chile: Cumberland Bay, Juan Fernandez.",,,1944,9,13,M. Lobell,,,PreservedSpecimen,,
USNM,Fishes,362298,10,Hippoglossina macrops,Paralichthyidae,,,-30.2783,-71.5367,,Degrees Minutes Seconds,Chile,,,,,"Pacific, ",,165 meters-170 meters,1966,7,31,L. Knapp,,,PreservedSpecimen,9 specimens donated to humz. ident. by k. amaoka.,
USNM,Fishes,RAD107945,4,Auchenionchus microcirrhis,Labrisomidae,Polyester,,-18.475,07020 W,,Degrees Minutes Seconds,Chile,Arica,,,,"Pacific, Chile, Arica Bay.",,,1944,11,23,Fisherman,,,MachineObservation,,
USNM,Fishes,RAD118975,1,Pseudocaranx chilensis,Carangidae,Polyester,,-26.28,08006 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Chile: San Felix Island",,,1944,10,22,M. Lobell,,,MachineObservation,,
USNM,Fishes,228128,7,Scomberesox saurus scombroides,Scomberesocidae,,,-33.03,07520 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, ",,0 meters,1966,2,16,,,,PreservedSpecimen,,
USNM,Fishes,214226,2,Sindoscopus australis,Dactyloscopidae,,,,,,,Chile,,,,,"Pacific, Chile, Antofagasta, Mejillones, Punta De Cuartel.",,0.5 meters-1.5 meters,1970,10,7,J. Tomicic,,,PreservedSpecimen,,
USNM,Fishes,362267,2,Hippoglossina macrops,Paralichthyidae,,,-32.28,-71.6583,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Off Valparaiso, Chile",,580 meters,1966,8,11,L. Knapp,,,PreservedSpecimen,Ident. by k. amaoka.,
USNM,Fishes,258309,1,Scomberesox saurus scombroides,Scomberesocidae,,,-30.175,-71.8433,,Degrees Minutes Seconds,Chile,,,,,"Pacific, ",,500 meters,1966,8,14,,,,PreservedSpecimen,,
USNM,Fishes,201177,1,Carcharhinus,Carcharhinidae,Unknown,,-21.62,08136 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Off Chile",,1850 meters,1966,7,8,,,,PreservedSpecimen,"Rec. from: sepbop-sosc; loc. 22; spec. was tagged 648; placed in tank. still in lt-11, 15 april 1999.",
USNM,Fishes,221396,2,Halaelurus chilensis,Scyliorhinidae,,,-34.05,0715754W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Off Valparaiso, Chile. Cardenal Caro, South of Navidad (R. Rapel Mouth).",,40 meters,1966,8,5,L. Knapp,,,PreservedSpecimen,,
USNM,Fishes,43378,7,Patagonotothen longipes,Nototheniidae,,,,,,,Chile,,,,,"Pacific, Sts. of Magellan",,,1888,1,,,,,PreservedSpecimen,Original no. 5766; 1 dist. to amer. mus.,
USNM,Fishes,301324,1,Poromitra crassiceps,Melamphaidae,,,-34.092,-80.683,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Juan Fernandez Islands",,0-2730 FMS,1965,11,26,,,,PreservedSpecimen,,
USNM,Fishes,209351,15,Lobianchia dofleini,Myctophidae,,,-33.533,-81.058,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Juan Fernandez Islands",,0 meters-475 meters,1965,11,26,,,,PreservedSpecimen,64 min at depth,
USNM,Fishes,176414,1,Hypoplectrodes semicinctum,Serranidae,,,-33.6333,-78.8333,,Degrees Minutes Seconds,Chile,,,Isla Mas Atierra,,"Pacific, Cumberland Bay, Chile, Cumberland Bay, Juan Fernandez Islands",,,1945,2,20,M. Lobell,,,PreservedSpecimen,,
USNM,Fishes,176579,2,Caprodon longimanus,Serranidae,,,-33.63,07850 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Cumberland Bay, Chile: Cumberland Bay, Juan Fernandez",,,1945,2,28,M. Lobell,,,PreservedSpecimen,,
USNM,Fishes,84323,4,Galaxias platei,Galaxiidae,,,,,,,Chile,,,,,Chile: Puerto Varas,,,1919,,,C. Eigenmann,,,PreservedSpecimen,Catalog says 5 specimens but only 4 in jar,
USNM,Fishes,218496,82,Neolabrus reticulatus,Labridae,,,-33.6333,-78.9917,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Juan Fernandez Is, Mas a Tierra, Cumberland Bay and Padre Bay.  100' from shore.",,3 meters,1966,2,18,R. Gibbs & B. Collette,,,PreservedSpecimen,2 specimens removed for clearing and staining,
USNM,Fishes,205106,3,Auchenionchus crinitus,Labrisomidae,Glycerin with Bone Stain,,,,,,Chile,,,,,"Pacific, Chile, La Ventana (ca. 30 mi. N of Valparaiso) Tidepools",,0 meters-1 meter,1965,12,22,W. Baldwin et al.,,,PreservedSpecimen,"1 spec. removed for clearing and staining. sio 65-670, mv 65-iv-80, w 66-59",
USNM,Fishes,399169,10,Galaxias maculatus,Galaxiidae,,,,,,,Chile,,,,,"Chile, Rio Biobio at junction with Rio Vergato near Nacimiento, VIII Region",,,1992,10,3,T. Berra & V. Ruiz,,,PreservedSpecimen,,
USNM,Fishes,304641,1,Lotella fernandeziana,Moridae,,,-33.6389,-78.8139,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Isla Juan Fernandez, Chile.",,6 meters-11 meters,1965,12,11,,,,PreservedSpecimen,,
USNM,Fishes,77314,22,Ethmidium maculatum,Clupeidae,Glycerin with Cartilage Stain,,,,,,Chile,,,,,"Pacific, Lota, Chile",,,1888,2,15,,,,PreservedSpecimen,T.t.'s 2243 and 2244. 3 of original 25 exch. to british museum in 1935.,
USNM,Fishes,221652,2,Schroederichthys chilensis,Scyliorhinidae,Radiograph,,3942 S,07327 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Near Corral, Chile",,36 meters-45 meters,1967,2,23,,,,PreservedSpecimen,,
USNM,Fishes,84343,6,Nematogenys inermis,Nematogenyidae,Glycerin with Bone Stain,,,,,,Chile,,,,,"Estero Nonguen, Concepcion.",,,1919,,,C. Eigenmann,,,PreservedSpecimen,1 of 6 cleared and stained.,
USNM,Fishes,220216,1,Aculeola nigra,Etmopteridae,Radiograph,,-20.55,07020 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Off Arica, Chile",,135 meters,1966,8,20,L. Knapp,,,PreservedSpecimen,,
USNM,Fishes,366864,3,Bovichtus chilensis,Bovichtidae,,,,,,,Chile,,,,,"Pacific, Chile: Montemar Biol. Station.",,,1966,2,14,B. Collette & R. Gibbs,,,PreservedSpecimen,,
USNM,Fishes,292778,1,Emmelichthys cyanescens,Emmelichthyidae,Glycerin with Bone Stain,,-33.6883,-78.8775,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Off Chile.",,0 meters-140 meters,1965,12,15,R. Wisner et al.,,,PreservedSpecimen,,
USNM,Fishes,201968,1,Remora remora,Echeneidae,,,,,,,Chile,,,,,"Chile, Beach At Iquique, Pacific Ocean",,,1957,,,J. Manning et al.,,,PreservedSpecimen,"Rec. from: dr. c. richard robins, univ miami marine lab. fall 1957; umml 2880",
USNM,Fishes,324953,1,Nemichthys,Nemichthyidae,,,3332 S,-78.592,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Trawled At 500 m For 1 Hour, 150 m For 1 Hour",,0 meters-500 meters,1966,2,18,,,,PreservedSpecimen,,
USNM,Fishes,88682,1,Gymnothorax porphyreus,Muraenidae,,,,,,,Chile,,,,,"Pacific, Juan Fernandez, From Fisherman",,,1926,12,14,W. Schmitt,,,PreservedSpecimen,Det. dgs/1990,
USNM,Fishes,208293,1,Auchenionchus variolosus,Labrisomidae,,,,,,,Chile,,,,,"Pacific, Chile**Montemar Biological Station",,,1966,2,14,B. Collette & R. Gibbs,,,PreservedSpecimen,,
USNM,Fishes,258788,14,Scartichthys viridis,Blenniidae,Glycerin with Cartilage Stain,,,,,,Chile,,,,,"Pacific, Chile: Two Pools Among Rocks By Monte Mar Biol. Station, North of Valparaiso.",,0 meters-1 meter,1966,2,14,B. Collette & R. Gibbs,,,PreservedSpecimen,,
USNM,Fishes,176502,6,Odontesthes,Atherinopsidae,,,-43.62,07300 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Chile: Tictoc Bay",,,1945,1,24,M. Lobell & Derris,,,PreservedSpecimen,,
USNM,Fishes,164161,1,Xenomystax atrarius,Congridae,,,,,,,Chile,,,,,"Pacific, Chile, Caldera",,165 meters,,,,F. Delfin,,,PreservedSpecimen,,
USNM,Fishes,RAD107951,2,Calliclinus geniguttatus,Labrisomidae,Polyester,,,,,,Chile,,,,,"Pacific, Chile, La Ventana (ca. 30 mi. N of Valparaiso) Tidepools",,0 meters-3 meters,1965,12,28,B. Walker et al.,,,MachineObservation,,
USNM,Fishes,285388,6,Gurgesiella furvescens,Rajidae,,,,,,,Chile,,,,,"Pacific, 17-18 km NW off Valparaiso Harbor, Chile.",,CA,1966,2,11,"R. Gibbs, B. Collette & R. Cressey",,,PreservedSpecimen,,
USNM,Fishes,212232,1,Calliclinus geniguttatus,Labrisomidae,,,,,,,Chile,,,,,"Pacific, Chile, Valparaiso, Algarrobo About 2 km N. of Town.",,0 meters-1 meter,1974,3,20,C. Dawson & Revuelta,,,PreservedSpecimen,,
USNM,Fishes,176471,1,Aphos porosus,Batrachoididae,,,-18.47,07020 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Chile: Arica Bay",,,1944,10,27,M. Lobell,,,PreservedSpecimen,,
USNM,Fishes,200997,1,Thysanactis dentex,Stomiidae,,,3332 S,-78.592,,Degrees Minutes Seconds,Chile,,,,,South Eastern Pacific,,0 meters-574 meters,1966,2,18,,,,PreservedSpecimen,Rec. from: r.h. gibbs & b.b. collette; 10' ikmt,
USNM,Fishes,83456,1,Auchenionchus microcirrhis,Labrisomidae,,,,,,,Peru or Chile,,,,,"Pacific, Peru or Chili?",,,,,,,,,PreservedSpecimen,,
USNM,Fishes,77318,53,Eleginops maclovinus,Nototheniidae,,,-46.83,07518 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Port Otway",,,1888,2,,,,,PreservedSpecimen,,
USNM,Fishes,265361,3,Poromitra megalops,Melamphaidae,,,-33.158,-83.983,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Juan Fernandez Islands",,0 meters-1150 meters,1965,11,28,,,,PreservedSpecimen,,
USNM,Fishes,258833,1,Symbolophorus,Myctophidae,,,-32.88,08617 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, ",,,1966,2,22,,,,PreservedSpecimen,,
USNM,Fishes,224088,4,Macruronus magellanicus,Merlucciidae,,,-24.4917,07040 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, ",,140 meters,1968,1,21,,,,PreservedSpecimen,One specimen out to USNM 407857.,
USNM,Fishes,207361,1,Calliclinus geniguttatus,Labrisomidae,,,,,,,Chile,,,,,"Pacific, Chile: Valparaiso Harbour",,,1966,2,13,,,,PreservedSpecimen,X-rayed for dr. springer,
USNM,Fishes,174941,1,Engraulis ringens,Engraulidae,,,,,,,Chile,,,,,"Pacific, Chile: Iquique, Star Kist tuna plant",,,1955,5,,J. Manning,,,PreservedSpecimen,,
USNM,Fishes,76890,5,Coelorhynchus chilensis,Macrouridae,Illustration,,38 08 00 S,075 53 00 W,,,Chile,Bio-Bio,,,,"Pacific, Off Chile, South America",,1238 meters,1888,2,14,,,,PreservedSpecimen,,
USNM,Fishes,427727,1,Myctophidae,Myctophidae,,,-42.1833,-86.05,,,Chile,,,,,"Pacific, ",,1000 meters-2000 meters,1966,10,5,Texas A & M University,,,PreservedSpecimen,,
USNM,Fishes,176463,2,Callorhinchus callorynchus,Chimaeridae,,,-29.95,07120 W,,Degrees Minutes Seconds,Chile,,,,,"Pacific, Chile: Coquimbo Bay",,,1944,12,1,Fisherman,,,PreservedSpecimen,,
USNM,Fishes,39039,2,Myxine affinis,Myxinidae,,,,,,,Chile,,,,,"Pacific, Sandy Pt. Harbor, Sts. of Magellan",,,,,,H. Nichols,,,PreservedSpecimen,"Orig. no. 279.  1 specimen(already had cranial-region dissected)  dissected of the small cloacal area on October 20, 2017 by Charlene McCord from Chapman University.",
USNM,Fishes,399168,1,Oncorhynchus mykiss,Salmonidae,,,,,,,Chile,,,,,"Rio Laja 3 km below Puerto Perales about 21 km below Salt Laja, VIII Region, Chile",,,1992,12,9,"T. Berra, V. Ruiz & C. Meier",,,PreservedSpecimen,,
