InstitutionCode,CollectionCode,CatalogNumber,IndividualCount,ScientificName,Family,PreparationType,Tissues,Latitude,Longitude,decimalLatitude,decimalLongitude,CoordinateUncertaintyInMeters,HorizontalDatum,Country,StateProvince,County,Island,IslandGroup,Locality,VerbatimElevation,VerbatimDepth,YearCollected,MonthCollected,DayCollected,Collector,GeorefMethod,LatLongComments,BasisOfRecord,Remarks,DateLastModified
NMV,Ichthyology,A22279,3,GALAXIIDAE,Galaxiidae,,,-42.5,-73.92,-42.5,-73.92,,EPSG:4326,Chile,,,,,Chiloe' Island,,,,,,Roger S. Frankenberg - University of Melbourne (The),,,PreservedSpecimen,,
NMV,Ichthyology,A13518,7,GALAXIIDAE,Galaxiidae,,,-42.12,-73.5,-42.12,-73.5,,EPSG:4326,Chile,,,,,"Chiloe Island, 8-9 km W of Quemchi, in a small ravine",,,1968,10,10,L E. Pena,,,PreservedSpecimen,,
NMV,Ichthyology,A13516,5,GALAXIIDAE,Galaxiidae,,,-42.12,-73.5,-42.12,-73.5,,EPSG:4326,Chile,,,,,"Chiloe Island, Mocopulli, 5 km N of Dalcahue village",,,1966,4,25,L E. Pena,,,PreservedSpecimen,,
NMV,Ichthyology,A13517,162,GALAXIIDAE,Galaxiidae,,,-42.12,-73.5,-42.12,-73.5,,EPSG:4326,Chile,,,,,"Chiloe Island, Mocopulli, 5 km N of Dalcahue village",,,1966,4,25,L E. Pena,,,PreservedSpecimen,,
NMV,Ichthyology,A22340,1,Galaxias,Galaxiidae,,,-41.32,-72.98,-41.32,-72.98,,EPSG:4326,Chile,,,,,Puerto Varas,,,1919,,,,,,PreservedSpecimen,,
LACM,Fish,42705-1,2,Basilichthys australis,Atherinopsidae,,,-38.872549,-73.31485,-38.872549,-73.31485,8841,not recorded (forced WGS84),Chile,La Araucanía,,,,South America | Chile | Ninth Region | - | Lago De Budi,,,1980,9,15,Lavenburg and party,,,PreservedSpecimen,cleaned and stained,2018-10-08
LACM,Fish,43761-2,1,Basilichthys australis,Atherinopsidae,,,-36.5333333,-72.9666667,-36.5333333,-72.9666667,,not recorded (forced WGS84),Chile,Biobío,Concepción,,,"South Pacific Ocean, Eastern Pacific | Chile | Concepcion | - | Bahia de Coliumo - Estero de Coliumo",,3.5,1980,9,30,"J. Dunn, Lavenburg, Nafpaktitis",,Calculated from original coordinates,PreservedSpecimen,,2018-10-08
LACM,Fish,44826-1,1,Diplomystes camposensis,Diplomystidae,,,-39.836693,-72.309847,-39.836693,-72.309847,14997,not recorded (forced WGS84),Chile,,,,,South America | Chile | - | - | Lago Rius hue,,,,,,Hugo Campos via J Baskin,,Polygon covers Lago Riñihue.,PreservedSpecimen,,2018-10-08
LACM,Fish,55952-1,1,Diplomystes nahuelbutaensis,Diplomystidae,,,-36.894453,-72.377355,-36.894453,-72.377355,72997,not recorded (forced WGS84),Chile,,,,,South America | Chile | - | - | River Itata (Canal Cruz Cipres),,,1994,5,10,E. Habit,,"Polygon covers Rio Itata, coordinates placed at center of polygon.",PreservedSpecimen,Donated by Pedro Victoriano (Universidad de Concepcion),2018-10-08
LACM,Fish,55954-1,1,Diplomystes nahuelbutaensis,Diplomystidae,,,-37.247083,-71.870541,-37.247083,-71.870541,17165,not recorded (forced WGS84),Chile,,,,,South America | Chile | - | - | River Huepil,,,1994,2,16,E. Habit (Universidad de Concepcion),,"Polygon covers Rio Huepil, coordinates placed at center of polygon.",PreservedSpecimen,Donated by Pedro Victoriano (Universidad de Concepcion),2018-10-08
MCZ,Ich,10370,1,Percichthys melanops,Percichthyidae,whole animal (alcohol),,-35.0083333333,-71.2583333333,-35.0083333333,-71.2583333333,115000,deg. min. sec.,Chile,Maule Region,,,,Curicó,,,,,,Hassler Expedition,unknown,"Lat. seconds and Long. seconds blank in MUSE (Fish). Set to 30, Maximum Error set to 115 km. in MCZbase",PreservedSpecimen,age class: adult,2017-08-23 09:53:43.0
MCZ,Ich,10372,1,Percichthys trucha,Percichthyidae,whole animal (alcohol),,-36.625,-72.175,-36.625,-72.175,115000,deg. min. sec.,Chile,Biobio Region,,,,Chillán,,,,,,Hassler Expedition,unknown,"Lat. seconds and Long. seconds blank in MUSE (Fish). Set to 30, Maximum Error set to 115 km. in MCZbase",PreservedSpecimen,age class: adult,2017-11-17 16:10:58.0
MCZ,Ich,10373,1,Percichthys trucha,Percichthyidae,whole animal (alcohol),,-36.625,-72.175,-36.625,-72.175,115000,deg. min. sec.,Chile,Biobio Region,,,,Chillán,,,,,,Hassler Expedition,unknown,"Lat. seconds and Long. seconds blank in MUSE (Fish). Set to 30, Maximum Error set to 115 km. in MCZbase",PreservedSpecimen,age class: adult,2017-11-17 16:10:58.0
MCZ,Ich,10374,1,Percichthys trucha,Percichthyidae,whole animal (alcohol),,-36.625,-72.175,-36.625,-72.175,115000,deg. min. sec.,Chile,Biobio Region,,,,Chillán,,,,,,Hassler Expedition,unknown,"Lat. seconds and Long. seconds blank in MUSE (Fish). Set to 30, Maximum Error set to 115 km. in MCZbase",PreservedSpecimen,age class: adult; standard length: 220mm,2017-11-17 16:10:58.0
MCZ,Ich,10375,1,Percichthys trucha,Percichthyidae,whole animal (alcohol),,-36.824512,-73.082961,-36.824512,-73.082961,4879,decimal degrees,Chile,Biobio Region,,,,"Río Bíobío, probably near Concepción",,,,,,Hassler Expedition,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,Polygon covers Rio Bio Bio around Concepcion.,PreservedSpecimen,age class: adult,2017-11-17 16:10:58.0
MCZ,Ich,10376,1,Percichthys trucha,Percichthyidae,whole animal (alcohol),,-33.337636,-71.842204,-33.337636,-71.842204,25325,decimal degrees,Chile,,,,,off Santiago,,,,,,Hassler Expedition,GEOLocate,Off Santiago error half way to Valparaiso,PreservedSpecimen,age class: adult; standard length: 290-365mm,2016-03-17 21:37:31.0
MCZ,Ich,4835,1,Percichthys melanops,Percichthyidae,whole animal (alcohol),,-35.0083333333,-71.2583333333,-35.0083333333,-71.2583333333,115000,deg. min. sec.,Chile,Maule Region,,,,Curicó,,,,,,Hassler Expedition,unknown,"Lat. seconds and Long. seconds blank in MUSE (Fish). Set to 30, Maximum Error set to 115 km. in MCZbase",PreservedSpecimen,age class: adult,2017-08-23 09:53:42.0
MCZ,Ich,4836,1,Percichthys trucha,Percichthyidae,whole skeleton (dry); whole animal (alcohol),,-36.625,-72.175,-36.625,-72.175,115000,deg. min. sec.,Chile,Biobio Region,,,,Chillán,,,,,,Hassler Expedition,unknown,"Lat. seconds and Long. seconds blank in MUSE (Fish). Set to 30, Maximum Error set to 115 km. in MCZbase",PreservedSpecimen,age class: adult; standard length: 275-320mm,2017-11-17 16:10:58.0
MCZ,Ich,18131,1,Cauque brevianalis,Atherinopsidae,whole animal (alcohol),,-33.0916666667,-71.675,-33.0916666667,-71.675,115000,deg. min. sec.,Chile,,,,,"Pacific, Southeast, Valparaiso",,,,,,Hassler Expedition,unknown,"Lat. seconds and Long. seconds blank in MUSE (Fish). Set to 30, Maximum Error set to 115 km. in MCZbase",PreservedSpecimen,age class: adult; standard length: 81-105mm,2016-03-17 21:37:33.0
MCZ,Ich,18132,1,Cauque brevianalis,Atherinopsidae,whole animal (alcohol),,-33.0916666667,-71.675,-33.0916666667,-71.675,115000,deg. min. sec.,Chile,,,,,"Pacific, Southeast, Valparaiso",,,,,,Hassler Expedition,unknown,"Lat. seconds and Long. seconds blank in MUSE (Fish). Set to 30, Maximum Error set to 115 km. in MCZbase",PreservedSpecimen,age class: adult; standard length: 77-102mm,2016-03-17 21:37:33.0
MCZ,Ich,18134,1,Odontesthes smitti,Atherinopsidae,whole animal (alcohol),,-53.161165,-70.877879,-53.161165,-70.877879,5292,decimal degrees,Chile,,,,,"Pacific, Southeast, off Straits of Magellan, Sandy Point",,,,,,Hassler Expedition,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,,PreservedSpecimen,age class: adult; standard length: 235-295mm,2018-12-05 15:20:47.0
MCZ,Ich,18136,1,Odontesthes smitti,Atherinopsidae,whole animal (alcohol),,-53.161165,-70.877879,-53.161165,-70.877879,5292,decimal degrees,Chile,,,,,"Pacific, Southeast, off Straits of Magellan, Sandy Point",,,,,,Hassler Expedition,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,,PreservedSpecimen,age class: adult; standard length: 248mm,2018-12-05 15:20:47.0
MCZ,Ich,18137,1,Odontesthes smitti,Atherinopsidae,whole animal (alcohol),,-53.161165,-70.877879,-53.161165,-70.877879,5292,decimal degrees,Chile,,,,,"Pacific, Southeast, off Straits of Magellan, Sandy Point",,,,,,Hassler Expedition,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,,PreservedSpecimen,age class: adult; standard length: 235-277mm,2018-12-05 15:20:47.0
MCZ,Ich,18139,1,Basilichthys sp.,Atherinopsidae,whole animal (alcohol),,-35.0083333333,-71.2583333333,-35.0083333333,-71.2583333333,115000,deg. min. sec.,Chile,Maule Region,,,,Curicó,,,,,,Hassler Expedition,unknown,"Lat. seconds and Long. seconds blank in MUSE (Fish). Set to 30, Maximum Error set to 115 km. in MCZbase",PreservedSpecimen,age class: adult; standard length: 205-225mm,2017-08-23 09:53:48.0
MCZ,Ich,18140,1,Cauque sp.,Atherinopsidae,whole animal (alcohol),,-33.476243,-70.66671,-33.476243,-70.66671,21647,decimal degrees,Chile,,,,,Santiago,,,,,,Hassler Expedition,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,"Coordinates at Santiago, error covers town.",PreservedSpecimen,age class: adult; standard length: 213mm,2016-03-17 21:37:33.0
MCZ,Ich,18141,1,Basilichthys australis,Atherinopsidae,whole animal (alcohol),,-41.057225,-73.033148,-41.057225,-73.033148,68197,decimal degrees,Chile,,,,,Near Santiago at San Fernando,,,,,,Hassler Expedition,GEOLocate,,PreservedSpecimen,age class: adult; standard length: 103-129mm,2017-06-28 17:25:48.0
MCZ,Ich,18151,1,Basilichthys sp.,Atherinopsidae,whole animal (alcohol),,-36.675,-73.175,-36.675,-73.175,115000,deg. min. sec.,Chile,,,,,"Pacific, Southeast, Talcahuano Bay",,,,,,Hassler Expedition,unknown,"Lat. seconds and Long. seconds blank in MUSE (Fish). Set to 30, Maximum Error set to 115 km. in MCZbase",PreservedSpecimen,age class: adult; standard length: 284-387mm,2018-08-16 13:59:12.0
MCZ,Ich,18158,1,Basilichthys australis,Atherinopsidae,whole animal (alcohol),,-36.675,-73.175,-36.675,-73.175,115000,deg. min. sec.,Chile,Biobio Region,,,,Chillán,,,,,,Hassler Expedition,unknown,"Lat. seconds and Long. seconds blank in MUSE (Fish). Set to 30, Maximum Error set to 115 km. in MCZbase",PreservedSpecimen,age class: adult; standard length: 178mm,2017-11-17 16:10:58.0
MCZ,Ich,18159,1,Odontesthes mauleanum,Atherinopsidae,whole animal (alcohol),,-36.675,-73.175,-36.675,-73.175,115000,deg. min. sec.,Chile,Biobio Region,,,,Chillán,,,,,,Hassler Expedition,unknown,"Lat. seconds and Long. seconds blank in MUSE (Fish). Set to 30, Maximum Error set to 115 km. in MCZbase",PreservedSpecimen,age class: adult; standard length: 180-208mm,2017-11-17 16:10:58.0
MCZ,Ich,18160,1,Basilichthys sp.,Atherinopsidae,whole animal (alcohol),,-36.675,-73.175,-36.675,-73.175,115000,deg. min. sec.,Chile,Biobio Region,,,,Chillán,,,,,,Hassler Expedition,unknown,"Lat. seconds and Long. seconds blank in MUSE (Fish). Set to 30, Maximum Error set to 115 km. in MCZbase",PreservedSpecimen,age class: adult; standard length: 196-212mm,2017-11-17 16:10:58.0
MCZ,Ich,18162,1,Cauque itatanum,Atherinopsidae,whole animal (alcohol),,-36.675,-73.175,-36.675,-73.175,115000,deg. min. sec.,Chile,Biobio Region,,,,Chillán,,,,,,Hassler Expedition,unknown,"Lat. seconds and Long. seconds blank in MUSE (Fish). Set to 30, Maximum Error set to 115 km. in MCZbase",PreservedSpecimen,age class: adult; standard length: 180-220mm,2017-11-17 16:10:58.0
MCZ,Ich,18163,1,Odontesthes mauleanum,Atherinopsidae,whole animal (alcohol),,-36.675,-73.175,-36.675,-73.175,115000,deg. min. sec.,Chile,Biobio Region,,,,Chillán,,,,,,Hassler Expedition,unknown,"Lat. seconds and Long. seconds blank in MUSE (Fish). Set to 30, Maximum Error set to 115 km. in MCZbase",PreservedSpecimen,age class: adult; standard length: 200-210mm,2017-11-17 16:10:58.0
MCZ,Ich,18164,1,Basilichthys australis,Atherinopsidae,whole animal (alcohol),,-36.675,-73.175,-36.675,-73.175,115000,deg. min. sec.,Chile,Biobio Region,,,,Chillán,,,,,,Hassler Expedition,unknown,"Lat. seconds and Long. seconds blank in MUSE (Fish). Set to 30, Maximum Error set to 115 km. in MCZbase",PreservedSpecimen,age class: adult; standard length: 181-200mm,2017-11-17 16:10:58.0
MCZ,Ich,18166,1,Cauque itatanum,Atherinopsidae,whole animal (alcohol),,-36.894453,-72.377355,-36.894453,-72.377355,72997,decimal degrees,Chile,,,,,Itata,,,,,,Hassler Expedition,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,"Polygon covers Rio Itata, coordinates placed at center of polygon.",PreservedSpecimen,age class: adult; standard length: 58-110mm,2017-08-23 09:53:48.0
MCZ,Ich,18167,1,Cauque itatanum,Atherinopsidae,whole animal (alcohol),,-36.894453,-72.377355,-36.894453,-72.377355,72997,decimal degrees,Chile,,,,,Itata,,,,,,Hassler Expedition,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,"Polygon covers Rio Itata, coordinates placed at center of polygon.",PreservedSpecimen,age class: adult; standard length: 120mm,2017-08-23 09:53:48.0
MCZ,Ich,18168,1,Cauque itatanum,Atherinopsidae,whole animal (alcohol),,-36.894453,-72.377355,-36.894453,-72.377355,72997,decimal degrees,Chile,,,,,Itata,,,,,,Hassler Expedition,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,"Polygon covers Rio Itata, coordinates placed at center of polygon.",PreservedSpecimen,age class: adult; standard length: 114mm,2017-08-23 09:53:48.0
MCZ,Ich,18169,1,Cauque itatanum,Atherinopsidae,whole animal (alcohol),,-36.894453,-72.377355,-36.894453,-72.377355,72997,decimal degrees,Chile,,,,,Itata,,,,,,Hassler Expedition,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,"Polygon covers Rio Itata, coordinates placed at center of polygon.",PreservedSpecimen,age class: adult; standard length: 63-88mm,2016-03-17 21:37:33.0
MCZ,Ich,18265,1,Cauque itatanum,Atherinopsidae,whole animal (alcohol),,-36.894453,-72.377355,-36.894453,-72.377355,72997,decimal degrees,Chile,,,,,Itata,,,,,,Hassler Expedition,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,"Polygon covers Rio Itata, coordinates placed at center of polygon.",PreservedSpecimen,age class: adult; standard length: 72-105mm,2017-08-23 09:53:48.0
MCZ,Ich,18266,1,Odontesthes mauleanum,Atherinopsidae,whole animal (alcohol),,-36.894453,-72.377355,-36.894453,-72.377355,72997,decimal degrees,Chile,,,,,Itata,,,,,,Hassler Expedition,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,"Polygon covers Rio Itata, coordinates placed at center of polygon.",PreservedSpecimen,age class: adult; standard length: 58-107mm,2017-08-23 09:53:48.0
MCZ,Ich,28400,1,Basilichthys sp.,Atherinopsidae,whole animal (alcohol),,-33.476243,-70.66671,-33.476243,-70.66671,21647,decimal degrees,Chile,Santiago Metropolitan Region,Santiago,,,Santiago,,,,,,M. Fernand Lataste,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,"Coordinates at Santiago, error covers town.",PreservedSpecimen,age class: adult; standard length: 190-202mm,2017-09-12 16:37:46.0
MCZ,Ich,28403,1,Percichthys trucha,Percichthyidae,whole animal (alcohol),,-33.476243,-70.66671,-33.476243,-70.66671,21647,decimal degrees,Chile,Santiago Metropolitan Region,Santiago,,,Santiago,,,,,,M. Fernand Lataste,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,"Coordinates at Santiago, error covers town.",PreservedSpecimen,age class: adult,2017-09-12 16:37:46.0
MCZ,Ich,28404,1,Carassius auratus,Cyprinidae,whole animal (alcohol),,-33.476243,-70.66671,-33.476243,-70.66671,21647,decimal degrees,Chile,Santiago Metropolitan Region,Santiago,,,Santiago,,,,,,M. Fernand Lataste,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,"Coordinates at Santiago, error covers town.",PreservedSpecimen,,2017-09-12 16:37:46.0
MCZ,Ich,28405,1,Percichthys trucha,Percichthyidae,whole animal (alcohol),,-33.476243,-70.66671,-33.476243,-70.66671,21647,decimal degrees,Chile,Santiago Metropolitan Region,Santiago,,,Santiago,,,,,,M. Fernand Lataste,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,"Coordinates at Santiago, error covers town.",PreservedSpecimen,age class: adult,2017-09-12 16:37:46.0
MCZ,Ich,28410,1,Basilichthys sp.,Atherinopsidae,whole animal (alcohol),,-33.476243,-70.66671,-33.476243,-70.66671,21647,decimal degrees,Chile,,,,,Near Santiago,,,,,,M. Fernand Lataste,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,"Coordinates at Santiago, error covers town.",PreservedSpecimen,age class: adult; standard length: 55-60mm,2017-05-01 10:03:26.0
MCZ,Ich,36246,1,Percilia gillissi,Perciliidae,whole animal (alcohol),,-33.641234,-70.605836,-33.641234,-70.605836,95464,decimal degrees,Chile,,,,,Río de Maypo,,,,,,"J. M. Gilliss, US Navy Astronomical Expedition (1849-1852)",MaNIS/HerpNET/ORNIS Georeferencing Guidelines,"Polygon covers Rio Maipo, coordinates placed at center of polygon",PreservedSpecimen,age class: adult,2018-01-08 11:19:26.0
MCZ,Ich,27612,1,Galaxias maculatus,Galaxiidae,whole animal (alcohol),,-56.0083333333,-67.2583333333,-56.0083333333,-67.2583333333,115000,deg. min. sec.,Chile,,,,,"Pacific, Southeast, Cabo de Hornos, Orange Bay",,,,,,[no agent data],unknown,"Lat. seconds and Long. seconds blank in MUSE (Fish). Set to 30, Maximum Error set to 115 km. in MCZbase",PreservedSpecimen,age class: adult,2018-07-10 12:18:43.0
MCZ,Ich,36195,1,Diplomystes chilensis,Diplomystidae,whole animal (70% ethanol),,-33.476243,-70.66671,-33.476243,-70.66671,21647,decimal degrees,Chile,Santiago Metropolitan Region,Santiago,,,Santiago,,,,,,R. A. Philippi B,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,"Coordinates at Santiago, error covers town.",PreservedSpecimen,age class: adult,2018-10-22 17:25:11.0
MCZ,Ich,25272,1,Percichthys trucha,Percichthyidae,whole animal (alcohol),,-36.625,-72.175,-36.625,-72.175,115000,deg. min. sec.,Chile,Biobio Region,,,,Chillán,,,,,,Hassler Expedition,unknown,"Lat. seconds and Long. seconds blank in MUSE (Fish). Set to 30, Maximum Error set to 115 km. in MCZbase",PreservedSpecimen,age class: adult,2017-11-17 16:10:58.0
MCZ,Ich,46268,1,Galaxias platei,Galaxiidae,whole animal (alcohol),,-51.379738,-72.443584,-51.379738,-72.443584,1141,decimal degrees,Chile,,,,,Lago Figueroa.,,,,,,Robert M. McDowall,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,Polygon covers Lago Figueroa.,PreservedSpecimen,age class: adult,2017-06-28 17:33:26.0
MCZ,Ich,46269,1,Galaxias maculatus,Galaxiidae,whole animal (alcohol),,-39.831337,-73.340596,-39.831337,-73.340596,3169,decimal degrees,Chile,,,,,"Rio Cuitipai, lower Valdivia River System.",,,,,,Robert M. McDowall,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,"Polygon covers Estero Cutipay, below Valdivia.",PreservedSpecimen,age class: adult,2016-01-13 14:58:00.0
MCZ,Ich,46270,1,Galaxias maculatus,Galaxiidae,whole animal (alcohol),,-40.571079,-73.150301,-40.571079,-73.150301,2755,decimal degrees,Chile,,,,,Rio Rahue at Osorno.,,,,,,Robert M. McDowall,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,Polygon cover Rio Rahue around Osorno.,PreservedSpecimen,age class: adult,2016-01-13 14:58:00.0
MCZ,Ich,46273,1,Percichthys,Percichthyidae,whole animal (alcohol),,-39.482629,-72.157674,-39.482629,-72.157674,1327,decimal degrees,Chile,,,,,"Stream at Lacanray, Lago Colofquen.",,,,,,Robert M. McDowall,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,"Coordinates at creek in Lican Ray, in the Lago Calfquen.",PreservedSpecimen,age class: adult,2016-01-13 14:58:00.0
MCZ,Ich,46275,1,Galaxias maculatus,Galaxiidae,whole animal (alcohol); whole animal (cleared and stained),,-39.831337,-73.340596,-39.831337,-73.340596,3169,decimal degrees,Chile,,,,,"Trib. of Rio Cutipai, lower Valdivia River System.",,,,,,Robert M. McDowall,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,"Polygon covers Estero Cutipay, below Valdivia.",PreservedSpecimen,age class: adult,2016-09-12 14:49:26.0
MCZ,Ich,46279,1,Galaxias platei,Galaxiidae,whole animal (alcohol),,-46.526299,-72.117048,-46.526299,-72.117048,78689,decimal degrees,Chile,,,,,Stream entering Lago Buenos Ayres.,,,,,,Robert M. McDowall,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,"Polygon covers Lago Buenos Aires, coordinates placed at center of polygon.",PreservedSpecimen,age class: adult,2016-10-24 17:29:07.0
MCZ,Ich,46283,1,Galaxias delfini,Galaxiidae,whole animal (alcohol),,-51.53647,-72.651863,-51.53647,-72.651863,4093,decimal degrees,Chile,,,,,Streams entering Lago Sofia,,,,,,Robert M. McDowall,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,"Polygon covers Lago Sofia, coordinates at south shore.",PreservedSpecimen,age class: adult,2016-01-13 14:58:00.0
MCZ,Ich,46284,1,Galaxias delfini,Galaxiidae,whole animal (alcohol),,-51.379738,-72.443584,-51.379738,-72.443584,1141,decimal degrees,Chile,,,,,Lago Figueroa.,,,,,,Robert M. McDowall,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,Polygon covers Lago Figueroa.,PreservedSpecimen,age class: adult,2017-06-28 17:33:26.0
MCZ,Ich,46286,1,Odontesthes mauleanum,Atherinopsidae,whole animal (alcohol),,-40.571079,-73.150301,-40.571079,-73.150301,2755,decimal degrees,Chile,,,,,"Rio Rahue, a trib. of Rio Bueno, at Osorno",,,,,,Robert M. McDowall,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,Polygon cover Rio Rahue around Osorno.,PreservedSpecimen,age class: adult; standard length: 33-45mm,2017-08-23 09:53:48.0
MCZ,Ich,46287,1,Odontesthes mauleanum,Atherinopsidae,whole animal (alcohol),,-41.317656,-72.966324,-41.317656,-72.966324,1412,decimal degrees,Chile,,,,,"Lago Llanguihue, & trib. stream near Puerto Varas.",,,,,,Robert M. McDowall,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,Coordinates at Lago Llanquihue at Puerto Varas.,PreservedSpecimen,age class: adult; standard length: 20-27mm,2017-08-23 09:53:48.0
MCZ,Ich,46300,1,Galaxias maculatus,Galaxiidae,whole animal (cleared and stained),,-40.359283,-71.299851,-40.359283,-71.299851,4069,decimal degrees,Chile,,,,,Lago Melequina.,,,,,,Robert M. McDowall,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,"Polygon covers Lago Meliquina in Argentina, near the Chilean border.",PreservedSpecimen,age class: adult,2016-01-13 14:58:01.0
MCZ,Ich,46302,1,Galaxias maculatus,Galaxiidae,whole animal (cleared and stained),,-32.649142,-71.441465,-32.649142,-71.441465,814,decimal degrees,Chile,,,,,Punta Maitencillo,,,,,,Robert M. McDowall,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,Coordinates at Punta Maintencillo.,PreservedSpecimen,age class: adult,2016-01-13 14:58:01.0
MCZ,Ich,46303,1,Galaxias maculatus,Galaxiidae,whole animal (cleared and stained),,-41.486224,-72.970034,-41.486224,-72.970034,567,decimal degrees,Chile,,,,,Stream west of Angelmo.,,,,,,Robert M. McDowall,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,"Coordinates at stream west of Anselmo, error expanded to cover area around it.",PreservedSpecimen,age class: adult,2016-01-13 14:58:01.0
MCZ,Ich,46304,1,Galaxias maculatus,Galaxiidae,whole animal (cleared and stained),,-41.317656,-72.966324,-41.317656,-72.966324,1412,decimal degrees,Chile,,,,,"Lago Llanguihue, near Puerto Varas.",,,,,,Robert M. McDowall,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,Coordinates at Lago Llanquihue at Puerto Varas.,PreservedSpecimen,age class: adult,2017-06-28 17:33:27.0
MCZ,Ich,46306,1,Brachygalaxias bullocki,Galaxiidae,whole animal (cleared and stained),,-39.062412,-72.504316,-39.062412,-72.504316,8482,decimal degrees,Chile,,,,,"Stream in Rio Tolten system, 15km E of Petrufguen.",,,,,,Robert M. McDowall,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,Coordinates at Rio Toltem 15 km E of Pitrufquen.,PreservedSpecimen,age class: adult,2016-01-13 14:58:01.0
MCZ,Ich,46307,1,Brachygalaxias bullocki,Galaxiidae,whole animal (cleared and stained),,-40.355094,-73.14466,-40.355094,-73.14466,51735,decimal degrees,Chile,,,,,"Stream 2.5km S of Arroyo Huital, trib. of Rio Bueno, Rio Rahoe System.",,,,,,Robert M. McDowall,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,"Polygon covers Rio Bueno, coordinates placed at center of polygon. Arroyo Huital not found.",PreservedSpecimen,age class: adult,2016-01-13 14:58:01.0
MCZ,Ich,46308,1,Brachygalaxias bullocki,Galaxiidae,whole animal (cleared and stained),,-39.831337,-73.340596,-39.831337,-73.340596,3169,decimal degrees,Chile,,,,,"Trib. of Rio Cutipai, lower Valdivia River System.",,,,,,Robert M. McDowall,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,"Polygon covers Estero Cutipay, below Valdivia.",PreservedSpecimen,age class: adult,2016-01-13 14:58:01.0
MCZ,Ich,46309,1,Brachygalaxias bullocki,Galaxiidae,whole animal (cleared and stained),,-41.259864,-73.002351,-41.259864,-73.002351,301,decimal degrees,Chile,,,,,Rio Maullin at Lago Llanguihue.,,,,,,Robert M. McDowall,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,Coordinates at mouth of Rio Maullin at Lago Llanquihue.,PreservedSpecimen,age class: adult,2016-01-13 14:58:01.0
MCZ,Ich,46312,1,Galaxias maculatus,Galaxiidae,whole animal (alcohol),,-51.092984,-73.034237,-51.092984,-73.034237,4783,decimal degrees,Chile,,,,,Lago Pehoe,,,,,,Robert M. McDowall,MaNIS/HerpNET/ORNIS Georeferencing Guidelines,"Polygon covers Lago Pehoe, coordinates placed at center of polygon.",PreservedSpecimen,age class: adult,2016-01-13 14:58:01.0
MCZ,Ich,58679,1,Geotria australis,Petromyzontidae,whole animal (alcohol),,-36.782438,-73.029572,-36.782438,-73.029572,3270,decimal degrees,Chile,Biobio Region,Concepcion,,,Río Andalien,,,,,,"V. H. Ruiz, H. Oyarzo",MaNIS/HerpNET/ORNIS Georeferencing Guidelines,Polygon covers Rio Andalien in Concepcion.,PreservedSpecimen,age class: adult,2017-11-17 16:13:26.0
MCZ,Ich,58682,1,Percichthys trucha,Percichthyidae,whole animal (alcohol),,-36.782438,-73.029572,-36.782438,-73.029572,3270,decimal degrees,Chile,Biobio Region,Concepcion,,,Río Andalien,,,,,,"V. H. Ruiz, H. Oyarzo",MaNIS/HerpNET/ORNIS Georeferencing Guidelines,Polygon covers Rio Andalien in Concepcion.,PreservedSpecimen,age class: adult; standard length: 44-53mm,2017-11-17 16:13:26.0
