"taxa.list$scientificName_Old","usageKey","scientificName","canonicalName","rank","status","type","formattedName","matchType","confidence","timeTaken","kingdom","phylum","order","family","kingdomKey","phylumKey","orderKey","familyKey","value","verbatim_name","verbatim_rank","authorship","code","genericName","specificEpithet","genus","species","genusKey","speciesKey","note","unranked","unrankedKey","class","classKey","infraspecificEpithet","subspecies","subspeciesKey"
"Notothenia macrocephalus Günther, 1860","2385938","Notothenia macrocephalus Günther, 1860","Notothenia macrocephalus","SPECIES","SYNONYM","SCIENTIFIC","<i>Notothenia</i> <i>macrocephalus</i> Günther, 1860","EXACT",100,14,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",TRUE,"Notothenia macrocephalus Günther, 1860","higher","Günther, 1860","ZOOLOGICAL","Notothenia","macrocephalus","Paranotothenia","Paranotothenia magellanica","2385935","2385936",NA,NA,NA,NA,NA,NA,NA,NA
"Notothenia magellanica","2385937","Notothenia magellanica (Forster, 1801)","Notothenia magellanica","SPECIES","SYNONYM","SCIENTIFIC","<i>Notothenia</i> <i>magellanica</i> (Forster, 1801)","EXACT",98,12,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",TRUE,"Notothenia magellanica","higher","(Forster, 1801)","ZOOLOGICAL","Notothenia","magellanica","Paranotothenia","Paranotothenia magellanica","2385935","2385936",NA,NA,NA,NA,NA,NA,NA,NA
"Notothenia magellanica (Forster, 1801)","2385937","Notothenia magellanica (Forster, 1801)","Notothenia magellanica","SPECIES","SYNONYM","SCIENTIFIC","<i>Notothenia</i> <i>magellanica</i> (Forster, 1801)","EXACT",100,22,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",TRUE,"Notothenia magellanica (Forster, 1801)","higher","(Forster, 1801)","ZOOLOGICAL","Notothenia","magellanica","Paranotothenia","Paranotothenia magellanica","2385935","2385936",NA,NA,NA,NA,NA,NA,NA,NA
"Notothenia marmorata Fischer, 1885","2385928","Notothenia marmorata Fischer, 1885","Notothenia marmorata","SPECIES","SYNONYM","SCIENTIFIC","<i>Notothenia</i> <i>marmorata</i> Fischer, 1885","EXACT",100,11,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",TRUE,"Notothenia marmorata Fischer, 1885","higher","Fischer, 1885","ZOOLOGICAL","Notothenia","marmorata","Notothenia","Notothenia rossii","2385918","7935919",NA,NA,NA,NA,NA,NA,NA,NA
"Notothenia marmoratus","2385928","Notothenia marmorata Fischer, 1885","Notothenia marmorata","SPECIES","SYNONYM","SCIENTIFIC","<i>Notothenia</i> <i>marmorata</i> Fischer, 1885","VARIANT",96,5,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",TRUE,"Notothenia marmoratus","higher","Fischer, 1885","ZOOLOGICAL","Notothenia","marmorata","Notothenia","Notothenia rossii","2385918","7935919",NA,NA,NA,NA,NA,NA,NA,NA
"Notothenia sima","2385865","Notothenia sima Richardson, 1845","Notothenia sima","SPECIES","SYNONYM","SCIENTIFIC","<i>Notothenia</i> <i>sima</i> Richardson, 1845","EXACT",98,9,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",TRUE,"Notothenia sima","higher","Richardson, 1845","ZOOLOGICAL","Notothenia","sima","Patagonotothen","Patagonotothen sima","2385854","2385864",NA,NA,NA,NA,NA,NA,NA,NA
"Notothenia sima Richardson, 1845","2385865","Notothenia sima Richardson, 1845","Notothenia sima","SPECIES","SYNONYM","SCIENTIFIC","<i>Notothenia</i> <i>sima</i> Richardson, 1845","EXACT",100,12,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",TRUE,"Notothenia sima Richardson, 1845","higher","Richardson, 1845","ZOOLOGICAL","Notothenia","sima","Patagonotothen","Patagonotothen sima","2385854","2385864",NA,NA,NA,NA,NA,NA,NA,NA
"Notothenia squamiceps","2385856","Notothenia squamiceps Peters, 1877","Notothenia squamiceps","SPECIES","SYNONYM","SCIENTIFIC","<i>Notothenia</i> <i>squamiceps</i> Peters, 1877","EXACT",98,6,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",TRUE,"Notothenia squamiceps","higher","Peters, 1877","ZOOLOGICAL","Notothenia","squamiceps","Patagonotothen","Patagonotothen squamiceps","2385854","2385855",NA,NA,NA,NA,NA,NA,NA,NA
"Notothenia squamiceps Peters, 1877","2385856","Notothenia squamiceps Peters, 1877","Notothenia squamiceps","SPECIES","SYNONYM","SCIENTIFIC","<i>Notothenia</i> <i>squamiceps</i> Peters, 1877","EXACT",100,6,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",TRUE,"Notothenia squamiceps Peters, 1877","higher","Peters, 1877","ZOOLOGICAL","Notothenia","squamiceps","Patagonotothen","Patagonotothen squamiceps","2385854","2385855",NA,NA,NA,NA,NA,NA,NA,NA
"Notothenia tesselata","2385877","Notothenia tessellata Richardson, 1845","Notothenia tessellata","SPECIES","SYNONYM","SCIENTIFIC","<i>Notothenia</i> <i>tessellata</i> Richardson, 1845","VARIANT",96,6,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",TRUE,"Notothenia tesselata","higher","Richardson, 1845","ZOOLOGICAL","Notothenia","tessellata","Patagonotothen","Patagonotothen tessellata","2385854","2385875",NA,NA,NA,NA,NA,NA,NA,NA
"Notothenia tessellata","2385877","Notothenia tessellata Richardson, 1845","Notothenia tessellata","SPECIES","SYNONYM","SCIENTIFIC","<i>Notothenia</i> <i>tessellata</i> Richardson, 1845","EXACT",98,10,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",TRUE,"Notothenia tessellata","higher","Richardson, 1845","ZOOLOGICAL","Notothenia","tessellata","Patagonotothen","Patagonotothen tessellata","2385854","2385875",NA,NA,NA,NA,NA,NA,NA,NA
"Notothenia tessellata Richardson, 1845","2385877","Notothenia tessellata Richardson, 1845","Notothenia tessellata","SPECIES","SYNONYM","SCIENTIFIC","<i>Notothenia</i> <i>tessellata</i> Richardson, 1845","EXACT",100,19,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",TRUE,"Notothenia tessellata Richardson, 1845","higher","Richardson, 1845","ZOOLOGICAL","Notothenia","tessellata","Patagonotothen","Patagonotothen tessellata","2385854","2385875",NA,NA,NA,NA,NA,NA,NA,NA
"Nototheniidae","8549","Nototheniidae","Nototheniidae","FAMILY","ACCEPTED","SCIENTIFIC","<i>Nototheniidae</i>","HIGHERRANK",94,5,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Nototheniidae","higher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nototheniops larseni (Lönnberg, 1905)","2385898","Nototheniops larseni (Lönnberg, 1905)","Nototheniops larseni","SPECIES","ACCEPTED","SCIENTIFIC","<i>Nototheniops</i> <i>larseni</i> (Lönnberg, 1905)","EXACT",100,10,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Nototheniops larseni (Lönnberg, 1905)","higher","(Lönnberg, 1905)","ZOOLOGICAL","Nototheniops","larseni","Nototheniops","Nototheniops larseni","2385942","2385898",NA,NA,NA,NA,NA,NA,NA,NA
"Odontesthes","2412318","Odontesthes Evermann & Kendall, 1906","Odontesthes","GENUS","ACCEPTED","SCIENTIFIC","<i>Odontesthes</i> Evermann & Kendall, 1906","HIGHERRANK",94,13,"Animalia","Chordata","Atheriniformes","Atherinopsidae","1","44","496","2957",FALSE,"Odontesthes","higher","Evermann & Kendall, 1906","ZOOLOGICAL",NA,NA,"Odontesthes",NA,"2412318",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Odontesthes Evermann & Kendall, 1906","2412318","Odontesthes Evermann & Kendall, 1906","Odontesthes","GENUS","ACCEPTED","SCIENTIFIC","<i>Odontesthes</i> Evermann & Kendall, 1906","HIGHERRANK",99,28,"Animalia","Chordata","Atheriniformes","Atherinopsidae","1","44","496","2957",FALSE,"Odontesthes Evermann & Kendall, 1906","higher","Evermann & Kendall, 1906","ZOOLOGICAL",NA,NA,"Odontesthes",NA,"2412318",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Odontesthes bonariensis","2412370","Odontesthes bonariensis (Valenciennes, 1835)","Odontesthes bonariensis","SPECIES","ACCEPTED","SCIENTIFIC","<i>Odontesthes</i> <i>bonariensis</i> (Valenciennes, 1835)","EXACT",99,10,"Animalia","Chordata","Atheriniformes","Atherinopsidae","1","44","496","2957",FALSE,"Odontesthes bonariensis","higher","(Valenciennes, 1835)","ZOOLOGICAL","Odontesthes","bonariensis","Odontesthes","Odontesthes bonariensis","2412318","2412370",NA,NA,NA,NA,NA,NA,NA,NA
"Odontesthes brevianalis","2412379","Odontesthes brevianalis (Günther, 1880)","Odontesthes brevianalis","SPECIES","ACCEPTED","SCIENTIFIC","<i>Odontesthes</i> <i>brevianalis</i> (Günther, 1880)","EXACT",99,8,"Animalia","Chordata","Atheriniformes","Atherinopsidae","1","44","496","2957",FALSE,"Odontesthes brevianalis","higher","(Günther, 1880)","ZOOLOGICAL","Odontesthes","brevianalis","Odontesthes","Odontesthes brevianalis","2412318","2412379",NA,NA,NA,NA,NA,NA,NA,NA
"Odontesthes hatcheri","2412392","Odontesthes hatcheri (Eigenmann, 1909)","Odontesthes hatcheri","SPECIES","ACCEPTED","SCIENTIFIC","<i>Odontesthes</i> <i>hatcheri</i> (Eigenmann, 1909)","EXACT",99,13,"Animalia","Chordata","Atheriniformes","Atherinopsidae","1","44","496","2957",FALSE,"Odontesthes hatcheri","higher","(Eigenmann, 1909)","ZOOLOGICAL","Odontesthes","hatcheri","Odontesthes","Odontesthes hatcheri","2412318","2412392",NA,NA,NA,NA,NA,NA,NA,NA
"Odontesthes hatcheri (Eigenmann, 1909)","2412392","Odontesthes hatcheri (Eigenmann, 1909)","Odontesthes hatcheri","SPECIES","ACCEPTED","SCIENTIFIC","<i>Odontesthes</i> <i>hatcheri</i> (Eigenmann, 1909)","EXACT",100,7,"Animalia","Chordata","Atheriniformes","Atherinopsidae","1","44","496","2957",FALSE,"Odontesthes hatcheri (Eigenmann, 1909)","higher","(Eigenmann, 1909)","ZOOLOGICAL","Odontesthes","hatcheri","Odontesthes","Odontesthes hatcheri","2412318","2412392",NA,NA,NA,NA,NA,NA,NA,NA
"Odontesthes humensis","2412414","Odontesthes humensis de Buen, 1953","Odontesthes humensis","SPECIES","ACCEPTED","SCIENTIFIC","<i>Odontesthes</i> <i>humensis</i> de Buen, 1953","EXACT",99,18,"Animalia","Chordata","Atheriniformes","Atherinopsidae","1","44","496","2957",FALSE,"Odontesthes humensis","higher","de Buen, 1953","ZOOLOGICAL","Odontesthes","humensis","Odontesthes","Odontesthes humensis","2412318","2412414",NA,NA,NA,NA,NA,NA,NA,NA
"Odontesthes humensis de Buen, 1953","2412414","Odontesthes humensis de Buen, 1953","Odontesthes humensis","SPECIES","ACCEPTED","SCIENTIFIC","<i>Odontesthes</i> <i>humensis</i> de Buen, 1953","EXACT",100,41,"Animalia","Chordata","Atheriniformes","Atherinopsidae","1","44","496","2957",FALSE,"Odontesthes humensis de Buen, 1953","higher","de Buen, 1953","ZOOLOGICAL","Odontesthes","humensis","Odontesthes","Odontesthes humensis","2412318","2412414",NA,NA,NA,NA,NA,NA,NA,NA
"Odontesthes mauleanum","2412338","Odontesthes mauleanum (Steindachner, 1896)","Odontesthes mauleanum","SPECIES","ACCEPTED","SCIENTIFIC","<i>Odontesthes</i> <i>mauleanum</i> (Steindachner, 1896)","EXACT",99,12,"Animalia","Chordata","Atheriniformes","Atherinopsidae","1","44","496","2957",FALSE,"Odontesthes mauleanum","higher","(Steindachner, 1896)","ZOOLOGICAL","Odontesthes","mauleanum","Odontesthes","Odontesthes mauleanum","2412318","2412338",NA,NA,NA,NA,NA,NA,NA,NA
"Odontesthes mauleanum (Steindachner, 1896)","2412338","Odontesthes mauleanum (Steindachner, 1896)","Odontesthes mauleanum","SPECIES","ACCEPTED","SCIENTIFIC","<i>Odontesthes</i> <i>mauleanum</i> (Steindachner, 1896)","EXACT",100,12,"Animalia","Chordata","Atheriniformes","Atherinopsidae","1","44","496","2957",FALSE,"Odontesthes mauleanum (Steindachner, 1896)","higher","(Steindachner, 1896)","ZOOLOGICAL","Odontesthes","mauleanum","Odontesthes","Odontesthes mauleanum","2412318","2412338",NA,NA,NA,NA,NA,NA,NA,NA
"Odontesthes nigricans","2412403","Odontesthes nigricans (Richardson, 1848)","Odontesthes nigricans","SPECIES","ACCEPTED","SCIENTIFIC","<i>Odontesthes</i> <i>nigricans</i> (Richardson, 1848)","EXACT",99,5,"Animalia","Chordata","Atheriniformes","Atherinopsidae","1","44","496","2957",FALSE,"Odontesthes nigricans","higher","(Richardson, 1848)","ZOOLOGICAL","Odontesthes","nigricans","Odontesthes","Odontesthes nigricans","2412318","2412403",NA,NA,NA,NA,NA,NA,NA,NA
"Odontesthes nigricans (Richardson, 1848)","2412403","Odontesthes nigricans (Richardson, 1848)","Odontesthes nigricans","SPECIES","ACCEPTED","SCIENTIFIC","<i>Odontesthes</i> <i>nigricans</i> (Richardson, 1848)","EXACT",100,13,"Animalia","Chordata","Atheriniformes","Atherinopsidae","1","44","496","2957",FALSE,"Odontesthes nigricans (Richardson, 1848)","higher","(Richardson, 1848)","ZOOLOGICAL","Odontesthes","nigricans","Odontesthes","Odontesthes nigricans","2412318","2412403",NA,NA,NA,NA,NA,NA,NA,NA
"Odontesthes regia","2412319","Odontesthes regia (Humboldt, 1821)","Odontesthes regia","SPECIES","ACCEPTED","SCIENTIFIC","<i>Odontesthes</i> <i>regia</i> (Humboldt, 1821)","EXACT",99,11,"Animalia","Chordata","Atheriniformes","Atherinopsidae","1","44","496","2957",FALSE,"Odontesthes regia","higher","(Humboldt, 1821)","ZOOLOGICAL","Odontesthes","regia","Odontesthes","Odontesthes regia","2412318","2412319",NA,NA,NA,NA,NA,NA,NA,NA
"Odontesthes regia (Humboldt, 1821)","2412319","Odontesthes regia (Humboldt, 1821)","Odontesthes regia","SPECIES","ACCEPTED","SCIENTIFIC","<i>Odontesthes</i> <i>regia</i> (Humboldt, 1821)","EXACT",100,4,"Animalia","Chordata","Atheriniformes","Atherinopsidae","1","44","496","2957",FALSE,"Odontesthes regia (Humboldt, 1821)","higher","(Humboldt, 1821)","ZOOLOGICAL","Odontesthes","regia","Odontesthes","Odontesthes regia","2412318","2412319",NA,NA,NA,NA,NA,NA,NA,NA
"Odontesthes smitti","2412382","Odontesthes smitti (Lahille, 1929)","Odontesthes smitti","SPECIES","ACCEPTED","SCIENTIFIC","<i>Odontesthes</i> <i>smitti</i> (Lahille, 1929)","EXACT",99,9,"Animalia","Chordata","Atheriniformes","Atherinopsidae","1","44","496","2957",FALSE,"Odontesthes smitti","higher","(Lahille, 1929)","ZOOLOGICAL","Odontesthes","smitti","Odontesthes","Odontesthes smitti","2412318","2412382",NA,NA,NA,NA,NA,NA,NA,NA
"Odontesthes smitti (Lahille, 1929)","2412382","Odontesthes smitti (Lahille, 1929)","Odontesthes smitti","SPECIES","ACCEPTED","SCIENTIFIC","<i>Odontesthes</i> <i>smitti</i> (Lahille, 1929)","EXACT",100,8,"Animalia","Chordata","Atheriniformes","Atherinopsidae","1","44","496","2957",FALSE,"Odontesthes smitti (Lahille, 1929)","higher","(Lahille, 1929)","ZOOLOGICAL","Odontesthes","smitti","Odontesthes","Odontesthes smitti","2412318","2412382",NA,NA,NA,NA,NA,NA,NA,NA
"Olivaichthys viedmensis","2341861","Olivaichthys viedmensis (MacDonagh, 1931)","Olivaichthys viedmensis","SPECIES","ACCEPTED","SCIENTIFIC","<i>Olivaichthys</i> <i>viedmensis</i> (MacDonagh, 1931)","EXACT",99,14,"Animalia","Chordata","Siluriformes","Diplomystidae","1","44","708","5149",FALSE,"Olivaichthys viedmensis","higher","(MacDonagh, 1931)","ZOOLOGICAL","Olivaichthys","viedmensis","Olivaichthys","Olivaichthys viedmensis","2341857","2341861",NA,NA,NA,NA,NA,NA,NA,NA
"Oncorhynchus",NA,NA,NA,NA,NA,NA,NA,"NONE",100,38,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Oncorhynchus","higher",NA,NA,NA,NA,NA,NA,NA,NA,"Multiple equal matches for Oncorhynchus",NA,NA,NA,NA,NA,NA,NA
"Oncorhynchus gorbuscha","5204037","Oncorhynchus gorbuscha (Walbaum, 1792)","Oncorhynchus gorbuscha","SPECIES","ACCEPTED","SCIENTIFIC","<i>Oncorhynchus</i> <i>gorbuscha</i> (Walbaum, 1792)","EXACT",99,10,"Animalia","Chordata","Salmoniformes","Salmonidae","1","44","1313","8615",FALSE,"Oncorhynchus gorbuscha","higher","(Walbaum, 1792)","ZOOLOGICAL","Oncorhynchus","gorbuscha","Oncorhynchus","Oncorhynchus gorbuscha","2351426","5204037",NA,NA,NA,NA,NA,NA,NA,NA
"Oncorhynchus keta","5204014","Oncorhynchus keta (Walbaum, 1792)","Oncorhynchus keta","SPECIES","ACCEPTED","SCIENTIFIC","<i>Oncorhynchus</i> <i>keta</i> (Walbaum, 1792)","EXACT",99,9,"Animalia","Chordata","Salmoniformes","Salmonidae","1","44","1313","8615",FALSE,"Oncorhynchus keta","higher","(Walbaum, 1792)","ZOOLOGICAL","Oncorhynchus","keta","Oncorhynchus","Oncorhynchus keta","2351426","5204014",NA,NA,NA,NA,NA,NA,NA,NA
"Oncorhynchus kisutch","5204034","Oncorhynchus kisutch (Walbaum, 1792)","Oncorhynchus kisutch","SPECIES","ACCEPTED","SCIENTIFIC","<i>Oncorhynchus</i> <i>kisutch</i> (Walbaum, 1792)","EXACT",99,14,"Animalia","Chordata","Salmoniformes","Salmonidae","1","44","1313","8615",FALSE,"Oncorhynchus kisutch","higher","(Walbaum, 1792)","ZOOLOGICAL","Oncorhynchus","kisutch","Oncorhynchus","Oncorhynchus kisutch","2351426","5204034",NA,NA,NA,NA,NA,NA,NA,NA
"Oncorhynchus kisutch (Walbaum, 1792)","5204034","Oncorhynchus kisutch (Walbaum, 1792)","Oncorhynchus kisutch","SPECIES","ACCEPTED","SCIENTIFIC","<i>Oncorhynchus</i> <i>kisutch</i> (Walbaum, 1792)","EXACT",100,11,"Animalia","Chordata","Salmoniformes","Salmonidae","1","44","1313","8615",FALSE,"Oncorhynchus kisutch (Walbaum, 1792)","higher","(Walbaum, 1792)","ZOOLOGICAL","Oncorhynchus","kisutch","Oncorhynchus","Oncorhynchus kisutch","2351426","5204034",NA,NA,NA,NA,NA,NA,NA,NA
"Oncorhynchus masou","5711979","Oncorhynchus masou (Brevoort, 1856)","Oncorhynchus masou","SPECIES","ACCEPTED","SCIENTIFIC","<i>Oncorhynchus</i> <i>masou</i> (Brevoort, 1856)","EXACT",99,8,"Animalia","Chordata","Salmoniformes","Salmonidae","1","44","1313","8615",FALSE,"Oncorhynchus masou","higher","(Brevoort, 1856)","ZOOLOGICAL","Oncorhynchus","masou","Oncorhynchus","Oncorhynchus masou","2351426","5711979",NA,NA,NA,NA,NA,NA,NA,NA
"Oncorhynchus masou (Brevoort, 1856)","5711979","Oncorhynchus masou (Brevoort, 1856)","Oncorhynchus masou","SPECIES","ACCEPTED","SCIENTIFIC","<i>Oncorhynchus</i> <i>masou</i> (Brevoort, 1856)","EXACT",100,21,"Animalia","Chordata","Salmoniformes","Salmonidae","1","44","1313","8615",FALSE,"Oncorhynchus masou (Brevoort, 1856)","higher","(Brevoort, 1856)","ZOOLOGICAL","Oncorhynchus","masou","Oncorhynchus","Oncorhynchus masou","2351426","5711979",NA,NA,NA,NA,NA,NA,NA,NA
"Oncorhynchus mykiss","5204019","Oncorhynchus mykiss (Walbaum, 1792)","Oncorhynchus mykiss","SPECIES","ACCEPTED","SCIENTIFIC","<i>Oncorhynchus</i> <i>mykiss</i> (Walbaum, 1792)","EXACT",99,40,"Animalia","Chordata","Salmoniformes","Salmonidae","1","44","1313","8615",FALSE,"Oncorhynchus mykiss","higher","(Walbaum, 1792)","ZOOLOGICAL","Oncorhynchus","mykiss","Oncorhynchus","Oncorhynchus mykiss","2351426","5204019",NA,NA,NA,NA,NA,NA,NA,NA
"Oncorhynchus mykiss (Walbaum, 1792)","5204019","Oncorhynchus mykiss (Walbaum, 1792)","Oncorhynchus mykiss","SPECIES","ACCEPTED","SCIENTIFIC","<i>Oncorhynchus</i> <i>mykiss</i> (Walbaum, 1792)","EXACT",100,22,"Animalia","Chordata","Salmoniformes","Salmonidae","1","44","1313","8615",FALSE,"Oncorhynchus mykiss (Walbaum, 1792)","higher","(Walbaum, 1792)","ZOOLOGICAL","Oncorhynchus","mykiss","Oncorhynchus","Oncorhynchus mykiss","2351426","5204019",NA,NA,NA,NA,NA,NA,NA,NA
"Oncorhynchus nerka","5204039","Oncorhynchus nerka (Walbaum, 1792)","Oncorhynchus nerka","SPECIES","ACCEPTED","SCIENTIFIC","<i>Oncorhynchus</i> <i>nerka</i> (Walbaum, 1792)","EXACT",99,8,"Animalia","Chordata","Salmoniformes","Salmonidae","1","44","1313","8615",FALSE,"Oncorhynchus nerka","higher","(Walbaum, 1792)","ZOOLOGICAL","Oncorhynchus","nerka","Oncorhynchus","Oncorhynchus nerka","2351426","5204039",NA,NA,NA,NA,NA,NA,NA,NA
"Oncorhynchus tshawytscha","5204024","Oncorhynchus tshawytscha (Walbaum, 1792)","Oncorhynchus tshawytscha","SPECIES","ACCEPTED","SCIENTIFIC","<i>Oncorhynchus</i> <i>tshawytscha</i> (Walbaum, 1792)","EXACT",99,24,"Animalia","Chordata","Salmoniformes","Salmonidae","1","44","1313","8615",FALSE,"Oncorhynchus tshawytscha","higher","(Walbaum, 1792)","ZOOLOGICAL","Oncorhynchus","tshawytscha","Oncorhynchus","Oncorhynchus tshawytscha","2351426","5204024",NA,NA,NA,NA,NA,NA,NA,NA
"Oncorhynchus tshawytscha ","5204024","Oncorhynchus tshawytscha (Walbaum, 1792)","Oncorhynchus tshawytscha","SPECIES","ACCEPTED","SCIENTIFIC","<i>Oncorhynchus</i> <i>tshawytscha</i> (Walbaum, 1792)","EXACT",99,26,"Animalia","Chordata","Salmoniformes","Salmonidae","1","44","1313","8615",FALSE,"Oncorhynchus tshawytscha ","higher","(Walbaum, 1792)","ZOOLOGICAL","Oncorhynchus","tshawytscha","Oncorhynchus","Oncorhynchus tshawytscha","2351426","5204024",NA,NA,NA,NA,NA,NA,NA,NA
"Oncorhynchus tshawytscha (Walbaum, 1792)","5204024","Oncorhynchus tshawytscha (Walbaum, 1792)","Oncorhynchus tshawytscha","SPECIES","ACCEPTED","SCIENTIFIC","<i>Oncorhynchus</i> <i>tshawytscha</i> (Walbaum, 1792)","EXACT",100,13,"Animalia","Chordata","Salmoniformes","Salmonidae","1","44","1313","8615",FALSE,"Oncorhynchus tshawytscha (Walbaum, 1792)","higher","(Walbaum, 1792)","ZOOLOGICAL","Oncorhynchus","tshawytscha","Oncorhynchus","Oncorhynchus tshawytscha","2351426","5204024",NA,NA,NA,NA,NA,NA,NA,NA
"Ophidiidae","8476","Ophidiidae","Ophidiidae","FAMILY","ACCEPTED","SCIENTIFIC","<i>Ophidiidae</i>","HIGHERRANK",94,3,"Animalia","Chordata","Ophidiiformes","Ophidiidae","1","44","1308","8476",FALSE,"Ophidiidae","higher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ophiogobius jenynsi","2379200","Ophiogobius jenynsi Hoese, 1976","Ophiogobius jenynsi","SPECIES","ACCEPTED","SCIENTIFIC","<i>Ophiogobius</i> <i>jenynsi</i> Hoese, 1976","EXACT",99,17,"Animalia","Chordata","Perciformes","Gobiidae","1","44","587","4274",FALSE,"Ophiogobius jenynsi","higher","Hoese, 1976","ZOOLOGICAL","Ophiogobius","jenynsi","Ophiogobius","Ophiogobius jenynsi","2379197","2379200",NA,NA,NA,NA,NA,NA,NA,NA
