"taxa.list$scientificName_Old","usageKey","scientificName","canonicalName","rank","status","type","formattedName","matchType","confidence","timeTaken","kingdom","phylum","order","family","kingdomKey","phylumKey","orderKey","familyKey","value","verbatim_name","verbatim_rank","authorship","code","genericName","specificEpithet","genus","species","genusKey","speciesKey","note","unranked","unrankedKey","class","classKey","infraspecificEpithet","subspecies","subspeciesKey"
"Merluccius gayi (Guichenot, 1848)","2415631","Merluccius gayi (Guichenot, 1848)","Merluccius gayi","SPECIES","ACCEPTED","SCIENTIFIC","<i>Merluccius</i> <i>gayi</i> (Guichenot, 1848)","EXACT",100,9,"Animalia","Chordata","Gadiformes","Merlucciidae","1","44","549","3703",FALSE,"Merluccius gayi (Guichenot, 1848)","higher","(Guichenot, 1848)","ZOOLOGICAL","Merluccius","gayi","Merluccius","Merluccius gayi","2415629","2415631",NA,NA,NA,NA,NA,NA,NA,NA
"Merluccius gayi gayi","7193746","Merluccius gayi gayi (Guichenot, 1848)","Merluccius gayi gayi","SUBSPECIES","ACCEPTED","SCIENTIFIC","<i>Merluccius</i> <i>gayi</i> <i>gayi</i> (Guichenot, 1848)","EXACT",98,9,"Animalia","Chordata","Gadiformes","Merlucciidae","1","44","549","3703",FALSE,"Merluccius gayi gayi","higher","(Guichenot, 1848)",NA,"Merluccius","gayi","Merluccius","Merluccius gayi","2415629","2415631",NA,NA,NA,NA,NA,"gayi","Merluccius gayi gayi","7193746"
"Merluccius gayi gayi (Guichenot, 1848)","7193746","Merluccius gayi gayi (Guichenot, 1848)","Merluccius gayi gayi","SUBSPECIES","ACCEPTED","SCIENTIFIC","<i>Merluccius</i> <i>gayi</i> <i>gayi</i> (Guichenot, 1848)","EXACT",100,9,"Animalia","Chordata","Gadiformes","Merlucciidae","1","44","549","3703",FALSE,"Merluccius gayi gayi (Guichenot, 1848)","higher","(Guichenot, 1848)",NA,"Merluccius","gayi","Merluccius","Merluccius gayi","2415629","2415631",NA,NA,NA,NA,NA,"gayi","Merluccius gayi gayi","7193746"
"Merluccius hubbsi Marini, 1933","2415636","Merluccius hubbsi Marini, 1933","Merluccius hubbsi","SPECIES","ACCEPTED","SCIENTIFIC","<i>Merluccius</i> <i>hubbsi</i> Marini, 1933","EXACT",100,9,"Animalia","Chordata","Gadiformes","Merlucciidae","1","44","549","3703",FALSE,"Merluccius hubbsi Marini, 1933","higher","Marini, 1933","ZOOLOGICAL","Merluccius","hubbsi","Merluccius","Merluccius hubbsi","2415629","2415636",NA,NA,NA,NA,NA,NA,NA,NA
"Merluccius polylepis","2415671","Merluccius polylepis Ginsburg, 1954","Merluccius polylepis","SPECIES","SYNONYM","SCIENTIFIC","<i>Merluccius</i> <i>polylepis</i> Ginsburg, 1954","EXACT",98,5,"Animalia","Chordata","Gadiformes","Merlucciidae","1","44","549","3703",TRUE,"Merluccius polylepis","higher","Ginsburg, 1954","ZOOLOGICAL","Merluccius","polylepis","Merluccius","Merluccius australis","2415629","2415632",NA,NA,NA,NA,NA,NA,NA,NA
"Merluccius polylepis Ginsburg, 1954","2415671","Merluccius polylepis Ginsburg, 1954","Merluccius polylepis","SPECIES","SYNONYM","SCIENTIFIC","<i>Merluccius</i> <i>polylepis</i> Ginsburg, 1954","EXACT",100,11,"Animalia","Chordata","Gadiformes","Merlucciidae","1","44","549","3703",TRUE,"Merluccius polylepis Ginsburg, 1954","higher","Ginsburg, 1954","ZOOLOGICAL","Merluccius","polylepis","Merluccius","Merluccius australis","2415629","2415632",NA,NA,NA,NA,NA,NA,NA,NA
"Microgobius","2376642","Microgobius Poey, 1876","Microgobius","GENUS","ACCEPTED","SCIENTIFIC","<i>Microgobius</i> Poey, 1876","HIGHERRANK",94,37,"Animalia","Chordata","Perciformes","Gobiidae","1","44","587","4274",FALSE,"Microgobius","higher","Poey, 1876","ZOOLOGICAL",NA,NA,"Microgobius",NA,"2376642",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Micromesistius australis Norman, 1937","2415774","Micromesistius australis Norman, 1937","Micromesistius australis","SPECIES","ACCEPTED","SCIENTIFIC","<i>Micromesistius</i> <i>australis</i> Norman, 1937","EXACT",100,15,"Animalia","Chordata","Gadiformes","Gadidae","1","44","549","3701",FALSE,"Micromesistius australis Norman, 1937","higher","Norman, 1937","ZOOLOGICAL","Micromesistius","australis","Micromesistius","Micromesistius australis","2415773","2415774",NA,NA,NA,NA,NA,NA,NA,NA
"Micropterus patachonicus King, 1831","8040080","Micropterus patachonicus King, 1831","Micropterus patachonicus","SPECIES","ACCEPTED","SCIENTIFIC","<i>Micropterus</i> <i>patachonicus</i> King, 1831","EXACT",100,14,"Animalia","Chordata","Perciformes","Centrarchidae","1","44","587","8513",FALSE,"Micropterus patachonicus King, 1831","higher","King, 1831","ZOOLOGICAL","Micropterus","patachonicus","Micropterus","Micropterus patachonicus","2391100","8040080",NA,NA,NA,NA,NA,NA,NA,NA
"Mola tecta","9241224","Mola tecta Nyegaard, Sawai, Gemmell, Gillum, Loneragan, Yamanoue & Stewart, 2017","Mola tecta","SPECIES","ACCEPTED","SCIENTIFIC","<i>Mola</i> <i>tecta</i> Nyegaard, Sawai, Gemmell, Gillum, Loneragan, Yamanoue & Stewart, 2017","EXACT",99,3,"Animalia","Chordata","Tetraodontiformes","Molidae","1","44","772","5897",FALSE,"Mola tecta","higher","Nyegaard, Sawai, Gemmell, Gillum, Loneragan, Yamanoue & Stewart, 2017","ZOOLOGICAL","Mola","tecta","Mola","Mola tecta","5207570","9241224",NA,NA,NA,NA,NA,NA,NA,NA
"Mordacia lapicida","2421258","Mordacia lapicida (Gray, 1851)","Mordacia lapicida","SPECIES","ACCEPTED","SCIENTIFIC","<i>Mordacia</i> <i>lapicida</i> (Gray, 1851)","EXACT",99,7,"Animalia","Chordata","Petromyzontiformes","Mordaciidae","1","44","771","6759550",FALSE,"Mordacia lapicida","higher","(Gray, 1851)","ZOOLOGICAL","Mordacia","lapicida","Mordacia","Mordacia lapicida","2421254","2421258",NA,NA,NA,"Petromyzonti","11881065",NA,NA,NA
"Mordacia/Caragola sp.","2421254","Mordacia Gray, 1851","Mordacia","GENUS","ACCEPTED","SCIENTIFIC","<i>Mordacia</i> Gray, 1851","HIGHERRANK",94,10,"Animalia","Chordata","Petromyzontiformes","Mordaciidae","1","44","771","6759550",FALSE,"Mordacia/Caragola sp.","higher","Gray, 1851","ZOOLOGICAL",NA,NA,"Mordacia",NA,"2421254",NA,NA,NA,NA,"Petromyzonti","11881065",NA,NA,NA
"Mugil cephalus","8189568","Mugil cephalus Linnaeus, 1758","Mugil cephalus","SPECIES","ACCEPTED","SCIENTIFIC","<i>Mugil</i> <i>cephalus</i> Linnaeus, 1758","EXACT",99,9,"Animalia","Chordata","Mugiliformes","Mugilidae","1","44","1067","8473",FALSE,"Mugil cephalus","higher","Linnaeus, 1758","ZOOLOGICAL","Mugil","cephalus","Mugil","Mugil cephalus","7822511","8189568",NA,NA,NA,NA,NA,NA,NA,NA
"Mugiloides chilensis","2387115","Mugiloides chilensis","Mugiloides chilensis","SPECIES","SYNONYM","SCIENTIFIC","<i>Mugiloides</i> <i>chilensis</i>","EXACT",98,10,"Animalia","Chordata","Perciformes","Pinguipedidae","1","44","587","8589",TRUE,"Mugiloides chilensis","higher",NA,NA,"Mugiloides","chilensis","Pinguipes","Pinguipes chilensis","2387108","2387112",NA,NA,NA,NA,NA,NA,NA,NA
"Muraenolepis marmorata Günther, 1880","2415427","Muraenolepis marmorata Günther, 1880","Muraenolepis marmorata","SPECIES","ACCEPTED","SCIENTIFIC","<i>Muraenolepis</i> <i>marmorata</i> Günther, 1880","EXACT",100,16,"Animalia","Chordata","Gadiformes","Muraenolepididae","1","44","549","7664",FALSE,"Muraenolepis marmorata Günther, 1880","higher","Günther, 1880","ZOOLOGICAL","Muraenolepis","marmorata","Muraenolepis","Muraenolepis marmorata","2415419","2415427",NA,NA,NA,NA,NA,NA,NA,NA
"Muraenolepis orangiensis Vaillant, 1888","2415421","Muraenolepis orangiensis Vaillant, 1888","Muraenolepis orangiensis","SPECIES","ACCEPTED","SCIENTIFIC","<i>Muraenolepis</i> <i>orangiensis</i> Vaillant, 1888","EXACT",100,7,"Animalia","Chordata","Gadiformes","Muraenolepididae","1","44","549","7664",FALSE,"Muraenolepis orangiensis Vaillant, 1888","higher","Vaillant, 1888","ZOOLOGICAL","Muraenolepis","orangiensis","Muraenolepis","Muraenolepis orangiensis","2415419","2415421",NA,NA,NA,NA,NA,NA,NA,NA
"Myctophidae","4217","Myctophidae","Myctophidae","FAMILY","ACCEPTED","SCIENTIFIC","<i>Myctophidae</i>","HIGHERRANK",94,8,"Animalia","Chordata","Myctophiformes","Myctophidae","1","44","1306","4217",FALSE,"Myctophidae","higher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myctophum Rafinesque, 1810","2405851","Myctophum Rafinesque, 1810","Myctophum","GENUS","ACCEPTED","SCIENTIFIC","<i>Myctophum</i> Rafinesque, 1810","HIGHERRANK",99,33,"Animalia","Chordata","Myctophiformes","Myctophidae","1","44","1306","4217",FALSE,"Myctophum Rafinesque, 1810","higher","Rafinesque, 1810","ZOOLOGICAL",NA,NA,"Myctophum",NA,"2405851",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myxodes cristatus","2380292","Myxodes cristatus Valenciennes, 1836","Myxodes cristatus","SPECIES","ACCEPTED","SCIENTIFIC","<i>Myxodes</i> <i>cristatus</i> Valenciennes, 1836","EXACT",99,5,"Animalia","Chordata","Perciformes","Clinidae","1","44","587","4261",FALSE,"Myxodes cristatus","higher","Valenciennes, 1836","ZOOLOGICAL","Myxodes","cristatus","Myxodes","Myxodes cristatus","2380290","2380292",NA,NA,NA,NA,NA,NA,NA,NA
"Myxodes cristatus Valenciennes, 1836","2380292","Myxodes cristatus Valenciennes, 1836","Myxodes cristatus","SPECIES","ACCEPTED","SCIENTIFIC","<i>Myxodes</i> <i>cristatus</i> Valenciennes, 1836","EXACT",100,10,"Animalia","Chordata","Perciformes","Clinidae","1","44","587","4261",FALSE,"Myxodes cristatus Valenciennes, 1836","higher","Valenciennes, 1836","ZOOLOGICAL","Myxodes","cristatus","Myxodes","Myxodes cristatus","2380290","2380292",NA,NA,NA,NA,NA,NA,NA,NA
"Nansenia Jordan & Evermann, 1896","2410440","Nansenia Jordan & Evermann, 1896","Nansenia","GENUS","ACCEPTED","SCIENTIFIC","<i>Nansenia</i> Jordan & Evermann, 1896","HIGHERRANK",99,24,"Animalia","Chordata","Osmeriformes","Microstomatidae","1","44","1068","8479",FALSE,"Nansenia Jordan & Evermann, 1896","higher","Jordan & Evermann, 1896","ZOOLOGICAL",NA,NA,"Nansenia",NA,"2410440",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nansenia groenlandica (Reinhardt, 1840)","5214222","Nansenia groenlandica (Reinhardt, 1840)","Nansenia groenlandica","SPECIES","ACCEPTED","SCIENTIFIC","<i>Nansenia</i> <i>groenlandica</i> (Reinhardt, 1840)","EXACT",100,14,"Animalia","Chordata","Osmeriformes","Microstomatidae","1","44","1068","8479",FALSE,"Nansenia groenlandica (Reinhardt, 1840)","higher","(Reinhardt, 1840)","ZOOLOGICAL","Nansenia","groenlandica","Nansenia","Nansenia groenlandica","2410440","5214222",NA,NA,NA,NA,NA,NA,NA,NA
"Nemadactylus bergi","2392129","Nemadactylus bergi (Norman, 1937)","Nemadactylus bergi","SPECIES","ACCEPTED","SCIENTIFIC","<i>Nemadactylus</i> <i>bergi</i> (Norman, 1937)","EXACT",99,11,"Animalia","Chordata","Perciformes","Cheilodactylidae","1","44","587","8519",FALSE,"Nemadactylus bergi","higher","(Norman, 1937)","ZOOLOGICAL","Nemadactylus","bergi","Nemadactylus","Nemadactylus bergi","2392128","2392129",NA,NA,NA,NA,NA,NA,NA,NA
"Nemadactylus bergi (Norman, 1937)","2392129","Nemadactylus bergi (Norman, 1937)","Nemadactylus bergi","SPECIES","ACCEPTED","SCIENTIFIC","<i>Nemadactylus</i> <i>bergi</i> (Norman, 1937)","EXACT",100,11,"Animalia","Chordata","Perciformes","Cheilodactylidae","1","44","587","8519",FALSE,"Nemadactylus bergi (Norman, 1937)","higher","(Norman, 1937)","ZOOLOGICAL","Nemadactylus","bergi","Nemadactylus","Nemadactylus bergi","2392128","2392129",NA,NA,NA,NA,NA,NA,NA,NA
"Nemadactylus gayi (Kner, 1865)","2392148","Nemadactylus gayi (Kner, 1865)","Nemadactylus gayi","SPECIES","ACCEPTED","SCIENTIFIC","<i>Nemadactylus</i> <i>gayi</i> (Kner, 1865)","EXACT",100,10,"Animalia","Chordata","Perciformes","Cheilodactylidae","1","44","587","8519",FALSE,"Nemadactylus gayi (Kner, 1865)","higher","(Kner, 1865)","ZOOLOGICAL","Nemadactylus","gayi","Nemadactylus","Nemadactylus gayi","2392128","2392148",NA,NA,NA,NA,NA,NA,NA,NA
"Neophrynichthys marmoratus Regan, 1913","9100802","Neophrynichthys marmoratus Regan, 1913","Neophrynichthys marmoratus","SPECIES","ACCEPTED","SCIENTIFIC","<i>Neophrynichthys</i> <i>marmoratus</i> Regan, 1913","EXACT",100,17,"Animalia","Chordata","Scorpaeniformes","Psychrolutidae","1","44","590","8631",FALSE,"Neophrynichthys marmoratus Regan, 1913","higher","Regan, 1913","ZOOLOGICAL","Neophrynichthys","marmoratus","Neophrynichthys","Neophrynichthys marmoratus","2334895","9100802",NA,NA,NA,NA,NA,NA,NA,NA
"Nezumia Jordan, 1904","2416858","Nezumia Jordan, 1904","Nezumia","GENUS","ACCEPTED","SCIENTIFIC","<i>Nezumia</i> Jordan, 1904","HIGHERRANK",99,35,"Animalia","Chordata","Gadiformes","Macrouridae","1","44","549","6978",FALSE,"Nezumia Jordan, 1904","higher","Jordan, 1904","ZOOLOGICAL",NA,NA,"Nezumia",NA,"2416858",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Normanichthys crockeri","2335067","Normanichthys crockeri Clark, 1937","Normanichthys crockeri","SPECIES","ACCEPTED","SCIENTIFIC","<i>Normanichthys</i> <i>crockeri</i> Clark, 1937","EXACT",99,10,"Animalia","Chordata","Scorpaeniformes","Normanichthyidae","1","44","590","8628",FALSE,"Normanichthys crockeri","higher","Clark, 1937","ZOOLOGICAL","Normanichthys","crockeri","Normanichthys","Normanichthys crockeri","2335066","2335067",NA,NA,NA,NA,NA,NA,NA,NA
"Normanichthys crockeri Clark, 1937","2335067","Normanichthys crockeri Clark, 1937","Normanichthys crockeri","SPECIES","ACCEPTED","SCIENTIFIC","<i>Normanichthys</i> <i>crockeri</i> Clark, 1937","EXACT",100,15,"Animalia","Chordata","Scorpaeniformes","Normanichthyidae","1","44","590","8628",FALSE,"Normanichthys crockeri Clark, 1937","higher","Clark, 1937","ZOOLOGICAL","Normanichthys","crockeri","Normanichthys","Normanichthys crockeri","2335066","2335067",NA,NA,NA,NA,NA,NA,NA,NA
"Notacanthiformes","1307","Notacanthiformes","Notacanthiformes","ORDER","ACCEPTED","SCIENTIFIC","<i>Notacanthiformes</i>","HIGHERRANK",94,9,"Animalia","Chordata","Notacanthiformes",NA,"1","44","1307",NA,FALSE,"Notacanthiformes","higher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Notacanthus sexspinis","2405544","Notacanthus sexspinis Richardson, 1846","Notacanthus sexspinis","SPECIES","ACCEPTED","SCIENTIFIC","<i>Notacanthus</i> <i>sexspinis</i> Richardson, 1846","EXACT",99,6,"Animalia","Chordata","Notacanthiformes","Notacanthidae","1","44","1307","8474",FALSE,"Notacanthus sexspinis","higher","Richardson, 1846","ZOOLOGICAL","Notacanthus","sexspinis","Notacanthus","Notacanthus sexspinis","2405526","2405544",NA,NA,NA,NA,NA,NA,NA,NA
"Notacanthus sexspinis Richardson, 1846","2405544","Notacanthus sexspinis Richardson, 1846","Notacanthus sexspinis","SPECIES","ACCEPTED","SCIENTIFIC","<i>Notacanthus</i> <i>sexspinis</i> Richardson, 1846","EXACT",100,15,"Animalia","Chordata","Notacanthiformes","Notacanthidae","1","44","1307","8474",FALSE,"Notacanthus sexspinis Richardson, 1846","higher","Richardson, 1846","ZOOLOGICAL","Notacanthus","sexspinis","Notacanthus","Notacanthus sexspinis","2405526","2405544",NA,NA,NA,NA,NA,NA,NA,NA
"Notophycis Sazonov, 2001","2417032","Notophycis Sazonov, 2001","Notophycis","GENUS","ACCEPTED","SCIENTIFIC","<i>Notophycis</i> Sazonov, 2001","HIGHERRANK",99,10,"Animalia","Chordata","Gadiformes","Moridae","1","44","549","3704",FALSE,"Notophycis Sazonov, 2001","higher","Sazonov, 2001","ZOOLOGICAL",NA,NA,"Notophycis",NA,"2417032",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Notophycis marginata","2417033","Notophycis marginata (Günther, 1878)","Notophycis marginata","SPECIES","ACCEPTED","SCIENTIFIC","<i>Notophycis</i> <i>marginata</i> (Günther, 1878)","EXACT",99,15,"Animalia","Chordata","Gadiformes","Moridae","1","44","549","3704",FALSE,"Notophycis marginata","higher","(Günther, 1878)","ZOOLOGICAL","Notophycis","marginata","Notophycis","Notophycis marginata","2417032","2417033",NA,NA,NA,NA,NA,NA,NA,NA
"Notophycis marginata (Günther, 1878)","2417033","Notophycis marginata (Günther, 1878)","Notophycis marginata","SPECIES","ACCEPTED","SCIENTIFIC","<i>Notophycis</i> <i>marginata</i> (Günther, 1878)","EXACT",100,12,"Animalia","Chordata","Gadiformes","Moridae","1","44","549","3704",FALSE,"Notophycis marginata (Günther, 1878)","higher","(Günther, 1878)","ZOOLOGICAL","Notophycis","marginata","Notophycis","Notophycis marginata","2417032","2417033",NA,NA,NA,NA,NA,NA,NA,NA
"Notothenia","2385918","Notothenia Richardson, 1844","Notothenia","GENUS","ACCEPTED","SCIENTIFIC","<i>Notothenia</i> Richardson, 1844","HIGHERRANK",94,41,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Notothenia","higher","Richardson, 1844","ZOOLOGICAL",NA,NA,"Notothenia",NA,"2385918",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Notothenia Richardson, 1844","2385918","Notothenia Richardson, 1844","Notothenia","GENUS","ACCEPTED","SCIENTIFIC","<i>Notothenia</i> Richardson, 1844","HIGHERRANK",99,40,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Notothenia Richardson, 1844","higher","Richardson, 1844","ZOOLOGICAL",NA,NA,"Notothenia",NA,"2385918",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Notothenia agassizii","2385918","Notothenia Richardson, 1844","Notothenia","GENUS","ACCEPTED","SCIENTIFIC","<i>Notothenia</i> Richardson, 1844","HIGHERRANK",94,14,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Notothenia agassizii","higher","Richardson, 1844","ZOOLOGICAL",NA,NA,"Notothenia",NA,"2385918",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Notothenia angustata","2385923","Notothenia angustata Hutton, 1875","Notothenia angustata","SPECIES","ACCEPTED","SCIENTIFIC","<i>Notothenia</i> <i>angustata</i> Hutton, 1875","EXACT",99,11,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Notothenia angustata","higher","Hutton, 1875","ZOOLOGICAL","Notothenia","angustata","Notothenia","Notothenia angustata","2385918","2385923",NA,NA,NA,NA,NA,NA,NA,NA
"Notothenia angustata Hutton, 1875","2385923","Notothenia angustata Hutton, 1875","Notothenia angustata","SPECIES","ACCEPTED","SCIENTIFIC","<i>Notothenia</i> <i>angustata</i> Hutton, 1875","EXACT",100,6,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Notothenia angustata Hutton, 1875","higher","Hutton, 1875","ZOOLOGICAL","Notothenia","angustata","Notothenia","Notothenia angustata","2385918","2385923",NA,NA,NA,NA,NA,NA,NA,NA
"Notothenia antarctica","8838582","Notothenia antarctica Peters, 1877","Notothenia antarctica","SPECIES","ACCEPTED","SCIENTIFIC","<i>Notothenia</i> <i>antarctica</i> Peters, 1877","EXACT",99,12,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Notothenia antarctica","higher","Peters, 1877","ZOOLOGICAL","Notothenia","antarctica","Notothenia","Notothenia antarctica","2385918","8838582",NA,NA,NA,NA,NA,NA,NA,NA
"Notothenia coriiceps Richardson, 1844","8399273","Notothenia coriiceps Richardson, 1844","Notothenia coriiceps","SPECIES","ACCEPTED","SCIENTIFIC","<i>Notothenia</i> <i>coriiceps</i> Richardson, 1844","EXACT",100,12,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Notothenia coriiceps Richardson, 1844","higher","Richardson, 1844","ZOOLOGICAL","Notothenia","coriiceps","Notothenia","Notothenia coriiceps","2385918","8399273",NA,NA,NA,NA,NA,NA,NA,NA
"Notothenia cornucola","2385860","Notothenia cornucola Richardson, 1844","Notothenia cornucola","SPECIES","SYNONYM","SCIENTIFIC","<i>Notothenia</i> <i>cornucola</i> Richardson, 1844","EXACT",98,15,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",TRUE,"Notothenia cornucola","higher","Richardson, 1844","ZOOLOGICAL","Notothenia","cornucola","Patagonotothen","Patagonotothen cornucola","2385854","2385859",NA,NA,NA,NA,NA,NA,NA,NA
"Notothenia cornucola Richardson, 1844","2385860","Notothenia cornucola Richardson, 1844","Notothenia cornucola","SPECIES","SYNONYM","SCIENTIFIC","<i>Notothenia</i> <i>cornucola</i> Richardson, 1844","EXACT",100,12,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",TRUE,"Notothenia cornucola Richardson, 1844","higher","Richardson, 1844","ZOOLOGICAL","Notothenia","cornucola","Patagonotothen","Patagonotothen cornucola","2385854","2385859",NA,NA,NA,NA,NA,NA,NA,NA
"Notothenia gilberti","8985739","Notothenia gilberti Thompson, 1916","Notothenia gilberti","SPECIES","ACCEPTED","SCIENTIFIC","<i>Notothenia</i> <i>gilberti</i> Thompson, 1916","EXACT",99,14,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Notothenia gilberti","higher","Thompson, 1916","ZOOLOGICAL","Notothenia","gilberti","Notothenia","Notothenia gilberti","2385918","8985739",NA,NA,NA,NA,NA,NA,NA,NA
"Notothenia gilberti Thompson, 1916","8985739","Notothenia gilberti Thompson, 1916","Notothenia gilberti","SPECIES","ACCEPTED","SCIENTIFIC","<i>Notothenia</i> <i>gilberti</i> Thompson, 1916","EXACT",100,5,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Notothenia gilberti Thompson, 1916","higher","Thompson, 1916","ZOOLOGICAL","Notothenia","gilberti","Notothenia","Notothenia gilberti","2385918","8985739",NA,NA,NA,NA,NA,NA,NA,NA
"Notothenia hassleri","2385918","Notothenia Richardson, 1844","Notothenia","GENUS","ACCEPTED","SCIENTIFIC","<i>Notothenia</i> Richardson, 1844","HIGHERRANK",94,14,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Notothenia hassleri","higher","Richardson, 1844","ZOOLOGICAL",NA,NA,"Notothenia",NA,"2385918",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Notothenia jordani","2385867","Notothenia jordani Thompson, 1916","Notothenia jordani","SPECIES","SYNONYM","SCIENTIFIC","<i>Notothenia</i> <i>jordani</i> Thompson, 1916","EXACT",98,6,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",TRUE,"Notothenia jordani","higher","Thompson, 1916","ZOOLOGICAL","Notothenia","jordani","Patagonotothen","Patagonotothen jordani","2385854","2385866",NA,NA,NA,NA,NA,NA,NA,NA
"Notothenia jordani Thompson, 1916","2385867","Notothenia jordani Thompson, 1916","Notothenia jordani","SPECIES","SYNONYM","SCIENTIFIC","<i>Notothenia</i> <i>jordani</i> Thompson, 1916","EXACT",100,13,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",TRUE,"Notothenia jordani Thompson, 1916","higher","Thompson, 1916","ZOOLOGICAL","Notothenia","jordani","Patagonotothen","Patagonotothen jordani","2385854","2385866",NA,NA,NA,NA,NA,NA,NA,NA
"Notothenia latifrons","9021372","Notothenia latifrons Thompson, 1916","Notothenia latifrons","SPECIES","ACCEPTED","SCIENTIFIC","<i>Notothenia</i> <i>latifrons</i> Thompson, 1916","EXACT",99,12,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Notothenia latifrons","higher","Thompson, 1916","ZOOLOGICAL","Notothenia","latifrons","Notothenia","Notothenia latifrons","2385918","9021372",NA,NA,NA,NA,NA,NA,NA,NA
"Notothenia latifrons Thompson, 1916","9021372","Notothenia latifrons Thompson, 1916","Notothenia latifrons","SPECIES","ACCEPTED","SCIENTIFIC","<i>Notothenia</i> <i>latifrons</i> Thompson, 1916","EXACT",100,12,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Notothenia latifrons Thompson, 1916","higher","Thompson, 1916","ZOOLOGICAL","Notothenia","latifrons","Notothenia","Notothenia latifrons","2385918","9021372",NA,NA,NA,NA,NA,NA,NA,NA
"Notothenia longicauda","8928843","Notothenia longicauda Thompson, 1916","Notothenia longicauda","SPECIES","ACCEPTED","SCIENTIFIC","<i>Notothenia</i> <i>longicauda</i> Thompson, 1916","EXACT",99,6,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Notothenia longicauda","higher","Thompson, 1916","ZOOLOGICAL","Notothenia","longicauda","Notothenia","Notothenia longicauda","2385918","8928843",NA,NA,NA,NA,NA,NA,NA,NA
"Notothenia longicauda Thompson, 1916","8928843","Notothenia longicauda Thompson, 1916","Notothenia longicauda","SPECIES","ACCEPTED","SCIENTIFIC","<i>Notothenia</i> <i>longicauda</i> Thompson, 1916","EXACT",100,12,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",FALSE,"Notothenia longicauda Thompson, 1916","higher","Thompson, 1916","ZOOLOGICAL","Notothenia","longicauda","Notothenia","Notothenia longicauda","2385918","8928843",NA,NA,NA,NA,NA,NA,NA,NA
"Notothenia longipes","2385858","Notothenia longipes Steindachner, 1876","Notothenia longipes","SPECIES","SYNONYM","SCIENTIFIC","<i>Notothenia</i> <i>longipes</i> Steindachner, 1876","EXACT",98,17,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",TRUE,"Notothenia longipes","higher","Steindachner, 1876","ZOOLOGICAL","Notothenia","longipes","Patagonotothen","Patagonotothen longipes","2385854","2385857",NA,NA,NA,NA,NA,NA,NA,NA
"Notothenia longipes Steindachner, 1876","2385858","Notothenia longipes Steindachner, 1876","Notothenia longipes","SPECIES","SYNONYM","SCIENTIFIC","<i>Notothenia</i> <i>longipes</i> Steindachner, 1876","EXACT",100,12,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",TRUE,"Notothenia longipes Steindachner, 1876","higher","Steindachner, 1876","ZOOLOGICAL","Notothenia","longipes","Patagonotothen","Patagonotothen longipes","2385854","2385857",NA,NA,NA,NA,NA,NA,NA,NA
"Notothenia macrocephala","2385938","Notothenia macrocephalus Günther, 1860","Notothenia macrocephalus","SPECIES","SYNONYM","SCIENTIFIC","<i>Notothenia</i> <i>macrocephalus</i> Günther, 1860","VARIANT",96,13,"Animalia","Chordata","Perciformes","Nototheniidae","1","44","587","8549",TRUE,"Notothenia macrocephala","higher","Günther, 1860","ZOOLOGICAL","Notothenia","macrocephalus","Paranotothenia","Paranotothenia magellanica","2385935","2385936",NA,NA,NA,NA,NA,NA,NA,NA
