id,latitude,longitude,cntry_code,country,obs_date,t_kingdom,t_phylum,t_class,t_order,t_family,t_genus,t_species,database,inst,collection,provider,records,year,month
"24773553","-47.75","-65.8833","AR","ARGENTINA","1971-02-04","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes elongatus","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1971","2"
"52687046","-47.7515","-65.885","AR","ARGENTINA","1971-03-22","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes elongatus","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1971","3"
"24773548","-47.75","-65.8833","AR","ARGENTINA","1971-03-22","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes elongatus","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1971","3"
"216052704","-47.75","-65.9333","AR","ARGENTINA","1971-05-20","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes elongatus","GBIF","CENPAT-CONICET","CNPICTIO","Centro Nacional Patagonico - CONICET","1","1971","5"
"24773566","-47.75","-65.8833","AR","ARGENTINA","1971-05-27","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes elongatus","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1971","5"
"52687076","-47.7515","-65.935","AR","ARGENTINA","1972-02-18","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes elongatus","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1972","2"
"24773607","-47.75","-65.8833","AR","ARGENTINA","1972-02-18","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes elongatus","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1972","2"
"52687108","-47.7515","-65.935","AR","ARGENTINA","1972-02-22","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes elongatus","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1972","2"
"24773576","-47.75","-65.8833","AR","ARGENTINA","1972-02-22","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes elongatus","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1972","2"
"52687077","-47.7515","-65.935","AR","ARGENTINA","1972-03-13","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes elongatus","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1972","3"
"24773608","-47.75","-65.8833","AR","ARGENTINA","1972-03-13","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes elongatus","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1972","3"
"52687078","-47.7515","-65.935","AR","ARGENTINA","1972-03-17","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes elongatus","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1972","3"
"24773575","-47.75","-65.8833","AR","ARGENTINA","1972-03-17","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes elongatus","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","4","1972","3"
"52687079","-47.7515","-65.935","AR","ARGENTINA","1972-04-10","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes elongatus","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1972","4"
"24773610","-47.75","-65.8833","AR","ARGENTINA","1972-04-10","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes elongatus","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1972","4"
"24773579","-47.75","-65.88","AR","ARGENTINA","1972-04-17","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes elongatus","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1972","4"
"24773574","-47.75","-65.8833","AR","ARGENTINA","1972-04-24","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes elongatus","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1972","4"
"24773573","-47.75","-65.8833","AR","ARGENTINA","1972-05-04","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes elongatus","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1972","5"
"24773580","-47.75","-65.8833","AR","ARGENTINA","1972-05-15","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes elongatus","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1972","5"
"52687111","-47.75","-65.883","AR","ARGENTINA","1972-05-15","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes elongatus","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1972","5"
"24773577","-47.75","-65.8833","AR","ARGENTINA","1972-05-17","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes elongatus","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1972","5"
"24773581","-47.75","-65.8833","AR","ARGENTINA","1972-06-13","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes elongatus","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1972","6"
"24773632","-47.75","-65.88","AR","ARGENTINA","1972-07-13","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes elongatus","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1972","7"
"52687080","-47.7515","-65.935","AR","ARGENTINA","1972-09-08","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes elongatus","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1972","9"
"24773611","-47.75","-65.8833","AR","ARGENTINA","1972-09-08","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes elongatus","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1972","9"
"52687113","-47.7515","-65.935","AR","ARGENTINA","1972-10-25","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes elongatus","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1972","10"
"24773582","-47.75","-65.8833","AR","ARGENTINA","1972-10-25","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes elongatus","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1972","10"
"52687480","-47.7515","-65.935","AR","ARGENTINA","1991-12-19","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes elongatus","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1991","12"
"24773949","-47.75","-65.8833","AR","ARGENTINA","1991-12-19","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes elongatus","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1991","12"
"52687479","-47.7812","-66.069","AR","ARGENTINA","1991-12-21","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes elongatus","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1991","12"
"216053023","-47.7667","-66.0667","AR","ARGENTINA","1991-12-21","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes elongatus","GBIF","CENPAT-CONICET","CNPICTIO","Centro Nacional Patagonico - CONICET","1","1991","12"
"189008265","-47.75","-65.9167","AR","ARGENTINA","1991-12-21","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes elongatus","GBIF","FishBase","Occurrence","FishBase","2","1991","12"
"24895391","-47.75","-65.9167","AR","ARGENTINA","1991-12-21","Animalia","Chordata","Actinopterygii","Gadiformes","Zoarcidae","Iluocoetes","Iluocoetes elongatus","GBIF","SAIAB","SAIAB","Ocean Biogeographic Information System","6","1991","12"
"216052710","-47.7539","-65.9892","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Perciformes","Eleginopidae","Eleginops","Eleginops maclovinus","GBIF","CENPAT-CONICET","CNPICTIO","Centro Nacional Patagonico - CONICET","1","1971","2"
"24773405","-47.75","-65.8833","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Perciformes","Eleginopidae","Eleginops","Eleginops maclovinus","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","4","1968","2"
"52686894","-47.75","-65.883","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Perciformes","Eleginopidae","Eleginops","Eleginops maclovinus","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","2","1968","2"
"52686895","-47.7515","-65.935","AR","ARGENTINA","1968-12-03","Animalia","Chordata","Actinopterygii","Perciformes","Eleginopidae","Eleginops","Eleginops maclovinus","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1968","12"
"24773409","-47.75","-65.8833","AR","ARGENTINA","1968-12-03","Animalia","Chordata","Actinopterygii","Perciformes","Eleginopidae","Eleginops","Eleginops maclovinus","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1968","12"
"24773532","-47.75","-65.8833","AR","ARGENTINA","1970-02-25","Animalia","Chordata","Actinopterygii","Perciformes","Eleginopidae","Eleginops","Eleginops maclovinus","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1970","2"
"24773562","-47.75","-65.88","AR","ARGENTINA","1971-02-13","Animalia","Chordata","Actinopterygii","Perciformes","Eleginopidae","Eleginops","Eleginops maclovinus","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1971","2"
"24773555","-47.75","-65.8833","AR","ARGENTINA","1971-04-20","Animalia","Chordata","Actinopterygii","Perciformes","Eleginopidae","Eleginops","Eleginops maclovinus","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","4","1971","4"
"52687097","-47.7515","-65.935","AR","ARGENTINA","1972-01-28","Animalia","Chordata","Actinopterygii","Perciformes","Eleginopidae","Eleginops","Eleginops maclovinus","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1972","1"
"24773635","-47.75","-65.8833","AR","ARGENTINA","1972-01-28","Animalia","Chordata","Actinopterygii","Perciformes","Eleginopidae","Eleginops","Eleginops maclovinus","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1972","1"
"24776169","-49","-68.9667","AR","ARGENTINA","1978-04-28","Animalia","Chordata","Actinopterygii","Perciformes","Eleginopidae","Eleginops","Eleginops maclovinus","GBIF","CENPAT-CONICET","CNP-PECES","Ocean Biogeographic Information System","1","1978","4"
"52687451","-42.6589","-64.987","AR","ARGENTINA","1989-02-22","Animalia","Chordata","Actinopterygii","Perciformes","Eleginopidae","Eleginops","Eleginops maclovinus","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1989","2"
"216053001","-42.6447","-64.9708","AR","ARGENTINA","1989-02-22","Animalia","Chordata","Actinopterygii","Perciformes","Eleginopidae","Eleginops","Eleginops maclovinus","GBIF","CENPAT-CONICET","CNPICTIO","Centro Nacional Patagonico - CONICET","1","1989","2"
"52687674","-42.5849","-64.261","AR","ARGENTINA","1997-07-21","Animalia","Chordata","Actinopterygii","Perciformes","Eleginopidae","Eleginops","Eleginops maclovinus","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1997","7"
"24774130","-42.5833","-64.25","AR","ARGENTINA","1997-07-21","Animalia","Chordata","Actinopterygii","Perciformes","Eleginopidae","Eleginops","Eleginops maclovinus","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1997","7"
"52687910","-47.7515","-65.935","AR","ARGENTINA","2004-12-10","Animalia","Chordata","Actinopterygii","Perciformes","Eleginopidae","Eleginops","Eleginops maclovinus","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","2004","12"
"24774325","-47.75","-65.8833","AR","ARGENTINA","2004-12-10","Animalia","Chordata","Actinopterygii","Perciformes","Eleginopidae","Eleginops","Eleginops maclovinus","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","2004","12"
"197680454","-47.75","-65.9167","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Dadyanos","Dadyanos insignis","GBIF","RUSI","717731","Ocean Biogeographic Information System","2","",""
"52686876","-47.7515","-65.935","AR","ARGENTINA","1962-06-07","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Dadyanos","Dadyanos insignis","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1962","6"
"24773354","-47.75","-65.8833","AR","ARGENTINA","1962-06-07","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Dadyanos","Dadyanos insignis","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1962","6"
"24773421","-47.75","-65.8833","AR","ARGENTINA","1969-02-18","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Dadyanos","Dadyanos insignis","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1969","2"
"52686959","-47.7515","-65.935","AR","ARGENTINA","1969-05-06","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Dadyanos","Dadyanos insignis","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1969","5"
"24773447","-47.75","-65.8833","AR","ARGENTINA","1969-05-06","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Dadyanos","Dadyanos insignis","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1969","5"
"52686960","-47.7515","-65.935","AR","ARGENTINA","1969-05-11","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Dadyanos","Dadyanos insignis","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1969","5"
"24773449","-47.75","-65.8833","AR","ARGENTINA","1969-05-11","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Dadyanos","Dadyanos insignis","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1969","5"
"52686939","-47.7515","-65.935","AR","ARGENTINA","1969-06-02","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Dadyanos","Dadyanos insignis","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1969","6"
"24773422","-47.75","-65.8833","AR","ARGENTINA","1969-06-02","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Dadyanos","Dadyanos insignis","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1969","6"
"188828985","-47.7","-65.9167","AR","ARGENTINA","1969-06-02","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Dadyanos","Dadyanos insignis","GBIF","FishBase","Occurrence","FishBase","1","1969","6"
"52686940","-47.7515","-65.935","AR","ARGENTINA","1969-06-11","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Dadyanos","Dadyanos insignis","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1969","6"
"24773423","-47.75","-65.8833","AR","ARGENTINA","1969-06-11","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Dadyanos","Dadyanos insignis","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1969","6"
"188828979","-47.75","-65.9167","AR","ARGENTINA","1971-05-02","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Dadyanos","Dadyanos insignis","GBIF","FishBase","Occurrence","FishBase","1","1971","5"
"24885077","-47.75","-65.9167","AR","ARGENTINA","1971-05-02","Animalia","Chordata","Actinopterygii","Gadiformes","Zoarcidae","Dadyanos","Dadyanos insignis","GBIF","SAIAB","SAIAB","Ocean Biogeographic Information System","3","1971","5"
"188828980","-47.75","-65.9167","AR","ARGENTINA","1971-09-02","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Dadyanos","Dadyanos insignis","GBIF","FishBase","Occurrence","FishBase","1","1971","9"
"24885076","-47.75","-65.9167","AR","ARGENTINA","1971-09-02","Animalia","Chordata","Actinopterygii","Gadiformes","Zoarcidae","Dadyanos","Dadyanos insignis","GBIF","SAIAB","SAIAB","Ocean Biogeographic Information System","3","1971","9"
"52687100","-47.7515","-65.935","AR","ARGENTINA","1972-05-02","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Dadyanos","Dadyanos insignis","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1972","5"
"24773639","-47.75","-65.8833","AR","ARGENTINA","1972-05-02","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Dadyanos","Dadyanos insignis","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1972","5"
"24773568","-47.75","-65.8833","AR","ARGENTINA","1972-06-18","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Dadyanos","Dadyanos insignis","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1972","6"
"216052818","-54.4747","-66.4706","AR","ARGENTINA","1976-02-13","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Dadyanos","Dadyanos insignis","GBIF","CENPAT-CONICET","CNPICTIO","Centro Nacional Patagonico - CONICET","1","1976","2"
"233872262","-41.0238","-71.8131","AR","ARGENTINA","2008-02-19","Animalia","Chordata","Actinopterygii","Siluriformes","Diplomystidae","Diplomystes","Diplomystes viedmensis","GBIF","APN-AR","AVISTAJES","Administración de Parques Nacionales, Argentina","1","2008","2"
"233872263","-41.1795","-71.4125","AR","ARGENTINA","2009-04-24","Animalia","Chordata","Actinopterygii","Siluriformes","Diplomystidae","Diplomystes","Diplomystes viedmensis","GBIF","APN-AR","AVISTAJES","Administración de Parques Nacionales, Argentina","1","2009","4"
"52692802","-42.7333","-65.027","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Perciformes","Clinidae","Ribeiroclinus","Ribeiroclinus eigenmanni","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1996","4"
"216053816","-42.406","-64.6167","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Perciformes","Clinidae","Ribeiroclinus","Ribeiroclinus eigenmanni","GBIF","CENPAT-CONICET","CNPICTIO","Centro Nacional Patagonico - CONICET","1","1997","1"
"216053691","-42.4276","-64.6053","AR","ARGENTINA","1980-05-07","Animalia","Chordata","Actinopterygii","Perciformes","Clinidae","Ribeiroclinus","Ribeiroclinus eigenmanni","GBIF","CENPAT-CONICET","CNPICTIO","Centro Nacional Patagonico - CONICET","1","1980","5"
"52692288","-42.7333","-65.027","AR","ARGENTINA","1980-10-08","Animalia","Chordata","Actinopterygii","Perciformes","Clinidae","Ribeiroclinus","Ribeiroclinus eigenmanni","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1980","10"
"216053750","-45.1167","-66.5333","AR","ARGENTINA","1991-07-03","Animalia","Chordata","Actinopterygii","Perciformes","Clinidae","Ribeiroclinus","Ribeiroclinus eigenmanni","GBIF","CENPAT-CONICET","CNPICTIO","Centro Nacional Patagonico - CONICET","1","1991","7"
"216053751","-45.1167","-66.5333","AR","ARGENTINA","1991-10-15","Animalia","Chordata","Actinopterygii","Perciformes","Clinidae","Ribeiroclinus","Ribeiroclinus eigenmanni","GBIF","CENPAT-CONICET","CNPICTIO","Centro Nacional Patagonico - CONICET","1","1991","10"
"52692482","-42.7333","-65.027","AR","ARGENTINA","1992-06-05","Animalia","Chordata","Actinopterygii","Perciformes","Clinidae","Ribeiroclinus","Ribeiroclinus eigenmanni","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1992","6"
"52692551","-42.7333","-65.027","AR","ARGENTINA","1995-07-03","Animalia","Chordata","Actinopterygii","Perciformes","Clinidae","Ribeiroclinus","Ribeiroclinus eigenmanni","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1995","7"
"52692548","-42.244","-64.229","AR","ARGENTINA","1995-07-09","Animalia","Chordata","Actinopterygii","Perciformes","Clinidae","Ribeiroclinus","Ribeiroclinus eigenmanni","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1995","7"
"216053786","-42.238","-64.244","AR","ARGENTINA","1995-07-09","Animalia","Chordata","Actinopterygii","Perciformes","Clinidae","Ribeiroclinus","Ribeiroclinus eigenmanni","GBIF","CENPAT-CONICET","CNPICTIO","Centro Nacional Patagonico - CONICET","1","1995","7"
"52692799","-42.7333","-65.027","AR","ARGENTINA","1995-11-01","Animalia","Chordata","Actinopterygii","Perciformes","Clinidae","Ribeiroclinus","Ribeiroclinus eigenmanni","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1995","11"
"52692577","-42.7333","-65.027","AR","ARGENTINA","1996-05-06","Animalia","Chordata","Actinopterygii","Perciformes","Clinidae","Ribeiroclinus","Ribeiroclinus eigenmanni","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1996","5"
"52692578","-42.4833","-64.6","AR","ARGENTINA","1996-05-15","Animalia","Chordata","Actinopterygii","Perciformes","Clinidae","Ribeiroclinus","Ribeiroclinus eigenmanni","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1996","5"
"52692593","-42.7333","-65.027","AR","ARGENTINA","1997-09-02","Animalia","Chordata","Actinopterygii","Perciformes","Clinidae","Ribeiroclinus","Ribeiroclinus eigenmanni","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1997","9"
"52692702","-42.7333","-65.027","AR","ARGENTINA","2004-02-10","Animalia","Chordata","Actinopterygii","Perciformes","Clinidae","Ribeiroclinus","Ribeiroclinus eigenmanni","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","2004","2"
"216053152","-42.3167","-64.0333","AR","ARGENTINA","1994-01-25","Animalia","Chordata","Actinopterygii","Perciformes","Pomatomidae","Pomatomus","Pomatomus saltatrix","GBIF","CENPAT-CONICET","CNPICTIO","Centro Nacional Patagonico - CONICET","1","1994","1"
"198038280","-49","-67.6514","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Gadiformes","Moridae","Salilota","Salilota australis","GBIF","BMNH","486802","Ocean Biogeographic Information System","1","",""
"189321130","-49","-67.6514","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Gadiformes","Moridae","Salilota","Salilota australis","GBIF","FishBase","Occurrence","FishBase","1","",""
"24779762","-40.9","-62.4667","AR","ARGENTINA","1976-11-15","Animalia","Chordata","Actinopterygii","Gadiformes","Moridae","Salilota","Salilota australis","GBIF","CENPAT-CONICET","CNP-PECES","Ocean Biogeographic Information System","1","1976","11"
"24779741","-48.1167","-66.9667","AR","ARGENTINA","1978-04-25","Animalia","Chordata","Actinopterygii","Gadiformes","Moridae","Salilota","Salilota australis","GBIF","CENPAT-CONICET","CNP-PECES","Ocean Biogeographic Information System","1","1978","4"
"24779742","-48","-65.95","AR","ARGENTINA","1978-04-26","Animalia","Chordata","Actinopterygii","Gadiformes","Moridae","Salilota","Salilota australis","GBIF","CENPAT-CONICET","CNP-PECES","Ocean Biogeographic Information System","1","1978","4"
"24779746","-49","-68.9667","AR","ARGENTINA","1978-04-28","Animalia","Chordata","Actinopterygii","Gadiformes","Moridae","Salilota","Salilota australis","GBIF","CENPAT-CONICET","CNP-PECES","Ocean Biogeographic Information System","1","1978","4"
"24779747","-49","-67.9667","AR","ARGENTINA","1978-04-28","Animalia","Chordata","Actinopterygii","Gadiformes","Moridae","Salilota","Salilota australis","GBIF","CENPAT-CONICET","CNP-PECES","Ocean Biogeographic Information System","1","1978","4"
"52687291","-43.374","-65.804","AR","ARGENTINA","1983-09-10","Animalia","Chordata","Actinopterygii","Atheriniformes","Atherinopsidae","Odontesthes","Odontesthes hatcheri","GBIF","CENPAT-CONICET","CNPICT","Centro Nacional Patagonico - CONICET","1","1983","9"
"197553566","-54.8667","-67.45","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Atheriniformes","Atherinopsidae","Odontesthes","Austroatherina nigricans","GBIF","IIPB","996849","Ocean Biogeographic Information System","1","",""
"24774807","-50.5","-69.1667","AR","ARGENTINA"," ","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Sprattus","Sprattus fueguensis","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","1","2004","2"
"24774347","-54.7833","-68.25","AR","ARGENTINA","1965-07-18","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Sprattus","Sprattus fueguensis","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","1","1965","7"
"24774413","-47.75","-65.8833","AR","ARGENTINA","1970-12-10","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Sprattus","Sprattus fueguensis","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","1","1970","12"
"24774444","-47.75","-65.8833","AR","ARGENTINA","1971-01-18","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Sprattus","Sprattus fueguensis","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","2","1971","1"
"24774446","-47.75","-65.8833","AR","ARGENTINA","1971-09-29","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Sprattus","Sprattus fueguensis","GBIF","CENPAT-CONICET","CNPICTIO","Ocean Biogeographic Information System","1","1971","9"
"190547959","-54.4167","-67.6833","AR","ARGENTINA"," "," "," ","Actinopterygii","Salmoniformes","Galaxiidae","Galaxias","Galaxias variegatus","GBIF","KU","KUI","University of Kansas Biodiversity Research Center","1","",""
"216052944","-42.6447","-64.9708","AR","ARGENTINA","1988-01-13","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Atherinopsidae","Oncopterus","Oncopterus darwini","GBIF","CENPAT-CONICET","CNPICTIO","Centro Nacional Patagonico - CONICET","1","1988","1"
"216052966","-42.6447","-64.9708","AR","ARGENTINA","1988-05-18","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Atherinopsidae","Oncopterus","Oncopterus darwini","GBIF","CENPAT-CONICET","CNPICTIO","Centro Nacional Patagonico - CONICET","1","1988","5"
"216052969","-42.6447","-64.9708","AR","ARGENTINA","1988-07-01","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Atherinopsidae","Oncopterus","Oncopterus darwini","GBIF","CENPAT-CONICET","CNPICTIO","Centro Nacional Patagonico - CONICET","2","1988","7"
