"id_CC","occurrenceID_master","datasetName_tmp","canonicalName","year","eventDate","locality","decimalLatitude","decimalLongitude","bibliographicCitation","catalogNumber","institutionCode","Duplicate","Comment","Remove_from_master",".references",".associatedReferences",".decimalLat",".decimalLon",".locality",".year",".eventDate",".bibliographicCitation",".canonicalName",".scientificName",".catalogNumber",".recordedBy",".occurrenceID"
2490,"SUBPESCA.PecesContinentales2019.15874","subpesca-1","galaxias platei",2010,NA,NA,-47.547586,-73.086243,"CEA (NA) Linea Base ","15874",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2492,"SUBPESCA.PecesContinentales2019.15890","subpesca-1","odontesthes hatcheri",2010,NA,NA,-47.547586,-73.086243,"CEA (NA) Linea Base ","15890",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2499,"SUBPESCA.PecesContinentales2019.4394","subpesca-1","aplochiton zebra",2007,NA,NA,-47.547555,-73.086005,"CEA (NA) Proyecto Hi","4394",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2501,"SUBPESCA.PecesContinentales2019.4395","subpesca-1","hatcheria macraei",2007,NA,NA,-47.547555,-73.086005,"CEA (NA) Proyecto Hi","4395",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2508,"SUBPESCA.PecesContinentales2019.4397","subpesca-1","percichthys trucha",2007,NA,NA,-47.547555,-73.086005,"CEA (NA) Proyecto Hi","4397",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2535,"MAguilar.Lit.Review.1351","agui","aplochiton marinus",NA,NA,"estero ventisquero",-48.1166666669,-73.0833333326,"Zama A. y Cárdenas E","1351",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2536,"MAguilar.Lit.Review.362","agui","aplochiton taeniatus",NA,NA,"estero ventisquero",-48.1166666669,-73.0833333326,"Cussac, V., Ortubay,","362",NA,0,"(from McDowall and Nakaya) Change Species to A. marinus. Change coordinates to -48.250000, -73.591667",NA,NA,"(McDowall & Nakaya, 1988)",-48.25,-73.591667,NA,NA,NA,NA,"Aplochiton marinus","Aplochiton marinus Eigenmann, 1928",NA,NA,NA
2537,"MAguilar.Lit.Review.351","agui","oncorhynchus tshawytscha",2004,"2004-03-13","río vargas",-47.6999999999,-73.0833333326,"Correa, C., Gross, M","351",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2541,"SUBPESCA.PecesContinentales2019.21924","subpesca-1","aplochiton zebra",2012,NA,NA,-48.169842,-73.081731,"CEA (NA) Monitoreo L","21924",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2543,"SUBPESCA.PecesContinentales2019.21925","subpesca-1","galaxias maculatus",2012,NA,NA,-48.169842,-73.081731,"CEA (NA) Monitoreo L","21925",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2544,"SUBPESCA.PecesContinentales2019.21922","subpesca-1","galaxias platei",2012,NA,NA,-48.169842,-73.081731,"CEA (NA) Monitoreo L","21922",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2547,"SUBPESCA.PecesContinentales2019.16183","subpesca-1","galaxias platei",2011,NA,NA,-47.551259,-73.08042,"CEA (NA) Monitoreo L","16183",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2548,"SUBPESCA.PecesContinentales2019.16190","subpesca-1","hatcheria macraei",2011,NA,NA,-47.551259,-73.08042,"CEA (NA) Monitoreo L","16190",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2550,"SUBPESCA.PecesContinentales2019.16243","subpesca-1","percichthys trucha",2011,NA,NA,-47.551259,-73.08042,"CEA (NA) Monitoreo L","16243",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2551,"SUBPESCA.PecesContinentales2019.21899","subpesca-1","percichthys trucha",2012,NA,NA,-47.551259,-73.08042,"CEA (NA) Monitoreo L","21899",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2562,"SUBPESCA.PecesContinentales2019.4693","subpesca-1","aplochiton zebra",2007,NA,NA,-47.563861,-73.079082,"CEA (NA) Proyecto Hi","4693",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2564,"SUBPESCA.PecesContinentales2019.4734","subpesca-1","aplochiton zebra",2008,NA,NA,-47.563861,-73.079082,"CEA (NA) Proyecto Hi","4734",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2599,"MMA:ICT:0000164","mma2","aplochiton zebra",2012,"2012-08-18","rio baker entre rio de los ñadis y rio ventisquero",-47.563,-73.078,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2614,"MAguilar.Lit.Review.1275","agui","galaxias platei",2011,NA,"lago dickson",-50.8786111106,-73.0736111109,"Vera-Escalona, I., H","1275",NA,0,"associatedReference: (Vera-Escalona et al. 2015)",NA,NA,"Vera-Escalona et al. 2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2615,"MMA:ICT:0002319","mma2","galaxias platei",2011,"2011-08-14","lago dickson. rio paine en desembocadura lago nordenskjold",-50.878,-73.073,"OrigenReg: Base Dato",NA,NA,1,"associatedReference: (Vera-Escalona et al. 2015)",NA,NA,"Vera-Escalona et al. 2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2617,"CIMAR1_79_sp16","gbif","atheriniformes",1995,"1995-11-04",NA,-45.3683,-73.07,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2735,"MAguilar.Lit.Review.349","agui","oncorhynchus tshawytscha",2004,"2004-03-13","río jaramillo",-47.6999999999,-73.0499999996,"Correa, C., Gross, M","349",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2736,"MAguilar.Lit.Review.1067","agui","eleginops maclovinus",NA,NA,"río salto",-43.4166666673,-73.0499999996,"Rademacher K. 2007. ","1067",NA,0,"change coordinates to -45.444129, -72.788436",NA,NA,NA,-45.444129,-72.788436,NA,NA,NA,NA,NA,NA,NA,NA,NA
2737,"MAguilar.Lit.Review.1085","agui","galaxias maculatus",NA,NA,"río salto",-43.4166666673,-73.0499999996,"Rademacher K. 2007. ","1085",NA,0,"change coordinates to -45.444129, -72.788436
",NA,NA,NA,-45.444129,-72.788436,NA,NA,NA,NA,NA,NA,NA,NA,NA
2770,"MAguilar.Lit.Review.975","agui","oncorhynchus tshawytscha",2016,NA,"río jaramillo",-47.7016680004,-73.041936,"Muñoz, Nicolas J., R","975",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2774,"SUBPESCA.PecesContinentales2019.15081","subpesca-1","galaxias platei",2008,NA,NA,-45.126573,-73.038403,"CEA (NA) Linea De Ba","15081",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2793,"CIMAR1_85_sp16","gbif","atheriniformes",1995,"1995-10-29",NA,-44.8833,-73.035,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2823,"CIMAR1_92_sp16","gbif","atheriniformes",1995,"1995-10-26",NA,-44.2967,-73.0267,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2830,"CIMAR1_28_sp16","gbif","atheriniformes",1995,"1995-10-23",NA,-43.205,-73.025,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2837,"CIMAR1_14_sp16","gbif","atheriniformes",1995,"1995-10-20",NA,-42.4533,-73.0217,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2875,"http://n2t.net/ark:/65665/3b8a7eea9-316a-437c-98a8-5888cf2096cd","vert","eleginops maclovinus",1945,NA,"chile: tictoc bay",-43.62,-73,"National Museum of N","176386","usnm",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2878,"http://n2t.net/ark:/65665/3c9bdf3bc-f24e-4dec-a934-e42255c1dfba","vert","odontesthes",1945,NA,"chile: tictoc bay",-43.62,-73,"National Museum of N","176502","usnm",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2883,"SUBPESCA.PecesContinentales2019.15058","subpesca-1","galaxias maculatus",2008,NA,NA,-45.679957,-72.997873,"CEA (NA) Linea De Ba","15058",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2885,"SUBPESCA.PecesContinentales2019.15074","subpesca-1","galaxias platei",2008,NA,NA,-45.679957,-72.997873,"CEA (NA) Linea De Ba","15074",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2929,"MAguilar.Lit.Review.797","agui","salmo trutta",2006,NA,"lago condor",-44.7141111107,-72.993194444,"Habit, E., Gonzalez,","797",NA,NA,"change coordinates to -45.572230, -72.960684",NA,NA,NA,-45.57223,-72.960684,NA,NA,NA,NA,NA,NA,NA,NA,NA
2939,"MMA:ICT:0002275","mma2","galaxias platei",2009,"2009-12-06","lago pehoe. cerca explora. lagos nordenkjold y pehoe y rio paine en desembocadura",-51.108,-72.992,"OrigenReg: Base Dato",NA,NA,1,"associatedReference: (Vera-Escalona et al. 2015)",NA,NA,"Vera-Escalona et al. 2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2953,"SUBPESCA.PecesContinentales2019.15175","subpesca-1","galaxias platei",2008,NA,NA,-45.624992,-72.990377,"CEA (NA) Linea De Ba","15175",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2955,"SUBPESCA.PecesContinentales2019.15991","subpesca-1","galaxias platei",2010,NA,NA,-45.624992,-72.990377,"CEA (NA) Linea De Ba","15991",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2972,"MAguilar.Lit.Review.1279","agui","galaxias platei",2009,NA,"lago pehoe",-51.1086111114,-72.9883333331,"Vera-Escalona, I., H","1279",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2973,"CIMAR1_26_sp16","gbif","atheriniformes",1995,"1995-10-23",NA,-42.99,-72.9883,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3126,"MMA:ICT:0002769","mma2","hatcheria macraei",NA,NA,"río baker. baker-pacific. rio baker entre rio de los ñadis y rio ventisquero",-47.498417,-72.97475,"FuenteReg: Publicaci",NA,NA,1,"bibliograph: Unmack et al. 2012. Phylogeography of the catfish Hatcheria macraei reveals a negligible role of drainage divides in structuring populations",NA,NA,NA,NA,NA,NA,NA,NA,"Unmack, P. J., Barriga, J. P., Battini, M. A., Habit, E. M., & Johnson, J. B. (2012). Phylogeography of the catfish Hatcheria macraei reveals a negligible role of drainage divides in structuring populations. Molecular Ecology, 21(4), 942–959. https://doi.org/10.1111/j.1365-294X.2011.05408.x",NA,NA,NA,NA,NA
3214,"MAguilar.Lit.Review.1209","agui","aplochiton zebra",1997,NA,"lago meullín",-45.1902949998,-72.9711300002,"SOTO, DORIS, ARISMEN","1209",NA,NA,"Remove. A lot of sampling by different groups was performed in the watershed, and only G. platei was found.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3232,"SUBPESCA.PecesContinentales2019.15080","subpesca-1","galaxias platei",2008,NA,NA,-45.151094,-72.970418,"CEA (NA) Linea De Ba","15080",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3246,"SUBPESCA.PecesContinentales2019.15076","subpesca-1","galaxias platei",2008,NA,NA,-45.133658,-72.970414,"CEA (NA) Linea De Ba","15076",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3297,"SUBPESCA.PecesContinentales2019.15075","subpesca-1","galaxias platei",2008,NA,NA,-45.116421,-72.970021,"CEA (NA) Linea De Ba","15075",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3324,"http://n2t.net/ark:/65665/347e50d2a-6abf-4f62-84b8-4e6c9ea77e1c","vert","eleginops maclovinus",1945,NA,"chile: puerto montt and canal tenglo",-41.5,-72.97,"National Museum of N","114933","usnm",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3696,"CIMAR1_5_sp16","gbif","atheriniformes",1995,"1995-10-19",NA,-41.8667,-72.9667,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3699,"MAguilar.Lit.Review.1069","agui","eleginops maclovinus",NA,NA,"estero pillan",-42.5666666672,-72.9666666667,"Rademacher K. 2007. ","1069",NA,0,"change coordinates to -42.552714, -72.495461",NA,NA,NA,-42.552714,-72.495461,NA,NA,NA,NA,NA,NA,NA,NA,NA
3839,"MAguilar.Lit.Review.802","agui","oncorhynchus mykiss",2006,NA,"lago cochrane",-45.1024722216,-72.9655277779,"Habit, E., Gonzalez,","802",NA,NA,"change coordiantes to : -47.206717, -72.288243",NA,NA,NA,-47.206717,-72.288243,NA,NA,NA,NA,NA,NA,NA,NA,NA
3840,"MAguilar.Lit.Review.801","agui","salmo trutta",2006,NA,"lago cochrane",-45.1024722216,-72.9655277779,"Habit, E., Gonzalez,","801",NA,NA,"change coordiantes to : -47.206717, -72.288243",NA,NA,NA,-47.206717,-72.288243,NA,NA,NA,NA,NA,NA,NA,NA,NA
3870,"SUBPESCA.PecesContinentales2019.5248","subpesca-1","galaxias platei",2007,NA,NA,-45.10868,-72.963443,"CEA (NA) Proyecto Ce","5248",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3915,"SUBPESCA.PecesContinentales2019.21871","subpesca-1","galaxias platei",2012,NA,NA,-48.375819,-72.957455,"CEA (NA) Monitoreo L","21871",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3947,"CCorrea.Lit.Review.1624","fishgis_metadatabase_ccorrea","galaxias platei",NA,NA,"yulton-meullin lakes",-45.13768,-72.95085,"Soto, D., I. Arismen",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3950,"CIMAR1_1_sp16","gbif","atheriniformes",1995,"1995-10-18",NA,-41.5483,-72.95,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3951,"8f5c92c6-d0ce-435f-8567-0b7ecb391ac3","gbif","galaxias maculatus",1919,"1919","puerto montt, estero pilluco, elev. 5 m",-41.4667,-72.95,NA,"77554","fmnh",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4000,"SUBPESCA.PecesContinentales2019.16187","subpesca-1","galaxias platei",2011,NA,NA,-47.474537,-72.947377,"CEA (NA) Monitoreo L","16187",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4001,"SUBPESCA.PecesContinentales2019.16197","subpesca-1","hatcheria macraei",2011,NA,NA,-47.474537,-72.947377,"CEA (NA) Monitoreo L","16197",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4023,"CIMAR1_80_sp16","gbif","atheriniformes",1995,"1995-11-04",NA,-45.4367,-72.945,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4050,"SUBPESCA.PecesContinentales2019.15060","subpesca-1","galaxias maculatus",2008,NA,NA,-45.479217,-72.936851,"CEA (NA) Linea De Ba","15060",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4058,"CIMAR1_11_sp16","gbif","atheriniformes",1995,"1995-10-20",NA,-42.27,-72.9367,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4062,"MAguilar.Lit.Review.1272","agui","odontesthes brevianalis",NA,NA,"puerto montt",-41.4666666667,-72.9333333329,"Vargas, Carolina, Co","1272",NA,NA,"Remove. Indirect observation of broad distribution. Not linked with any record in particular.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4070,"MMA:ICT:0002272","mma2","galaxias platei",2009,"2009-12-06","lago nordenskjold. l nordenskjold en paso de la muerte. lagos nordenkjold y pehoe y rio paine en desembocadura",-51.043,-72.93,"OrigenReg: Base Dato",NA,NA,1,"associatedReference: (Vera-Escalona et al. 2015)",NA,NA,"Vera-Escalona et al. 2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4122,"SUBPESCA.PecesContinentales2019.21850","subpesca-1","galaxias platei",2012,NA,NA,-47.438541,-72.926761,"CEA (NA) Monitoreo L","21850",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4123,"CIMAR1_86_sp16","gbif","atheriniformes",1995,"1995-10-29",NA,-44.8233,-72.9233,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4154,"2d727022-7bf2-4dce-8d6a-94d8cc98f3f0","idig","animalia",1995,"1995-01-24","intertidal pools of river that originates in lago camillo on isla magdalena and flows to seno soto",-44.533333,-72.916667,NA,"68433","tnhc",NA,"Change canonicalName to Galaxias",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Galaxias",NA,NA,NA,NA
4198,"SUBPESCA.PecesContinentales2019.15088","subpesca-1","galaxias platei",2008,NA,NA,-45.145963,-72.911502,"CEA (NA) Linea De Ba","15088",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4244,"SUBPESCA.PecesContinentales2019.21841","subpesca-1","galaxias maculatus",2012,NA,NA,-47.44154,-72.908074,"CEA (NA) Monitoreo L","21841",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4290,"SUBPESCA.PecesContinentales2019.15077","subpesca-1","galaxias platei",2008,NA,NA,-45.147052,-72.907608,"CEA (NA) Linea De Ba","15077",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4300,"CIMAR1_25_sp16","gbif","atheriniformes",1995,"1995-10-23",NA,-42.8767,-72.9067,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4338,"MAguilar.Lit.Review.324","agui","galaxias platei",2007,NA,"lago yulton",-45.1179999997,-72.9021999997,"CORREA, C., BRAVO, A","324",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4343,"CIMAR1_4_sp16","gbif","atheriniformes",1995,"1995-10-19",NA,-41.7883,-72.9017,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4375,"SUBPESCA.PecesContinentales2019.15061","subpesca-1","galaxias maculatus",2008,NA,NA,-45.468199,-72.900257,"CEA (NA) Linea De Ba","15061",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4384,"urn:catalog:CAS:ICH:30442","idig","eleginops maclovinus",NA,NA,"puerto montt, espero pilluco",-41.486946,-72.899212,NA,"30442","cas",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4386,"urn:catalog:CAS:ICH:208909","idig","salmo trutta",NA,NA,"puerto montt, espero pilluco",-41.486946,-72.899212,NA,"208909","cas",1,"year: 1919",NA,NA,NA,NA,NA,NA,1919,NA,NA,NA,NA,NA,NA,NA
4396,"SUBPESCA.PecesContinentales2019.21819","subpesca-1","galaxias maculatus",2012,NA,NA,-47.4282,-72.895104,"CEA (NA) Monitoreo L","21819",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4397,"SUBPESCA.PecesContinentales2019.21820","subpesca-1","galaxias platei",2012,NA,NA,-47.4282,-72.895104,"CEA (NA) Monitoreo L","21820",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4402,"CIMAR1_22_sp16","gbif","atheriniformes",1995,"1995-10-22",NA,-42.72,-72.8933,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4410,"SUBPESCA.PecesContinentales2019.4678","subpesca-1","hatcheria macraei",2007,NA,NA,-47.509144,-72.888348,"CEA (NA) Proyecto Hi","4678",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4461,"SUBPESCA.PecesContinentales2019.21783","subpesca-1","galaxias maculatus",2012,NA,NA,-47.415196,-72.875564,"CEA (NA) Monitoreo L","21783",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4462,"SUBPESCA.PecesContinentales2019.21784","subpesca-1","galaxias platei",2012,NA,NA,-47.415196,-72.875564,"CEA (NA) Monitoreo L","21784",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4465,"MAguilar.Lit.Review.1021","agui","galaxias platei",2007,NA,"lago sarmiento",-51.051493,-72.8749830001,"Ortiz-Sandoval, J., ","1021",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4466,"MAguilar.Lit.Review.783","agui","salmo trutta",2006,NA,"lago sarmiento",-51.051493,-72.8749830001,"Habit, E., Gonzalez,","783",NA,1,"associatedReference: (Cussac et al., 2020) | (Ortiz-Sandoval et al., 2017)",NA,NA,"Cussac et al., 2020) | (Ortiz-Sandoval et al., 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4467,"MAguilar.Lit.Review.1020","agui","salmo trutta",2007,NA,"lago sarmiento",-51.051493,-72.8749830001,"Ortiz-Sandoval, J., ","1020",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4468,"MAguilar.Lit.Review.564","agui","salmo trutta",NA,NA,"lago sarmiento",-51.051493,-72.8749830001,"Cussac, V.E.; Barran","564",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4533,"SUBPESCA.PecesContinentales2019.16171","subpesca-1","aplochiton zebra",2011,NA,NA,-47.313415,-72.866522,"CEA (NA) Monitoreo L","16171",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4534,"SUBPESCA.PecesContinentales2019.21772","subpesca-1","galaxias platei",2012,NA,NA,-47.313415,-72.866522,"CEA (NA) Monitoreo L","21772",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4536,"SUBPESCA.PecesContinentales2019.16196","subpesca-1","hatcheria macraei",2011,NA,NA,-47.313415,-72.866522,"CEA (NA) Monitoreo L","16196",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4541,"SUBPESCA.PecesContinentales2019.21779","subpesca-1","percichthys trucha",2012,NA,NA,-47.313415,-72.866522,"CEA (NA) Monitoreo L","21779",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4543,"SUBPESCA.PecesContinentales2019.15559","subpesca-1","percichthys trucha",2009,NA,NA,-47.313577,-72.866502,"CEA (NA) Linea Base ","15559",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4755,"CIMAR1_91_sp16","gbif","atheriniformes",1995,"1995-10-27",NA,-44.42,-72.845,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4759,"CIMAR1_81_sp16","gbif","atheriniformes",1995,"1995-11-04",NA,-45.4,-72.8433,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4807,"SUBPESCA.PecesContinentales2019.14864","subpesca-1","galaxias platei",2008,NA,NA,-47.014883,-72.832013,"CEA (NA) Linea Base ","14864",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4808,"SUBPESCA.PecesContinentales2019.15502","subpesca-1","hatcheria macraei",2009,NA,NA,-47.014883,-72.832013,"CEA (NA) Linea Base ","15502",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4815,"SUBPESCA.PecesContinentales2019.14982","subpesca-1","percichthys trucha",2008,NA,NA,-47.014883,-72.832013,"CEA (NA) Linea Base ","14982",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4826,"CIMAR1_82_sp16","gbif","atheriniformes",1995,"1995-11-04",NA,-45.4683,-72.8317,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4827,"SUBPESCA.PecesContinentales2019.21644","subpesca-1","galaxias platei",2012,NA,NA,-47.015332,-72.831481,"CEA (NA) Monitoreo L","21644",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4843,"SUBPESCA.PecesContinentales2019.16247","subpesca-1","percichthys trucha",2011,NA,NA,-46.95426,-72.83035,"CEA (NA) Monitoreo L","16247",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
