"id_CC","occurrenceID_master","datasetName_tmp","canonicalName","year","eventDate","locality","decimalLatitude","decimalLongitude","bibliographicCitation","catalogNumber","institutionCode","Duplicate","Comment","Remove_from_master",".references",".associatedReferences",".decimalLat",".decimalLon",".locality",".year",".eventDate",".bibliographicCitation",".canonicalName",".scientificName",".catalogNumber",".recordedBy",".occurrenceID"
1886,"MMA:ICT:0000054","mma2","aplochiton taeniatus",1982,NA,"puerto aysén. costeras del canal baker",-48.217,-73.383,"FuenteReg: McDowall ",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1887,"CIMAR1_36_sp16","gbif","atheriniformes",1995,"1995-10-24",NA,-43.975,-73.3783,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1901,"SUBPESCA.PecesContinentales2019.4471","subpesca-1","hatcheria macraei",2007,NA,NA,-47.768565,-73.341851,"CEA (NA) Proyecto Hi","4471",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948,"SUBPESCA.PecesContinentales2019.21979","subpesca-1","aplochiton zebra",2012,NA,NA,-48.214226,-73.331426,"CEA (NA) Monitoreo L","21979",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1949,"SUBPESCA.PecesContinentales2019.21977","subpesca-1","eleginops maclovinus",2012,NA,NA,-48.214226,-73.331426,"CEA (NA) Monitoreo L","21977",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955,"CIMAR1_77_sp16","gbif","atheriniformes",1995,"1995-11-03",NA,-45.3267,-73.3283,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962,"CIMAR1_23_sp16","gbif","atheriniformes",1995,"1995-10-22",NA,-42.7683,-73.315,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,"CIMAR1_15_sp16","gbif","atheriniformes",1995,"1995-10-21",NA,-42.53,-73.315,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1394,"CCorrea.Lit.Review.430","fishgis_metadatabase_ccorrea","aplochiton marinus",1982,"1982","laguna ventisquero (estero ventisquero)",-48.25,-73.591667,"Zama, Akira and Edua",NA,NA,0,"change coordinates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,"CIMAR1_58_sp16","gbif","atheriniformes",1995,"1995-10-31",NA,-45.665,-73.2883,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,"SUBPESCA.PecesContinentales2019.4724","subpesca-1","aplochiton zebra",2008,NA,NA,-47.762777,-73.281141,"CEA (NA) Proyecto Hi","4724",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,"SUBPESCA.PecesContinentales2019.4458","subpesca-1","hatcheria macraei",2007,NA,NA,-47.762777,-73.281141,"CEA (NA) Proyecto Hi","4458",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,"CIMAR1_84_sp16","gbif","atheriniformes",1995,"1995-10-29",NA,-44.9383,-73.27,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2048,"MMA:ICT:0002011","mma2","galaxias maculatus",2014,"2014-03-27","rio puma. bahia de los huiros. peninsula roca al norte del fiordo resi",-51.883,-73.261,"OrigenReg: Base Dato",NA,NA,1,"associatedReferences (Górski et al. 2017 | Pérez et al. 2022)",NA,NA,"Górski et al. 2017 | Pérez et al. 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2049,"MMA:ICT:0001806","mma2","eleginops maclovinus",2014,"2014-02-13","rio puma. bahia de los huiros. peninsula roca al norte del fiordo resi",-51.882,-73.261,"OrigenReg: Base Dato",NA,NA,1,"associatedReferences (Górski et al. 2017 | Pérez et al. 2022)",NA,NA,"Górski et al. 2017 | Pérez et al. 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2050,"MAguilar.Lit.Review.719","agui","eleginops maclovinus",2013,NA,"río puma",-51.8827777783,-73.2605555561,"Górski, K., González","719",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2051,"MAguilar.Lit.Review.1048","agui","eleginops maclovinus",2014,NA,"río puma",-51.8827777783,-73.2605555561,"Pérez, S., Manosalva","1048",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2052,"MAguilar.Lit.Review.728","agui","galaxias maculatus",2013,NA,"río puma",-51.8827777783,-73.2605555561,"Górski, K., González","728",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2053,"MAguilar.Lit.Review.1052","agui","galaxias maculatus",2014,NA,"río puma",-51.8827777783,-73.2605555561,"Pérez, S., Manosalva","1052",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2054,"MAguilar.Lit.Review.734","agui","oncorhynchus kisutch",2013,NA,"río puma",-51.8827222218,-73.2605555561,"Górski, K., González","734",NA,NA,"change year to 2014: associated Reference(Pérez et al. 2022)",NA,NA,"Pérez et al. 2022",NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA
2055,"MAguilar.Lit.Review.1056","agui","oncorhynchus kisutch",2014,NA,"río puma",-51.8827222218,-73.2605555561,"Pérez, S., Manosalva","1056",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2056,"MMA:ICT:0002026","mma2","galaxias maculatus",2014,"2014-04-24","laguna los cipreses. bahia de los huiros. peninsula roca al norte del fiordo resi",-51.882,-73.259,"OrigenReg: Base Dato",NA,NA,1,"associatedReferences (Górski et al. 2017 | Pérez et al. 2022)",NA,NA,"Górski et al. 2017 | Pérez et al. 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2060,"MAguilar.Lit.Review.735","agui","oncorhynchus kisutch",2013,NA,"lago los cipreses",-51.8821666674,-73.2542222218,"Górski, K., González","735",NA,NA,"change year to 2014: associated Reference(Pérez et al. 2022)",NA,NA,"Pérez et al. 2022",NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA
2061,"MAguilar.Lit.Review.1057","agui","oncorhynchus kisutch",2014,NA,"lago los cipreses",-51.8821666674,-73.2542222218,"Pérez, S., Manosalva","1057",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2062,"MAguilar.Lit.Review.729","agui","galaxias maculatus",2013,NA,"lago los cipreses",-51.8822222221,-73.2541666671,"Górski, K., González","729",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2063,"MAguilar.Lit.Review.1053","agui","galaxias maculatus",2014,NA,"lago los cipreses",-51.8822222221,-73.2541666671,"Pérez, S., Manosalva","1053",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2071,"MAguilar.Lit.Review.1087","agui","galaxias maculatus",NA,NA,"puerto perez",-45.2500000003,-73.2500000001,"Rademacher K. 2007. ","1087",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2093,"MAguilar.Lit.Review.731","agui","galaxias platei",2013,NA,"lago los acantilados",-51.8833333327,-73.2438888892,"Górski, K., González","731",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2094,"CIMAR1_6_sp16","gbif","atheriniformes",1995,"1995-10-20",NA,-41.97,-73.2433,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2095,"MMA:ICT:0002362","mma2","galaxias platei",2014,"2014-12-07","lago los acantilados. bahia de los huiros. peninsula roca al norte del fiordo resi",-51.883,-73.243,"OrigenReg: Base Dato",NA,NA,1,"associated reference: (Górski et al. 2017)",NA,NA,"Górski et al. 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2129,"SUBPESCA.PecesContinentales2019.21967","subpesca-1","aplochiton zebra",2012,NA,NA,-48.227927,-73.239562,"CEA (NA) Monitoreo L","21967",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2131,"SUBPESCA.PecesContinentales2019.21968","subpesca-1","galaxias maculatus",2012,NA,NA,-48.227927,-73.239562,"CEA (NA) Monitoreo L","21968",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2135,"CIMAR1_27_sp16","gbif","atheriniformes",1995,"1995-10-23",NA,-43.1733,-73.2383,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2147,"MAguilar.Lit.Review.361","agui","aplochiton taeniatus",NA,NA,"fiordo steelé",-47.9666666672,-73.2333333332,"Cussac, V., Ortubay,","361",NA,0,"Change species to A. marinus, change coordinates to -48.147110, -73.227880",NA,NA,NA,-48.14711,-73.22788,NA,NA,NA,NA,"Aplochiton marinus","Aplochiton marinus Eigenmann, 1928",NA,NA,NA
2148,"MAguilar.Lit.Review.360","agui","aplochiton taeniatus",NA,NA,"fiordo aysén",-45.3166666671,-73.2333333332,"Cussac, V., Ortubay,","360",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2158,"CIMAR1_35_sp16","gbif","atheriniformes",1995,"1995-10-24",NA,-43.7883,-73.2217,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2178,"SUBPESCA.PecesContinentales2019.4430","subpesca-1","aplochiton zebra",2007,NA,NA,-47.70984,-73.209253,"CEA (NA) Proyecto Hi","4430",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2179,"SUBPESCA.PecesContinentales2019.4721","subpesca-1","aplochiton zebra",2008,NA,NA,-47.70984,-73.209253,"CEA (NA) Proyecto Hi","4721",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2181,"SUBPESCA.PecesContinentales2019.4431","subpesca-1","hatcheria macraei",2007,NA,NA,-47.70984,-73.209253,"CEA (NA) Proyecto Hi","4431",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2207,"SUBPESCA.PecesContinentales2019.4422","subpesca-1","percichthys trucha",2007,NA,NA,-47.709895,-73.208784,"CEA (NA) Proyecto Hi","4422",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2227,"CIMAR1_93_sp16","gbif","atheriniformes",1995,"1995-10-26",NA,-44.2933,-73.1933,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2230,"MAguilar.Lit.Review.829","agui","odontesthes brevianalis",NA,NA,"quele",-41.71,-73.1900000004,"Hughes, LC, Cardoso,","829",NA,NA,"Remove. Record from río Reloca, out of range.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2233,"CIMAR1_78_sp16","gbif","atheriniformes",1995,"1995-11-04",NA,-45.2833,-73.1733,NA,NA,"shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.","remove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
