"scientificName","scientificName_Old","canonicalName","IncludePewProAP","taxonRank","kingdom","phylum","order","family","genus","species","usageKey"
"Notothenia angustata Hutton, 1875","Notothenia angustata Hutton, 1875","Notothenia angustata","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Notothenia","Notothenia angustata","2385923"
"Paranotothenia angustata (Hutton, 1875)","Paranotothenia angustata (Hutton, 1875)","Paranotothenia angustata","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Notothenia","Notothenia angustata","2385924"
"Notothenia antarctica Peters, 1877","Notothenia antarctica","Notothenia antarctica","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Notothenia","Notothenia antarctica","8838582"
"Notothenia antarctica Peters, 1877","Notothenia antarctica Peters, 1877","Notothenia antarctica","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Notothenia","Notothenia antarctica","8838582"
"Notothenia coriiceps Richardson, 1844","Notothenia coriiceps Richardson, 1844","Notothenia coriiceps","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Notothenia","Notothenia coriiceps","8399273"
"Notothenia gilberti Thompson, 1916","Notothenia gilberti","Notothenia gilberti","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Notothenia","Notothenia gilberti","8985739"
"Notothenia gilberti Thompson, 1916","Notothenia gilberti Thompson, 1916","Notothenia gilberti","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Notothenia","Notothenia gilberti","8985739"
"Notothenia latifrons Thompson, 1916","Notothenia latifrons","Notothenia latifrons","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Notothenia","Notothenia latifrons","9021372"
"Notothenia latifrons Thompson, 1916","Notothenia latifrons Thompson, 1916","Notothenia latifrons","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Notothenia","Notothenia latifrons","9021372"
"Notothenia longicauda Thompson, 1916","Notothenia longicauda","Notothenia longicauda","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Notothenia","Notothenia longicauda","8928843"
"Notothenia longicauda Thompson, 1916","Notothenia longicauda Thompson, 1916","Notothenia longicauda","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Notothenia","Notothenia longicauda","8928843"
"Notothenia marmorata Fischer, 1885","Notothenia marmorata Fischer, 1885","Notothenia marmorata","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Notothenia","Notothenia rossii","2385928"
"Notothenia marmorata Fischer, 1885","Notothenia marmoratus","Notothenia marmorata","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Notothenia","Notothenia rossii","2385928"
"Notothenia Richardson, 1844","Notothenia","Notothenia","0","GENUS","Animalia","Chordata","Perciformes","Nototheniidae","Notothenia",NA,"2385918"
"Notothenia Richardson, 1844","Notothenia agassizii","Notothenia","0","GENUS","Animalia","Chordata","Perciformes","Nototheniidae","Notothenia",NA,"2385918"
"Notothenia Richardson, 1844","Notothenia hassleri","Notothenia","0","GENUS","Animalia","Chordata","Perciformes","Nototheniidae","Notothenia",NA,"2385918"
"Notothenia Richardson, 1844","Notothenia Richardson, 1844","Notothenia","0","GENUS","Animalia","Chordata","Perciformes","Nototheniidae","Notothenia",NA,"2385918"
"Nototheniops larseni (Lönnberg, 1905)","Nototheniops larseni (Lönnberg, 1905)","Nototheniops larseni","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Nototheniops","Nototheniops larseni","2385898"
"Notothenia macrocephalus Günther, 1860","Notothenia macrocephala","Notothenia macrocephalus","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Paranotothenia","Paranotothenia magellanica","2385938"
"Notothenia macrocephalus Günther, 1860","Notothenia macrocephalus Günther, 1860","Notothenia macrocephalus","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Paranotothenia","Paranotothenia magellanica","2385938"
"Notothenia magellanica (Forster, 1801)","Notothenia magellanica","Notothenia magellanica","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Paranotothenia","Paranotothenia magellanica","2385937"
"Notothenia magellanica (Forster, 1801)","Notothenia magellanica (Forster, 1801)","Notothenia magellanica","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Paranotothenia","Paranotothenia magellanica","2385937"
"Paranotothenia magellanica (Forster, 1801)","Paranotothenia magellanica","Paranotothenia magellanica","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Paranotothenia","Paranotothenia magellanica","2385936"
"Paranotothenia magellanica (Forster, 1801)","Paranotothenia magellanica (Forster, 1801)","Paranotothenia magellanica","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Paranotothenia","Paranotothenia magellanica","2385936"
"Patagonotothen brevicauda (Lönnberg, 1905)","Patagonotothen brevicauda","Patagonotothen brevicauda","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen brevicauda","4284943"
"Patagonotothen brevicauda (Lönnberg, 1905)","Patagonotothen brevicauda (Lönnberg, 1905)","Patagonotothen brevicauda","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen brevicauda","4284943"
"Patagonotothen brevicauda brevicauda","Patagonotothen brevicauda brevicauda","Patagonotothen brevicauda brevicauda","0","SUBSPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen brevicauda","7059169"
"Patagonotothen canina (Smitt, 1897)","Patagonotothen canina (Smitt, 1897)","Patagonotothen canina","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen canina","5962212"
"Notothenia cornucola Richardson, 1844","Notothenia cornucola","Notothenia cornucola","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen cornucola","2385860"
"Notothenia cornucola Richardson, 1844","Notothenia cornucola Richardson, 1844","Notothenia cornucola","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen cornucola","2385860"
"Patagonotothen cornucola (Richardson, 1844)","Patagonotothen cornucola","Patagonotothen cornucola","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen cornucola","2385859"
"Patagonotothen cornucola (Richardson, 1844)","Patagonotothen cornucola (Richardson, 1844)","Patagonotothen cornucola","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen cornucola","2385859"
"Patagonotothen guntheri (Norman, 1937)","Patagonotothen guntheri (Norman, 1937)","Patagonotothen guntheri","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen guntheri","2385868"
"Notothenia jordani Thompson, 1916","Notothenia jordani","Notothenia jordani","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen jordani","2385867"
"Notothenia jordani Thompson, 1916","Notothenia jordani Thompson, 1916","Notothenia jordani","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen jordani","2385867"
"Notothenia longipes Steindachner, 1876","Notothenia longipes","Notothenia longipes","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen longipes","2385858"
"Notothenia longipes Steindachner, 1876","Notothenia longipes Steindachner, 1876","Notothenia longipes","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen longipes","2385858"
"Patagonotothen longipes (Steindachner, 1876)","Patagonotothen longipes","Patagonotothen longipes","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen longipes","2385857"
"Patagonotothen longipes (Steindachner, 1876)","Patagonotothen longipes (Steindachner, 1876)","Patagonotothen longipes","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen longipes","2385857"
"Patagonotothen longipes ramsayi (Regan, 1913)","Patagonotothen longipes ramsayi","Patagonotothen longipes ramsayi","0","SUBSPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen ramsayi","6169301"
"Patagonotothen longipes ramsayi (Regan, 1913)","Patagonotothen longipes ramsayi (Regan, 1913)","Patagonotothen longipes ramsayi","0","SUBSPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen ramsayi","6169301"
"Patagonotothen ramsayi (Regan, 1913)","Patagonotothen ramsayi","Patagonotothen ramsayi","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen ramsayi","2385878"
"Patagonotothen ramsayi (Regan, 1913)","Patagonotothen ramsayi (Regan, 1913)","Patagonotothen ramsayi","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen ramsayi","2385878"
"Notothenia sima Richardson, 1845","Notothenia sima","Notothenia sima","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","2385865"
"Notothenia sima Richardson, 1845","Notothenia sima Richardson, 1845","Notothenia sima","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","2385865"
"Patagonotothen sima (Richardson, 1845)","Patagonotothen sima","Patagonotothen sima","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","2385864"
"Patagonotothen sima (Richardson, 1845)","Patagonotothen sima (Richardson, 1845)","Patagonotothen sima","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen sima","2385864"
"Notothenia squamiceps Peters, 1877","Notothenia squamiceps","Notothenia squamiceps","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen squamiceps","2385856"
"Notothenia squamiceps Peters, 1877","Notothenia squamiceps Peters, 1877","Notothenia squamiceps","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen squamiceps","2385856"
"Patagonotothen squamiceps (Peters, 1877)","Patagonotothen squamiceps","Patagonotothen squamiceps","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen squamiceps","2385855"
"Patagonotothen squamiceps (Peters, 1877)","Patagonotothen squamiceps (Peters, 1877)","Patagonotothen squamiceps","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen squamiceps","2385855"
"Notothenia tessellata Richardson, 1845","Notothenia tesselata","Notothenia tessellata","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen tessellata","2385877"
"Notothenia tessellata Richardson, 1845","Notothenia tessellata","Notothenia tessellata","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen tessellata","2385877"
"Notothenia tessellata Richardson, 1845","Notothenia tessellata Richardson, 1845","Notothenia tessellata","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen tessellata","2385877"
"Patagonotothen tessellata (Richardson, 1845)","Patagonotothen tessellata","Patagonotothen tessellata","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen tessellata","2385875"
"Patagonotothen tessellata (Richardson, 1845)","Patagonotothen tessellata (Richardson, 1845)","Patagonotothen tessellata","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen tessellata","2385875"
"BOLD:ADG6348","BOLD:ADG6348","BOLD:ADG6348","0","UNRANKED","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen wiltoni","10600505"
"Notothenia wiltoni Regan, 1913","Notothenia wiltoni Regan, 1913","Notothenia wiltoni","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen wiltoni","2385863"
"Patagonotothen wiltoni (Regan, 1913)","Patagonotothen wiltoni","Patagonotothen wiltoni","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen wiltoni","2385862"
"Patagonotothen wiltoni (Regan, 1913)","Patagonotothen wiltoni (Regan, 1913)","Patagonotothen wiltoni","0","SPECIES","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen","Patagonotothen wiltoni","2385862"
"BOLD:ADG6349","BOLD:ADG6349","BOLD:ADG6349","0","UNRANKED","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen",NA,"10383749"
"BOLD:ADI6202","BOLD:ADI6202","BOLD:ADI6202","0","UNRANKED","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen",NA,"10544455"
"Patagonotothen Balushkin, 1976","Patagonotothen","Patagonotothen","0","GENUS","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen",NA,"2385854"
"Patagonotothen Balushkin, 1976","Patagonotothen Balushkin, 1976","Patagonotothen","0","GENUS","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen",NA,"2385854"
"Patagonotothen Balushkin, 1976","Patagonotothen sp","Patagonotothen","0","GENUS","Animalia","Chordata","Perciformes","Nototheniidae","Patagonotothen",NA,"2385854"
"Nototheniidae","Nototheniidae","Nototheniidae","0","FAMILY","Animalia","Chordata","Perciformes","Nototheniidae",NA,NA,"8549"
"Percichthys chilensis Girard, 1855","Percichthys chilensis","Percichthys chilensis","1","SPECIES","Animalia","Chordata","Perciformes","Percichthyidae","Percichthys","Percichthys chilensis","2380437"
"Percichthys chilensis Girard, 1855","Percichthys chilensis Girard, 1855","Percichthys chilensis","1","SPECIES","Animalia","Chordata","Perciformes","Percichthyidae","Percichthys","Percichthys chilensis","2380437"
"Percichthys laevis (Jenyns, 1840)","Percichthys laevis (Jenyns, 1840)","Percichthys laevis","1","SPECIES","Animalia","Chordata","Perciformes","Percichthyidae","Percichthys","Percichthys laevis","2380433"
"Percichthys melanops Girard, 1855","Percichthys melanops","Percichthys melanops","1","SPECIES","Animalia","Chordata","Perciformes","Percichthyidae","Percichthys","Percichthys melanops","2380444"
"Percichthys melanops Girard, 1855","Percichthys melanops Girard, 1855","Percichthys melanops","1","SPECIES","Animalia","Chordata","Perciformes","Percichthyidae","Percichthys","Percichthys melanops","2380444"
"Percichthys trucha (Valenciennes, 1833)","BOLD:ABV7630","Percichthys trucha","1","SPECIES","Animalia","Chordata","Perciformes","Percichthyidae","Percichthys","Percichthys trucha","2380438"
"Percichthys trucha (Valenciennes, 1833)","Percichthys trucha","Percichthys trucha","1","SPECIES","Animalia","Chordata","Perciformes","Percichthyidae","Percichthys","Percichthys trucha","2380438"
"Percichthys trucha (Valenciennes, 1833)","Percichthys trucha (Valenciennes, 1833)","Percichthys trucha","1","SPECIES","Animalia","Chordata","Perciformes","Percichthyidae","Percichthys","Percichthys trucha","2380438"
"Percichthys Girard, 1855","Percichthys","Percichthys","1","GENUS","Animalia","Chordata","Perciformes","Percichthyidae","Percichthys",NA,"2380432"
"Mugiloides chilensis","Mugiloides chilensis","Mugiloides chilensis","0","SPECIES","Animalia","Chordata","Perciformes","Pinguipedidae","Pinguipes","Pinguipes chilensis","2387115"
"Pinguipes chilensis Valenciennes, 1833","Pinguipes chilensis","Pinguipes chilensis","0","SPECIES","Animalia","Chordata","Perciformes","Pinguipedidae","Pinguipes","Pinguipes chilensis","2387112"
"Pinguipes chilensis Valenciennes, 1833","Pinguipes chilensis Valenciennes, 1833","Pinguipes chilensis","0","SPECIES","Animalia","Chordata","Perciformes","Pinguipedidae","Pinguipes","Pinguipes chilensis","2387112"
"Prolatilus jugularis (Valenciennes, 1833)","Prolatilus jugularis","Prolatilus jugularis","0","SPECIES","Animalia","Chordata","Perciformes","Pinguipedidae","Prolatilus","Prolatilus jugularis","2387103"
"Prolatilus jugularis (Valenciennes, 1833)","Prolatilus jugularis (Valenciennes, 1833)","Prolatilus jugularis","0","SPECIES","Animalia","Chordata","Perciformes","Pinguipedidae","Prolatilus","Prolatilus jugularis","2387103"
"Amphiprion","Amphiprion","Amphiprion","0","GENUS","Animalia",NA,"Perciformes","Pomacentridae",NA,NA,"1"
"Cilus gilberti (Abbott, 1899)","Cilus gilberti","Cilus gilberti","0","SPECIES","Animalia","Chordata","Perciformes","Sciaenidae","Cilus","Cilus gilberti","2400442"
"Cilus gilberti (Abbott, 1899)","Cilus gilberti (Abbott, 1899)","Cilus gilberti","0","SPECIES","Animalia","Chordata","Perciformes","Sciaenidae","Cilus","Cilus gilberti","2400442"
"Sciaenidae","Sciaenidae","Sciaenidae","0","FAMILY","Animalia","Chordata","Perciformes","Sciaenidae",NA,NA,"5062"
"Allothunnus fallai Serventy, 1948","Allothunnus fallai","Allothunnus fallai","0","SPECIES","Animalia","Chordata","Perciformes","Scombridae","Allothunnus","Allothunnus fallai","2373913"
"Allothunnus fallai Serventy, 1948","Allothunnus fallai Serventy, 1948","Allothunnus fallai","0","SPECIES","Animalia","Chordata","Perciformes","Scombridae","Allothunnus","Allothunnus fallai","2373913"
"Katsuwonus pelamis (Linnaeus, 1758)","Katsuwonus pelamis (Linnaeus, 1758)","Katsuwonus pelamis","0","SPECIES","Animalia","Chordata","Perciformes","Scombridae","Katsuwonus","Katsuwonus pelamis","2374191"
"Scomber japonicus Houttuyn, 1782","Scomber japonicus Houttuyn, 1782","Scomber japonicus","0","SPECIES","Animalia","Chordata","Perciformes","Scombridae","Scomber","Scomber japonicus","7599552"
"Thunnus South, 1845","Thunnus South, 1845","Thunnus","0","GENUS","Animalia","Chordata","Perciformes","Scombridae","Thunnus",NA,"2373932"
"Caprodon longimanus (Günther, 1859)","Caprodon longimanus (Günther, 1859)","Caprodon longimanus","0","SPECIES","Animalia","Chordata","Perciformes","Serranidae","Caprodon","Caprodon longimanus","2388115"
"Caprodon Temminck & Schlegel, 1843","Caprodon","Caprodon","0","GENUS","Animalia","Chordata","Perciformes","Serranidae","Caprodon",NA,"2388114"
"Caprodon Temminck & Schlegel, 1843","Caprodon Temminck & Schlegel, 1843","Caprodon","0","GENUS","Animalia","Chordata","Perciformes","Serranidae","Caprodon",NA,"2388114"
"Paralabrax humeralis (Valenciennes, 1828)","Paralabrax humeralis (Valenciennes, 1828)","Paralabrax humeralis","0","SPECIES","Animalia","Chordata","Perciformes","Serranidae","Paralabrax","Paralabrax humeralis","2387733"
"Paralabrax nebulifer (Girard, 1854)","Paralabrax nebulifer (Girard, 1854)","Paralabrax nebulifer","0","SPECIES","Animalia","Chordata","Perciformes","Serranidae","Paralabrax","Paralabrax nebulifer","2387738"
"Stromateus brasiliensis Fowler, 1906","Stromateus brasiliensis Fowler, 1906","Stromateus brasiliensis","0","SPECIES","Animalia","Chordata","Perciformes","Stromateidae","Stromateus","Stromateus brasiliensis","2397697"
"Stromateus maculatus Larrañaga, 1923","Stromateus maculatus Larrañaga, 1923","Stromateus maculatus","0","SPECIES","Animalia","Chordata","Perciformes","Stromateidae","Stromateus","Stromateus maculatus","8798504"
"Stromateus stellatus Cuvier, 1829","Stromateus stellatus Cuvier, 1829","Stromateus stellatus","0","SPECIES","Animalia","Chordata","Perciformes","Stromateidae","Stromateus","Stromateus stellatus","2397687"
"Helcogrammoides cunninghami (Smitt, 1898)","Helcogrammoides cunninghami","Helcogrammoides cunninghami","0","SPECIES","Animalia","Chordata","Perciformes","Tripterygiidae","Helcogrammoides","Helcogrammoides cunninghami","2393056"
"Helcogrammoides cunninghami (Smitt, 1898)","Helcogrammoides cunninghami (Smitt, 1898)","Helcogrammoides cunninghami","0","SPECIES","Animalia","Chordata","Perciformes","Tripterygiidae","Helcogrammoides","Helcogrammoides cunninghami","2393056"
"Helcogrammoides Rosenblatt, 1990","Helcogrammoides","Helcogrammoides","0","GENUS","Animalia","Chordata","Perciformes","Tripterygiidae","Helcogrammoides",NA,"2393051"
"Helcogrammoides Rosenblatt, 1990","Helcogrammoides Rosenblatt, 1990","Helcogrammoides","0","GENUS","Animalia","Chordata","Perciformes","Tripterygiidae","Helcogrammoides",NA,"2393051"
"Argentinolycus elongatus (Smitt, 1898)","Argentinolycus elongatus (Smitt, 1898)","Argentinolycus elongatus","0","SPECIES","Animalia","Chordata","Perciformes","Zoarcidae","Argentinolycus","Argentinolycus elongatus","7570815"
"Iluocoetes elongatus (Smitt, 1898)","Iluocoetes elongatus","Iluocoetes elongatus","0","SPECIES","Animalia","Chordata","Perciformes","Zoarcidae","Argentinolycus","Argentinolycus elongatus","2380850"
"Iluocoetes elongatus (Smitt, 1898)","Iluocoetes elongatus (Smitt, 1898)","Iluocoetes elongatus","0","SPECIES","Animalia","Chordata","Perciformes","Zoarcidae","Argentinolycus","Argentinolycus elongatus","2380850"
"Iluocoetes elongatus (Smitt, 1898)","Iluocoetes elongatus Smitt, 1898","Iluocoetes elongatus","0","SPECIES","Animalia","Chordata","Perciformes","Zoarcidae","Argentinolycus","Argentinolycus elongatus","2380850"
"Austrolycus depressiceps Regan, 1913","Austrolycus depressiceps","Austrolycus depressiceps","0","SPECIES","Animalia","Chordata","Perciformes","Zoarcidae","Austrolycus","Austrolycus depressiceps","2381177"
"Austrolycus depressiceps Regan, 1913","Austrolycus depressiceps Regan, 1913","Austrolycus depressiceps","0","SPECIES","Animalia","Chordata","Perciformes","Zoarcidae","Austrolycus","Austrolycus depressiceps","2381177"
"Austrolycus laticinctus (Berg, 1895)","Austrolycus laticinctus (Berg, 1895)","Austrolycus laticinctus","0","SPECIES","Animalia","Chordata","Perciformes","Zoarcidae","Austrolycus","Austrolycus laticinctus","2381172"
"Austrolycus laticinctus (Berg, 1895)","Austrolycus laticinctus Berg, 1895","Austrolycus laticinctus","0","SPECIES","Animalia","Chordata","Perciformes","Zoarcidae","Austrolycus","Austrolycus laticinctus","2381172"
"Austrolycus Regan, 1913","Austrolycus","Austrolycus","0","GENUS","Animalia","Chordata","Perciformes","Zoarcidae","Austrolycus",NA,"2381171"
"Austrolycus Regan, 1913","Austrolycus austrolycus","Austrolycus","0","GENUS","Animalia","Chordata","Perciformes","Zoarcidae","Austrolycus",NA,"2381171"
"Austrolycus Regan, 1913","Austrolycus Regan, 1913","Austrolycus","0","GENUS","Animalia","Chordata","Perciformes","Zoarcidae","Austrolycus",NA,"2381171"
"Crossostomus chilensis (Regan, 1913)","Crossostomus chilensis","Crossostomus chilensis","0","SPECIES","Animalia","Chordata","Perciformes","Zoarcidae","Crossostomus","Crossostomus chilensis","2381183"
"Crossostomus chilensis (Regan, 1913)","Crossostomus chilensis (Regan, 1913)","Crossostomus chilensis","0","SPECIES","Animalia","Chordata","Perciformes","Zoarcidae","Crossostomus","Crossostomus chilensis","2381183"
"Crossostomus sobrali Lloris & Rucabado, 1989","Crossostomus sobrali Lloris & Rucabado, 1989","Crossostomus sobrali","0","SPECIES","Animalia","Chordata","Perciformes","Zoarcidae","Crossostomus","Crossostomus chilensis","2381185"
"Dadyanos insignis (Steindachner, 1898)","Dadyanos insignis","Dadyanos insignis","0","SPECIES","Animalia","Chordata","Perciformes","Zoarcidae","Dadyanos","Dadyanos insignis","2380701"
"Dadyanos insignis (Steindachner, 1898)","Dadyanos insignis (Steindachner, 1898)","Dadyanos insignis","0","SPECIES","Animalia","Chordata","Perciformes","Zoarcidae","Dadyanos","Dadyanos insignis","2380701"
"Platea insignis Steindachner, 1898","Platea insignis Steindachner, 1898","Platea insignis","0","SPECIES","Animalia","Chordata","Perciformes","Zoarcidae","Dadyanos","Dadyanos insignis","5209349"
"Iluocoetes facali Lloris & Rucabado, 1987","Iluocoetes facali","Iluocoetes facali","0","SPECIES","Animalia","Chordata","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes fimbriatus","2380859"
"Iluocoetes facali Lloris & Rucabado, 1987","Iluocoetes facali Lloris & Rucabado, 1987","Iluocoetes facali","0","SPECIES","Animalia","Chordata","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes fimbriatus","2380859"
"Iluocoetes fimbriatus Jenyns, 1842","Iluocoetes fimbriatus","Iluocoetes fimbriatus","0","SPECIES","Animalia","Chordata","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes fimbriatus","2380854"
"Iluocoetes fimbriatus Jenyns, 1842","Iluocoetes fimbriatus Jenyns, 1842","Iluocoetes fimbriatus","0","SPECIES","Animalia","Chordata","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes fimbriatus","2380854"
"Phucocoetes variegatus Smitt, 1898","Phucocoetes variegatus Smitt, 1898","Phucocoetes variegatus","0","SPECIES","Animalia","Chordata","Perciformes","Zoarcidae","Iluocoetes","Iluocoetes fimbriatus","4353601"
"Lycodapus antarcticus Tomo, 1982","Lycodapus antarcticus Tomo, 1982","Lycodapus antarcticus","0","SPECIES","Animalia","Chordata","Perciformes","Zoarcidae","Lycodapus","Lycodapus antarcticus","2380886"
"Lycodapus australis Norman, 1937","Lycodapus australis Norman, 1937","Lycodapus australis","0","SPECIES","Animalia","Chordata","Perciformes","Zoarcidae","Lycodapus","Lycodapus australis","2380883"
"Lycodichthys antarcticus Pappenheim, 1911","Lycodichthys antarcticus Pappenheim, 1911","Lycodichthys antarcticus","0","SPECIES","Animalia","Chordata","Perciformes","Zoarcidae","Lycodichthys","Lycodichthys antarcticus","2380968"
"Maynea patagonica Cunningham, 1871","Maynea patagonica Cunningham, 1871","Maynea patagonica","0","SPECIES","Animalia","Chordata","Perciformes","Zoarcidae","Maynea","Maynea puncta","5209495"
"Maynea puncta (Jenyns, 1842)","Maynea puncta","Maynea puncta","0","SPECIES","Animalia","Chordata","Perciformes","Zoarcidae","Maynea","Maynea puncta","5209494"
"Maynea puncta (Jenyns, 1842)","Maynea puncta (Jenyns, 1842)","Maynea puncta","0","SPECIES","Animalia","Chordata","Perciformes","Zoarcidae","Maynea","Maynea puncta","5209494"
"Maynea Cunningham, 1871","Maynea","Maynea","0","GENUS","Animalia","Chordata","Perciformes","Zoarcidae","Maynea",NA,"2380988"
"Maynea Cunningham, 1871","Maynea Cunningham, 1871","Maynea","0","GENUS","Animalia","Chordata","Perciformes","Zoarcidae","Maynea",NA,"2380988"
"Maynea Cunningham, 1871","Maynea maynea","Maynea","0","GENUS","Animalia","Chordata","Perciformes","Zoarcidae","Maynea",NA,"2380988"
"Melanostigma bathium Bussing, 1965","Melanostigma bathium Bussing, 1965","Melanostigma bathium","0","SPECIES","Animalia","Chordata","Perciformes","Zoarcidae","Melanostigma","Melanostigma bathium","5209501"
"Melanostigma gelatinosum Günther, 1881","Melanostigma gelatinosum Günther, 1881","Melanostigma gelatinosum","0","SPECIES","Animalia","Chordata","Perciformes","Zoarcidae","Melanostigma","Melanostigma gelatinosum","5209503"
"Lycodes macrops Günther, 1880","Lycodes macrops Günther, 1880","Lycodes macrops","0","SPECIES","Animalia","Chordata","Perciformes","Zoarcidae","Ophthalmolycus","Ophthalmolycus macrops","5209492"
"Ophthalmolycus macrops (Günther, 1880)","Ophthalmolycus macrops (Günther, 1880)","Ophthalmolycus macrops","0","SPECIES","Animalia","Chordata","Perciformes","Zoarcidae","Ophthalmolycus","Ophthalmolycus macrops","2380981"
"Phucocoetes latitans Jenyns, 1842","Phucocoetes latitans Jenyns, 1842","Phucocoetes latitans","0","SPECIES","Animalia","Chordata","Perciformes","Zoarcidae","Phucocoetes","Phucocoetes latitans","2381017"
"Pogonolycus elegans Norman, 1937","Pogonolycus elegans Norman, 1937","Pogonolycus elegans","0","SPECIES","Animalia","Chordata","Perciformes","Zoarcidae","Pogonolycus","Pogonolycus elegans","2380895"
"Pogonolycus marinae (Lloris, 1988)","Pogonolycus marinae","Pogonolycus marinae","0","SPECIES","Animalia","Chordata","Perciformes","Zoarcidae","Pogonolycus","Pogonolycus marinae","2380893"
