"bibliographicCitation","associatedReferences","occurrenceID","locationRemarks","locality","decimalLatitude","decimalLongitude","year","eventDate","scientificName","individualCount","samplingProtocol","recordedBy","license","rightsHolder","accessRights","datasetName","datasetName_tmp","basisOfRecord"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.011858","Rio Santana","Río Santana",-41.912194,-73.959581,2017,2017-02-14,"Brachygalaxias bulloki",10,"Dip net","Cristian Correa, Maryse Boisjoly, Camila Sola, Consuelo Guevara","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005158","Río Serrano","Río Serrano",-51.34011598,-73.10747,2015,2015-04-02,"Oncorhynchus tshawytscha",8,"Casting Net","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005145","Río Serrano","Río Serrano",-51.33961801,-73.10779598,2015,2015-04-02,"Oncorhynchus tshawytscha",2,"Mist Net","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005147","Río Serrano","Río Serrano",-51.33961801,-73.10779598,2015,2015-04-02,"Salmo trutta",11,"Mist Net","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005143","Río Serrano","Río Serrano",-51.23201399,-73.04027002,2015,2015-04-01,"Oncorhynchus tshawytscha",10,"Casting Net","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005101","Río Serrano","Río Serrano",-51.23109399,-72.99517103,2015,2015-03-28,"Galaxias maculatus",11,"Electric fishing","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005132","Río Serrano","Río Serrano",-51.202404,-72.966083,2015,2015-03-30,"Oncorhynchus tshawytscha",11,"Harpoon","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005103","Río Serrano","Río Serrano",-51.202404,-72.96608297,2015,2015-03-29,"Oncorhynchus tshawytscha",27,"Gill Net Salmonera, Treble hooks, Hook, Harpoon","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005102","Río Serrano","Río Serrano",-51.202404,-72.96608297,2015,2015-03-29,"Salmo trutta",3,"Gill Net Salmonera","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.001837","Simpson River","Río Simpson",-45.727472,-72.080778,2007,2007-01-25,"Hatcheria macraei",3,"Electric fishing","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.001840","Simpson River","Río Simpson",-45.727472,-72.080778,2007,2007-01-25,"Oncorhynchus mykiss",1,"Electric fishing","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.001830","Simpson River","Río Simpson",-45.727472,-72.080778,2007,2007-01-25,"Oncorhynchus tshawytscha",7,"Electric fishing","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Narum Shawn R., Gallardo Pablo, Correa Cristian, Matala Amanda, Hasselman Daniel, Sutherland Ben J. G., and Bernatchez Louis. 2017. Genomic patterns of diversity and divergence of two introduced salmonid species in Patagonia, South America. Evolutionary Applications 10(4): 402–416. doi: 10.1111/eva.12464.","(Narum et al. 2017) | (Alò et al. 2019)","Correa.Boisjoly.collection.003745","Simpson River","Río Simpson",-45.727472,-72.080778,2008,2008-12-23,"Oncorhynchus tshawytscha",15,"Fly fishing","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Narum Shawn R., Gallardo Pablo, Correa Cristian, Matala Amanda, Hasselman Daniel, Sutherland Ben J. G., and Bernatchez Louis. 2017. Genomic patterns of diversity and divergence of two introduced salmonid species in Patagonia, South America. Evolutionary Applications 10(4): 402–416. doi: 10.1111/eva.12464.","(Narum et al. 2017) | (Correa and Moran 2017) | (Correa and Gross 2008)","Correa.Boisjoly.collection.004261","Simpson 4 (Aysen)","Río Simpson",-45.7271111,-72.080556,2004,2004-03-09,"Oncorhynchus tshawytscha",21,"Angling","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.006351","Simpson River","Río Simpson",-45.726503,-72.081283,2016,2016-12-22,"Oncorhynchus tshawytscha",3,"Casting Net","Cristian Correa, Gabriel Orrellana","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, C., and Gross, M.R. 2008. Chinook salmon invade southern South America. Biological Invasions 10: 615–639. doi: 10.1007/s10530-007-9157-2.","(Correa and Gross 2008)","Correa.Boisjoly.collection.004234","Simpson 1 (Aysen)","Río Simpson",-45.726167,-72.163917,2004,2004-02-28,"Oncorhynchus tshawytscha",10,"Angling","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, C., and Moran, P. 2017. Polyphyletic ancestry of expanding Patagonian Chinook salmon populations. Scientific Reports 7(1). doi: 10.1038/s41598-017-14465-y.","(Correa and Moran 2017) | (Correa and Gross 2008) | (Narum et al. 2017)","Correa.Boisjoly.collection.004275","Simpson 5 (Aysen)","Río Simpson",-45.726167,-72.163917,2004,2004-03-09,"Oncorhynchus tshawytscha",15,"Gillnet","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, C., and Gross, M.R. 2008. Chinook salmon invade southern South America. Biological Invasions 10: 615–639. doi: 10.1007/s10530-007-9157-2.","(Correa and Gross 2008)","Correa.Boisjoly.collection.004244","Simpson 2 (Aysen)","Río Simpson",-45.723389,-72.097222,2004,2004-02-29,"Oncorhynchus tshawytscha",2,"Angling","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, C., and Gross, M.R. 2008. Chinook salmon invade southern South America. Biological Invasions 10: 615–639. doi: 10.1007/s10530-007-9157-2.","(Correa and Gross 2008) | (Narum et al. 2017)","Correa.Boisjoly.collection.004246","Simpson 3 (Aysen)","Río Simpson",-45.721972,-72.107194,2004,2004-02-29,"Oncorhynchus tshawytscha",7,"Gillnet","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, C., and Gross, M.R. 2008. Chinook salmon invade southern South America. Biological Invasions 10: 615–639. doi: 10.1007/s10530-007-9157-2.","(Correa and Gross 2008)","Correa.Boisjoly.collection.004252","Simpson 3 (Aysen)","Río Simpson",-45.721972,-72.107194,2004,2004-03-01,"Oncorhynchus tshawytscha",3,"Angling","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Narum Shawn R., Gallardo Pablo, Correa Cristian, Matala Amanda, Hasselman Daniel, Sutherland Ben J. G., and Bernatchez Louis. 2017. Genomic patterns of diversity and divergence of two introduced salmonid species in Patagonia, South America. Evolutionary Applications 10(4): 402–416. doi: 10.1111/eva.12464.","(Narum et al. 2017) | (Correa and Gross 2008) | (Correa and Moran 2017)","Correa.Boisjoly.collection.004255","Simpson 3 (Aysen)","Río Simpson",-45.721972,-72.107194,2004,2004-03-03,"Oncorhynchus tshawytscha",12,"Gillnet","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.004523","Simpson River 2014","Río Simpson",-45.66872802,-72.17910298,2014,2014-03-11,"Oncorhynchus mykiss",4,"Casting Net","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.004516","Simpson River 2014","Río Simpson",-45.66872802,-72.17910298,2014,2014-03-11,"Oncorhynchus tshawytscha",7,"Casting Net","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005249","Simpson River 2014","Río Simpson",-45.66872802,-72.17910298,2014,2014-03-11,"Salmo trutta",6,"Casting Net","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.006354","Simpson river","Río Simpson",-45.661606,-72.196208,2016,2016-12-21,"Oncorhynchus tshawytscha",65,"Casting Net","Cristian Correa, Gabriel Orrellana","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.007991","Valle Exploradores","Río Sin Nombre, Río Exploradores",-46.29747301,-73.40664502,2019,2019-01-17,"Oncorhynchus tshawytscha",1,"Casting Net","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.007990","Valle Exploradores","Río Sin Nombre, Río Exploradores",-46.29747301,-73.40664502,2019,2019-01-17,"Salmo trutta",4,"Casting Net","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005227","Seno de Última Esperanza","Río Sin Nombre, Seno de Última Esperanza",-51.59699902,-72.76209997,2015,2015-04-09,"Salmo trutta",1,"Casting Net","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.007186","Valle Exploradores","Río Sur",-46.335926,-73.421745,2019,2019-01-18,"Salmo trutta",10,"Angling","Cristian Correa, Julien Cucherousset, Simon Blanchet, Didier Galop, Jaime Schienfeldt","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.012047","Valle Exploradores","Río Sur",-46.334628,-73.4220399999999,2023,2023-01-10,"Oncorhynchus tshawytscha",1,"Angling","Cristian Correa, Simon Blanchet, Julien Cucherousset","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.012040","Valle Exploradores","Río Sur",-46.334628,-73.4220399999999,2023,2023-01-10,"Salmo trutta",8,"Angling","Cristian Correa, Simon Blanchet, Julien Cucherousset","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.007086","Valle Exploradores","Río Sur",-46.33180998,-73.42449797,2019,2019-01-17,"Aplochiton taeniatus",1,"Fly fishing","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.007087","Valle Exploradores","Río Sur",-46.33180998,-73.42449797,2019,2019-01-17,"Oncorhynchus kisutch",1,"Fly fishing","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
