"occurrenceID","datasetName","catalogNumber","bibliographicCitation","references","basisOfRecord","individualCount","sex","lifeStage","establishmentMeans","disposition","occurrenceRemarks","verbatimEventDate","eventDate","eventTime","year","month","day","habitat","samplingProtocol","samplingEffort","eventRemarks","continent","country","countryCode","stateProvince","county","municipality","locality","verbatimElevation","verbatimLatitude","verbatimLongitude","decimalLatitude","decimalLongitude","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","vernacularName","license","datasetName_tmp","data_source"
"MAguilar.Lit.Review.1134","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","1134","Rojo, J.H., Figueroa, D.E. & Boy, C.C. Age and growth of diadromous Galaxias maculatus (Jenyns, 1842) in southernmost South America (54° S) including contribution of age classes to reproduction. Environ Biol Fish 101, 1149–1160 (2018). https://doi.org/10.1007/s10641-018-0765-8","Rojo pers, obs,","HumanObservation",NA,NA,NA,"native",NA,NA,"October 2003 to September 2004","2003/2004",NA,2003,NA,NA,NA,"seine net (10-m long, 1-m deep, 5-mm mesh)","two hour after high tide",NA,"Sudamérica","Argentina","AR","Provincia de Tierra del Fuego","Departamento de Ushuaia",NA,"Bahía Varela",NA,"−54°52'S",NA,-54.8737489998,-67.2864300004,"Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias","maculatus","Galaxias maculatus","Puyen chico","CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.1135","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","1135","Rojo, J.H., Figueroa, D.E. & Boy, C.C. Age and growth of diadromous Galaxias maculatus (Jenyns, 1842) in southernmost South America (54° S) including contribution of age classes to reproduction. Environ Biol Fish 101, 1149–1160 (2018). https://doi.org/10.1007/s10641-018-0765-8","Górski K, Habit EM, Pingram MA, Manosalva AJ (2015) Variation of the use of marine resources by Galaxias maculatus in large Chilean rivers. Hydrobiologia 814:61–73. https://doi.org/10.1007/s10750-015-2542-4","HumanObservation",NA,NA,NA,"native",NA,NA,"October 2003 to September 2004","2003/2004",NA,2003,NA,NA,NA,"seine net (10-m long, 1-m deep, 5-mm mesh)","two hour after high tide",NA,"Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Llanquihue","Comuna de Puerto Varas","Lago Todos Los Santos",NA,"−41°08′S",NA,-41.0333333328,-72.2166666673,"Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias","maculatus","Galaxias maculatus","Puyen chico","CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.1136","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","1136","Rojo, J.H., Figueroa, D.E. & Boy, C.C. Age and growth of diadromous Galaxias maculatus (Jenyns, 1842) in southernmost South America (54° S) including contribution of age classes to reproduction. Environ Biol Fish 101, 1149–1160 (2018). https://doi.org/10.1007/s10641-018-0765-8","-","HumanObservation",NA,NA,NA,"native",NA,NA,"October 2003 to September 2004","2003/2004",NA,2003,NA,NA,NA,"seine net (10-m long, 1-m deep, 5-mm mesh)","two hour after high tide",NA,"Sudamérica","Argentina","AR","Provincia de Tierra del Fuego","Departamento de Ushuaia",NA,"Arroyo Negro",NA,"54°50'53''S","68°34'50''O",-54.848055556,-68.5805555561,"Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias","maculatus","Galaxias maculatus","Puyen chico","CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.1137","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","1137","Rojo, J.H., Figueroa, D.E. & Boy, C.C. Age and growth of diadromous Galaxias maculatus (Jenyns, 1842) in southernmost South America (54° S) including contribution of age classes to reproduction. Environ Biol Fish 101, 1149–1160 (2018). https://doi.org/10.1007/s10641-018-0765-8","Górski K, Habit EM, Pingram MA, Manosalva AJ (2015) Variation of the use of marine resources by Galaxias maculatus in large Chilean rivers. Hydrobiologia 814:61–73. https://doi.org/10.1007/s10750-015-2542-4","HumanObservation",NA,NA,NA,"native",NA,NA,"October 2003 to September 2004","2003/2004",NA,2003,NA,NA,NA,"seine net (10-m long, 1-m deep, 5-mm mesh)","two hour after high tide",NA,"Sudamérica","Chile","CL","Región de Los Lagos","Provincia de Llanquihue","Comuna de Cochamó","Río Puelo",NA,"−41°39′",NA,-41.6524999996,-72.3047222216,"Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias","maculatus","Galaxias maculatus","Puyen chico","CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.1138","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","1138","Rojo, J.H., Figueroa, D.E. & Boy, C.C. Age and growth of diadromous Galaxias maculatus (Jenyns, 1842) in southernmost South America (54° S) including contribution of age classes to reproduction. Environ Biol Fish 101, 1149–1160 (2018). https://doi.org/10.1007/s10641-018-0765-8","Górski K, Habit EM, Pingram MA, Manosalva AJ (2015) Variation of the use of marine resources by Galaxias maculatus in large Chilean rivers. Hydrobiologia 814:61–73. https://doi.org/10.1007/s10750-015-2542-4","HumanObservation",NA,NA,NA,"native",NA,NA,"October 2003 to September 2004","2003/2004",NA,2003,NA,NA,NA,"seine net (10-m long, 1-m deep, 5-mm mesh)","two hour after high tide",NA,"Sudamérica","Chile","CL","Región de Aysén","Provincia de Aysén","Comuna de Cisnes","Río Cisnes",NA,"−44°45′",NA,-44.7530555559,-72.7063888893,"Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias","maculatus","Galaxias maculatus","Puyen chico","CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.1139","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","1139","Rojo, J.H., Figueroa, D.E. & Boy, C.C. Age and growth of diadromous Galaxias maculatus (Jenyns, 1842) in southernmost South America (54° S) including contribution of age classes to reproduction. Environ Biol Fish 101, 1149–1160 (2018). https://doi.org/10.1007/s10641-018-0765-8","Górski K, Habit EM, Pingram MA, Manosalva AJ (2015) Variation of the use of marine resources by Galaxias maculatus in large Chilean rivers. Hydrobiologia 814:61–73. https://doi.org/10.1007/s10750-015-2542-4","HumanObservation",NA,NA,NA,"native",NA,NA,"October 2003 to September 2004","2003/2004",NA,2003,NA,NA,NA,"seine net (10-m long, 1-m deep, 5-mm mesh)","two hour after high tide",NA,"Sudamérica","Chile","CL","Región de Aysén","Provincia de Aysén","Comuna de Aysén","Bahía Aysén",NA,"−45°24′",NA,-45.4050000003,-72.7949999998,"Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias","maculatus","Galaxias maculatus","Puyen chico","CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.1140","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","1140","Rojo, J.H., Figueroa, D.E. & Boy, C.C. Age and growth of diadromous Galaxias maculatus (Jenyns, 1842) in southernmost South America (54° S) including contribution of age classes to reproduction. Environ Biol Fish 101, 1149–1160 (2018). https://doi.org/10.1007/s10641-018-0765-8","Górski K, Habit EM, Pingram MA, Manosalva AJ (2015) Variation of the use of marine resources by Galaxias maculatus in large Chilean rivers. Hydrobiologia 814:61–73. https://doi.org/10.1007/s10750-015-2542-4","HumanObservation",NA,NA,NA,"native",NA,NA,"October 2003 to September 2004","2003/2004",NA,2003,NA,NA,NA,"seine net (10-m long, 1-m deep, 5-mm mesh)","two hour after high tide",NA,"Sudamérica","Chile","CL","Región de Aysén","Provincia de Capitán Prat","Comuna de Tortel","Río Baker",NA,"−47°47",NA,-47.7905555561,-73.4991666671,"Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias","maculatus","Galaxias maculatus","Puyen chico","CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.1141","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","1141","Rojo, J.H., Rodríguez, P. & Boy, C.C. Morphological differentiation in the widespread fish Galaxias maculatus: do darker environments imply bigger eyes?. Hydrobiologia 847, 2863–2872 (2020). https://doi.org/10.1007/s10750-020-04278-y","-","HumanObservation",60,NA,NA,"native",NA,NA,"between January 2015 and January 2019","2015/2019",NA,2015,1,NA,NA,"trawl net(10 m long, 1 m high, 5 mm mesh size) and electrofishing equipment (Smith-Root, Inc. Model LR-24, Vancouver, WA, USA)","two hours afterhigh tide",NA,"Sudamérica","Argentina","AR","Provincia de Tierra del Fuego","Departamento de Ushuaia",NA,"Arroyo Negro",NA,"54°50'53''S","68°34'50''O",-54.848055556,-68.5805555561,"Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias","maculatus","Galaxias maculatus","Puyen chico","CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.1142","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","1142","Rojo, J.H., Rodríguez, P. & Boy, C.C. Morphological differentiation in the widespread fish Galaxias maculatus: do darker environments imply bigger eyes?. Hydrobiologia 847, 2863–2872 (2020). https://doi.org/10.1007/s10750-020-04278-y","-","HumanObservation",40,NA,NA,"native",NA,NA,"between January 2015 and January 2019","2015/2019",NA,2015,1,NA,NA,"trawl net(10 m long, 1 m high, 5 mm mesh size) and electrofishing equipment (Smith-Root, Inc. Model LR-24, Vancouver, WA, USA)","two hours afterhigh tide",NA,"Sudamérica","Argentina","AR","Provincia de Tierra del Fuego","Departamento de Ushuaia",NA,"Bahía Varela",NA,"54°52'22''S","67°16'29''O",-54.8727777779,-67.2747222223,"Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias","maculatus","Galaxias maculatus","Puyen chico","CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.1143","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","1143","Rojo, J.H., Rodríguez, P. & Boy, C.C. Morphological differentiation in the widespread fish Galaxias maculatus: do darker environments imply bigger eyes?. Hydrobiologia 847, 2863–2872 (2020). https://doi.org/10.1007/s10750-020-04278-y","-","HumanObservation",40,NA,NA,"native",NA,NA,"between January 2015 and January 2019","2015/2019",NA,2015,1,NA,NA,"trawl net(10 m long, 1 m high, 5 mm mesh size) and electrofishing equipment (Smith-Root, Inc. Model LR-24, Vancouver, WA, USA)","two hours afterhigh tide",NA,"Sudamérica","Argentina","AR","Provincia de Tierra del Fuego","Departamento de Ushuaia",NA,"Laguna Cecilia",NA,"54°49'52''S","68°34'37''O",-54.831111111,-68.5769444444,"Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias","maculatus","Galaxias maculatus","Puyen chico","CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.1144","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","1144","Rojo, J.H., Rodríguez, P. & Boy, C.C. Morphological differentiation in the widespread fish Galaxias maculatus: do darker environments imply bigger eyes?. Hydrobiologia 847, 2863–2872 (2020). https://doi.org/10.1007/s10750-020-04278-y","-","HumanObservation",60,NA,NA,"native",NA,NA,"between January 2015 and January 2019","2015/2019",NA,2015,1,NA,NA,"trawl net(10 m long, 1 m high, 5 mm mesh size) and electrofishing equipment (Smith-Root, Inc. Model LR-24, Vancouver, WA, USA)","two hours afterhigh tide",NA,"Sudamérica","Argentina","AR","Provincia de Tierra del Fuego","Departamento de Ushuaia",NA,"Laguna Negra",NA,"54°50'45''S","68°35'31''O",-54.845833333,-68.5919444437,"Animalia","Chordata","Actinopterygii","Osmeriformes","Galaxiidae","Galaxias","maculatus","Galaxias maculatus","Puyen chico","CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.1145","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","1145","Rueda, E.C., Mullaney, K.A., Conte-Grand, C. et al. Displacement of native Patagonian freshwater silverside populations (Odontesthes hatcheri, Atherinopsidae) by introgressive hybridization with introduced O. bonariensis . Biol Invasions 19, 971–988 (2017). https://doi.org/10.1007/s10530-016-1295-y","-","HumanObservation",NA,NA,NA,"native",NA,NA,"between 2006 and 2008","2006/2008",NA,2006,NA,NA,NA,"seines or gill nets",NA,NA,"Sudamérica","Chile","CL","Región de Aysén","Provincia de General Carrera","Comuna de Chile Chico","Laguna Esmeralda",NA,"46°33'S","71°58'O",-46.5500000004,-71.9666666669,"Animalia","Chordata","Actinopterygii","Atheriniformes","Atherinopsidae","Odontesthes","hatcheri","Odontesthes hatcheri",NA,"CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.1146","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","1146","Rueda, E.C., Mullaney, K.A., Conte-Grand, C. et al. Displacement of native Patagonian freshwater silverside populations (Odontesthes hatcheri, Atherinopsidae) by introgressive hybridization with introduced O. bonariensis . Biol Invasions 19, 971–988 (2017). https://doi.org/10.1007/s10530-016-1295-y","-","HumanObservation",NA,NA,NA,"native",NA,NA,"between 2006 and 2008","2006/2008",NA,2006,NA,NA,NA,"seines or gill nets",NA,NA,"Sudamérica","Chile","CL","Región de Aysén","Provincia de General Carrera","Comuna de Chile Chico","Lago Gral Carrera",NA,"46°30'S","72°00'O",-46.4999999996,-71.9999999999,"Animalia","Chordata","Actinopterygii","Atheriniformes","Atherinopsidae","Odontesthes","hatcheri","Odontesthes hatcheri",NA,"CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.1147","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","1147","Rueda, E.C., Mullaney, K.A., Conte-Grand, C. et al. Displacement of native Patagonian freshwater silverside populations (Odontesthes hatcheri, Atherinopsidae) by introgressive hybridization with introduced O. bonariensis . Biol Invasions 19, 971–988 (2017). https://doi.org/10.1007/s10530-016-1295-y","-","HumanObservation",NA,NA,NA,"native",NA,NA,"between 2006 and 2008","2006/2008",NA,2006,NA,NA,NA,"seines or gill nets",NA,NA,"Sudamérica","Argentina","AR","Provincia de Santa Cruz","Departamento Lago Buenos Aires",NA,"Lago Buenos Aires",NA,"46°29'S","71°28'S",-46.4833333327,-71.466666667,"Animalia","Chordata","Actinopterygii","Atheriniformes","Atherinopsidae","Odontesthes","hatcheri","Odontesthes hatcheri",NA,"CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.1148","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","1148","Rueda, E.C., Mullaney, K.A., Conte-Grand, C. et al. Displacement of native Patagonian freshwater silverside populations (Odontesthes hatcheri, Atherinopsidae) by introgressive hybridization with introduced O. bonariensis . Biol Invasions 19, 971–988 (2017). https://doi.org/10.1007/s10530-016-1295-y","-","HumanObservation",NA,NA,NA,"native","Fish Collection ofFacultad de Ciencias Naturales y Museo, UniversidadNacional de La Plata, Argentina (Voucher MuseumID: MLP 9858 to MLP 9877).",NA,"between 2006 and 2008","2006/2008",NA,2006,NA,NA,NA,"seines or gill nets",NA,NA,"Sudamérica","Argentina","AR","Provincia de Santa Cruz","Departamento Río Chico",NA,"Lago Pueyrredon",NA,"47°23'S","71°55'O",-47.3833333327,-71.916666667,"Animalia","Chordata","Actinopterygii","Atheriniformes","Atherinopsidae","Odontesthes","hatcheri","Odontesthes hatcheri",NA,"CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.1149","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","1149","Rueda, E.C., Mullaney, K.A., Conte-Grand, C. et al. Displacement of native Patagonian freshwater silverside populations (Odontesthes hatcheri, Atherinopsidae) by introgressive hybridization with introduced O. bonariensis . Biol Invasions 19, 971–988 (2017). https://doi.org/10.1007/s10530-016-1295-y","-","HumanObservation",NA,NA,NA,"native",NA,NA,"between 2006 and 2008","2006/2008",NA,2006,NA,NA,NA,"seines or gill nets",NA,NA,"Sudamérica","Argentina","AR","Provincia del Chubut","Departamento de Futaleufú","Lago Rosario","Lago Rosario",NA,"43°15'S","71°20'O",-43.2499999998,-71.3333333334,"Animalia","Chordata","Actinopterygii","Atheriniformes","Atherinopsidae","Odontesthes","hatcheri","Odontesthes hatcheri",NA,"CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.1150","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","1150","Rueda, E.C., Mullaney, K.A., Conte-Grand, C. et al. Displacement of native Patagonian freshwater silverside populations (Odontesthes hatcheri, Atherinopsidae) by introgressive hybridization with introduced O. bonariensis . Biol Invasions 19, 971–988 (2017). https://doi.org/10.1007/s10530-016-1295-y","-","HumanObservation",NA,NA,NA,"native",NA,NA,"between 2006 and 2008","2006/2008",NA,2006,NA,NA,NA,"seines or gill nets",NA,NA,"Sudamérica","Argentina","AR","Provincia del Chubut","Departamento de Futaleufú","Villa Lago Rivadavia","Lago Rivadavia",NA,"42°36'S","71°39'O",-42.6000000002,-71.6499999997,"Animalia","Chordata","Actinopterygii","Atheriniformes","Atherinopsidae","Odontesthes","hatcheri","Odontesthes hatcheri",NA,"CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.1151","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","1151","Rueda, E.C., Mullaney, K.A., Conte-Grand, C. et al. Displacement of native Patagonian freshwater silverside populations (Odontesthes hatcheri, Atherinopsidae) by introgressive hybridization with introduced O. bonariensis . Biol Invasions 19, 971–988 (2017). https://doi.org/10.1007/s10530-016-1295-y","-","HumanObservation",NA,NA,NA,"native",NA,NA,"between 2006 and 2008","2006/2008",NA,2006,NA,NA,NA,"seines or gill nets",NA,NA,"Sudamérica","Argentina","AR","Provincia del Chubut","Departamento de Cushamen","Lago Epuyén","Lago Epuyén",NA,"42°27'S","71°40'O",-42.4499999996,-71.6666666666,"Animalia","Chordata","Actinopterygii","Atheriniformes","Atherinopsidae","Odontesthes","hatcheri","Odontesthes hatcheri",NA,"CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.1152","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","1152","Rueda, E.C., Mullaney, K.A., Conte-Grand, C. et al. Displacement of native Patagonian freshwater silverside populations (Odontesthes hatcheri, Atherinopsidae) by introgressive hybridization with introduced O. bonariensis . Biol Invasions 19, 971–988 (2017). https://doi.org/10.1007/s10530-016-1295-y","-","HumanObservation",NA,NA,NA,"native",NA,NA,"between 2006 and 2008","2006/2008",NA,2006,NA,NA,NA,"seines or gill nets",NA,NA,"Sudamérica","Argentina","AR","Provincia del Chubut","Departamento de Cushamen","Lago Puelo","Lago Puelo",NA,"42°09'S","71°38'O",-42.1500000002,-71.6333333328,"Animalia","Chordata","Actinopterygii","Atheriniformes","Atherinopsidae","Odontesthes","hatcheri","Odontesthes hatcheri",NA,"CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
"MAguilar.Lit.Review.1153","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","1153","Ruzzante, D.E., Walde, S.J., Cussac, V.E., Macchi, P.J., Alonso, M.F., & Battini, M.A. (2003). Resource polymorphism in a Patagonian fish Percichthys trucha (Percichthyidae): phenotypic evidence for interlake pattern variation. Biological Journal of The Linnean Society, 78, 497-515.","-","HumanObservation",16,"females and males","adults and juveniles","native",NA,NA,NA,NA,NA,NA,NA,NA,"temperate rainforest of the Patagonian Andes of south-western Argentina ","gillnets (stretched mesh sizes ranging from 30 to 140 mm)",NA,NA,"Sudamérica","Argentina","AR","Provincia del Chubut","Departamento de Futaleufú","Villa Lago Rivadavia","Lago Rivadavia","~500 m.a.s.l.","42°36'S","71°39'O",-42.6000000002,-71.6499999997,"Animalia","Chordata","Actinopterygii","Galaxiiformes","Galaxiidae","Galaxias","platei","Galaxias platei","Puyen grande","CC BY-NC 4.0","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","Review by M. González-Aguilar (2023)"
