id_CC,duplicated_CC,spatialClust_CC,canonicalName,eventDate,year,locality,bibliographicCitation,datasetName,recordedBy,identifiedBy,catalogNumber,institutionCode,institutionID,occurrenceID,occurrenceStatus,collectionCode,collectionID,rObjectRank_CC,decimalLatitude,decimalLongitude,scientificName,individualCount,samplingProtocol,locationRemarks,license,rightsHolder,accessRights,basisOfRecord,eventRemarks,references,sex,lifeStage,establishmentMeans,disposition,occurrenceRemarks,verbatimEventDate,eventTime,month,day,habitat,samplingEffort,continent,country,countryCode,stateProvince,county,municipality,verbatimElevation,verbatimLatitude,verbatimLongitude,kingdom,phylum,class,order,family,genus,specificEpithet,vernacularName,coordinateUncertaintyInMeters,waterBody,typeStatus,organismQuantityType,recordNumber,organismQuantity,uuid,Identification,gbifID,datasetKey,species,infraspecificEpithet,taxonRank,verbatimScientificName,verbatimScientificNameAuthorship,publishingOrgKey,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,taxonKey,speciesKey,dateIdentified,lastInterpreted,mediaType,issue,recordedByID,modified,taxonID,verbatimCoordinateSystem,verbatimSRS,bibiographicCitation,sampleSizeValue,sampleSizeUnit,higherClassification,startDayOfYear,geodeticDatum,higherGeography,verbatimLocality,eventID,language,georeferenceVerificationStatus,nomenclaturalCode,endDayOfYear,georeferencedDate,georeferenceProtocol,georeferencedBy,preparations,fieldNumber,georeferenceSources,scientificNameAuthorship,georeferenceRemarks,associatedReferences,otherCatalogNumbers,dynamicProperties,island,verbatimDepth,maximumDepthInMeters,minimumDepthInMeters,footprintWKT,identificationVerificationStatus,ownerInstitutionCode,islandGroup,identificationRemarks,previousIdentifications,locationAccordingTo,locationID,organismID,datasetID,associatedMedia,materialSampleID,subgenus,minimumElevationInMeters,maximumElevationInMeters,namePublishedInID,scientificNameID,namePublishedInYear,namePublishedIn,verbatimCoordinates,originalNameUsage,associatedSequences,identificationQualifier,earliestAgeOrLowestStage,verbatimTaxonRank,formation,lithostratigraphicTerms,latestAgeOrHighestStage,group,member,lowestBiostratigraphicZone,highestBiostratigraphicZone,bed,earliestPeriodOrLowestSystem,earliestEpochOrLowestSeries,latestEonOrHighestEonothem,earliestEraOrLowestErathem,earliestEonOrLowestEonothem,latestEraOrHighestErathem,geologicalContextID,latestPeriodOrHighestSystem,latestEpochOrHighestSeries,scientificName_Old,IncludePewProAP,chequeado,correccion,RemoveFromMaster,.locality,.decimalLatitude,.decimalLongitude,.year,.eventDate,.recordedBy,.individualCount,.bibliographicCitation,.canonicalName,.scientificName
13178,FALSE,905,Hatcheria macraei,NA,NA,Arroyo Cabeza de Vaca,"Cussac, V.E., Habit, E., Ciancio, J., Battini, M.A., Riva Rossi, C., Barriga, J.P., BaigÃºn, C. and Crichigno, S. (2016), Freshwater fishes of Patagonia: conservation and fisheries. J Fish Biol, 89: 1068-1097.Â https://doi.org/10.1111/jfb.13008","Aguilar-GonzÃ¡lez, Marilyn (2023) RecopilaciÃ³n bibliogrÃ¡fica de ocurrencia peces en la Patagonia. Proyecto PriorizaciÃ³n de Cuencas para la ConservaciÃ³n en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,489,NA,NA,NA,NA,NA,NA,4,-43.49972222,-71.34777778,"Hatcheria macraei (Girard, 1855)",NA,NA,NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,"Battini, M. A.,Â Unmack, P.,Â Barriga, J. P.,Â Johnson, J.,Â Azpelicueta, M.Â &Â Cussac, V.Â (2008).Â MorfometrÃ­a geomÃ©trica y relaciones filogenÃ©ticas en Trichomycteridae (Pisces) de Cuyo y Patagonia.Â Esquel: Primeras Jornadas de Ciencias Naturales en la Patagonia.",NA,NA,native,NA,NA,NA,NA,NA,NA,NA,NA,SudamÃ©rica,Argentina,AR,Provincia del Chubut,Departamento FutaleufÃº,Corcovado,NA,43Â°29â€²59â€²â€²S,71Â°20â€²52â€²â€²O,Animalia,Chordata,Actinopterygii,Siluriformes,Trichomycteridae,Hatcheria,macraei,Bagre patagonico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatcheria macraei,1,error,year: 2007; recordedBy: Barriga JP & Battini MA,,,,,2007,,Barriga JP & Battini MA,,,,
13185,TRUE,687,Hatcheria macraei,NA,NA,Lago Rosario,"Aigo, J., Cussac, V., Peris, S.Â et al.Â Distribution of introduced and native fish in Patagonia (Argentina)patterns and changes in fish assemblages.Â Rev Fish Biol FisheriesÂ 18, 387â€“408 (2008). https://doi.org/10.1007/s11160-007-9080-8","Aguilar-GonzÃ¡lez, Marilyn (2023) RecopilaciÃ³n bibliogrÃ¡fica de ocurrencia peces en la Patagonia. Proyecto PriorizaciÃ³n de Cuencas para la ConservaciÃ³n en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,43,NA,NA,NA,NA,NA,NA,4,-43.25,-71.33333333,"Hatcheria macraei (Girard, 1855)",NA,NA,NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,"IARH-INCYTH. 1995. CatÃ¡logo de los lagos y embalses de la Argentina. Proyecto CatÃ¡logo Nacional de Lagos y Lagunas Argentinas y su Medio Ambiente. Ministerio de EconomÃ­a y Obras Servicios PÃºblicos, SecretarÃ­a de Obras y Servicios PÃºblicos.  |  Ortubay S, Semenas L, Ãšbeda C, Quaggiotto A, Viozzi G. (1994). CatÃ¡logo de peces dulceacuÃ­colas de la Patagonia argentina y sus parÃ¡sitos metazoos, RÃ­o Negro, Argentina, SubsecretarÃ­a de Recursos Naturales, 110 p.",NA,NA,native,NA,NA,NA,NA,NA,NA,NA,NA,SudamÃ©rica,Argentina,AR,Provincia del Chubut,Departamento de FutaleufÃº,Lago Rosario,650 m.a.s.l.,43Â°15'S,71Â°20'O,Animalia,Chordata,Actinopterygii,Siluriformes,Trichomycteridae,Hatcheria,macraei,Bagre patagonico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatcheria macraei,1,error,coord corresta43.2667/71.3333,,,-43.2667,-71.3333,,,,,,,
13197,TRUE,2101,Hatcheria macraei,NA,NA,NA,NA,DataBasin-Los Peces de Argentina; Originally provided by FundaciÃ³n Ã“ga through SSTN,NA,NA,NA,FO,NA,4556664,NA,Peces,NA,8,-43.2667,-71.3333,"Hatcheria macraei (Girard, 1855)",NA,NA,NA,CC BY-NC 3.0,"Conservation Biology Institute, http://consbio.org",not-for-profit use only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Siluriformes,Trichomycteridae,Hatcheria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatcheria macraei,1,error,locality: Lago Rosario,,,,,,,,,,,
11714,FALSE,1373,Hatcheria patagoniensis,NA,NA,Argentina / Chile; base of Andes; Rio Blanco.,NA,GBIF,"Hatcher, J. B.",C. H. Eigenmann,63844,CAS,NA,urn:catalog:CAS:ICH:63844,PRESENT,ICH,NA,6,-47.5,-72,"Hatcheria patagoniensis Eigenmann, 1909",2,NA,NA,CC0_1_0,,NA,PRESERVED_SPECIMEN,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AR,,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Siluriformes,Trichomycteridae,Hatcheria,NA,NA,NA,NA,Paratype,NA,,NA,NA,NA,473370885,5d6c10bd-ea31-4363-8b79-58c96d859f5b,Hatcheria macraei,,SPECIES,Hatcheria patagoniensis,Eigenmann 1909,66522820-055c-11d8-b84e-b8a03c50a862,NA,NA,NA,NA,NA,2342956,2342955,1909-01-01,00:46:40,StillImage,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COUNTRY_DERIVED_FROM_COORDINATES;GEODETIC_DATUM_ASSUMED_WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatcheria patagoniensis Eigenmann, 1909",1,,,,,,,,,,,,,
11715,TRUE,1334,Hatcheria patagoniensis,NA,NA,Argentina,NA,iDigBio; Originaly provided by: CAS,Hatcher,NA,76889,CAS,http://grscicoll.org/institution/california-academy-sciences,urn:catalog:CAS:ICH:76889,NA,ICH,http://grscicoll.org/institutional-collection/cas-ichthyology,5,-47,-72,"Hatcheria patagoniensis Eigenmann, 1909",1,NA,NA,NA,NA,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Siluriformes,Trichomycteridae,Hatcheria,NA,NA,NA,NA,NA,NA,NA,NA,05912fa8-dc71-4b5a-9003-b5f01cf8957f,NULL,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatcheria patagoniensis,1,,,,,,,,,,,,,
13339,TRUE,1296,Menidia,NA,NA,Straits of Magellan; Sandy Point.,NA,iDigBio; Originaly provided by: CAS,U.S. Fish Commission,NA,22733,CAS,http://grscicoll.org/institution/california-academy-sciences,urn:catalog:CAS:SU(ICH):22733,NA,SU(ICH),http://grscicoll.org/institutional-collection/cas-ichthyology,5,-53.161165,-70.877879,"Menidia Bonaparte, 1836",1,NA,NA,NA,NA,NA,PreservedSpecimen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Atheriniformes,Atherinopsidae,Menidia,NA,NA,5292,NA,NA,NA,NA,NA,ed0734c0-faf8-4a35-b541-942fd451d54d,NULL,NA,NA,NA,NA,GENUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Menidia alburnus,1,,,,,,,,,,,,,
192,TRUE,3085,Mordacia lapicida,NA,2008,NA,NA,SUBPESCA-1,NA,NA,5391,NA,NA,NA,NA,NA,NA,9,-42.604859,-74.110522,"Mordacia lapicida (Gray, 1851)",6,PESCA ELECTRICA,E22,revisar,NA,publicaciones cientÃ­ficas y estudios parte del SEA son de acceso pÃºblico,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,572963,5282680,Animalia,Chordata,NA,Petromyzontiformes,Mordaciidae,Mordacia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,"INGENDESA (NA) Minicentral Hidroelectrica Piruquina. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mordacia lapicida,1,,,,,,,,,,,,,
197,FALSE,3085,Mordacia lapicida,NA,2009,NA,NA,SUBPESCA-1,NA,NA,15720,NA,NA,NA,NA,NA,NA,9,-42.604859,-74.110522,"Mordacia lapicida (Gray, 1851)",1,PESCA ELECTRICA,ND,revisar,NA,publicaciones cientÃ­ficas y estudios parte del SEA son de acceso pÃºblico,NA,NA,NA,NA,NA,NA,NA,NA,,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,572963,5282680,Animalia,Chordata,NA,Petromyzontiformes,Mordaciidae,Mordacia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,"CRISTIAN GONZALEZ L (NA) Minicentral Hidroelectrica Piruquina. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mordacia lapicida,1,,,,,,,,,,,,,
227,TRUE,2927,Mordacia lapicida,NA,2008,NA,NA,SUBPESCA-1,NA,NA,5381,NA,NA,NA,NA,NA,NA,9,-42.640964,-74.095748,"Mordacia lapicida (Gray, 1851)",6,PESCA ELECTRICA,E15,revisar,NA,publicaciones cientÃ­ficas y estudios parte del SEA son de acceso pÃºblico,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574132,5278658,Animalia,Chordata,NA,Petromyzontiformes,Mordaciidae,Mordacia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,"INGENDESA (NA) Minicentral Hidroelectrica Piruquina. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mordacia lapicida,1,,,,,,,,,,,,,
880,TRUE,2323,Mordacia lapicida,NA,2008,NA,NA,SUBPESCA-1,NA,NA,5393,NA,NA,NA,NA,NA,NA,9,-42.605963,-73.874551,"Mordacia lapicida (Gray, 1851)",14,PESCA ELECTRICA,E23,revisar,NA,publicaciones cientÃ­ficas y estudios parte del SEA son de acceso pÃºblico,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,592318,5282327,Animalia,Chordata,NA,Petromyzontiformes,Mordaciidae,Mordacia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,"INGENDESA (NA) Minicentral Hidroelectrica Piruquina. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mordacia lapicida,1,,,,,,,,,,,,,
882,FALSE,2323,Mordacia lapicida,NA,2009,NA,NA,SUBPESCA-1,NA,NA,15721,NA,NA,NA,NA,NA,NA,9,-42.605963,-73.874551,"Mordacia lapicida (Gray, 1851)",1,PESCA ELECTRICA,ND,revisar,NA,publicaciones cientÃ­ficas y estudios parte del SEA son de acceso pÃºblico,NA,NA,NA,NA,NA,NA,NA,NA,,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,592318,5282327,Animalia,Chordata,NA,Petromyzontiformes,Mordaciidae,Mordacia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,"CRISTIAN GONZALEZ L (NA) Minicentral Hidroelectrica Piruquina. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mordacia lapicida,1,,,,,,,,,,,,,
894,FALSE,3169,Mordacia lapicida,NA,NA,NA,NA,SUBPESCA-1,NA,NA,25570,NA,NA,NA,NA,NA,NA,9,-41.915808,-73.845842,"Mordacia lapicida (Gray, 1851)",0,ND,ND,revisar,NA,publicaciones cientÃ­ficas y estudios parte del SEA son de acceso pÃºblico,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595711.2547,5358927.36,Animalia,Chordata,NA,Petromyzontiformes,Mordaciidae,Mordacia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,"NEIRA FJ (NA) Biomorfologia De Las Lampreas Parasitas Chilenas Geotria Australis Y Mordacia Lapicida. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mordacia lapicida,1,,,,,,,,,,,,,
904,TRUE,2324,Mordacia lapicida,NA,2008,NA,NA,SUBPESCA-1,NA,NA,5443,NA,NA,NA,NA,NA,NA,9,-42.100911,-73.832383,"Mordacia lapicida (Gray, 1851)",1,PESCA ELECTRICA,E3,revisar,NA,publicaciones cientÃ­ficas y estudios parte del SEA son de acceso pÃºblico,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,596547,5338360,Animalia,Chordata,NA,Petromyzontiformes,Mordaciidae,Mordacia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,"INGENDESA (NA) Minicentral Hidroelectrica Piruquina. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mordacia lapicida,1,,,,,,,,,,,,,
917,FALSE,2320,Mordacia lapicida,NA,2008,NA,NA,SUBPESCA-1,NA,NA,5376,NA,NA,NA,NA,NA,NA,9,-42.120073,-73.811865,"Mordacia lapicida (Gray, 1851)",11,PESCA ELECTRICA,E13,revisar,NA,publicaciones cientÃ­ficas y estudios parte del SEA son de acceso pÃºblico,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598214,5336209,Animalia,Chordata,NA,Petromyzontiformes,Mordaciidae,Mordacia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,"INGENDESA (NA) Minicentral Hidroelectrica Piruquina. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mordacia lapicida,1,,,,,,,,,,,,,
1008,FALSE,3088,Mordacia lapicida,NA,2008,NA,NA,SUBPESCA-1,NA,NA,5615,NA,NA,NA,NA,NA,NA,9,-42.352567,-73.779388,"Mordacia lapicida (Gray, 1851)",3,PESCA ELECTRICA,2,revisar,NA,publicaciones cientÃ­ficas y estudios parte del SEA son de acceso pÃºblico,NA,NA,NA,NA,NA,NA,NA,NA,,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600529,5310356,Animalia,Chordata,NA,Petromyzontiformes,Mordaciidae,Mordacia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,"INGENDESA (NA) Minicentral Hidroelectrica Piruquina. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mordacia lapicida,1,,,,,,,,,,,,,
1046,FALSE,2926,Mordacia lapicida,NA,2008,NA,NA,SUBPESCA-1,NA,NA,5614,NA,NA,NA,NA,NA,NA,9,-42.353035,-73.778529,"Mordacia lapicida (Gray, 1851)",1,PESCA ELECTRICA,1,revisar,NA,publicaciones cientÃ­ficas y estudios parte del SEA son de acceso pÃºblico,NA,NA,NA,NA,NA,NA,NA,NA,,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600599,5310303,Animalia,Chordata,NA,Petromyzontiformes,Mordaciidae,Mordacia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,"INGENDESA (NA) Minicentral Hidroelectrica Piruquina. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mordacia lapicida,1,,,,,,,,,,,,,
1047,TRUE,2926,Mordacia lapicida,NA,2009,NA,NA,SUBPESCA-1,NA,NA,15718,NA,NA,NA,NA,NA,NA,9,-42.353035,-73.778529,"Mordacia lapicida (Gray, 1851)",1,PESCA ELECTRICA,ND,revisar,NA,publicaciones cientÃ­ficas y estudios parte del SEA son de acceso pÃºblico,NA,NA,NA,NA,NA,NA,NA,NA,,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600599,5310303,Animalia,Chordata,NA,Petromyzontiformes,Mordaciidae,Mordacia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,"CRISTIAN GONZALEZ L (NA) Minicentral Hidroelectrica Piruquina. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mordacia lapicida,1,,,,,,,,,,,,,
