id_CC,duplicated_CC,spatialClust_CC,canonicalName,eventDate,year,locality,bibliographicCitation,datasetName,recordedBy,identifiedBy,catalogNumber,institutionCode,institutionID,occurrenceID,occurrenceStatus,collectionCode,collectionID,rObjectRank_CC,decimalLatitude,decimalLongitude,scientificName,individualCount,samplingProtocol,locationRemarks,license,rightsHolder,accessRights,basisOfRecord,eventRemarks,references,sex,lifeStage,establishmentMeans,disposition,occurrenceRemarks,verbatimEventDate,eventTime,month,day,habitat,samplingEffort,continent,country,countryCode,stateProvince,county,municipality,verbatimElevation,verbatimLatitude,verbatimLongitude,kingdom,phylum,class,order,family,genus,specificEpithet,vernacularName,coordinateUncertaintyInMeters,waterBody,typeStatus,organismQuantityType,recordNumber,organismQuantity,uuid,Identification,gbifID,datasetKey,species,infraspecificEpithet,taxonRank,verbatimScientificName,verbatimScientificNameAuthorship,publishingOrgKey,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,taxonKey,speciesKey,dateIdentified,lastInterpreted,mediaType,issue,recordedByID,modified,taxonID,verbatimCoordinateSystem,verbatimSRS,bibiographicCitation,sampleSizeValue,sampleSizeUnit,higherClassification,startDayOfYear,geodeticDatum,higherGeography,verbatimLocality,eventID,language,georeferenceVerificationStatus,nomenclaturalCode,endDayOfYear,georeferencedDate,georeferenceProtocol,georeferencedBy,preparations,fieldNumber,georeferenceSources,scientificNameAuthorship,georeferenceRemarks,associatedReferences,otherCatalogNumbers,dynamicProperties,island,verbatimDepth,maximumDepthInMeters,minimumDepthInMeters,footprintWKT,identificationVerificationStatus,ownerInstitutionCode,islandGroup,identificationRemarks,previousIdentifications,locationAccordingTo,locationID,organismID,datasetID,associatedMedia,materialSampleID,subgenus,minimumElevationInMeters,maximumElevationInMeters,namePublishedInID,scientificNameID,namePublishedInYear,namePublishedIn,verbatimCoordinates,originalNameUsage,associatedSequences,identificationQualifier,earliestAgeOrLowestStage,verbatimTaxonRank,formation,lithostratigraphicTerms,latestAgeOrHighestStage,group,member,lowestBiostratigraphicZone,highestBiostratigraphicZone,bed,earliestPeriodOrLowestSystem,earliestEpochOrLowestSeries,latestEonOrHighestEonothem,earliestEraOrLowestErathem,earliestEonOrLowestEonothem,latestEraOrHighestErathem,geologicalContextID,latestPeriodOrHighestSystem,latestEpochOrHighestSeries,scientificName_Old,IncludePewProAP,chequeado,correccion,RemoveFromMaster,.locality,.decimalLatitude,.decimalLongitude,.year,.eventDate,.recordedBy,.individualCount,.bibliographicCitation,.canonicalName,.scientificName
97,FALSE,182,Aplochiton marinus,2016-09-16,2016,RÃ­o Cole Cole,"Correa, CristiÃ¡n, Maryse Boisjoly (2023) Base de datos empÃ­rica de peces de Chile. Valdivia, Chile.",Fish Database Correa-Boisjoly,Jonathan Poblete,NA,NA,NA,NA,NA,NA,NA,NA,1,-42.507139,-74.183083,"Aplochiton marinus Eigenmann, 1928",11,Trolling,Cole Cole,CC BY-NC 4.0,"CristiÃ¡n Correa, orcid.org/0000-0002-8608-6858",not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Aplochiton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton marinus,1,,,,,,,,,,,,,
109,FALSE,101,Aplochiton marinus,2014-03-29,2014,Lago Presidente RÃ­os,"Correa, CristiÃ¡n, Maryse Boisjoly (2023) Base de datos empÃ­rica de peces de Chile. Valdivia, Chile.",Fish Database Correa-Boisjoly,"Cristian Correa, Maryse Boisjoly",NA,NA,NA,NA,NA,NA,NA,NA,1,-46.36179096,-74.14079304,"Aplochiton marinus Eigenmann, 1928",8,Gill Net Aplochitonera 3mX10m,Lago Presidente RÃ­os,CC BY-NC 4.0,"CristiÃ¡n Correa, orcid.org/0000-0002-8608-6858",not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Aplochiton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton marinus,1,,,,,,,,,,,,,
122,FALSE,187,Aplochiton marinus,2017-02-23,2017,RÃ­o DeÃ±al,"Correa, CristiÃ¡n, Maryse Boisjoly (2023) Base de datos empÃ­rica de peces de Chile. Valdivia, Chile.",Fish Database Correa-Boisjoly,"Cristian Correa, Maryse Boisjoly, Camila Sola, Consuelo Guevara",NA,NA,NA,NA,NA,NA,NA,NA,1,-42.56160999,-74.13243896,"Aplochiton marinus Eigenmann, 1928",1,Gill Net Aplochitonera 3mX10m,RÃ­o DeÃ±al,CC BY-NC 4.0,"CristiÃ¡n Correa, orcid.org/0000-0002-8608-6858",not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Aplochiton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton marinus,1,,,,,,,,,,,,,
125,FALSE,188,Aplochiton marinus,2017-02-23,2017,RÃ­o DeÃ±al,"Correa, CristiÃ¡n, Maryse Boisjoly (2023) Base de datos empÃ­rica de peces de Chile. Valdivia, Chile.",Fish Database Correa-Boisjoly,"Cristian Correa, Maryse Boisjoly, Camila Sola, Consuelo Guevara",NA,NA,NA,NA,NA,NA,NA,NA,1,-42.560533,-74.13144697,"Aplochiton marinus Eigenmann, 1928",1,Gill Net Aplochitonera 3mX5m  X2,RÃ­o DeÃ±al,CC BY-NC 4.0,"CristiÃ¡n Correa, orcid.org/0000-0002-8608-6858",not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Aplochiton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton marinus,1,,,,,,,,,,,,,
126,FALSE,189,Aplochiton marinus,2017-02-23,2017,RÃ­o DeÃ±al,"Correa, CristiÃ¡n, Maryse Boisjoly (2023) Base de datos empÃ­rica de peces de Chile. Valdivia, Chile.",Fish Database Correa-Boisjoly,"Cristian Correa, Maryse Boisjoly, Camila Sola, Consuelo Guevara",NA,NA,NA,NA,NA,NA,NA,NA,1,-42.55987996,-74.12955701,"Aplochiton marinus Eigenmann, 1928",1,Gill Net Aplochitonera 1.5mX7m,RÃ­o DeÃ±al,CC BY-NC 4.0,"CristiÃ¡n Correa, orcid.org/0000-0002-8608-6858",not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Aplochiton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton marinus,1,,,,,,,,,,,,,
130,FALSE,85,Aplochiton marinus,2014-02-24,2014,"Lago Huelde, desagÃ¼e","Correa, CristiÃ¡n, Maryse Boisjoly (2023) Base de datos empÃ­rica de peces de Chile. Valdivia, Chile.",Fish Database Correa-Boisjoly,"Cristian Correa, Maryse Boisjoly",NA,NA,NA,NA,NA,NA,NA,NA,1,-42.60365202,-74.12336899,"Aplochiton marinus Eigenmann, 1928",1,Gill Net Aplochitonera 3mX5m,Huelde,CC BY-NC 4.0,"CristiÃ¡n Correa, orcid.org/0000-0002-8608-6858",not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Aplochiton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton marinus,1,,,,,,,,,,,,,
143,FALSE,86,Aplochiton marinus,2014-02-24,2014,"Lago Huelde, desagÃ¼e","Correa, CristiÃ¡n, Maryse Boisjoly (2023) Base de datos empÃ­rica de peces de Chile. Valdivia, Chile.",Fish Database Correa-Boisjoly,"Cristian Correa, Maryse Boisjoly",NA,NA,NA,NA,NA,NA,NA,NA,1,-42.60056597,-74.11889104,"Aplochiton marinus Eigenmann, 1928",7,Gill Net Aplochitonera 3mX10m,Huelde,CC BY-NC 4.0,"CristiÃ¡n Correa, orcid.org/0000-0002-8608-6858",not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Aplochiton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton marinus,1,,,,,,,,,,,,,
150,FALSE,61,Aplochiton marinus,2017-02-19,2017,Lago Huelde,"Correa, CristiÃ¡n, Maryse Boisjoly (2023) Base de datos empÃ­rica de peces de Chile. Valdivia, Chile.",Fish Database Correa-Boisjoly,"Cristian Correa, Maryse Boisjoly, Camila Sola, Consuelo Guevara",NA,NA,NA,NA,NA,NA,NA,NA,1,-42.59489402,-74.117057,"Aplochiton marinus Eigenmann, 1928",1,Fyke net,Huelde,CC BY-NC 4.0,"CristiÃ¡n Correa, orcid.org/0000-0002-8608-6858",not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Aplochiton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton marinus,1,,,,,,,,,,,,,
151,TRUE,61,Aplochiton marinus,2011-01-23,2011,,NA,GBIF,,,,UACH,NA,MMA:ICT:0000008,PRESENT,,NA,6,-42.595,-74.117,"Aplochiton marinus Eigenmann, 1928",4,NA,NA,CC_BY_NC_4_0,CristiÃ¡n Correa,NA,OCCURRENCE,NA,NA,NA,NA,native,NA,NA,NA,NA,1,23,NA,NA,NA,NA,CL,RegiÃ³n de Los Lagos,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Aplochiton,NA,NA,NA,NA,,NA,,NA,NA,NA,4463086343,45c3d8d2-7352-4dd1-aefd-c21e0b6b004e,Aplochiton marinus,,SPECIES,Aplochiton marinus,"Eigenmann, 1928",bf0d80b3-46da-4e60-b1cf-39f2320acb43,NA,NA,NA,NA,NA,2410622,2410622,NA,07:53.50,,CONTINENT_DERIVED_FROM_COORDINATES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aplochiton marinus Eigenmann, 1928",1,,,,,,,,,,,,,
155,FALSE,61,Aplochiton marinus,2013-02-27,2013,Lago Huelde,"Correa, CristiÃ¡n, Maryse Boisjoly (2023) Base de datos empÃ­rica de peces de Chile. Valdivia, Chile.",Fish Database Correa-Boisjoly,"Cristian Correa, Maryse Boisjoly",NA,NA,NA,NA,NA,NA,NA,NA,1,-42.594972,-74.116972,"Aplochiton marinus Eigenmann, 1928",1,Trolling,Huelde,CC BY-NC 4.0,"CristiÃ¡n Correa, orcid.org/0000-0002-8608-6858",not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Aplochiton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton marinus,1,,,,,,,,,,,,,
156,FALSE,61,Aplochiton marinus,2013-02-28,2013,Lago Huelde,"Correa, CristiÃ¡n, Maryse Boisjoly (2023) Base de datos empÃ­rica de peces de Chile. Valdivia, Chile.",Fish Database Correa-Boisjoly,"Cristian Correa, Maryse Boisjoly",NA,NA,NA,NA,NA,NA,NA,NA,1,-42.594972,-74.116972,"Aplochiton marinus Eigenmann, 1928",2,Gill Net,Huelde,CC BY-NC 4.0,"CristiÃ¡n Correa, orcid.org/0000-0002-8608-6858",not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Aplochiton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton marinus,1,,,,,,,,,,,,,
157,FALSE,61,Aplochiton marinus,2014-02-22,2014,Lago Huelde,"Correa, CristiÃ¡n, Maryse Boisjoly (2023) Base de datos empÃ­rica de peces de Chile. Valdivia, Chile.",Fish Database Correa-Boisjoly,"Cristian Correa, Maryse Boisjoly",NA,NA,NA,NA,NA,NA,NA,NA,1,-42.594972,-74.116972,"Aplochiton marinus Eigenmann, 1928",1,Gill Net,Huelde,CC BY-NC 4.0,"CristiÃ¡n Correa, orcid.org/0000-0002-8608-6858",not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Aplochiton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton marinus,1,,,,,,,,,,,,,
178,FALSE,64,Aplochiton marinus,2017-02-19,2017,Lago Huelde,"Correa, CristiÃ¡n, Maryse Boisjoly (2023) Base de datos empÃ­rica de peces de Chile. Valdivia, Chile.",Fish Database Correa-Boisjoly,"Cristian Correa, Maryse Boisjoly, Camila Sola, Consuelo Guevara",NA,NA,NA,NA,NA,NA,NA,NA,1,-42.59223302,-74.114498,"Aplochiton marinus Eigenmann, 1928",5,Gill Net Aplochitonera 3mX5m  X2,Huelde,CC BY-NC 4.0,"CristiÃ¡n Correa, orcid.org/0000-0002-8608-6858",not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Aplochiton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton marinus,1,,,,,,,,,,,,,
181,FALSE,65,Aplochiton marinus,2017-02-19,2017,Lago Huelde,"Correa, CristiÃ¡n, Maryse Boisjoly (2023) Base de datos empÃ­rica de peces de Chile. Valdivia, Chile.",Fish Database Correa-Boisjoly,"Cristian Correa, Maryse Boisjoly, Camila Sola, Consuelo Guevara",NA,NA,NA,NA,NA,NA,NA,NA,1,-42.58984099,-74.11244301,"Aplochiton marinus Eigenmann, 1928",6,Gill Net Aplochitonera 3mX10m,Huelde,CC BY-NC 4.0,"CristiÃ¡n Correa, orcid.org/0000-0002-8608-6858",not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Aplochiton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton marinus,1,,,,,,,,,,,,,
185,FALSE,3187,Aplochiton marinus,NA,2004,NA,NA,SUBPESCA-1,NA,NA,31534,NA,NA,NA,NA,NA,NA,9,-42.597624,-74.111734,"Aplochiton marinus Eigenmann, 1928",60,ND,ND,revisar,NA,publicaciones cientÃ­ficas y estudios parte del SEA son de acceso pÃºblico,NA,NA,NA,NA,NA,NA,NA,NA,2004-2011 Diciembre-Enero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5,48.1Â°S,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Aplochiton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DECIMAL,NA,"Alo D, Correa C, Arias C, Cardenas L (2013) Diversity of Aplochiton Fishes (Galaxiidea) and the Taxonomic Resurrection of A. marinus. PLoS ONE 8(8):e71577. doi:10.1371/journal.pone.0071577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton marinus,1,,,,,,,,,,,,,
198,FALSE,69,Aplochiton marinus,2014-02-23,2014,"Lago Huelde, RÃ­o Cipresales","Correa, CristiÃ¡n, Maryse Boisjoly (2023) Base de datos empÃ­rica de peces de Chile. Valdivia, Chile.",Fish Database Correa-Boisjoly,"Cristian Correa, Maryse Boisjoly",NA,NA,NA,NA,NA,NA,NA,NA,1,-42.59159298,-74.10339198,"Aplochiton marinus Eigenmann, 1928",0,Gill Net Aplochitonera 3mX5m,Huelde,CC BY-NC 4.0,"CristiÃ¡n Correa, orcid.org/0000-0002-8608-6858",not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Aplochiton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton marinus,1,,,,,,,,,,,,,
209,FALSE,70,Aplochiton marinus,2014-02-22,2014,"Lago Huelde, RÃ­o Cipresales","Correa, CristiÃ¡n, Maryse Boisjoly (2023) Base de datos empÃ­rica de peces de Chile. Valdivia, Chile.",Fish Database Correa-Boisjoly,"Cristian Correa, Maryse Boisjoly",NA,NA,NA,NA,NA,NA,NA,NA,1,-42.58925501,-74.10024198,"Aplochiton marinus Eigenmann, 1928",0,Gill Net Aplochitonera 3mX5m,Huelde,CC BY-NC 4.0,"CristiÃ¡n Correa, orcid.org/0000-0002-8608-6858",not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Aplochiton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton marinus,1,,,,,,,,,,,,,
