"occurrenceID","locality","institutionID","institutionCode","recordedBy","year","kingdom","genus","decimalLongitude","coordinateUncertaintyInMeters","decimalLatitude","basisOfRecord","collectionCode","verbatimEventDate","catalogNumber","eventDate","collectionID","family","scientificName","waterBody","individualCount","lifeStage","typeStatus","datasetName","samplingProtocol","organismQuantityType","recordNumber","organismQuantity","uuid","Identification"
"757873a7-2495-4783-b79b-8d60717d1b4a","Puerto el Hambre, cove south of Punta Askew, Peninsula Brunswick, Magellan Strait.","https://scientific-collections.gbif.org/institution/2fc908ba-e775-49e2-bffe-6b9041c3b70f","LACM","J.H. McLean",NA,"Animalia","Austrolycus",-70.93,NA,-53.62,"PreservedSpecimen","Fish","16 & 19 Nov. 1975","35560.001",NA,"https://scientific-collections.gbif.org/collection/439095a6-e9e0-412b-b770-2a9200251977","Zoarcidae","Austrolycus","South Pacific",2,NA,NA,"iDigBio; LACM Vertebrates","Capture Method: Hand","individuals","75-49","2","3c04ba77-b31a-46b1-ae3f-4bb166da1fe9","NULL"
"2bf2862f-6c17-416a-bb8d-ec265d66006e","Gulf of corcovado, west of Isla Talcon, Pumalin","https://scientific-collections.gbif.org/institution/2fc908ba-e775-49e2-bffe-6b9041c3b70f","LACM","James H McLean",NA,"Animalia","Notothenia",-72.87,NA,-42.7,"PreservedSpecimen","Fish","4-6 Nov 1975","38213.003",NA,"https://scientific-collections.gbif.org/collection/439095a6-e9e0-412b-b770-2a9200251977","Nototheniidae","Notothenia cornucola","South Pacific",1,NA,NA,"iDigBio; LACM Vertebrates",NA,"individuals","75-14","1","4327d442-5add-427d-8fbe-a43db54b2e49","NULL"
"cfc6e321-0dc7-457c-9871-c711565676fc","Taitao Penninsula, Punta Leopardo",NA,"FMNH","L. Moreira",NA,"Animalia","Harpagifer",-73.848353,NA,-46.52354,"PreservedSpecimen","Fishes",NA,"43968",NA,NA,"Harpagiferidae","Harpagifer bispinis",NA,5,NA,NA,"iDigBio",NA,NA,NA,NA,"551246df-c39d-4115-86cb-bcfa2a102f1b","NULL"
"urn:catalog:CAS:ICH:30442","Puerto Montt, Espero Pilluco","http://grscicoll.org/institution/california-academy-sciences","CAS","Eigenmann, Carl H.",NA,"Animalia","Eleginops",-72.899212,4658,-41.486946,"PreservedSpecimen","ICH",NA,"30442",NA,"http://grscicoll.org/institutional-collection/cas-ichthyology","Eleginopidae","Eleginops maclovinus",NA,13,NA,NA,"iDigBio",NA,NA,NA,NA,"55af78b7-3ff7-48a4-91ac-a98b477956f1","NULL"
"http://n2t.net/ark:/65665/35889a603-3f7e-409c-a893-61bbb88c5255","Pacific: Chile, Baie Orange.","urn:lsid:biocol.org:col:34871","USNM",NA,NA,"Animalia","Harpagifer",-68.02,NA,-55.53,"PreservedSpecimen","FISH","0000 00 00 - 0000 00 00","USNM 42077",NA,"urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Harpagiferidae","Harpagifer bispinis","South Pacific Ocean",1,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"60c9cfc8-b3a4-491d-981d-753742668404","NULL"
"http://n2t.net/ark:/65665/3b0bdf35d-dea2-4cb8-acb3-f64f05b3376c","Chile, Gulf of Ancud","urn:lsid:biocol.org:col:34871","USNM",NA,NA,"Animalia","Myxodes",-72.82,NA,-42.7,"MachineObservation","FISH","0000 Oct 02 - 0000 00 00","USNM RAD111284",NA,"urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Clinidae","Myxodes cristatus","South Pacific Ocean, Gulf of Ancud",1,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"6484cdba-f0e4-4afa-8018-d03c0a08a79a","NULL"
"MCZ:Ich:27615","Cabo de Hornos, Orange Bay","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ",NA,1884,"Animalia","Notothenia",-67.26,115000,-56.01,"PreservedSpecimen","Ich","1884-1884","27615","1884-01-01/1884-12-31",NA,"Nototheniidae","Notothenia tessellata Richardson, 1845","Pacific, Southeast",2,"adult",NA,"iDigBio",NA,NA,NA,NA,"6ba0e51c-c704-426f-9a38-1ee18ead2fb4","list(`dwc:identifiedBy` = ""Cards"", `dwc:identificationRemarks` = ""[MUSE DETERMINER: Cards]"", `dwc:identificationVerificationStatus` = ""migration"", coreid = ""MCZ:Ich:27615"", `dwc:identificationID` = ""817895"", `dwc:scientificName` = ""Notothenia tessellata"")"
"MCZ:Ich:12844","off Straits of Magellan, Puerto Bueno","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Hassler Expedition",1872,"Animalia","Notothenia",-74.21539,795,-50.99286,"PreservedSpecimen","Ich","30/3/1872-1/4/1872","12844","1872-03-30/1872-04-01",NA,"Nototheniidae","Notothenia hassleri","Pacific, Southeast",19,"adult",NA,"iDigBio",NA,NA,NA,NA,"6cbafbe2-bbba-4e38-aa62-1cb3805df6be","list(`dwc:identifiedBy` = ""Cards"", `dwc:identificationRemarks` = ""[MUSE DETERMINER: Cards]"", `dwc:identificationVerificationStatus` = ""migration"", coreid = ""MCZ:Ich:12844"", `dwc:identificationID` = ""797516"", `dwc:scientificName` = ""Notothenia hassleri"")"
"urn:catalog:CAS:SU(ICH):22675","Sandy Point.","http://grscicoll.org/institution/california-academy-sciences","CAS","U.S. Fish Commission",NA,"Animalia","Notothenia",-70.877879,5292,-53.161165,"PreservedSpecimen","SU(ICH)","1887-88","22675",NA,"http://grscicoll.org/institutional-collection/cas-ichthyology","Nototheniidae","Notothenia tessellata","Estrecho de Magallanes",1,NA,NA,"iDigBio",NA,NA,NA,NA,"6e292839-e775-4d1e-af23-5502622fa613","NULL"
"c203c2b8-6b93-43f1-a5b8-430910625906","Puerto el Hambre, cove south of Punta Askew, Peninsula Brunswick, Magellan Strait.","https://scientific-collections.gbif.org/institution/2fc908ba-e775-49e2-bffe-6b9041c3b70f","LACM","J.H. McLean",NA,"Animalia","Notothenia",-70.93,NA,-53.62,"PreservedSpecimen","Fish","16 & 19 Nov. 1975","35560.004",NA,"https://scientific-collections.gbif.org/collection/439095a6-e9e0-412b-b770-2a9200251977","Nototheniidae","Notothenia cornucola","South Pacific",2,NA,NA,"iDigBio; LACM Vertebrates","Capture Method: Hand","individuals","75-49","2","785aa23a-8d08-4f18-b1fa-3cee73b1e047","NULL"
"http://n2t.net/ark:/65665/3f73a595a-7796-42d7-9f34-464eea76c120","Chile, Gulf of Ancud","urn:lsid:biocol.org:col:34871","USNM",NA,NA,"Animalia","Myxodes",-72.82,NA,-42.7,"PreservedSpecimen","FISH","0000 Oct 02 - 0000 00 00","USNM 203557",NA,"urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Clinidae","Myxodes cristatus","South Pacific Ocean, Gulf of Ancud",3,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"8014d389-1864-4b76-aa43-cea969e38f9f","NULL"
"urn:catalog:CAS:ICH:63801","Tierra del Fuego.","http://grscicoll.org/institution/california-academy-sciences","CAS","Nanni, A.",NA,"Animalia","Patagonotothen",-67.244583,239221,-54.525419,"PreservedSpecimen","ICH",NA,"63801",NA,"http://grscicoll.org/institutional-collection/cas-ichthyology","Nototheniidae","Patagonotothen longipes ramsayi",NA,2,NA,NA,"iDigBio",NA,NA,NA,NA,"86bdce26-c463-4428-9632-c5dd12177950","NULL"
"MCZ:Ich:12842","off Straits of Magellan, Puerto Bueno","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Hassler Expedition",1872,"Animalia","Notothenia",-74.21539,795,-50.99286,"PreservedSpecimen","Ich","30/3/1872-1/4/1872","12842","1872-03-30/1872-04-01",NA,"Nototheniidae","Notothenia tessellata Richardson, 1845","Pacific, Southeast",6,"adult",NA,"iDigBio",NA,NA,NA,NA,"874ba28c-3eca-4bc3-bd46-63ca51f27e34","list(`dwc:identifiedBy` = ""Ledger"", `dwc:identificationRemarks` = ""[MUSE DETERMINER: Ledger/1994]"", `dwc:identificationVerificationStatus` = ""migration"", coreid = ""MCZ:Ich:12842"", `dwc:identificationID` = ""797514"", `dwc:scientificName` = ""Notothenia tessellata"")"
"http://n2t.net/ark:/65665/391c9e612-750a-4f5c-95b9-ece9342c6ea7","Pacific: Chile, Baie Orange.","urn:lsid:biocol.org:col:34871","USNM",NA,NA,"Animalia","Harpagifer",-68.02,NA,-55.53,"PreservedSpecimen","FISH","0000 00 00 - 0000 00 00","USNM 42079",NA,"urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Harpagiferidae","Harpagifer bispinis","South Pacific Ocean",1,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"9dba4c47-754f-4cf4-bbd9-95a8e0c8d78d","NULL"
"urn:catalog:CAS:SU(ICH):22695","Gregory Bay","http://grscicoll.org/institution/california-academy-sciences","CAS","U.S. Fish Commission",NA,"Animalia","Notothenia",-70.121286,6196,-52.636898,"PreservedSpecimen","SU(ICH)",NA,"22695",NA,"http://grscicoll.org/institutional-collection/cas-ichthyology","Nototheniidae","Notothenia longicauda","Estrecho de Magallanes",1,NA,NA,"iDigBio",NA,NA,NA,NA,"a313cd94-dd80-4367-ae59-9b690c7c5f4d","NULL"
"e1898bd9-2f41-4e20-92a8-acba3559f9e3","Puerto el Hambre, cove south of Punta Askew, Peninsula Brunswick, Magellan Strait.","https://scientific-collections.gbif.org/institution/2fc908ba-e775-49e2-bffe-6b9041c3b70f","LACM","J.H. McLean",NA,"Animalia","Harpagifer",-70.93,NA,-53.62,"PreservedSpecimen","Fish","16 & 19 Nov. 1975","35560.002",NA,"https://scientific-collections.gbif.org/collection/439095a6-e9e0-412b-b770-2a9200251977","Harpagiferidae","Harpagifer bispinis","South Pacific",2,NA,NA,"iDigBio; LACM Vertebrates","Capture Method: Hand","individuals","75-49","2","a4bed1e8-729c-42db-bd64-06c55deae75e","NULL"
"urn:catalog:CAS:SU(ICH):22673","Laredo Bay.","http://grscicoll.org/institution/california-academy-sciences","CAS","U.S. Fish Commission",NA,"Animalia","Notothenia",-70.792139,2333,-52.968576,"PreservedSpecimen","SU(ICH)",NA,"22673",NA,"http://grscicoll.org/institutional-collection/cas-ichthyology","Nototheniidae","Notothenia sima","Estrecho de Magallanes",1,NA,NA,"iDigBio",NA,NA,NA,NA,"a55298b6-509c-4b52-b263-bee2e4e7e51d","NULL"
"urn:catalog:CAS:SU(ICH):22688","Sandy Point.","http://grscicoll.org/institution/california-academy-sciences","CAS","U.S. Fish Commission",NA,"Animalia","Notothenia",-70.877879,5292,-53.161165,"PreservedSpecimen","SU(ICH)","1887-88","22688",NA,"http://grscicoll.org/institutional-collection/cas-ichthyology","Nototheniidae","Notothenia cornucola","Estrecho de Magallanes",1,NA,NA,"iDigBio",NA,NA,NA,NA,"a6de71c7-7bd0-4aa5-9534-860ced15abf9","NULL"
"6f9f5d60-0d65-4375-9ee8-21d02ed3ee0d","Taitao Penninsula, Punta Leopardo",NA,"FMNH","L. Moreira",NA,"Animalia","Austrolycus",-73.848353,NA,-46.52354,"PreservedSpecimen","Fishes",NA,"43969",NA,NA,"Zoarcidae","Austrolycus depressiceps",NA,5,NA,NA,"iDigBio",NA,NA,NA,NA,"b2bff414-3b70-4258-8d9a-e749744f0a86","NULL"
"urn:catalog:CAS:SU(ICH):22686","Laredo Bay.","http://grscicoll.org/institution/california-academy-sciences","CAS","U.S. Fish Commission",NA,"Animalia","Notothenia",-70.792139,2333,-52.968576,"PreservedSpecimen","SU(ICH)",NA,"22686",NA,"http://grscicoll.org/institutional-collection/cas-ichthyology","Nototheniidae","Notothenia tessellata","Estrecho de Magallanes",1,NA,NA,"iDigBio",NA,NA,NA,NA,"ba50384d-b20c-4735-8420-8d0076506199","NULL"
"MCZ:Ich:12845","off Straits of Magellan, Puerto Bueno","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Hassler Expedition",1872,"Animalia","Notothenia",-74.21539,795,-50.99286,"PreservedSpecimen","Ich","30/3/1872-1/4/1872","12845","1872-03-30/1872-04-01",NA,"Nototheniidae","Notothenia hassleri","Pacific, Southeast",9,"adult",NA,"iDigBio",NA,NA,NA,NA,"bb886e9f-bdcf-45b9-97d1-ef9c81563087","list(`dwc:identifiedBy` = ""Cards"", `dwc:identificationRemarks` = ""[MUSE DETERMINER: Cards]"", `dwc:identificationVerificationStatus` = ""migration"", coreid = ""MCZ:Ich:12845"", `dwc:identificationID` = ""797517"", `dwc:scientificName` = ""Notothenia hassleri"")"
"f35af197-a308-4dd1-b33e-7d997b90f274","Magellan Strait, Penin.  Brunswick, cove south of Pta. Askew, Puerto el Hambre.","https://scientific-collections.gbif.org/institution/2fc908ba-e775-49e2-bffe-6b9041c3b70f","LACM","James H McLean",NA,"Animalia","Crossostomus",-70.93,NA,-53.62,"PreservedSpecimen","Fish","16 & 19 nov 1975","38214.001",NA,"https://scientific-collections.gbif.org/collection/439095a6-e9e0-412b-b770-2a9200251977","Zoarcidae","Crossostomus chilensis","Eastern Pacific",1,NA,NA,"iDigBio; LACM Vertebrates",NA,"individuals","75-49","1","cdd1126b-75e6-4748-bb7e-085a5694f7b3","NULL"
"urn:catalog:CAS:SU(ICH):22701","Patagonia, Port Otway.","http://grscicoll.org/institution/california-academy-sciences","CAS","U.S. Fish Commission",NA,"Animalia","Thyrsites",-70.683921,352703,-53.234007,"PreservedSpecimen","SU(ICH)",NA,"22701",NA,"http://grscicoll.org/institutional-collection/cas-ichthyology","Gempylidae","Thyrsites atun",NA,14,NA,NA,"iDigBio",NA,NA,NA,NA,"e1ffb188-a0fc-41e3-883c-a2e1deda7d9d","NULL"
"MCZ:Ich:27606","Cabo de Hornos, Orange Bay","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ",NA,1884,"Animalia","Paranotothenia",-67.26,115000,-56.01,"PreservedSpecimen","Ich","1884-1884","27606","1884-01-01/1884-12-31",NA,"Nototheniidae","Paranotothenia magellanica (Forster, 1801)","Pacific, Southeast",1,"adult",NA,"iDigBio",NA,NA,NA,NA,"ea50919d-8908-4021-a830-06541c8f2acf","list(`dwc:identificationVerificationStatus` = c(""legacy"", ""legacy"", ""migration""), coreid = c(""MCZ:Ich:27606"", ""MCZ:Ich:27606"", ""MCZ:Ich:27606""), `dwc:identificationID` = c(""3488562"", ""3488563"", ""817885""), `dwc:scientificName` = c(""Patagonotothen sima"", ""Paranotothenia magellanica"", ""Notothenia hassleri""), `dwc:identificationRemarks` = c(NA, ""Original labels in jar have identification as Notothenia sima. Identification was changed to Notothenia hassleri, which was likely referring to Notothenia hassleriana (currently valid as Paranotothenia magellanica). [Feb. 14, 2019-MHS]"", 
""[MUSE DETERMINER: Cards]""), `dwc:identifiedBy` = c(NA, NA, ""Cards""))"
"urn:catalog:CAS:SU(ICH):22713","Patagonia, Mayne Harbor.","http://grscicoll.org/institution/california-academy-sciences","CAS","U.S. Fish Commission",NA,"Animalia","Notothenia",-74.083147,177,-51.316728,"PreservedSpecimen","SU(ICH)",NA,"22713",NA,"http://grscicoll.org/institutional-collection/cas-ichthyology","Nototheniidae","Notothenia squamiceps",NA,1,NA,NA,"iDigBio",NA,NA,NA,NA,"fafe61a7-f200-4f82-80ee-ce9588350a65","NULL"
"ccec9d99-230a-4850-9728-103ca6031d69","Gulf of corcovado, west of Isla Talcon, Pumalin","https://scientific-collections.gbif.org/institution/2fc908ba-e775-49e2-bffe-6b9041c3b70f","LACM","James H McLean",NA,"Animalia","Ophiogobius",-72.87,NA,-42.7,"PreservedSpecimen","Fish","4-6 Nov 1975","38213.004",NA,"https://scientific-collections.gbif.org/collection/439095a6-e9e0-412b-b770-2a9200251977","Gobiidae","Ophiogobius ophicephalus","South Pacific",1,NA,NA,"iDigBio; LACM Vertebrates",NA,"individuals","75-14","1","fdb57d8f-c26c-4e44-840f-ce752eec5577","NULL"
"MCZ:Ich:27596","Cabo de Hornos, Orange Bay","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ",NA,1884,"Animalia","Notothenia",-67.26,115000,-56.01,"PreservedSpecimen","Ich","1884-1884","27596","1884-01-01/1884-12-31",NA,"Nototheniidae","Notothenia cornucola Richardson, 1844","Pacific, Southeast",2,"adult",NA,"iDigBio",NA,NA,NA,NA,"fef4d140-3554-4e52-ac95-285e5c84812c","list(`dwc:identifiedBy` = ""Cards"", `dwc:identificationRemarks` = ""[MUSE DETERMINER: Cards]"", `dwc:identificationVerificationStatus` = ""migration"", coreid = ""MCZ:Ich:27596"", `dwc:identificationID` = ""817874"", `dwc:scientificName` = ""Notothenia cornucola"")"
"http://n2t.net/ark:/65665/32ca67e15-3e6c-4676-a9c0-3a9aeabbe238","Off Chile, South America","urn:lsid:biocol.org:col:34871","USNM",NA,1888,"Animalia","Hippoglossina",-75.25,NA,-46.7917,"PreservedSpecimen","FISH",NA,"USNM 77393","1888-02-09","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Paralichthyidae","Hippoglossina mystacium","South Pacific Ocean",1,NA,"Holotype","iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"08881da4-7401-4250-b8f8-48a7c1a08e87","NULL"
"http://n2t.net/ark:/65665/3449eaaf4-c2a4-44b7-b052-b72f19afbda6","Chile, Puerto Montt and Canal Tenglo","urn:lsid:biocol.org:col:34871","USNM",NA,1945,"Animalia","Paralichthys",-72.97,NA,-41.5,"PreservedSpecimen","FISH","1945 Jan 18 - 0000 00 00","USNM 176467","1945-01-18","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Paralichthyidae","Paralichthys","South Pacific Ocean",1,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"ffe1b312-7239-4119-a195-3f7010840acb","NULL"
"http://n2t.net/ark:/65665/3d98f23f5-7a2a-4616-b223-9c7127788991","Chile, Castro","urn:lsid:biocol.org:col:34871","USNM",NA,1945,"Animalia","Paralichthys",-72.77,NA,-42.48,"PreservedSpecimen","FISH","1945 Jan 20 - 0000 00 00","USNM 176458","1945-01-20","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Paralichthyidae","Paralichthys","South Pacific Ocean",1,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"07527aed-d6cb-4fb4-a2df-9c82384c7390","NULL"
"http://n2t.net/ark:/65665/331fc6866-ccc1-4416-b14d-0cd18b5e4f8c","Chile, Bahia Lin","urn:lsid:biocol.org:col:34871","USNM",NA,1945,"Animalia","Paralichthys",-73.1,NA,-41.9,"PreservedSpecimen","FISH","1945 Jan 20 - 0000 00 00","USNM 176599","1945-01-20","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Paralichthyidae","Paralichthys","South Pacific Ocean",1,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"178290bc-375d-4081-bcfb-56d1384f5c0f","NULL"
"http://n2t.net/ark:/65665/3d05c7272-1331-408a-a1f0-fe687de56a31","Chile, Bahia Lin","urn:lsid:biocol.org:col:34871","USNM",NA,1945,"Animalia","Paralichthys",-73.1,NA,-41.9,"PreservedSpecimen","FISH","1945 Jan 20 - 0000 00 00","USNM 176514","1945-01-20","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Paralichthyidae","Paralichthys","South Pacific Ocean",1,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"e5699c73-eaf8-411c-90fc-0c84f3068560","NULL"
"http://n2t.net/ark:/65665/31e963589-a031-4e47-812b-b42d3c8aa08c","Chile, Castro Bay","urn:lsid:biocol.org:col:34871","USNM",NA,1945,"Animalia","Paralichthys",-72.77,NA,-42.48,"PreservedSpecimen","FISH","1945 Jan 22 - 0000 00 00","USNM 176518","1945-01-22","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Paralichthyidae","Paralichthys","South Pacific Ocean",3,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"2e848cee-6401-4077-a688-cdd53048a6bf","NULL"
"http://n2t.net/ark:/65665/3049c666f-c26c-4fa7-8582-d09256b4b212","Chile, Quemchi, Chiloe Island","urn:lsid:biocol.org:col:34871","USNM",NA,1945,"Animalia","Paralichthys",-73.48,NA,-42.1417,"PreservedSpecimen","FISH","1945 Feb 05 - 1945 Feb 06","USNM 176515","1945-02-05/1945-02-06","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Paralichthyidae","Paralichthys","South Pacific Ocean",1,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"46e9133b-4029-45ea-b187-e4972f9645a7","NULL"
"http://n2t.net/ark:/65665/3ff09a3ff-4680-4829-9d0e-15707b3b74a9","Chile, Calbuco","urn:lsid:biocol.org:col:34871","USNM",NA,1945,"Animalia","Paralichthys",-73.13,NA,-41.775,"PreservedSpecimen","FISH","1945 Feb 07 - 1945 Feb 08","USNM 176589","1945-02-07/1945-02-08","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Paralichthyidae","Paralichthys","South Pacific Ocean",3,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"72b3070e-abf3-4476-ab46-d1fcd50d1569","NULL"
"http://n2t.net/ark:/65665/329cc61c9-3d8c-4f3a-aed7-2b348e8c1a86","Near Puerto Montt Chile","urn:lsid:biocol.org:col:34871","USNM",NA,1967,"Animalia","Hippoglossina",-73.07,NA,-41.6,"PreservedSpecimen","FISH","1967 Sep 16 - 0000 00 00","USNM 362276","1967-09-16","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Paralichthyidae","Hippoglossina bollmani","South Pacific Ocean",2,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"85199b1f-ba07-49d5-80df-783b13d8d2e0","NULL"
"93a1348e-0fe0-4aed-b90e-f491ac8db300","Off Cape Saint Vincent, Queen Adelaide Archipelago",NA,"NHMUK",NA,NA,NA,"Paraliparis",-74.05,NA,-51.4583333,"PreservedSpecimen","ZOO",NA,"1887.12.7.20",NA,NA,"Liparidae","Paraliparis membranaceus Günther, 1887","Southeast Pacific Ocean",1,NA,"HOLOTYPE","iDigBio","Trawl",NA,NA,NA,"cb36da6d-3d23-49f2-98b8-f3a2825f2225","NULL"
"fe1a8ddd-65f8-4165-b106-34d8b978daaf","Strait of Magellan",NA,"NHMUK",NA,NA,NA,"Neophrynichthys",-70.9083333,NA,-53.65,"PreservedSpecimen","ZOO",NA,"1936.8.26.1109",NA,NA,"Psychrolutidae","Neophrynichthys marmoratus Regan, 1913","Southeast Pacific Ocean, Southeast Pacific Ocean",1,NA,NA,"iDigBio",NA,NA,NA,NA,"ac47c1a3-efed-4532-854b-ba922f6d2b5f","NULL"
"f6f2fc6f-e1b4-42f5-9803-a951b3f5e5fd","Magellan Strait",NA,"NHMUK",NA,NA,NA,"Paraliparis",-70.9166667,NA,-53.6916667,"PreservedSpecimen","ZOO",NA,"1936.8.26.1148",NA,NA,"Liparidae","Paraliparis sp","Southeast Pacific Ocean, Southeast Pacific Ocean",1,NA,NA,"iDigBio",NA,NA,NA,NA,"90f688cd-1c28-4842-bf25-311363dfe874","NULL"
"b6cf349f-eb4b-4376-8c1e-57255e2878ca","Magellan Strait",NA,"NHMUK",NA,NA,NA,"Paraliparis",-69.8916667,NA,-52.6583333,"PreservedSpecimen","ZOO",NA,"1936.8.26.1149",NA,NA,"Liparidae","Paraliparis sp","Southeast Pacific Ocean, Southeast Pacific Ocean",1,NA,NA,"iDigBio",NA,NA,NA,NA,"6bb6191a-f11c-4823-acb8-f941e0b18460","NULL"
"urn:uuid:005f5783-dd67-4de1-bc93-a0477eebb988","Maillen Island, 9 miles from Puerto Montt",NA,"YPM",NA,1935,"Animalia","Sebastes",-73,111111,-42,"PreservedSpecimen","VZ",NA,"YPM ICH 009313","1935-01-18",NA,"Scorpaenidae","Sebastes","Pacific Ocean",1,NA,NA,"iDigBio",NA,NA,NA,NA,"0632bd6c-8e74-4677-b5c0-117884dba1e6","NULL"
"8c50f138-6aa9-46e3-a991-fe6f4c946db2","English Narrows (Pacific Ocean)",NA,"UMMZ","RL Fricke on 'Vagabondia'",1936,NA,"Sebastes",-74.382065,NA,-48.948039,"PreservedSpecimen","ummz_fish",NA,"215346","1936-03-15",NA,"Scorpaenidae","Sebastes",NA,NA,NA,NA,"iDigBio; Fish",NA,NA,NA,NA,"bd117055-a3da-4c00-a54a-f11598723ad4","NULL"
"http://n2t.net/ark:/65665/30e3464b5-729d-4434-a217-3becf83a0853","Chile, Bahia Lin","urn:lsid:biocol.org:col:34871","USNM",NA,1945,"Animalia","Helicolenus",-73.1,NA,-41.9,"PreservedSpecimen","FISH","1945 Jan 20 - 0000 00 00","USNM 176519","1945-01-20","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Sebastidae","Helicolenus","South Pacific Ocean",1,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"db88bcbf-a390-4aed-804f-640bd40014a4","NULL"
"http://n2t.net/ark:/65665/3af6af267-224c-4d60-9f0c-664d9501c41f","Chile, Puerto Auchemo","urn:lsid:biocol.org:col:34871","USNM",NA,1945,"Animalia","Sebastes",-72.83,NA,-43.025,"PreservedSpecimen","FISH","1945 Jan 23 - 0000 00 00","USNM 176607","1945-01-23","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Sebastidae","Sebastes","South Pacific Ocean",3,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"800bb2fc-dfdf-410a-90dd-fd17f3d44577","NULL"
"http://n2t.net/ark:/65665/3828619e9-67e2-415b-a8f4-ee1f1c664b05","Chile, Puerto Auchemo","urn:lsid:biocol.org:col:34871","USNM",NA,1945,"Animalia","Sebastes",-72.83,NA,-43.025,"PreservedSpecimen","FISH","1945 January 24","USNM 176415","1945-01-24","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Sebastidae","Sebastes","South Pacific Ocean",2,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"6d3bc91f-555d-45b5-9ad8-2d532eae28ca","NULL"
"http://n2t.net/ark:/65665/3cf4d3e48-3d71-45dc-9d94-3f7d679f50e9","Chile, Puerto Auchemo","urn:lsid:biocol.org:col:34871","USNM",NA,1945,"Animalia",NA,-72.83,NA,-43.025,"PreservedSpecimen","FISH","24 Jan 1945","USNM 176416","1945-01-24","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Scorpaenidae","Scorpaenidae","South Pacific Ocean",3,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"a53a4ec5-e1bb-4a6b-8b0b-5762225700ee","NULL"
"http://n2t.net/ark:/65665/3fc358c56-3a1e-46c3-bc29-e0d29df49148","Huichas Island","urn:lsid:biocol.org:col:34871","USNM",NA,1945,"Animalia",NA,-73.5,NA,-45.175,"PreservedSpecimen","FISH","25 Jan 1945","USNM 176606","1945-01-25","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Scorpaenidae","Scorpaenidae","South Pacific Ocean",3,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"772d66b3-431f-49ae-9a32-27729c2a4920","NULL"
