"occurrenceID","locality","institutionID","institutionCode","recordedBy","year","kingdom","genus","decimalLongitude","coordinateUncertaintyInMeters","decimalLatitude","basisOfRecord","collectionCode","verbatimEventDate","catalogNumber","eventDate","collectionID","family","scientificName","waterBody","individualCount","lifeStage","typeStatus","datasetName","samplingProtocol","organismQuantityType","recordNumber","organismQuantity","uuid","Identification"
"urn:catalog:CAS:ICH:213871","San Gregorio.","http://grscicoll.org/institution/california-academy-sciences","CAS","Langilla, J.; Matamala, L.",1992,"Animalia","Austrolycus",-70.121286,6196,-52.636898,"PreservedSpecimen","ICH",NA,"213871","1992-04-25","http://grscicoll.org/institutional-collection/cas-ichthyology","Zoarcidae","Austrolycus depressiceps","Strait of Magellan",2,NA,NA,"iDigBio",NA,NA,NA,NA,"af7d5f32-f3a7-48de-be1f-c17f005a8857","NULL"
"1ad2bd44-1479-428a-977d-187968c8b2c8","Fish market","http://grbio.org/cool/iakn-125z","KU","Hartel, Karsten E",1994,"Animalia",NA,-70.1330032,NA,-53.1669998,"MaterialSample","KUIT",NA,"918","1994-10-01",NA,"Nototheniidae","Nototheniidae",NA,NA,NA,NA,"iDigBio; University of Kansas Biodiversity Institute Fish Tissue Collection",NA,NA,NA,NA,"b65fa40a-98e8-40e7-bfca-f0eab50b1563","NULL"
"1a699665-0822-459c-a1a0-e505d590303c","Intertidal pools of river that originates in Lago Camillo on Isla Magdalena and flows to Seno Soto",NA,"TNHC","Dean Hendrickson|John Jennings",1995,"Animalia","Eleginops",-72.916667,1000,-44.533333,"PreservedSpecimen","Ichthyology Collection",NA,"000068432","1995-01-24",NA,"Eleginopidae","Eleginops maclovinus",NA,NA,NA,NA,"iDigBio",NA,NA,NA,NA,"aa075441-c36a-40a3-9674-49967cc98dbf","NULL"
"9900638c-080c-4f2f-b29d-c21349bcfe5a","Intertidal pools of river that originates in Lago Camillo on Isla Magdalena and flows to Seno Soto",NA,"TNHC","Dean Hendrickson|John Jennings",1995,"Animalia","Eleginops",-72.916667,1000,-44.533333,"PreservedSpecimen","Ichthyology Collection",NA,"000068431","1995-01-24",NA,"Eleginopidae","Eleginops maclovinus",NA,NA,NA,NA,"iDigBio",NA,NA,NA,NA,"d10228ea-633a-4408-b071-2468869ef148","NULL"
"URI:catalog:ROM:Ichthyology:81201","Punta Arenas, Rio Pescado",NA,"ROM","Peck, M.;Baker, A.",1995,"Animalia","Eleginops",-70.9,NA,-52.91667,"PreservedSpecimen","Fishes","19950215","81201","1995-02-15","urn:lsid:biocol.org:col:35195","Eleginopsidae","Eleginops maclovinus",NA,1,NA,NA,"iDigBio; Ichthyology",NA,NA,"6287-04","1","7caff2ca-7b36-44b5-b1da-a213ac5047db","NULL"
"urn:uuid:3c4b70c6-2c5f-4460-a53b-797b766b15ed",NA,NA,"YPM","Jorge Calvo",1996,"Animalia","Eleginops",-68.3,6404,-54.8,"PreservedSpecimen","VZ",NA,"YPM ICH 031851","1996-07",NA,"Eleginopidae","Eleginops maclovinus",NA,1,NA,NA,"iDigBio",NA,NA,NA,NA,"5301b096-1d79-41f8-bca4-20ce1bfb3f5c","NULL"
"urn:uuid:2cb56027-6bd8-4ede-adaf-cb935d6e46c5",NA,NA,"YPM","Jorge Calvo",1996,"Animalia","Patagonotothen",-68.3,6404,-54.8,"PreservedSpecimen","VZ",NA,"YPM ICH 031853","1996-07",NA,"Nototheniidae","Patagonotothen tessellata",NA,1,NA,NA,"iDigBio",NA,NA,NA,NA,"ce11aa6c-b067-4277-8440-71c8cf9e0eb6","NULL"
"urn:uuid:25496b92-7bca-4371-a04c-ce8a96fb12c5",NA,NA,"YPM","Jorge Calvo",1996,"Animalia","Paranotothenia",-68.3,6404,-54.8,"PreservedSpecimen","VZ",NA,"YPM ICH 031852","1996-07",NA,"Nototheniidae","Paranotothenia magellanica",NA,1,NA,NA,"iDigBio",NA,NA,NA,NA,"f44fb864-1a75-43b1-8e79-1532fa9f2f0f","NULL"
"urn:uuid:f6727009-04ef-4efe-834b-871b35962bb7","Punta Arenas fish market",NA,"YPM",NA,2003,"Animalia","Eleginops",-70.890239,5292,-53.158695,"PreservedSpecimen","VZ",NA,"YPM ICH 016654.003","2003-03-07",NA,"Eleginopidae","Eleginops maclovinus",NA,1,NA,NA,"iDigBio",NA,NA,NA,NA,"3ce63336-2642-4c20-91b3-3d38b165f35e","NULL"
"urn:uuid:29b50494-9c6b-445e-800c-0b1ae2f39b86","Punta Arenas fish market",NA,"YPM",NA,2003,"Animalia","Eleginops",-70.890239,5292,-53.158695,"PreservedSpecimen","VZ",NA,"YPM ICH 016654.007","2003-03-07",NA,"Eleginopidae","Eleginops maclovinus",NA,1,NA,NA,"iDigBio",NA,NA,NA,NA,"3dac96da-2f2d-41df-828a-9797e792f5ba","NULL"
"urn:uuid:0c341550-f01c-4c11-85d1-2f8dc2fba802","Punta Arenas fish market",NA,"YPM",NA,2003,"Animalia","Eleginops",-70.890239,5292,-53.158695,"PreservedSpecimen","VZ",NA,"YPM ICH 016654.002","2003-03-07",NA,"Eleginopidae","Eleginops maclovinus",NA,1,NA,NA,"iDigBio",NA,NA,NA,NA,"4eb77bda-c590-4bed-a774-e580f969df49","NULL"
"urn:uuid:161b2120-bf4c-4f7a-bfee-2d2c6a639b2c","Punta Arenas fish market",NA,"YPM",NA,2003,"Animalia","Eleginops",-70.890239,5292,-53.158695,"PreservedSpecimen","VZ",NA,"YPM ICH 016654.005","2003-03-07",NA,"Eleginopidae","Eleginops maclovinus",NA,1,NA,NA,"iDigBio",NA,NA,NA,NA,"70aef9dc-0036-455e-ac49-9c549ec87bf3","NULL"
"urn:uuid:f3d82b29-4382-4589-975a-f2ac7d730fc5","Punta Arenas fish market",NA,"YPM",NA,2003,"Animalia","Eleginops",-70.890239,5292,-53.158695,"PreservedSpecimen","VZ",NA,"YPM ICH 016654.006","2003-03-07",NA,"Eleginopidae","Eleginops maclovinus",NA,1,NA,NA,"iDigBio",NA,NA,NA,NA,"a0aa6056-e13b-49ca-ab6f-8c890d938dcd","NULL"
"urn:uuid:3231d55a-4668-41a8-b6b1-e6ef9dae65ca","Punta Arenas fish market",NA,"YPM",NA,2003,"Animalia","Eleginops",-70.890239,5292,-53.158695,"PreservedSpecimen","VZ",NA,"YPM ICH 016654.004","2003-03-07",NA,"Eleginopidae","Eleginops maclovinus",NA,1,NA,NA,"iDigBio",NA,NA,NA,NA,"cdb24bec-e963-4dc7-aa5f-b094b695b745","NULL"
"urn:uuid:5fd31c8d-c305-489e-bfdb-9e65bdc3d612","Punta Arenas fish market",NA,"YPM",NA,2003,"Animalia","Eleginops",-70.890239,5292,-53.158695,"PreservedSpecimen","VZ",NA,"YPM ICH 016654.001","2003-03-07",NA,"Eleginopidae","Eleginops maclovinus",NA,6,NA,NA,"iDigBio",NA,NA,NA,NA,"d3c33de3-1c65-451b-b79a-8a77e732b344","NULL"
"urn:uuid:087bf9bc-edbb-4174-b840-cba72a3a6c78","Ushuaia Bay",NA,"YPM","Daniel Fernandez",2005,"Animalia","Patagonotothen",-67.495938,74567,-54.919751,"PreservedSpecimen","VZ",NA,"YPM ICH 020125.005","2005-12-20/2006-01-12",NA,"Nototheniidae","Patagonotothen sima","Atlantic Ocean",1,NA,NA,"iDigBio",NA,NA,NA,NA,"039ba920-b89c-4d90-8443-3734afe8e937","NULL"
"urn:uuid:42939b69-a63c-4ad8-9651-76798622ab17","Ushuaia Bay",NA,"YPM","Daniel Fernandez",2005,"Animalia","Patagonotothen",-67.495938,74567,-54.919751,"PreservedSpecimen","VZ",NA,"YPM ICH 020085.006","2005-12-20/2006-01-12",NA,"Nototheniidae","Patagonotothen cornucola","Atlantic Ocean",1,NA,NA,"iDigBio",NA,NA,NA,NA,"080db8da-d5d6-4e06-a54a-a08e011ad04b","NULL"
"urn:uuid:d24c7ba1-f3c8-4259-a1d2-0cf7fb3c3da7","Ushuaia Bay",NA,"YPM","Daniel Fernandez",2005,"Animalia","Patagonotothen",-67.495938,74567,-54.919751,"PreservedSpecimen","VZ",NA,"YPM ICH 020127.001","2005-12-20/2006-01-12",NA,"Nototheniidae","Patagonotothen longipes","Atlantic Ocean",6,NA,NA,"iDigBio",NA,NA,NA,NA,"0e4fb234-5476-4d85-a4fd-a50eb9867765","NULL"
"urn:uuid:75598498-3170-481f-ad38-74b479b2a448","Ushuaia Bay",NA,"YPM","Daniel Fernandez",2005,"Animalia","Patagonotothen",-67.495938,74567,-54.919751,"PreservedSpecimen","VZ",NA,"YPM ICH 020125.003","2005-12-20/2006-01-12",NA,"Nototheniidae","Patagonotothen sima","Atlantic Ocean",1,NA,NA,"iDigBio",NA,NA,NA,NA,"251b23f9-c56a-4b78-b0c7-0ebd151c99bc","NULL"
"urn:uuid:dc2f9ead-b937-4336-ab72-78a82460b73f","Ushuaia Bay",NA,"YPM","Daniel Fernandez",2005,"Animalia","Patagonotothen",-67.495938,74567,-54.919751,"PreservedSpecimen","VZ",NA,"YPM ICH 020127.007","2005-12-20/2006-01-12",NA,"Nototheniidae","Patagonotothen longipes","Atlantic Ocean",1,NA,NA,"iDigBio",NA,NA,NA,NA,"28384728-a6f4-49ee-bc7c-37e18fb237e3","NULL"
"urn:uuid:e1edfdbe-5852-434c-940f-ad6fa7f8fef2","Ushuaia Bay",NA,"YPM","Daniel Fernandez",2005,"Animalia","Patagonotothen",-67.495938,74567,-54.919751,"PreservedSpecimen","VZ",NA,"YPM ICH 020085.008","2005-12-20/2006-01-12",NA,"Nototheniidae","Patagonotothen cornucola","Atlantic Ocean",1,NA,NA,"iDigBio",NA,NA,NA,NA,"33fd75ea-5d06-46b7-a43e-796b7dea45a9","NULL"
"urn:uuid:f40147c1-e22b-4ce1-87fe-08788c66ba0c","Ushuaia Bay",NA,"YPM","Daniel Fernandez",2005,"Animalia","Patagonotothen",-67.495938,74567,-54.919751,"PreservedSpecimen","VZ",NA,"YPM ICH 020125.002","2005-12-20/2006-01-12",NA,"Nototheniidae","Patagonotothen sima","Atlantic Ocean",1,NA,NA,"iDigBio",NA,NA,NA,NA,"53089188-ff8f-475a-a003-aa124e6292a8","NULL"
"urn:uuid:29e5fca0-b700-46de-996c-f41aa30b95a0","Ushuaia Bay",NA,"YPM","Daniel Fernandez",2005,"Animalia","Patagonotothen",-67.495938,74567,-54.919751,"PreservedSpecimen","VZ",NA,"YPM ICH 020126.001","2005-12-20/2006-01-12",NA,"Nototheniidae","Patagonotothen","Atlantic Ocean",2,NA,NA,"iDigBio",NA,NA,NA,NA,"6121cf70-112f-4464-92cf-d219ebf10831","NULL"
"urn:uuid:364e8980-bff1-400f-88da-7f64b578b128","Ushuaia Bay",NA,"YPM","Daniel Fernandez",2005,"Animalia","Patagonotothen",-67.495938,74567,-54.919751,"PreservedSpecimen","VZ",NA,"YPM ICH 020127.005","2005-12-20/2006-01-12",NA,"Nototheniidae","Patagonotothen longipes","Atlantic Ocean",1,NA,NA,"iDigBio",NA,NA,NA,NA,"7ec1c610-236f-4720-94d9-3baf84f992bc","NULL"
"urn:uuid:a9dc39c5-334f-4a3b-bfb3-2e92b797c3a6","Ushuaia Bay",NA,"YPM","Daniel Fernandez",2005,"Animalia","Patagonotothen",-67.495938,74567,-54.919751,"PreservedSpecimen","VZ",NA,"YPM ICH 020085.002","2005-12-20/2006-01-12",NA,"Nototheniidae","Patagonotothen cornucola","Atlantic Ocean",1,NA,NA,"iDigBio",NA,NA,NA,NA,"8d2bb027-7800-4b0a-bab4-ace5b961be02","NULL"
"urn:uuid:a72f3145-85f5-4dc0-9685-f952be653960","Ushuaia Bay",NA,"YPM","Daniel Fernandez",2005,"Animalia","Patagonotothen",-67.495938,74567,-54.919751,"PreservedSpecimen","VZ",NA,"YPM ICH 020127.003","2005-12-20/2006-01-12",NA,"Nototheniidae","Patagonotothen longipes","Atlantic Ocean",1,NA,NA,"iDigBio",NA,NA,NA,NA,"8e305f77-71b5-4ac0-bc84-62085804ecb1","NULL"
"urn:uuid:0f6f09c8-d4ef-4c10-a9a2-cf7e20eae5ca","Ushuaia Bay",NA,"YPM","Daniel Fernandez",2005,"Animalia","Patagonotothen",-67.495938,74567,-54.919751,"PreservedSpecimen","VZ",NA,"YPM ICH 020085.004","2005-12-20/2006-01-12",NA,"Nototheniidae","Patagonotothen cornucola","Atlantic Ocean",1,NA,NA,"iDigBio",NA,NA,NA,NA,"9125e9bb-d136-45a5-9eb8-bd5828ca0417","NULL"
"urn:uuid:32e55585-9aff-4f99-a3e5-23dfe3a0856a","Ushuaia Bay",NA,"YPM","Daniel Fernandez",2005,"Animalia","Patagonotothen",-67.495938,74567,-54.919751,"PreservedSpecimen","VZ",NA,"YPM ICH 020127.006","2005-12-20/2006-01-12",NA,"Nototheniidae","Patagonotothen longipes","Atlantic Ocean",1,NA,NA,"iDigBio",NA,NA,NA,NA,"9d96e8de-a6b2-4ea2-bc01-f1f7a68865a1","NULL"
"urn:uuid:07fc456c-d425-4b96-930a-7a802e9a598b","Ushuaia Bay",NA,"YPM","Daniel Fernandez",2005,"Animalia","Patagonotothen",-67.495938,74567,-54.919751,"PreservedSpecimen","VZ",NA,"YPM ICH 020126.002","2005-12-20/2006-01-12",NA,"Nototheniidae","Patagonotothen cornucola","Atlantic Ocean",1,NA,NA,"iDigBio",NA,NA,NA,NA,"9f7b008a-e41c-47b0-bccc-d5e6d05ee8fc","NULL"
"urn:uuid:0654ddb4-f071-4aee-84da-10b0762e74b6","Ushuaia Bay",NA,"YPM","Daniel Fernandez",2005,"Animalia","Patagonotothen",-67.495938,74567,-54.919751,"PreservedSpecimen","VZ",NA,"YPM ICH 020127.004","2005-12-20/2006-01-12",NA,"Nototheniidae","Patagonotothen longipes","Atlantic Ocean",1,NA,NA,"iDigBio",NA,NA,NA,NA,"a22b4fc2-7d1b-468e-b2c6-882bb21ac298","NULL"
"urn:uuid:3b34463b-3b4f-4d39-ab3c-6c46e66d3197","Ushuaia Bay",NA,"YPM","Daniel Fernandez",2005,"Animalia","Patagonotothen",-67.495938,74567,-54.919751,"PreservedSpecimen","VZ",NA,"YPM ICH 020085.005","2005-12-20/2006-01-12",NA,"Nototheniidae","Patagonotothen cornucola","Atlantic Ocean",1,NA,NA,"iDigBio",NA,NA,NA,NA,"b8caf939-43d7-4fe0-899b-d4211f647488","NULL"
"urn:uuid:19ba22e2-13ab-490f-b483-19955a19273f","Ushuaia Bay",NA,"YPM","Daniel Fernandez",2005,"Animalia","Patagonotothen",-67.495938,74567,-54.919751,"PreservedSpecimen","VZ",NA,"YPM ICH 020085.003","2005-12-20/2006-01-12",NA,"Nototheniidae","Patagonotothen cornucola","Atlantic Ocean",1,NA,NA,"iDigBio",NA,NA,NA,NA,"c6c9bfdf-8e20-40d9-8e05-a3615cbd987a","NULL"
"urn:uuid:5db82714-21f6-41b7-83d9-4f83a5951aa0","Ushuaia Bay",NA,"YPM","Daniel Fernandez",2005,"Animalia","Patagonotothen",-67.495938,74567,-54.919751,"PreservedSpecimen","VZ",NA,"YPM ICH 020085.001","2005-12-20/2006-01-12",NA,"Nototheniidae","Patagonotothen cornucola","Atlantic Ocean",7,NA,NA,"iDigBio",NA,NA,NA,NA,"d68c6f0b-202b-473f-b92b-a76a6f15462f","NULL"
"urn:uuid:73f868b3-70e8-48f5-9770-bdce7297a446","Ushuaia Bay",NA,"YPM","Daniel Fernandez",2005,"Animalia","Patagonotothen",-67.495938,74567,-54.919751,"PreservedSpecimen","VZ",NA,"YPM ICH 020125.004","2005-12-20/2006-01-12",NA,"Nototheniidae","Patagonotothen sima","Atlantic Ocean",1,NA,NA,"iDigBio",NA,NA,NA,NA,"db56e962-5401-47a9-87d3-4e67b703d569","NULL"
"urn:uuid:a95fa259-50b4-4f8a-9648-cd22c0f6c532","Ushuaia Bay",NA,"YPM","Daniel Fernandez",2005,"Animalia","Patagonotothen",-67.495938,74567,-54.919751,"PreservedSpecimen","VZ",NA,"YPM ICH 020125.001","2005-12-20/2006-01-12",NA,"Nototheniidae","Patagonotothen sima","Atlantic Ocean",4,NA,NA,"iDigBio",NA,NA,NA,NA,"ec7183d4-cb3b-4573-ab7d-69f53b98ab40","NULL"
"urn:uuid:7375e1e9-81ce-4639-befd-70938c1240b3","Ushuaia Bay",NA,"YPM","Daniel Fernandez",2005,"Animalia","Patagonotothen",-67.495938,74567,-54.919751,"PreservedSpecimen","VZ",NA,"YPM ICH 020085.007","2005-12-20/2006-01-12",NA,"Nototheniidae","Patagonotothen cornucola","Atlantic Ocean",1,NA,NA,"iDigBio",NA,NA,NA,NA,"ed5ef58c-0dec-490b-b9aa-3d57f1ed1fcc","NULL"
"urn:uuid:3bfa8995-0b2f-47b4-a0da-42166e07c39f","Ushuaia Bay",NA,"YPM","Daniel Fernandez",2005,"Animalia","Patagonotothen",-67.495938,74567,-54.919751,"PreservedSpecimen","VZ",NA,"YPM ICH 020127.002","2005-12-20/2006-01-12",NA,"Nototheniidae","Patagonotothen longipes","Atlantic Ocean",1,NA,NA,"iDigBio",NA,NA,NA,NA,"f331c478-94f5-44e2-a6b3-02866e0c34bd","NULL"
"urn:uuid:d6a924b3-4d57-4614-b36f-7e1c675352ec","Punta Arenas fish market",NA,"YPM","Thomas J. Near",2006,"Animalia","Eleginops",-70.890239,5292,-53.158695,"PreservedSpecimen","VZ",NA,"YPM ICH 016549.001","2006-02-15",NA,"Eleginopidae","Eleginops maclovinus",NA,3,NA,NA,"iDigBio",NA,NA,NA,NA,"55f7c80e-e9ef-4d92-8b3e-c1c4fc90ac22","NULL"
"urn:uuid:16ae198d-5ad4-43fe-82aa-5844c27d67a5","Punta Arenas fish market",NA,"YPM","Thomas J. Near",2006,"Animalia","Eleginops",-70.890239,5292,-53.158695,"PreservedSpecimen","VZ",NA,"YPM ICH 016549.002","2006-02-15",NA,"Eleginopidae","Eleginops maclovinus",NA,1,NA,NA,"iDigBio",NA,NA,NA,NA,"7c3f8988-04a5-456f-a8c6-af6a46e80b09","NULL"
"urn:uuid:d6a99b42-bce1-42bc-ad21-57a380efb419","Punta Arenas fish market",NA,"YPM","Thomas J. Near",2006,"Animalia","Eleginops",-70.890239,5292,-53.158695,"PreservedSpecimen","VZ",NA,"YPM ICH 016549.004","2006-02-15",NA,"Eleginopidae","Eleginops maclovinus",NA,1,NA,NA,"iDigBio",NA,NA,NA,NA,"7d9f1e85-9c09-434f-86ae-e06b91ba9ffa","NULL"
"urn:uuid:f48d0921-6145-4160-8e87-8fdac1692525","Punta Arenas fish market",NA,"YPM","Thomas J. Near",2006,"Animalia","Eleginops",-70.890239,5292,-53.158695,"PreservedSpecimen","VZ",NA,"YPM ICH 016549.003","2006-02-15",NA,"Eleginopidae","Eleginops maclovinus",NA,1,NA,NA,"iDigBio",NA,NA,NA,NA,"fc4589ff-5013-4539-830f-8bd1c9608d8b","NULL"
"MCZ:Ich:27607","Cabo de Hornos, Orange Bay","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ",NA,1884,"Animalia","Harpagifer",-67.26,115000,-56.01,"PreservedSpecimen","Ich","1884-1884","27607","1884-01-01/1884-12-31",NA,"Harpagiferidae","Harpagifer bispinis (Forster, 1801)","Pacific, Southeast",2,"adult",NA,"iDigBio",NA,NA,NA,NA,"01473a96-a8f7-46b2-a6c0-dfb0b9fa8302","list(`dwc:identifiedBy` = ""Cards"", `dwc:identificationRemarks` = ""[MUSE DETERMINER: Cards]"", `dwc:identificationVerificationStatus` = ""migration"", coreid = ""MCZ:Ich:27607"", `dwc:identificationID` = ""817886"", `dwc:scientificName` = ""Harpagifer bispinis"")"
"MCZ:Ich:159095","Fish Market in Punta Arenas","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Karsten E. Hartel",1994,"Animalia","Eleginops",-70.89024,5292,-53.1587,"PreservedSpecimen","Ich","0/10/1994-0/10/1994","159095","1994-10-01/1994-10-31",NA,"Nototheniidae","Eleginops maclovinus (Cuvier, 1830)","Pacific, Southeast",1,"adult",NA,"iDigBio",NA,NA,NA,NA,"03af4583-ec45-470e-8a78-86759bef152c","list(`dwc:identifiedBy` = ""Karsten E. Hartel"", `dwc:identificationRemarks` = ""[MUSE DETERMINER: Hartel_KE/2001]"", `dwc:identificationVerificationStatus` = ""migration"", coreid = ""MCZ:Ich:159095"", `dwc:identificationID` = ""959855"", `dwc:scientificName` = ""Eleginops maclovinus"")"
"urn:catalog:CAS:SU(ICH):22681","Patagonia, Mayne Harbor.","http://grscicoll.org/institution/california-academy-sciences","CAS","U.S. Fish Commission",NA,"Animalia","Notothenia",-74.083147,177,-51.316728,"PreservedSpecimen","SU(ICH)",NA,"22681",NA,"http://grscicoll.org/institutional-collection/cas-ichthyology","Nototheniidae","Notothenia tesselata",NA,27,NA,NA,"iDigBio",NA,NA,NA,NA,"040b70d3-98dd-4cbd-a933-e3083d2bfd24","NULL"
"http://n2t.net/ark:/65665/3fab0b4d6-01df-4718-b8d7-4d055c6a09c0","Chile: Castro","urn:lsid:biocol.org:col:34871","USNM",NA,NA,"Animalia","Thyrsites",-72.77,NA,-42.48,"PreservedSpecimen","FISH","0000 00 00 - 0000 00 00","USNM 176457",NA,"urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Gempylidae","Thyrsites atun","South Pacific Ocean, Gulf of Ancud",2,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"08a7582c-aa98-4197-8dc5-07e228a4f7f3","NULL"
"urn:catalog:CAS:SU(ICH):22724","Sandy Point.","http://grscicoll.org/institution/california-academy-sciences","CAS","U.S. Fish Commission",NA,"Animalia","Notothenia",-70.877879,5292,-53.161165,"PreservedSpecimen","SU(ICH)","1887-88","22724",NA,"http://grscicoll.org/institutional-collection/cas-ichthyology","Nototheniidae","Notothenia latifrons","Estrecho de Magallanes",1,NA,"paratype","iDigBio",NA,NA,NA,NA,"09bc4430-f795-4f6f-a97e-a1b207ae1c9d","NULL"
"cf3f27ba-2243-48c8-8c77-84fc400c5f24","Gulf of corcovado, west of Isla Talcon, Pumalin","https://scientific-collections.gbif.org/institution/2fc908ba-e775-49e2-bffe-6b9041c3b70f","LACM","James H McLean",1975,"Animalia","Pennaclinus",-72.87,NA,-42.7,"PreservedSpecimen","Fish","4-6 Nov 1975","38213.001","1975-11-04","https://scientific-collections.gbif.org/collection/439095a6-e9e0-412b-b770-2a9200251977","Labrisomidae","Pennaclinus racemarius","South Pacific",3,NA,NA,"iDigBio; LACM Vertebrates",NA,"individuals","75-14","3","0eb7f9cb-eb20-4c88-b782-034357132318","NULL"
"http://n2t.net/ark:/65665/32b111257-fbd6-4baf-9fef-b94c8bb23218","S. Philip Bay, Chile, S.A.","urn:lsid:biocol.org:col:34871","USNM",NA,NA,"Animalia","Iluocoetes",-69.8917,NA,-52.6583,"PreservedSpecimen","FISH","0000 00 00 - 0000 00 00","USNM 103786",NA,"urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Zoarcidae","Iluocoetes elongatus",NA,1,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"1a3a3571-fc39-4b9f-b36c-cfe3474b3caf","NULL"
"f6488f14-b49e-460c-851f-c7a40d1bb42d","Magellan Strait, Penin.  Brunswick, cove south of Pta. Askew, Puerto el Hambre.","https://scientific-collections.gbif.org/institution/2fc908ba-e775-49e2-bffe-6b9041c3b70f","LACM","James H McLean",1975,"Animalia","Austrolycus",-70.93,NA,-53.62,"PreservedSpecimen","Fish","16 & 19 nov 1975","38214.002","1975-11-16","https://scientific-collections.gbif.org/collection/439095a6-e9e0-412b-b770-2a9200251977","Zoarcidae","Austrolycus depressiceps","Eastern Pacific",2,NA,NA,"iDigBio; LACM Vertebrates",NA,"individuals","75-49","2","1cc7cafd-4e76-4dee-935a-52b99df7f3eb","NULL"
"urn:catalog:CAS:SU(ICH):22723","Laredo Bay.","http://grscicoll.org/institution/california-academy-sciences","CAS","U.S. Fish Commission",NA,"Animalia","Notothenia",-70.792139,2333,-52.968576,"PreservedSpecimen","SU(ICH)",NA,"22723",NA,"http://grscicoll.org/institutional-collection/cas-ichthyology","Nototheniidae","Notothenia gilberti","Estrecho de Magallanes",1,NA,"paratype","iDigBio",NA,NA,NA,NA,"1d81edfd-4824-420e-990a-ae8f118e83ae","NULL"
"urn:catalog:CAS:SU(ICH):22714","Port Churruca","http://grscicoll.org/institution/california-academy-sciences","CAS","U.S. Fish Commission",NA,"Animalia","Notothenia",-73.925944,525,-53.013258,"PreservedSpecimen","SU(ICH)",NA,"22714",NA,"http://grscicoll.org/institutional-collection/cas-ichthyology","Nototheniidae","Notothenia sima","Estrecho de Magallanes",1,NA,NA,"iDigBio",NA,NA,NA,NA,"200d2e01-0ac1-4fa3-8ca7-a4dccd45e5c5","NULL"
"MCZ:Ich:12849","Eden Harbor [=Puerto Eden]","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Hassler Expedition",1872,"Animalia","Notothenia",-74.46,115000,-49.16,"PreservedSpecimen","Ich","1872-1872","12849","1872-01-01/1872-12-31",NA,"Nototheniidae","Notothenia tessellata Richardson, 1845","Pacific, Southeast",7,"adult",NA,"iDigBio",NA,NA,NA,NA,"230d7942-d14b-475d-b688-997a5633772c","list(`dwc:identifiedBy` = ""Cards"", `dwc:identificationRemarks` = ""[MUSE DETERMINER: Cards]"", `dwc:identificationVerificationStatus` = ""migration"", coreid = ""MCZ:Ich:12849"", `dwc:identificationID` = ""797521"", `dwc:scientificName` = ""Notothenia tessellata"")"
"http://n2t.net/ark:/65665/3b6709ac3-d54f-442e-bd3d-fc88855a9007","St. of Magellan, S.A.","urn:lsid:biocol.org:col:34871","USNM",NA,NA,"Animalia","Patagonotothen",-70.9083,NA,-53.65,"PreservedSpecimen","FISH","0000 00 00 - 0000 00 00","USNM 103789",NA,"urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Nototheniidae","Patagonotothen longipes","South Pacific Ocean",1,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"24294d19-6b08-4cd4-8c42-637e1823df12","NULL"
"MCZ:Ich:12843","off Straits of Magellan, Puerto Bueno","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Hassler Expedition",1872,"Animalia","Notothenia",-74.21539,795,-50.99286,"PreservedSpecimen","Ich","30/3/1872-1/4/1872","12843","1872-03-30/1872-04-01",NA,"Nototheniidae","Notothenia tessellata Richardson, 1845","Pacific, Southeast",2,"adult",NA,"iDigBio",NA,NA,NA,NA,"2b32acd7-fe19-4899-ac17-75c4b17c7889","list(`dwc:identifiedBy` = ""Cards"", `dwc:identificationRemarks` = ""[MUSE DETERMINER: Cards]"", `dwc:identificationVerificationStatus` = ""migration"", coreid = ""MCZ:Ich:12843"", `dwc:identificationID` = ""797515"", `dwc:scientificName` = ""Notothenia tessellata"")"
"edec253f-554e-44a5-8ff5-38bf1444d1b4","Puerto el Hambre, cove south of Punta Askew, Peninsula Brunswick, Magellan Strait.","https://scientific-collections.gbif.org/institution/2fc908ba-e775-49e2-bffe-6b9041c3b70f","LACM","J.H. McLean",1975,"Animalia","Maynea",-70.93,NA,-53.62,"PreservedSpecimen","Fish","16 & 19 Nov. 1975","35560.003","1975-11-16","https://scientific-collections.gbif.org/collection/439095a6-e9e0-412b-b770-2a9200251977","Zoarcidae","Maynea","South Pacific",1,NA,NA,"iDigBio; LACM Vertebrates","Capture Method: Hand","individuals","75-49","1","36f226db-186d-4dda-9abd-c895820e804e","NULL"
