checkbackmatch,id_CC,datasetName,decimalLatitude,decimalLongitude,canonicalName,year,eventDate,locality,catalogNumber,bibliographicCitation,institutionCode,occurrenceID,duplicated_CC,spatialClust_CC,recordedBy,identifiedBy,institutionID,occurrenceStatus,collectionCode,collectionID,rObjectRank_CC,scientificName,individualCount,samplingProtocol,locationRemarks,associatedReferences,license,rightsHolder,accessRights,basisOfRecord,coordinateUncertaintyInMeters,verbatimEventDate,waterBody,lifeStage,typeStatus,organismQuantityType,recordNumber,organismQuantity,uuid,Identification,higherClassification,stateProvince,month,references,startDayOfYear,taxonRank,specificEpithet,countryCode,geodeticDatum,higherGeography,verbatimLocality,day,eventID,class,language,country,georeferenceVerificationStatus,modified,nomenclaturalCode,continent,endDayOfYear,georeferencedDate,georeferenceProtocol,georeferencedBy,habitat,eventRemarks,preparations,fieldNumber,georeferenceSources,scientificNameAuthorship,georeferenceRemarks,county,otherCatalogNumbers,establishmentMeans,dynamicProperties,occurrenceRemarks,island,verbatimDepth,maximumDepthInMeters,minimumDepthInMeters,footprintWKT,verbatimCoordinateSystem,identificationVerificationStatus,disposition,ownerInstitutionCode,islandGroup,identificationRemarks,municipality,vernacularName,previousIdentifications,locationAccordingTo,sex,eventTime,locationID,organismID,datasetID,associatedMedia,infraspecificEpithet,verbatimLongitude,verbatimLatitude,materialSampleID,subgenus,minimumElevationInMeters,maximumElevationInMeters,namePublishedInID,scientificNameID,namePublishedInYear,namePublishedIn,verbatimCoordinates,originalNameUsage,associatedSequences,identificationQualifier,verbatimElevation,earliestAgeOrLowestStage,verbatimTaxonRank,formation,lithostratigraphicTerms,latestAgeOrHighestStage,group,member,lowestBiostratigraphicZone,highestBiostratigraphicZone,bed,earliestPeriodOrLowestSystem,earliestEpochOrLowestSeries,latestEonOrHighestEonothem,earliestEraOrLowestErathem,earliestEonOrLowestEonothem,latestEraOrHighestErathem,geologicalContextID,latestPeriodOrHighestSystem,latestEpochOrHighestSeries,samplingEffort,recordedByID,dateIdentified,taxonID,gbifID,datasetKey,verbatimScientificName,verbatimScientificNameAuthorship,publishingOrgKey,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,taxonKey,speciesKey,lastInterpreted,mediaType,issue,verbatimSRS,sampleSizeValue,sampleSizeUnit,scientificName_Old,IncludePewProAP,rank,kingdom,phylum,order,family,genus,species
,6886,Darwin Initiative Fish Atlas,-44.75946944,-72.65336944,Salmo trutta,1998,1998-03-13,Río Cisnes,NA,"García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food and Rural Affairs, grant EIDPO041, UK.",NA,NA,FALSE,366,Angler,NA,NA,NA,NA,NA,2,"Salmo trutta Linnaeus, 1758",1,NA,RCIS,,CC BY-NC 4.0,Carlos García de Leaniz y Gonzalo Gajardo,not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salmo trutta,1,SPECIES,Animalia,Chordata,Salmoniformes,Salmonidae,Salmo,Salmo trutta
,6887,GBIF,-44.51,-72.6533,Atheriniformes,1995,1995-10-27,,,NA,SHOA,CIMAR1_88_sp16,FALSE,1582,,,NA,PRESENT,CIMAR1_Fernando Balbontin_larvas,NA,8,Atheriniformes,NA,NA,NA,NA,CC_BY_NC_4_0,,NA,MATERIAL_SAMPLE,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,,10,NA,NA,ORDER,NA,CL,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,5189134383,217d4518-f786-4b75-b901-6d57de51a901,Atheriniformes,,528e9373-674e-48d0-a641-d0ae998c5ba0,NA,NA,NA,125,125,496,NA,2025-11-25T13:06:23.437Z,,CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE,NA,NA,NA,Atheriniformes,1,ORDER,Animalia,Chordata,Atheriniformes,NA,NA,NA
,6888,SUBPESCA-1,-41.469871,-72.65314,Oncorhynchus mykiss,2013,2013,NA,27241,CEA (2013) Identificacion De Areas De Importancia Ambiental (Aia) En El Río Chamiza Y Lago Chapo,NA,NA,FALSE,3060,NA,NA,NA,NA,NA,NA,11,"Oncorhynchus mykiss (Walbaum, 1792)",1,Pesca electrica,CHAM-17,NA,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5406422,695973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,NA,NA,Oncorhynchus mykiss,1,SPECIES,Animalia,Chordata,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus mykiss
,6889,SUBPESCA-2,-41.608119,-72.652683,Salmo salar,2014,2014-07-01,Chaicas,NA,"Gaman Limno Studies Ltda. (2014) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R.EX N°767/2014. Proyecto: Estudio Línea base de tipo limnológico del proyecto hidroeléctrico Chaica en el río Lenca, comuna de Puerto Montt, X Región. Mandante: Ingenium Civil S.A",NA,NA,TRUE,3187,NA,NA,NA,NA,NA,NA,12,"Salmo salar Linnaeus, 1758",1,1. PESCA ELÉCTRICA,E4,NA,revisar,NA,Publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Región de Los Lagos,7,NA,NA,NA,NA,CL,NA,NA,NA,NA,NA,NA,NA,Chile,NA,NA,NA,Sudamérica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Provincia de Llanquihue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Comuna de Puerto Montt,Salmón del Atlántico,NA,NA,NA,0.354166666666667,NA,NA,NA,NA,NA,"72°39'9.66""O","41°36'29.23""S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,(IND/HORA),Salmo salar,1,SPECIES,Animalia,Chordata,Salmoniformes,Salmonidae,Salmo,Salmo salar
,6891,SUBPESCA-2,-41.608119,-72.652683,Salmo trutta,2014,2014-03-01,Chaicas,NA,"Gaman Limno Studies Ltda. (2014) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R.EX N°767/2014. Proyecto: Estudio Línea base de tipo limnológico del proyecto hidroeléctrico Chaica en el río Lenca, comuna de Puerto Montt, X Región. Mandante: Ingenium Civil S.A",NA,NA,FALSE,3187,NA,NA,NA,NA,NA,NA,12,"Salmo trutta Linnaeus, 1758",1,1. PESCA ELÉCTRICA,E4,NA,revisar,NA,Publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Región de Los Lagos,3,NA,NA,NA,NA,CL,NA,NA,NA,NA,NA,NA,NA,Chile,NA,NA,NA,Sudamérica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Provincia de Llanquihue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Comuna de Puerto Montt,Trucha café,NA,NA,NA,0.333333333333333,NA,NA,NA,NA,NA,"72°39'9.66""O","41°36'29.23""S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,(IND/HORA),Salmo trutta,1,SPECIES,Animalia,Chordata,Salmoniformes,Salmonidae,Salmo,Salmo trutta
,6892,SUBPESCA-2,-41.608119,-72.652683,Salmo trutta,2014,2014-07-01,Chaicas,NA,"Gaman Limno Studies Ltda. (2014) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R.EX N°767/2014. Proyecto: Estudio Línea base de tipo limnológico del proyecto hidroeléctrico Chaica en el río Lenca, comuna de Puerto Montt, X Región. Mandante: Ingenium Civil S.A",NA,NA,FALSE,3187,NA,NA,NA,NA,NA,NA,12,"Salmo trutta Linnaeus, 1758",1,1. PESCA ELÉCTRICA,E4,NA,revisar,NA,Publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Región de Los Lagos,7,NA,NA,NA,NA,CL,NA,NA,NA,NA,NA,NA,NA,Chile,NA,NA,NA,Sudamérica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Provincia de Llanquihue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Comuna de Puerto Montt,Trucha café,NA,NA,NA,0.354166666666667,NA,NA,NA,NA,NA,"72°39'9.66""O","41°36'29.23""S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,(IND/HORA),Salmo trutta,1,SPECIES,Animalia,Chordata,Salmoniformes,Salmonidae,Salmo,Salmo trutta
,6893,SUBPESCA-1,-41.608119444,-72.652518333,Salmo salar,2014,2014,NA,31203,Gaman Limno Studies Ltda. (2014) Central Hidroelectrica Chaica,NA,NA,TRUE,2107,NA,NA,NA,NA,NA,NA,11,"Salmo salar Linnaeus, 1758",1,Pesca electrica,E4,NA,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DECIMAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72°39'9.66""O","41°36'29.23""S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salmo salar,1,SPECIES,Animalia,Chordata,Salmoniformes,Salmonidae,Salmo,Salmo salar
,6895,SUBPESCA-1,-41.608119444,-72.652518333,Salmo trutta,2014,2014,NA,31207,Gaman Limno Studies Ltda. (2014) Central Hidroelectrica Chaica,NA,NA,TRUE,2107,NA,NA,NA,NA,NA,NA,11,"Salmo trutta Linnaeus, 1758",1,Pesca electrica,E4,NA,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DECIMAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72°39'9.66""O","41°36'29.23""S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salmo trutta,1,SPECIES,Animalia,Chordata,Salmoniformes,Salmonidae,Salmo,Salmo trutta
,6897,SUBPESCA-1,-47.32774,-72.652074,Galaxias platei,2012,2012,NA,21492,CEA (NA) Monitoreo Limnologico En El Area De Influencia Del Proyecto Hidroelectrico Aysen,NA,NA,FALSE,2980,NA,NA,NA,NA,NA,NA,11,"Galaxias platei Steindachner, 1898",1,PESCA ELECTRICA,TB27,NA,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4755741,677404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,NA,NA,Galaxias platei,1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Galaxias,Galaxias platei
,6898,SUBPESCA-1,-47.32774,-72.652074,Oncorhynchus mykiss,2011,2011,NA,16225,CEA (NA) Monitoreo Limnologico En El Area De Influencia Del Proyecto Hidroelectrico Aysen Noviembre 2011,NA,NA,FALSE,2980,NA,NA,NA,NA,NA,NA,11,"Oncorhynchus mykiss (Walbaum, 1792)",2,ESPINEL,ND,NA,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4755741,677404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,NA,NA,Oncorhynchus mykiss,1,SPECIES,Animalia,Chordata,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus mykiss
,6899,SUBPESCA-1,-47.32774,-72.652074,Oncorhynchus mykiss,2012,2012,NA,21493,CEA (NA) Monitoreo Limnologico En El Area De Influencia Del Proyecto Hidroelectrico Aysen,NA,NA,TRUE,2980,NA,NA,NA,NA,NA,NA,11,"Oncorhynchus mykiss (Walbaum, 1792)",6,PESCA ELECTRICA,TB27,NA,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4755741,677404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,NA,NA,Oncorhynchus mykiss,1,SPECIES,Animalia,Chordata,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus mykiss
,6902,SUBPESCA-1,-47.32774,-72.652074,Salmo trutta,2012,2012,NA,21494,CEA (NA) Monitoreo Limnologico En El Area De Influencia Del Proyecto Hidroelectrico Aysen,NA,NA,TRUE,2980,NA,NA,NA,NA,NA,NA,11,"Salmo trutta Linnaeus, 1758",1,PESCA ELECTRICA,TB27,NA,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4755741,677404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,NA,NA,Salmo trutta,1,SPECIES,Animalia,Chordata,Salmoniformes,Salmonidae,Salmo,Salmo trutta
,6904,MMA2017,-47.328,-72.652,Galaxias platei,2012,2012-8-16,Rio del Salto entre Rio Tranquilo y Rio Baker,NA,,NA,MMA:ICT:0002438,FALSE,1972,Roberto Bestard,NA,Centro de Ecología Aplicada LTDA (Leopoldo Fuentes),NA,NA,NA,9,"Galaxias platei Steindachner, 1898",1,P.eléctrica,NA,NA,CC_BY_NC_4_0,NA,consultar con institución/autor,Colecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mandante:  ENDESA S.A. Estacion:  TB27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4463090351,45c3d8d2-7352-4dd1-aefd-c21e0b6b004e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias platei,1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Galaxias,Galaxias platei
,6905,MMA2017,-47.327,-72.652,Galaxias platei,2010,2010-3,Rio del Salto entre Rio Tranquilo y Rio Baker,NA,,NA,MMA:ICT:0002437,FALSE,1971,Roberto Bestard,NA,Centro de Ecología Aplicada LTDA (Leopoldo Fuentes),NA,NA,NA,9,"Galaxias platei Steindachner, 1898",1,P.eléctrica,NA,NA,CC_BY_NC_4_0,NA,consultar con institución/autor,Colecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mandante:  ENDESA S.A. Estacion:  TB27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4463090348,45c3d8d2-7352-4dd1-aefd-c21e0b6b004e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias platei,1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Galaxias,Galaxias platei
,6906,iNaturalist,-41.6915583015,-72.6519757039,Salmonidae,2025,2025-05-10,"Caleta La Arena, Región de Los Lagos, CL",284353142,NA,NA,https://www.inaturalist.org/observations/284353142,FALSE,1467,Juan Coronado,NA,NA,NA,NA,NA,7,Salmonidae,NA,NA,NA,NA,CC-BY-NC,NA,NA,HumanObservation,561,2025-05-10 12:41:00-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-08-05 22:37:39 UTC,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmons, Trouts, and Whitefishes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9360857,2025-05-26 19:56:11 UTC,47520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salmonidae,1,FAMILY,Animalia,Chordata,Salmoniformes,Salmonidae,NA,NA
,6907,iDigBio,-51.53647,-72.65186,Aplochiton zebra,1968,1968-02-10,Streams entering Lago Sofia from the South,46272,NA,MCZ,MCZ:Ich:46272,TRUE,576,Robert M. McDowall,NA,b4640710-8e03-11d8-b956-b8a03c50a862,NA,Ich,NA,3,"Aplochiton zebra Jenyns, 1842",53,NA,NA,NA,NA,NA,NA,PreservedSpecimen,4093,10/2/1968-10/2/1968,NA,adult,Voucher of Aplochiton zebra| Voucher of Aplochiton zebra,NA,NA,NA,fd3e5b1b-b125-44da-9fec-97b09efd313a,"list(`dwc:identifiedBy` = c(""Jenyns, 1842"", ""Jenyns, 1842"", ""Robert M. McDowall""), `dwc:phylum` = c(""Chordata"", ""Chordata"", NA), `dwc:scientificNameAuthorship` = c(""Jenyns, 1842"", ""Jenyns, 1842"", NA), `dwc:identificationReferences` = c(""Johnson, G. D. and C. Patterson. 1996. Relationships of Lower Euteleostean fishes. Pp. 251–331. In M. L. Stiassny (ed.) Interrelationships of Fishes. Academic Press. 496 pp."", ""Schwarzhans, W., R. P. Scofield, A. J. D. Tennyson, J. P. Worthy, and T. H. Worthy. 2023. The ‘Gulliver’ fish fauna of an early Miocene freshwater system of New  Zealand; new insights from otoliths from the Bannockburn Formation. New Zealand Journal of Geology and Geophysics. doi:10.1080/00288306.2022.2153878."", 
NA), `dwc:identificationVerificationStatus` = c(""Type Publication"", ""Type Publication"", ""migration""), coreid = c(""MCZ:Ich:46272"", ""MCZ:Ich:46272"", ""MCZ:Ich:46272""), `dwc:identificationID` = c(""207951552269130066Voucher"", ""745721552269130066Voucher"", ""846211""), `dwc:scientificName` = c(""Aplochiton zebra"", ""Aplochiton zebra"", ""Aplochiton zebra""), `dwc:dateIdentified` = c(""1996"", ""2023"", NA), `dwc:typeStatus` = c(""Voucher"", ""Voucher"", NA), `dwc:identificationRemarks` = c(NA, NA, ""[MUSE DETERMINER: McDowell_RM/1968]""
))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aplochiton zebra Jenyns, 1842",1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Aplochiton,Aplochiton zebra
,6909,iDigBio,-51.53647,-72.65186,Galaxias platei,1968,1968-02-10,Streams entering Lago Sofia,46283,NA,MCZ,MCZ:Ich:46283,TRUE,576,Robert M. McDowall,NA,b4640710-8e03-11d8-b956-b8a03c50a862,NA,Ich,NA,3,"Galaxias platei Steindachner, 1898",10,NA,NA,NA,NA,NA,NA,PreservedSpecimen,4093,10/2/1968-10/2/1968,NA,adult,NA,NA,NA,NA,3503858d-4e6f-4d2a-9626-5fce6b9cc32c,"list(`dwc:identifiedBy` = ""Robert M. McDowall"", `dwc:identificationRemarks` = ""[MUSE DETERMINER: McDowell_RM/1968]"", `dwc:identificationVerificationStatus` = ""migration"", coreid = ""MCZ:Ich:46283"", `dwc:identificationID` = ""846223"", `dwc:scientificName` = ""Galaxias delfini"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Galaxias delfini Philippi, 1895",1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Galaxias,Galaxias platei
