id_CC,Comment,duplicated,spatialClu,canonicalN,eventDate,year,locality,bibliograp,datasetNam,recordedBy,identified,catalogNum,institutio,institut_1,occurrence,occurren_1,collection,collecti_1,rObjectRan,decimalLat,decimalLon,scientific,individual,samplingPr,locationRe,license,rightsHold,accessRigh,basisOfRec,eventRemar,references,sex,lifeStage,establishm,dispositio,occurren_2,verbatimEv,eventTime,month,day,habitat,samplingEf,continent,country,countryCod,stateProvi,county,municipali,verbatimEl,verbatimLa,verbatimLo,kingdom,phylum,class,order,family,genus,specificEp,vernacular,coordinate,waterBody,typeStatus,organismQu,recordNumb,organism_1,uuid,Identifica,gbifID,datasetKey,species,infraspeci,taxonRank,verbatimSc,verbatim_1,publishing,coordina_1,elevation,elevationA,depth,depthAccur,taxonKey,speciesKey,dateIdenti,lastInterp,mediaType,issue,recorded_1,modified,taxonID,verbatimCo,verbatimSR,bibiograph,sampleSize,sampleSi_1,higherClas,startDayOf,geodeticDa,higherGeog,verbatim_2,eventID,language,georeferen,nomenclatu,endDayOfYe,georefer_1,georefer_2,georefer_3,preparatio,fieldNumbe,georefer_4,scientif_1,georefer_5,associated,otherCatal,dynamicPro,island,verbatimDe,maximumDep,minimumDep,footprintW,identifi_1,ownerInsti,islandGrou,identifi_2,previousId,locationAc,locationID,organismID,datasetID,associat_1,materialSa,subgenus,minimumEle,maximumEle,namePublis,scientif_2,namePubl_1,namePubl_2,verbatim_3,originalNa,associat_2,identifi_3,earliestAg,verbatimTa,formation,lithostrat,latestAgeO,group,member,lowestBios,highestBio,bed,earliestPe,earliestEp,latestEonO,earliestEr,earliestEo,latestEraO,geological,latestPeri,latestEpoc,scientif_3,IncludePew,Duplicate,Comment,.references,.associatedReferences,.decimalLat,.decimalLon,.locality,.year,.eventDate,.bibliographicCitation,.canonicalName,.scientificName,.catalogNumber,.recordedBy,.occurrenceID
7401,,false,3056,Salmo trutta,NA,2013,NA,NA,SUBPESCA-1,NA,NA,27238,NA,NA,NA,NA,NA,NA,9,-41.472244,-72.674622,"Salmo trutta Linnaeus, 1758",1,Pesca electrica,CHAM-15,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,NA,NA,NA,NA,NA,NA,,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,694172,5406207,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Salmo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTM,WGS 84,"CEA (2013) Identificacion De Areas De Importancia Ambiental (Aia) En El Río Chamiza Y Lago Chapo. NA, ND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salmo trutta,true,,,,,,,,,,,,,,,
7402,,false,3056,Trichomycterus areolatus,NA,2013,NA,NA,SUBPESCA-1,NA,NA,27239,NA,NA,NA,NA,NA,NA,9,-41.472244,-72.674622,"Trichomycterus areolatus Valenciennes, 1846",1,Pesca electrica,CHAM-15,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,NA,NA,NA,NA,NA,NA,,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,694172,5406207,Animalia,Chordata,NA,Siluriformes,Trichomycteridae,Trichomycterus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTM,WGS 84,"CEA (2013) Identificacion De Areas De Importancia Ambiental (Aia) En El Río Chamiza Y Lago Chapo. NA, ND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trichomycterus areolatus,true,,,,,,,,,,,,,,,
7403,,false,2739,Galaxias maculatus,NA,2008,NA,NA,SUBPESCA-1,NA,NA,10011,NA,NA,NA,NA,NA,NA,9,-46.463105,-72.674216,"Galaxias maculatus (Jenyns, 1842)",4,PESCA ELECTRICA POR 30 MINUTOS,"60,1",revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,NA,NA,NA,NA,NA,NA,,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678580,4851868,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Galaxias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,"GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias maculatus,true,,,,,,,,,,,,,,,
7404,,false,2739,Galaxias platei,NA,2009,NA,NA,SUBPESCA-1,NA,NA,10007,NA,NA,NA,NA,NA,NA,9,-46.463105,-72.674216,"Galaxias platei Steindachner, 1898",1,PESCA ELECTRICA POR 30 MINUTOS,1,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,NA,NA,NA,NA,NA,NA,,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678580,4851868,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Galaxias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,"GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias platei,true,,,,,,,,,,,,,,,
7405,,false,2739,Hatcheria macraei,NA,2008,NA,NA,SUBPESCA-1,NA,NA,10010,NA,NA,NA,NA,NA,NA,9,-46.463105,-72.674216,"Hatcheria macraei (Girard, 1855)",8,PESCA ELECTRICA POR 30 MINUTOS,"60,1",revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,NA,NA,NA,NA,NA,NA,,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678580,4851868,Animalia,Chordata,NA,Siluriformes,Trichomycteridae,Hatcheria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,"GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hatcheria macraei,true,,,,,,,,,,,,,,,
7406,,false,2739,Odontesthes hatcheri,NA,2009,NA,NA,SUBPESCA-1,NA,NA,10005,NA,NA,NA,NA,NA,NA,9,-46.463105,-72.674216,"Odontesthes hatcheri (Eigenmann, 1909)",1,PESCA ELECTRICA POR 30 MINUTOS,1,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,NA,NA,NA,NA,NA,NA,,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678580,4851868,Animalia,Chordata,NA,Atheriniformes,Atherinopsidae,Odontesthes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,"GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Odontesthes hatcheri,true,,,,,,,,,,,,,,,
7407,,false,2739,Oncorhynchus mykiss,NA,2008,NA,NA,SUBPESCA-1,NA,NA,10009,NA,NA,NA,NA,NA,NA,9,-46.463105,-72.674216,"Oncorhynchus mykiss (Walbaum, 1792)",5,PESCA ELECTRICA POR 30 MINUTOS,"60,1",revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,NA,NA,NA,NA,NA,NA,,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678580,4851868,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,"GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus mykiss,true,,,,,,,,,,,,,,,
7408,,false,2739,Oncorhynchus mykiss,NA,2009,NA,NA,SUBPESCA-1,NA,NA,10006,NA,NA,NA,NA,NA,NA,9,-46.463105,-72.674216,"Oncorhynchus mykiss (Walbaum, 1792)",14,PESCA ELECTRICA POR 30 MINUTOS,1,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,NA,NA,NA,NA,NA,NA,,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678580,4851868,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,"GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus mykiss,true,,,,,,,,,,,,,,,
7409,,false,2739,Salmo salar,NA,2008,NA,NA,SUBPESCA-1,NA,NA,10008,NA,NA,NA,NA,NA,NA,9,-46.463105,-72.674216,"Salmo salar Linnaeus, 1758",7,PESCA ELECTRICA POR 30 MINUTOS,"60,1",revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,NA,NA,NA,NA,NA,NA,,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678580,4851868,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Salmo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,"GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salmo salar,true,,,,,,,,,,,,,,,
7410,,false,2739,Salmo trutta,NA,2008,NA,NA,SUBPESCA-1,NA,NA,10012,NA,NA,NA,NA,NA,NA,9,-46.463105,-72.674216,"Salmo trutta Linnaeus, 1758",26,PESCA ELECTRICA POR 30 MINUTOS,"60,1",revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,NA,NA,NA,NA,NA,NA,,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678580,4851868,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Salmo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,"GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salmo trutta,true,,,,,,,,,,,,,,,
7411,,false,3145,Galaxias platei,NA,2012,NA,NA,SUBPESCA-1,NA,NA,21346,NA,NA,NA,NA,NA,NA,9,-45.532578,-72.674195,"Galaxias platei Steindachner, 1898",1,PESCA ELECTRICA,TS-97,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,681602,4955253,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Galaxias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,"ND (NA) Proyecto Sistema De Transmision Energia Austral. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias platei,true,,,,,,,,,,,,,,,
7412,,true,2878,Galaxias platei,NA,2007,NA,NA,SUBPESCA-1,NA,NA,14650,NA,NA,NA,NA,NA,NA,9,-45.533424,-72.673302,"Galaxias platei Steindachner, 1898",1,PESCA ELECTRICA,ND,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,NA,NA,NA,NA,NA,NA,,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,681669,4955157,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Galaxias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,"CEA (NA) Linea De Base Medio Dulceacuicola, Rio Blanco, Cuervo Y Condor. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias platei,true,0,,,,,,,,,,,,,,
7414,,true,2878,Salmo trutta,NA,2007,NA,NA,SUBPESCA-1,NA,NA,14631,NA,NA,NA,NA,NA,NA,9,-45.533424,-72.673302,"Salmo trutta Linnaeus, 1758",1,ESPINEL,ND,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,NA,NA,NA,NA,NA,NA,,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,681669,4955157,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Salmo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,"CEA (NA) Linea De Base Medio Dulceacuicola, Rio Blanco, Cuervo Y Condor. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salmo trutta,true,,,,,,,,,,,,,,,
7416,,false,2733,Oncorhynchus mykiss,NA,2009,NA,NA,SUBPESCA-1,NA,NA,9994,NA,NA,NA,NA,NA,NA,9,-46.622516,-72.673143,"Oncorhynchus mykiss (Walbaum, 1792)",1,PESCA ELECTRICA POR 30 MINUTOS,1,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,NA,NA,NA,NA,NA,NA,,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678140,4834153,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,"GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus mykiss,true,,,,,,,,,,,,,,,
7417,,false,2733,Salmo trutta,NA,2009,NA,NA,SUBPESCA-1,NA,NA,9995,NA,NA,NA,NA,NA,NA,9,-46.622516,-72.673143,"Salmo trutta Linnaeus, 1758",2,PESCA ELECTRICA POR 30 MINUTOS,1,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,NA,NA,NA,NA,NA,NA,,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678140,4834153,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Salmo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,"GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salmo trutta,true,,,,,,,,,,,,,,,
7418,,false,344,Aplochiton zebra,2007-06-09,2007,Río Cisnes - Hualaihue,"García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food",Darwin Initiative Fish Atlas,"Kyle Young, Jane McDonald, BP",NA,NA,NA,NA,NA,NA,NA,NA,2,-41.98032,-72.67313,"Aplochiton zebra Jenyns, 1842",15,NA,RCG,CC BY-NC 4.0,Carlos García de Leaniz y Gonzalo Gajardo,not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Aplochiton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton zebra,true,,,,,,,,,,,,,,,
7419,,false,344,Galaxias maculatus,2007-06-09,2007,Río Cisnes - Hualaihue,"García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food",Darwin Initiative Fish Atlas,"Kyle Young, Jane McDonald, BP",NA,NA,NA,NA,NA,NA,NA,NA,2,-41.98032,-72.67313,"Galaxias maculatus (Jenyns, 1842)",1,NA,RCG,CC BY-NC 4.0,Carlos García de Leaniz y Gonzalo Gajardo,not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Galaxias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias maculatus,true,,,,,,,,,,,,,,,
7420,,false,344,Salmo trutta,2007-06-09,2007,Río Cisnes - Hualaihue,"García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food",Darwin Initiative Fish Atlas,"Kyle Young, Jane McDonald, BP",NA,NA,NA,NA,NA,NA,NA,NA,2,-41.98032,-72.67313,"Salmo trutta Linnaeus, 1758",1,NA,RCG,CC BY-NC 4.0,Carlos García de Leaniz y Gonzalo Gajardo,not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Salmo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salmo trutta,true,,,,,,,,,,,,,,,
7421,,true,1588,Galaxias platei,2007-01-15,2007,Rio Blanco Entre Rio Cajon Bravo y Desague Laguna Riesco,,MMA2017,Leopoldo Fuentes,NA,NA,NA,Centro de Ecología Aplicada LTDA (Leopoldo Fuentes),NA,NA,NA,NA,11,-45.533,-72.673,"Galaxias platei Steindachner, 1898",1,P.eléctrica,NA,revisar,NA,consultar con institución/autor,Colecta,Mandante:  XSTRATA Estacion:  SB7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Galaxias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias platei,true,1,,,,,,,,,,,,,,
