id_CC,Comment,duplicated,spatialClu,canonicalN,eventDate,year,locality,bibliograp,datasetNam,recordedBy,identified,catalogNum,institutio,institut_1,occurrence,occurren_1,collection,collecti_1,rObjectRan,decimalLat,decimalLon,scientific,individual,samplingPr,locationRe,license,rightsHold,accessRigh,basisOfRec,eventRemar,references,sex,lifeStage,establishm,dispositio,occurren_2,verbatimEv,eventTime,month,day,habitat,samplingEf,continent,country,countryCod,stateProvi,county,municipali,verbatimEl,verbatimLa,verbatimLo,kingdom,phylum,class,order,family,genus,specificEp,vernacular,coordinate,waterBody,typeStatus,organismQu,recordNumb,organism_1,uuid,Identifica,gbifID,datasetKey,species,infraspeci,taxonRank,verbatimSc,verbatim_1,publishing,coordina_1,elevation,elevationA,depth,depthAccur,taxonKey,speciesKey,dateIdenti,lastInterp,mediaType,issue,recorded_1,modified,taxonID,verbatimCo,verbatimSR,bibiograph,sampleSize,sampleSi_1,higherClas,startDayOf,geodeticDa,higherGeog,verbatim_2,eventID,language,georeferen,nomenclatu,endDayOfYe,georefer_1,georefer_2,georefer_3,preparatio,fieldNumbe,georefer_4,scientif_1,georefer_5,associated,otherCatal,dynamicPro,island,verbatimDe,maximumDep,minimumDep,footprintW,identifi_1,ownerInsti,islandGrou,identifi_2,previousId,locationAc,locationID,organismID,datasetID,associat_1,materialSa,subgenus,minimumEle,maximumEle,namePublis,scientif_2,namePubl_1,namePubl_2,verbatim_3,originalNa,associat_2,identifi_3,earliestAg,verbatimTa,formation,lithostrat,latestAgeO,group,member,lowestBios,highestBio,bed,earliestPe,earliestEp,latestEonO,earliestEr,earliestEo,latestEraO,geological,latestPeri,latestEpoc,scientif_3,IncludePew,Duplicate,Comment,.references,.associatedReferences,.decimalLat,.decimalLon,.locality,.year,.eventDate,.bibliographicCitation,.canonicalName,.scientificName,.catalogNumber,.recordedBy,.occurrenceID
7380,,false,363,Galaxias maculatus,2007-06-08,2007,"Río Manihueco, Rio Manihueco","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food",Darwin Initiative Fish Atlas,"Kyle Young, Jane McDonald, BP",NA,NA,NA,NA,NA,NA,NA,NA,2,-41.76283,-72.67675,"Galaxias maculatus (Jenyns, 1842)",7,NA,RMAN,CC BY-NC 4.0,Carlos García de Leaniz y Gonzalo Gajardo,not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Galaxias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias maculatus,true,,,,,,,,,,,,,,,
7381,,false,363,Oncorhynchus mykiss,2007-06-08,2007,"Río Manihueco, Rio Manihueco","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food",Darwin Initiative Fish Atlas,"Kyle Young, Jane McDonald, BP",NA,NA,NA,NA,NA,NA,NA,NA,2,-41.76283,-72.67675,"Oncorhynchus mykiss (Walbaum, 1792)",3,NA,RMAN,CC BY-NC 4.0,Carlos García de Leaniz y Gonzalo Gajardo,not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus mykiss,true,,,,,,,,,,,,,,,
7382,,false,363,Salmo salar,2007-06-07,2007,"Río Manihueco, Rio Manihueco","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food",Darwin Initiative Fish Atlas,"Kyle Young, Jane McDonald, BP",NA,NA,NA,NA,NA,NA,NA,NA,2,-41.76283,-72.67675,"Salmo salar Linnaeus, 1758",1,NA,RMAN,CC BY-NC 4.0,Carlos García de Leaniz y Gonzalo Gajardo,not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Salmo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salmo salar,true,,,,,,,,,,,,,,,
7383,,false,363,Salmo salar,2007-06-08,2007,"Río Manihueco, Rio Manihueco","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food",Darwin Initiative Fish Atlas,"Kyle Young, Jane McDonald, BP",NA,NA,NA,NA,NA,NA,NA,NA,2,-41.76283,-72.67675,"Salmo salar Linnaeus, 1758",2,NA,RMAN,CC BY-NC 4.0,Carlos García de Leaniz y Gonzalo Gajardo,not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Salmo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salmo salar,true,,,,,,,,,,,,,,,
7384,,false,363,Salmo trutta,2007-06-08,2007,"Río Manihueco, Rio Manihueco","García de Leániz, Carlos, Gonzalo Gajardo, Sofia Consuegra, Daniel Fowler, Nick Rendell, Guillermo Giannico,  Jose Sanzana, Jason B. Dunham (2012) Protecting galaxiids from salmonid invasions in Chile and the Falklands. Department for Environment Food",Darwin Initiative Fish Atlas,"Kyle Young, Jane McDonald, BP",NA,NA,NA,NA,NA,NA,NA,NA,2,-41.76283,-72.67675,"Salmo trutta Linnaeus, 1758",6,NA,RMAN,CC BY-NC 4.0,Carlos García de Leaniz y Gonzalo Gajardo,not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Salmo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salmo trutta,true,,,,,,,,,,,,,,,
7385,,false,2737,Galaxias maculatus,NA,2011,NA,NA,SUBPESCA-1,NA,NA,10000,NA,NA,NA,NA,NA,NA,9,-46.444877,-72.676685,"Galaxias maculatus (Jenyns, 1842)",1,PESCA ELECTRICA POR 30 MINUTOS,3,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,NA,NA,NA,NA,NA,NA,,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678450,4853899,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Galaxias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,"GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias maculatus,true,,,,,,,,,,,,,,,
7386,,true,2737,Oncorhynchus mykiss,NA,2011,NA,NA,SUBPESCA-1,NA,NA,10001,NA,NA,NA,NA,NA,NA,9,-46.444877,-72.676685,"Oncorhynchus mykiss (Walbaum, 1792)",1,PESCA ELECTRICA POR 30 MINUTOS,3,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,NA,NA,NA,NA,NA,NA,,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678450,4853899,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,"GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus mykiss,true,,,,,,,,,,,,,,,
7388,,false,108,Galaxias maculatus,2007-02-22,2007,Lago Riesco,"Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.",Fish Database Correa-Boisjoly,Cristian Correa,NA,NA,NA,NA,NA,NA,NA,NA,1,-45.499861,-72.67575,"Galaxias maculatus (Jenyns, 1842)",30,Trapping,Riesco,CC BY-NC 4.0,"Cristián Correa, orcid.org/0000-0002-8608-6858",not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Galaxias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias maculatus,true,,,,,,,,,,,,,,,
7389,,false,108,Galaxias maculatus,2016-12-20,2016,"Lago Riesco, desagüe","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.",Fish Database Correa-Boisjoly,"Cristian Correa, Gabriel Orrellana",NA,NA,NA,NA,NA,NA,NA,NA,1,-45.499861,-72.67575,"Galaxias maculatus (Jenyns, 1842)",34,Electric fishing,Riesco,CC BY-NC 4.0,"Cristián Correa, orcid.org/0000-0002-8608-6858",not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Galaxias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias maculatus,true,,,,,,,,,,,,,,,
7390,,false,108,Galaxias platei,2007-02-22,2007,Lago Riesco,"Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.",Fish Database Correa-Boisjoly,Cristian Correa,NA,NA,NA,NA,NA,NA,NA,NA,1,-45.499861,-72.67575,"Galaxias platei Steindachner, 1898",14,Trapping,Riesco,CC BY-NC 4.0,"Cristián Correa, orcid.org/0000-0002-8608-6858",not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Galaxias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias platei,true,,,,,,,,,,,,,,,
7391,,false,108,Oncorhynchus tshawytscha,2016-12-20,2016,"Lago Riesco, desagüe","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.",Fish Database Correa-Boisjoly,"Cristian Correa, Gabriel Orrellana",NA,NA,NA,NA,NA,NA,NA,NA,1,-45.499861,-72.67575,"Oncorhynchus tshawytscha (Walbaum, 1792)",29,Casting Net,Riesco,CC BY-NC 4.0,"Cristián Correa, orcid.org/0000-0002-8608-6858",not-for-profit use only,Ocurrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus tshawytscha,true,,,,,,,,,,,,,,,
7393,,false,2731,Galaxias maculatus,NA,2009,NA,NA,SUBPESCA-1,NA,NA,9991,NA,NA,NA,NA,NA,NA,9,-46.620073,-72.675154,"Galaxias maculatus (Jenyns, 1842)",4,PESCA ELECTRICA POR 30 MINUTOS,2,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,NA,NA,NA,NA,NA,NA,,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,677994,4834429,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Galaxias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,"GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias maculatus,true,,,,,,,,,,,,,,,
7394,,false,2731,Salmo trutta,NA,2009,NA,NA,SUBPESCA-1,NA,NA,9990,NA,NA,NA,NA,NA,NA,9,-46.620073,-72.675154,"Salmo trutta Linnaeus, 1758",26,PESCA ELECTRICA POR 30 MINUTOS,2,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,NA,NA,NA,NA,NA,NA,,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,677994,4834429,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Salmo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,"GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salmo trutta,true,,,,,,,,,,,,,,,
7395,,true,1719,Galaxias maculatus,2013-05-01,2013,Lago Riesco. Rio Riesco Entre Desague Laguna Riesco y Rio Aisen (Rio Guaquer),"OrigenReg: Base Datos EULA UdeC, FuenteReg: Base Datos 2013",MMA2017,Jorge Gonzalez,NA,NA,NA,Centro EULA UDEC Evelyn Habit,NA,NA,NA,NA,11,-45.5,-72.675,"Galaxias maculatus (Jenyns, 1842)",100,Red Encierro,NA,revisar,NA,consultar con institución/autor,3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Galaxias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias maculatus,true,,,,,,,,,,,,,,,
7397,,false,2732,Oncorhynchus mykiss,NA,2009,NA,NA,SUBPESCA-1,NA,NA,9992,NA,NA,NA,NA,NA,NA,9,-46.621751,-72.6749,"Oncorhynchus mykiss (Walbaum, 1792)",2,PESCA ELECTRICA POR 30 MINUTOS,1,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,NA,NA,NA,NA,NA,NA,,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678008,4834242,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,"GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus mykiss,true,,,,,,,,,,,,,,,
7398,,false,2732,Salmo trutta,NA,2009,NA,NA,SUBPESCA-1,NA,NA,9993,NA,NA,NA,NA,NA,NA,9,-46.621751,-72.6749,"Salmo trutta Linnaeus, 1758",3,PESCA ELECTRICA POR 30 MINUTOS,1,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,NA,NA,NA,NA,NA,NA,,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678008,4834242,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Salmo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,"GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salmo trutta,true,,,,,,,,,,,,,,,
7399,,false,2740,Oncorhynchus mykiss,NA,2011,NA,NA,SUBPESCA-1,NA,NA,10014,NA,NA,NA,NA,NA,NA,9,-46.442864,-72.674623,"Oncorhynchus mykiss (Walbaum, 1792)",3,PESCA ELECTRICA POR 30 MINUTOS,2,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,NA,NA,NA,NA,NA,NA,,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678615,4854118,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WGS 84,"GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oncorhynchus mykiss,true,,,,,,,,,,,,,,,
7400,,false,3056,Geotria australis,NA,2013,NA,NA,SUBPESCA-1,NA,NA,27240,NA,NA,NA,NA,NA,NA,9,-41.472244,-72.674622,"Geotria australis Gray, 1851",1,Pesca electrica,CHAM-15,revisar,NA,publicaciones científicas y estudios parte del SEA son de acceso público,NA,NA,NA,NA,NA,NA,NA,NA,,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,694172,5406207,Animalia,Chordata,NA,Petromyzontiformes,Geotriidae,Geotria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UTM,WGS 84,"CEA (2013) Identificacion De Areas De Importancia Ambiental (Aia) En El Río Chamiza Y Lago Chapo. NA, ND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geotria australis,true,,,,,,,,,,,,,,,
