"catalogNumber","month","year","locationRemarks","verbatimLatitude","verbatimLongitude","verbatimCoordinateSystem","verbatimSRS","scientificName","samplingProtocol","individualCount","bibliographicCitation","decimalLongitude","decimalLatitude","verbatimEventDate","datasetName","license","accessRights"
"42129",1,2017,"CN","-47.244027780000003","-72.528194439999993","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.52819444,-47.24402778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42130",1,2017,"CN","-47.244027780000003","-72.528194439999993","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.52819444,-47.24402778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42131",1,2017,"CN","-47.244027780000003","-72.528194439999993","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.52819444,-47.24402778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42132",1,2017,"CN","-47.244027780000003","-72.528194439999993","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.52819444,-47.24402778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42133",1,2017,"CN","-47.244027780000003","-72.528194439999993","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.52819444,-47.24402778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42134",1,2017,"CN","-47.244027780000003","-72.528194439999993","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.52819444,-47.24402778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42135",1,2017,"CN","-47.244027780000003","-72.528194439999993","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.52819444,-47.24402778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42136",1,2017,"CN","-47.243305560000003","-72.531888890000005","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.53188889,-47.24330556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42137",1,2017,"CN","-47.243305560000003","-72.531888890000005","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.53188889,-47.24330556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42138",1,2017,"CN","-47.243305560000003","-72.531888890000005","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.53188889,-47.24330556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42139",1,2017,"CN","-47.243305560000003","-72.531888890000005","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.53188889,-47.24330556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42140",1,2017,"CN","-47.243305560000003","-72.531888890000005","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.53188889,-47.24330556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42141",1,2017,"CN","-47.243305560000003","-72.531888890000005","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.53188889,-47.24330556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42142",1,2017,"CN","-47.243305560000003","-72.531888890000005","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.53188889,-47.24330556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42143",1,2017,"CN","-47.243305560000003","-72.531888890000005","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.53188889,-47.24330556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42144",1,2017,"CN","-47.243305560000003","-72.531888890000005","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.53188889,-47.24330556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42145",1,2017,"CN","-47.243305560000003","-72.531888890000005","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.53188889,-47.24330556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42146",1,2017,"CN","-47.243305560000003","-72.531888890000005","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.53188889,-47.24330556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42147",1,2017,"CN","-47.243305560000003","-72.531888890000005","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.53188889,-47.24330556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42150",2,2017,"3","-72.566666670000004","-41.401138889999999","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.56666667,-41.40113889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42151",2,2017,"3","-72.566666670000004","-41.401138889999999","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.56666667,-41.40113889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42152",2,2017,"3","-72.566666670000004","-41.401138889999999","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.56666667,-41.40113889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42153",2,2017,"3","-72.566666670000004","-41.401138889999999","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.56666667,-41.40113889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42154",2,2017,"3","-72.566666670000004","-41.401138889999999","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.56666667,-41.40113889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42155",2,2017,"3","-72.566666670000004","-41.401138889999999","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.56666667,-41.40113889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42156",2,2017,"3","-72.566666670000004","-41.401138889999999","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.56666667,-41.40113889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42157",2,2017,"3","-72.566666670000004","-41.401138889999999","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.56666667,-41.40113889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42158",2,2017,"1","-72.543888890000005","-41.418388890000003","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54388889,-41.41838889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42159",2,2017,"2","-72.543888890000005","-41.418388890000003","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54388889,-41.41838889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42160",2,2017,"2","-72.543888890000005","-41.418388890000003","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54388889,-41.41838889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42161",2,2017,"2","-72.543888890000005","-41.418388890000003","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54388889,-41.41838889,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42162",2,2017,"1","-72.544027779999993","-41.418555560000001","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54402778,-41.41855556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42163",2,2017,"1","-72.544027779999993","-41.418555560000001","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54402778,-41.41855556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42164",2,2017,"1","-72.544027779999993","-41.418555560000001","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54402778,-41.41855556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42165",2,2017,"1","-72.544027779999993","-41.418555560000001","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54402778,-41.41855556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42166",2,2017,"1","-72.544027779999993","-41.418555560000001","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54402778,-41.41855556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42167",2,2017,"1","-72.544027779999993","-41.418555560000001","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54402778,-41.41855556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42168",2,2017,"1","-72.544027779999993","-41.418555560000001","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54402778,-41.41855556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42169",2,2017,"1","-72.544027779999993","-41.418555560000001","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54402778,-41.41855556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42170",2,2017,"2","-72.555999999999997","-41.42658333","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.556,-41.42658333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42171",2,2017,"2","-72.555999999999997","-41.42658333","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.556,-41.42658333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42172",2,2017,"2","-72.555999999999997","-41.42658333","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.556,-41.42658333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42173",2,2017,"2","-72.555999999999997","-41.42658333","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.556,-41.42658333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42174",2,2017,"2","-72.555999999999997","-41.42658333","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.556,-41.42658333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42175",2,2017,"2","-72.555999999999997","-41.42658333","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.556,-41.42658333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42176",2,2017,"2","-72.555999999999997","-41.42658333","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.556,-41.42658333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42177",2,2017,"3","-72.555999999999997","-41.42658333","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.556,-41.42658333,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42178",2,2017,"3","-72.553358329999995","-41.424661110000002","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.55335833,-41.42466111,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42179",2,2017,"1","-72.727583330000002","-45.463805559999997","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.72758333,-45.46380556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42180",2,2017,"1","-72.727583330000002","-45.463805559999997","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.72758333,-45.46380556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42181",2,2017,"1","-72.727583330000002","-45.463805559999997","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.72758333,-45.46380556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42182",2,2017,"1","-72.727583330000002","-45.463805559999997","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.72758333,-45.46380556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42183",2,2017,"1","-72.727583330000002","-45.463805559999997","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.72758333,-45.46380556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42184",2,2017,"1","-72.727583330000002","-45.463805559999997","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.72758333,-45.46380556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42185",2,2017,"1","-72.727583330000002","-45.463805559999997","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.72758333,-45.46380556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42186",2,2017,"1","-72.727583330000002","-45.463805559999997","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.72758333,-45.46380556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42187",2,2017,"1","-72.727583330000002","-45.463805559999997","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.72758333,-45.46380556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42188",2,2017,"1","-72.727583330000002","-45.463805559999997","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.72758333,-45.46380556,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42189",2,2017,"2","-72.680722220000007","-45.493416670000002","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.68072222,-45.49341667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42190",2,2017,"2","-72.680722220000007","-45.493416670000002","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.68072222,-45.49341667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42191",2,2017,"2","-72.680722220000007","-45.493416670000002","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.68072222,-45.49341667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42192",2,2017,"2","-72.680722220000007","-45.493416670000002","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.68072222,-45.49341667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42193",2,2017,"2","-72.680722220000007","-45.493416670000002","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.68072222,-45.49341667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42194",2,2017,"2","-72.680722220000007","-45.493416670000002","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.68072222,-45.49341667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42195",2,2017,"2","-72.680722220000007","-45.493416670000002","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.68072222,-45.49341667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42196",2,2017,"2","-72.680722220000007","-45.493416670000002","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.68072222,-45.49341667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42197",2,2017,"2","-72.680722220000007","-45.493416670000002","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.68072222,-45.49341667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42198",2,2017,"2","-72.680722220000007","-45.493416670000002","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.68072222,-45.49341667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42199",2,2017,"2","-72.680722220000007","-45.493416670000002","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.68072222,-45.49341667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42200",2,2017,"2","-72.680722220000007","-45.493416670000002","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.68072222,-45.49341667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42201",2,2017,"2","-72.680722220000007","-45.493416670000002","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.68072222,-45.49341667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42202",2,2017,"2","-72.680722220000007","-45.493416670000002","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.68072222,-45.49341667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42203",2,2017,"3","-72.683694439999996","-45.49177778","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.68369444,-45.49177778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42204",2,2017,"3","-72.683694439999996","-45.49177778","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.68369444,-45.49177778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42205",2,2017,"3","-72.683694439999996","-45.49177778","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.68369444,-45.49177778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42206",2,2017,"3","-72.683694439999996","-45.49177778","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.68369444,-45.49177778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42207",2,2017,"1","-72.726950000000002","-45.463147220000003","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.72695,-45.46314722,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42208",2,2017,"1","-72.726950000000002","-45.463147220000003","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.72695,-45.46314722,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
