"catalogNumber","month","year","locationRemarks","verbatimLatitude","verbatimLongitude","verbatimCoordinateSystem","verbatimSRS","scientificName","samplingProtocol","individualCount","bibliographicCitation","decimalLongitude","decimalLatitude","verbatimEventDate","datasetName","license","accessRights"
"35606",2,2010,"L2","-41.426611110000003","-72.5565","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.5565,-41.42661111,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35607",2,2010,"L2","-41.417916669999997","-72.542083329999997","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54208333,-41.41791667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35608",2,2010,"L2","-41.417916669999997","-72.542083329999997","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54208333,-41.41791667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35609",2,2010,"L2","-41.417916669999997","-72.542083329999997","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54208333,-41.41791667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35610",2,2010,"L2","-41.417916669999997","-72.542083329999997","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54208333,-41.41791667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35611",2,2010,"L2","-41.417916669999997","-72.542083329999997","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54208333,-41.41791667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35612",2,2010,"L2","-41.417916669999997","-72.542083329999997","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54208333,-41.41791667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35613",2,2010,"L2","-41.417916669999997","-72.542083329999997","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54208333,-41.41791667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35614",2,2010,"L2","-41.417916669999997","-72.542083329999997","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54208333,-41.41791667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35615",2,2010,"L2","-41.417916669999997","-72.542083329999997","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54208333,-41.41791667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35616",2,2010,"L2","-41.417916669999997","-72.542083329999997","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54208333,-41.41791667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35617",2,2010,"L2","-41.417916669999997","-72.542083329999997","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54208333,-41.41791667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35618",2,2010,"L2","-41.417916669999997","-72.542083329999997","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54208333,-41.41791667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35619",2,2010,"L2","-41.417916669999997","-72.542083329999997","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54208333,-41.41791667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35620",2,2010,"L2","-41.417916669999997","-72.542083329999997","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54208333,-41.41791667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35621",2,2010,"L2","-41.417916669999997","-72.542083329999997","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54208333,-41.41791667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35622",2,2010,"L2","-41.417916669999997","-72.542083329999997","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54208333,-41.41791667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35623",2,2010,"L2","-41.417916669999997","-72.542083329999997","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54208333,-41.41791667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35624",2,2010,"L2","-41.417916669999997","-72.542083329999997","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54208333,-41.41791667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35625",2,2010,"L2","-41.417916669999997","-72.542083329999997","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54208333,-41.41791667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35626",2,2010,"L2","-41.417916669999997","-72.542083329999997","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54208333,-41.41791667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35627",2,2010,"L2","-41.417916669999997","-72.542083329999997","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54208333,-41.41791667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35628",2,2010,"L2","-41.417916669999997","-72.542083329999997","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54208333,-41.41791667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35629",2,2010,"L2","-41.417916669999997","-72.542083329999997","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54208333,-41.41791667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35630",2,2010,"L2","-41.417916669999997","-72.542083329999997","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54208333,-41.41791667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35631",2,2010,"L2","-41.417916669999997","-72.542083329999997","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54208333,-41.41791667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35632",2,2010,"L2","-41.417916669999997","-72.542083329999997","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54208333,-41.41791667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35633",2,2010,"L2","-41.417916669999997","-72.542083329999997","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54208333,-41.41791667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35634",2,2010,"L2","-41.417916669999997","-72.542083329999997","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54208333,-41.41791667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35635",2,2010,"L2","-41.417916669999997","-72.542083329999997","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54208333,-41.41791667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35636",2,2010,"L2","-41.417916669999997","-72.542083329999997","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54208333,-41.41791667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35637",2,2010,"L2","-41.417916669999997","-72.542083329999997","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54208333,-41.41791667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35638",2,2010,"L2","-41.417916669999997","-72.542083329999997","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54208333,-41.41791667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35639",2,2010,"L2","-41.417916669999997","-72.542083329999997","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54208333,-41.41791667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35640",2,2010,"L2","-41.417916669999997","-72.542083329999997","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54208333,-41.41791667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35641",2,2010,"L2","-41.417916669999997","-72.542083329999997","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.54208333,-41.41791667,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35642",2,2010,"L2","-41.425249999999998","-72.552250000000001","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.55225,-41.42525,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35643",2,2010,"L2","-41.425249999999998","-72.552250000000001","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.55225,-41.42525,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35644",2,2010,"L2","-41.425249999999998","-72.552250000000001","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.55225,-41.42525,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35645",2,2010,"L2","-41.425249999999998","-72.552250000000001","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.55225,-41.42525,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35646",2,2010,"L2","-41.425249999999998","-72.552250000000001","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.55225,-41.42525,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35647",2,2010,"L2","-41.425249999999998","-72.552250000000001","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.55225,-41.42525,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35648",2,2010,"L2","-41.425249999999998","-72.552250000000001","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.55225,-41.42525,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35649",2,2010,"L2","-41.425249999999998","-72.552250000000001","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.55225,-41.42525,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35650",2,2010,"L2","-41.425249999999998","-72.552250000000001","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.55225,-41.42525,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35651",2,2010,"L2","-41.425249999999998","-72.552250000000001","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.55225,-41.42525,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35652",2,2010,"L2","-41.425249999999998","-72.552250000000001","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.55225,-41.42525,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35653",2,2010,"L2","-41.425249999999998","-72.552250000000001","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.55225,-41.42525,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35654",2,2010,"L2","-41.425249999999998","-72.552250000000001","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.55225,-41.42525,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"35655",2,2010,"L2","-41.425249999999998","-72.552250000000001","DECIMAL","ND","Oncorhynchus mykiss","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.55225,-41.42525,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
