id_CC_original,id_CC_original,match_id,correcting_match,match_status,n_keys_used,match_keys_used,datasetName,canonicalName,year,eventDate,locality,decimalLatitude,decimalLongitude,bibliographicCitation,catalogNumber,occurrenceID,institutionCode,Duplicate,Comment,.references,.associatedReferences,.decimalLatitude,.decimalLongitude,.locality,.year,.eventDate,.bibliographicCitation,.canonicalName,.scientificName,.catalogNumber,.recordedBy,.occurrenceID
6978,6978,6371,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,aplochiton zebra,2011,NA,NA,-47.280682,-72.701194,CEA (NA) Monitoreo L,16170,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6979,6979,6372,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,galaxias platei,2011,NA,NA,-47.280682,-72.701194,CEA (NA) Monitoreo L,16186,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6980,6980,6373,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,odontesthes hatcheri,2011,NA,NA,-47.280682,-72.701194,CEA (NA) Monitoreo L,16198,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6983,6983,6376,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,percichthys trucha,2012,NA,NA,-47.280682,-72.701194,CEA (NA) Monitoreo L,21526,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7000,7000,6386,good,matched,4,datasetName;canonicalName;decimalLatitude;decimalLongitude,mma2,galaxias maculatus,2013,2013-09-26,rio cisnes. estuario puerto cisnes. rio cisnes entre rio grande esperanza y desembocadura,-44.744,-72.701,OrigenReg: Base Dato,NA,NA,NA,1,associated References: (Górski et al. 2015),NA,Górski et al. 2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7002,7002,6387,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,galaxias platei,2009,NA,NA,-47.280144,-72.700821,CEA (NA) Proyecto Hi,4893,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7006,7006,6391,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,subpesca-1,percichthys trucha,2010,NA,NA,-47.280144,-72.700821,CEA (NA) Linea Base ,15917,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7018,7018,6402,,matched,3,datasetName;canonicalName;decimalLatitude,agui,aplochiton zebra,NA,NA,aysén,-45.4166666669,-72.7000000003,Rademacher K. 2007. ,1058,NA,NA,0,From Zama and Cardenas.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7020,7020,6404,,matched,3,datasetName;canonicalName;decimalLatitude,agui,geotria australis,NA,NA,puerto aysén,-45.4166666669,-72.7000000003,Zama A. y Cárdenas E,1377,NA,NA,1,associatedReference: (Rademacher 2007),NA,Rademacher 2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7021,7021,6405,,matched,4,datasetName;canonicalName;decimalLatitude;decimalLongitude,agui,geotria australis,NA,NA,puerto aysén,-45.4,-72.7000000003,Rademacher K. 2007. ,1091,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7022,7022,6406,,matched,3,datasetName;canonicalName;decimalLatitude,agui,aplochiton taeniatus,2007,NA,aysén-palos,-45.3199999998,-72.7000000003,"Alò D, Correa C, Sam",139,NA,NA,0,Same reference as from Alo et al. 2013.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7023,7023,6407,,matched,3,datasetName;canonicalName;decimalLatitude,agui,galaxias platei,2007,NA,aysén-palos,-45.3199999998,-72.7000000003,"Alò D, Correa C, Sam",144,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7024,7024,6408,,matched,3,datasetName;canonicalName;decimalLatitude,agui,salmo trutta,2007,NA,aysén-palos,-45.3199999998,-72.7000000003,"Alò D, Correa C, Sam",145,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7026,7026,NA,"unlink, same colection diff batch",no_match,NA,NA,gbif,aplochiton taeniatus,2007,2007,NA,-45.32,-72.7,NA,NA,kc243101,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7032,7032,NA,"unlink, now out of range",no_match,NA,NA,gbif,galaxias maculatus,1919,1919-03-10,into lago llanquihue; 74 m elev.,-41.716667,-72.7,NA,78437,urn:catalog:cas:ich:78437,cas,NA,"Remove. Change coordinates to -41.300000, -72.950000, out of range",NA,NA,-41.3,-72.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
7034,7034,NA,"unlink, now out of range",no_match,NA,NA,gbif,trichomycterus areolatus,1919,1919-03-10,into lago llanquihue; 74 m elev.,-41.716667,-72.7,NA,28566,urn:catalog:cas:ich:28566,cas,NA,"Remove, out of range. Locality: Ensenada, into Laog Llanquihue. From Eigenmann.",NA,NA,NA,NA,"Ensenada, into Laog Llanquihue",NA,NA,NA,NA,NA,NA,NA,NA
7036,7036,6412,,matched,3,datasetName;canonicalName;decimalLatitude,agui,salmo trutta,2007,NA,lago palos,-45.3186026458,-72.6997482612,"Correa, C. and Hendr",297,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7073,7073,6442,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,subpesca-1,galaxias platei,2008,NA,NA,-47.131512,-72.694776,CEA (NA) Linea Base ,14939,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7074,7074,6443,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,subpesca-1,galaxias platei,2009,NA,NA,-47.131512,-72.694776,CEA (NA) Proyecto Hi,4847,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7095,7095,6460,,matched,3,datasetName;canonicalName;decimalLatitude,mma2,hatcheria macraei,NA,NA,lago  general carrera. costeras entre rio avellano y rio murta,-46.468,-72.694,OrigenReg: Publicaci,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7149,7149,6510,,matched,3,datasetName;canonicalName;decimalLatitude,mma2,aplochiton zebra,NA,NA,laguna sofía. en pequeños arroyos que fluyen hacia la laguna sofía. costeras entre rio prat chico y puerto condor,-51.511,-72.686,FuenteReg: McDowall ,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7279,7279,6639,,matched,3,datasetName;canonicalName;decimalLatitude,agui,aplochiton zebra,2009,2009-04-14,lenca,-41.6049999998,-72.6820000003,"Vanhaecke D, Garcia ",1241,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7287,7287,6648,,matched,6,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber,subpesca-1,galaxias platei,2007,NA,NA,-47.314161,-72.681694,CEA (NA) Proyecto Hi,4627,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7316,7316,6676,,matched,3,datasetName;canonicalName;decimalLatitude,agui,aplochiton zebra,NA,NA,lenca,-41.6100000002,-72.6799999998,"Vanhaecke, D., Garci",1258,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7317,7317,6677,,matched,3,datasetName;canonicalName;decimalLatitude,agui,galaxias maculatus,NA,NA,lenca,-41.6100000002,-72.6799999998,"Vanhaecke, D., Garci",1264,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7318,7318,6678,,matched,3,datasetName;canonicalName;decimalLatitude,agui,oncorhynchus mykiss,NA,NA,río lenca,-41.6100000002,-72.6799999998,"Vanhaecke, D., Garci",1269,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7319,7319,6679,,matched,3,datasetName;canonicalName;decimalLatitude,agui,salmo trutta,NA,NA,río lenca,-41.6100000002,-72.6799999998,"Vanhaecke, D., Garci",1271,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7323,7323,6683,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,oncorhynchus mykiss,2006,NA,lago toro,-51.2378459998,-72.6795190001,"Habit, E., Gonzalez,",781,NA,NA,1,"associated Reference: (Cussac et al., 2020)",NA,"Cussac et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7325,7325,6685,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,oncorhynchus mykiss,NA,NA,lago toro,-51.2378459998,-72.6795190001,"Cussac, V.E.; Barran",561,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7326,7326,6686,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,oncorhynchus tshawytscha,2006,NA,lago toro,-51.2378459998,-72.6795190001,"Habit, E., Gonzalez,",782,NA,NA,1,associatedReferences: (Cussac et al. 2020),NA,Cussac et al. 2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7327,7327,6687,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,oncorhynchus tshawytscha,NA,NA,lago toro,-51.2378459998,-72.6795190001,"Cussac, V.E.; Barran",562,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7328,7328,6688,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,salmo trutta,2006,NA,lago toro,-51.2378459998,-72.6795190001,"Habit, E., Gonzalez,",780,NA,NA,1,associatedReferences: (Ortiz-Sandoval et al. 2017) | (Cussac et al. 2020),NA,Ortiz-Sandoval et al. 2017 | Cussac et al. 2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7329,7329,6689,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,salmo trutta,2007,NA,lago toro,-51.2378459998,-72.6795190001,"Ortiz-Sandoval, J., ",1015,NA,NA,0,associatedReferences: (Cussac et al. 2020),NA,Cussac et al. 2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7330,7330,6690,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,salmo trutta,NA,NA,lago toro,-51.2378459998,-72.6795190001,"Cussac, V.E.; Barran",563,NA,NA,0,associatedReferences: (Ortiz-Sandoval et al. 2017) | (Cussac et al. 2020),NA,Ortiz-Sandoval et al. 2017 | Cussac et al. 2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7344,7344,6702,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,galaxias maculatus,2008,NA,NA,-45.497945,-72.677913,CEA (NA) Linea De Ba,15158,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7412,7412,6756,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,galaxias platei,2007,NA,NA,-45.533424,-72.673302,CEA (NA) Linea De Ba,14650,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7480,7480,6822,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,galaxias platei,2007,NA,NA,-45.539743,-72.667111,CEA (NA) Linea De Ba,14649,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7523,7523,6862,,matched,3,datasetName;canonicalName;decimalLatitude,agui,oncorhynchus mykiss,2007,NA,río pangal,-41.4800000001,-72.6602999996,"Consuegra, S., Phill",270,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7540,7540,6877,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-2,aplochiton zebra,2014,2014-03-01,chaicas,-41.610767,-72.653978,Gaman Limno Studies ,NA,NA,NA,NA,Change Locality to Río Lenca,NA,NA,NA,NA,Río Lenca,NA,NA,NA,NA,NA,NA,NA,NA
7541,7541,6878,,matched,9,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;year;locality;samplingProtocol;individualCount,subpesca-2,galaxias maculatus,2014,2014-03-01,chaicas,-41.610767,-72.653978,Gaman Limno Studies ,NA,NA,NA,NA,Change Locality to Río Lenca,NA,NA,NA,NA,Río Lenca,NA,NA,NA,NA,NA,NA,NA,NA
7542,7542,6879,,matched,9,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;year;locality;samplingProtocol;individualCount,subpesca-2,galaxias maculatus,2014,2014-07-01,chaicas,-41.610767,-72.653978,Gaman Limno Studies ,NA,NA,NA,NA,Change Locality to Río Lenca,NA,NA,NA,NA,Río Lenca,NA,NA,NA,NA,NA,NA,NA,NA
7543,7543,6880,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-2,salmo salar,2014,2014-03-01,chaicas,-41.610767,-72.653978,Gaman Limno Studies ,NA,NA,NA,1,Change Locality to Río Lenca,NA,NA,NA,NA,Río Lenca,NA,NA,NA,NA,NA,NA,NA,NA
7547,7547,6884,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,salmo salar,2014,NA,NA,-41.610766667,-72.653977778,Gaman Limno Studies ,31201,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7552,7552,6889,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-2,salmo salar,2014,2014-07-01,chaicas,-41.608119,-72.652683,Gaman Limno Studies ,NA,NA,NA,1,Change Locality to Río Lenca,NA,NA,NA,NA,Río Lenca,NA,NA,NA,NA,NA,NA,NA,NA
7554,7554,6891,,matched,10,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;year;locality;samplingProtocol;individualCount;eventDate,subpesca-2,salmo trutta,2014,2014-03-01,chaicas,-41.608119,-72.652683,Gaman Limno Studies ,NA,NA,NA,NA,Change Locality to Río Lenca,NA,NA,NA,NA,Río Lenca,NA,NA,NA,NA,NA,NA,NA,NA
7555,7555,6892,,matched,10,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;year;locality;samplingProtocol;individualCount;eventDate,subpesca-2,salmo trutta,2014,2014-07-01,chaicas,-41.608119,-72.652683,Gaman Limno Studies ,NA,NA,NA,NA,Change Locality to Río Lenca,NA,NA,NA,NA,Río Lenca,NA,NA,NA,NA,NA,NA,NA,NA
7556,7556,6893,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,salmo salar,2014,NA,NA,-41.608119444,-72.652518333,Gaman Limno Studies ,31203,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7560,7560,6897,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,galaxias platei,2012,NA,NA,-47.32774,-72.652074,CEA (NA) Monitoreo L,21492,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7586,7586,6922,,matched,6,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber,subpesca-1,galaxias platei,2009,NA,NA,-47.327269,-72.651473,CEA (NA) Proyecto Hi,4902,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7611,7611,12426,"unlink, current record via iDigBio",matched,2,datasetName;canonicalName,gbif,aplochiton,1968,1968-02-10,patagonian chile,-51.527707,-72.646889,NA,55141,urn:catalog:cas:ich:55141,cas,0,change locality to Laguna Sofia,NA,NA,NA,NA,Laguna Sofia,NA,NA,NA,NA,NA,NA,NA,NA
7612,7612,6947,,matched,3,datasetName;canonicalName;decimalLatitude,idig,aplochiton zebra,1968,1968-02-10,patagonian chile,-51.527707,-72.646889,NA,55141,urn:catalog:cas:ich:55141,cas,1,change locality to Laguna Sofia,NA,NA,NA,NA,Laguna Sofia,NA,NA,NA,NA,NA,NA,NA,NA
7618,7618,6954,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,galaxias platei,2009,NA,NA,-47.228767,-72.64534,CEA (NA) Proyecto Hi,4881,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7627,7627,6963,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,salmo salar,2014,NA,NA,-41.606275,-72.645333333,Gaman Limno Studies ,31199,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7634,7634,6970,,matched,10,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;year;locality;samplingProtocol;individualCount;eventDate,subpesca-2,salmo salar,2014,2014-07-01,chaicas,-41.606275,-72.645333,Gaman Limno Studies ,NA,NA,NA,1,Change Locality to Río Lenca,NA,NA,NA,NA,Río Lenca,NA,NA,NA,NA,NA,NA,NA,NA
7635,7635,6971,,matched,8,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;year;locality;samplingProtocol,subpesca-2,salmo trutta,2014,2014-03-01,chaicas,-41.606275,-72.645333,Gaman Limno Studies ,NA,NA,NA,NA,Change Locality to Río Lenca,NA,NA,NA,NA,Río Lenca,NA,NA,NA,NA,NA,NA,NA,NA
7636,7636,6972,,matched,8,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;year;locality;samplingProtocol,subpesca-2,salmo trutta,2014,2014-07-01,chaicas,-41.606275,-72.645333,Gaman Limno Studies ,NA,NA,NA,NA,Change Locality to Río Lenca,NA,NA,NA,NA,Río Lenca,NA,NA,NA,NA,NA,NA,NA,NA
7659,7659,6990,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,galaxias platei,2012,NA,NA,-47.228932,-72.641568,CEA (NA) Monitoreo L,21467,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7661,7661,6992,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,hatcheria macraei,2011,NA,NA,-47.228932,-72.641568,CEA (NA) Monitoreo L,16195,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7665,7665,6996,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,percichthys trucha,2012,NA,NA,-47.228932,-72.641568,CEA (NA) Monitoreo L,21472,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7671,7671,7002,,matched,3,datasetName;canonicalName;decimalLatitude,agui,oncorhynchus mykiss,2007,NA,bco. correntoso,-41.3940000002,-72.6411000001,"Consuegra, S., Phill",271,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7689,7689,7015,,matched,3,datasetName;canonicalName;decimalLatitude,agui,aplochiton zebra,NA,NA,lago sofía,-51.2666666669,-72.6333333326,"Cussac, V., Ortubay,",381,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7690,7690,7016,,matched,3,datasetName;canonicalName;decimalLatitude,agui,galaxias platei,NA,NA,lago sofía,-51.2666666669,-72.6333333326,"Cussac, V., Ortubay,",477,NA,NA,0,"Change coordinates to -51.526421, -72.655984",NA,NA,-51.526421,-72.655984,NA,NA,NA,NA,NA,NA,NA,NA,NA
7697,7697,7019,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,galaxias platei,2011,NA,NA,-47.211245,-72.632236,CEA (NA) Monitoreo L,16185,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7698,7698,7020,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,hatcheria macraei,2011,NA,NA,-47.211245,-72.632236,CEA (NA) Monitoreo L,16194,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7804,7804,7114,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,aplochiton zebra,2011,NA,NA,-47.198685,-72.628438,CEA (NA) Monitoreo L,16169,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7805,7805,7115,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,galaxias platei,2012,NA,NA,-47.198685,-72.628438,CEA (NA) Monitoreo L,21441,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7807,7807,7117,,matched,6,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber,subpesca-1,hatcheria macraei,2011,NA,NA,-47.198685,-72.628438,CEA (NA) Monitoreo L,16193,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7808,7808,7118,,matched,6,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber,subpesca-1,hatcheria macraei,2012,NA,NA,-47.198685,-72.628438,CEA (NA) Monitoreo L,21442,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7841,7841,7145,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,geotria australis,2008,NA,NA,-45.47078,-72.619375,CEA (NA) Linea De Ba,15201,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7848,7848,7152,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,salmo salar,2014,NA,NA,-41.602375,-72.616436111,Gaman Limno Studies ,31198,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7851,7851,7155,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-2,salmo trutta,2014,2014-07-01,chaicas,-41.602375,-72.616436,Gaman Limno Studies ,NA,NA,NA,NA,Change Locality to Río Lenca,NA,NA,NA,NA,Río Lenca,NA,NA,NA,NA,NA,NA,NA,NA
7985,7985,7287,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,geotria australis,2008,NA,NA,-45.463658,-72.610235,CEA (NA) Linea De Ba,15200,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8454,8454,7754,,matched,10,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;year;locality;samplingProtocol;individualCount;eventDate,subpesca-2,salmo trutta,2014,2014-03-01,chaicas,-41.598,-72.600556,Gaman Limno Studies ,NA,NA,NA,NA,Change Locality to Río Lenca,NA,NA,NA,NA,Río Lenca,NA,NA,NA,NA,NA,NA,NA,NA
8455,8455,7755,,matched,10,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;year;locality;samplingProtocol;individualCount;eventDate,subpesca-2,salmo trutta,2014,2014-07-01,chaicas,-41.598,-72.600556,Gaman Limno Studies ,NA,NA,NA,NA,Change Locality to Río Lenca,NA,NA,NA,NA,Río Lenca,NA,NA,NA,NA,NA,NA,NA,NA
8456,8456,7756,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,salmo salar,2014,NA,NA,-41.598,-72.600555556,Gaman Limno Studies ,31197,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8531,8531,7825,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,oncorhynchus mykiss,2006,NA,lago esmeralda,-47.3212260002,-72.5953940003,"Habit, E., Gonzalez,",778,NA,NA,1,associated references (Ortiz-Sandoval et al. 2017) | (Cussac et al. 2020),NA,Ortiz-Sandoval et al. 2017 | Cussac et al. 2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8533,8533,7827,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,oncorhynchus mykiss,NA,NA,lago esmeralda,-47.3212260002,-72.5953940003,"Cussac, V.E.; Barran",560,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8542,8542,7836,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,percichthys trucha,2012,NA,NA,-47.371452,-72.595028,CEA (NA) Monitoreo L,21347,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8651,8651,7894,,matched,3,datasetName;canonicalName;decimalLatitude,agui,galaxias platei,2007,NA,lago portales,-45.5352999999,-72.5904000003,"CORREA, C., BRAVO, A",320,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8652,8652,7895,,matched,3,datasetName;canonicalName;decimalLatitude,agui,salmo trutta,2007,NA,lago portales,-45.5352999999,-72.5904000003,"CORREA, C., BRAVO, A",340,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8670,8670,7911,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,aplochiton zebra,2008,NA,NA,-45.422689,-72.589493,CEA (NA) Linea De Ba,15054,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8672,8672,7913,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,galaxias platei,2008,NA,NA,-45.422689,-72.589493,CEA (NA) Linea De Ba,15070,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8695,8695,7933,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,aplochiton zebra,2007,NA,NA,-45.423431,-72.588004,CEA (NA) Linea De Ba,14646,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8706,8706,7943,,matched,3,datasetName;canonicalName;decimalLatitude,agui,salmo trutta,2007,NA,lago portales,-45.5329912172,-72.5873954867,"Correa, C. and Hendr",295,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8723,8723,7960,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,odontesthes hatcheri,2009,NA,NA,-47.311907,-72.583495,CEA (NA) Linea Base ,15508,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8725,8725,7962,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,percichthys trucha,2009,NA,NA,-47.311907,-72.583495,CEA (NA) Linea Base ,15563,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8729,8729,7966,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,percichthys trucha,2012,NA,NA,-47.421039,-72.583249,CEA (NA) Monitoreo L,21327,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8769,8769,7986,,matched,3,datasetName;canonicalName;decimalLatitude,mma2,galaxias maculatus,NA,NA,río pascua. costeras del fiordo coman,-42.333,-72.583,FuenteReg: Campos et,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
