"id_CC","duplicated_CC","spatialClust_CC","canonicalName","eventDate","year","locality","bibliographicCitation","datasetName","recordedBy","identifiedBy","catalogNumber","institutionCode","institutionID","occurrenceID","occurrenceStatus","collectionCode","collectionID","rObjectRank_CC","decimalLatitude","decimalLongitude","scientificName","individualCount","samplingProtocol","locationRemarks","license","rightsHolder","accessRights","basisOfRecord","eventRemarks","references","sex","lifeStage","establishmentMeans","disposition","occurrenceRemarks","verbatimEventDate","eventTime","month","day","habitat","samplingEffort","continent","country","countryCode","stateProvince","county","municipality","verbatimElevation","verbatimLatitude","verbatimLongitude","kingdom","phylum","class","order","family","genus","specificEpithet","vernacularName","coordinateUncertaintyInMeters","waterBody","typeStatus","organismQuantityType","recordNumber","organismQuantity","uuid","Identification","gbifID","datasetKey","species","infraspecificEpithet","taxonRank","verbatimScientificName","verbatimScientificNameAuthorship","publishingOrgKey","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","taxonKey","speciesKey","dateIdentified","lastInterpreted","mediaType","issue","recordedByID","modified","taxonID","verbatimCoordinateSystem","verbatimSRS","bibiographicCitation","sampleSizeValue","sampleSizeUnit","higherClassification","startDayOfYear","geodeticDatum","higherGeography","verbatimLocality","eventID","language","georeferenceVerificationStatus","nomenclaturalCode","endDayOfYear","georeferencedDate","georeferenceProtocol","georeferencedBy","preparations","fieldNumber","georeferenceSources","scientificNameAuthorship","georeferenceRemarks","associatedReferences","otherCatalogNumbers","dynamicProperties","island","verbatimDepth","maximumDepthInMeters","minimumDepthInMeters","footprintWKT","identificationVerificationStatus","ownerInstitutionCode","islandGroup","identificationRemarks","previousIdentifications","locationAccordingTo","locationID","organismID","datasetID","associatedMedia","materialSampleID","subgenus","minimumElevationInMeters","maximumElevationInMeters","namePublishedInID","scientificNameID","namePublishedInYear","namePublishedIn","verbatimCoordinates","originalNameUsage","associatedSequences","identificationQualifier","earliestAgeOrLowestStage","verbatimTaxonRank","formation","lithostratigraphicTerms","latestAgeOrHighestStage","group","member","lowestBiostratigraphicZone","highestBiostratigraphicZone","bed","earliestPeriodOrLowestSystem","earliestEpochOrLowestSeries","latestEonOrHighestEonothem","earliestEraOrLowestErathem","earliestEonOrLowestEonothem","latestEraOrHighestErathem","geologicalContextID","latestPeriodOrHighestSystem","latestEpochOrHighestSeries","scientificName_Old","IncludePewProAP"
11332,FALSE,2136,"Oncorhynchus mykiss",NA,2016,NA,NA,"SUBPESCA-1",NA,NA,"27833",NA,NA,NA,NA,NA,NA,"9",-41.445997,-72.33196,"Oncorhynchus mykiss (Walbaum, 1792)",6,"Pesca electrica","Rio Rollizo aguas abajo de la restitución","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-41.445996999999998","-72.331959999999995","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Oncorhynchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DECIMAL","ND","INGENAT (2016) Plan De Seguimiento De Varialbes Ambientales, Monitoreo Fauna Ictica Piscicultura Rio Rollizo. NA, ND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oncorhynchus mykiss","1"
11333,FALSE,2136,"Salmo trutta",NA,2016,NA,NA,"SUBPESCA-1",NA,NA,"27834",NA,NA,NA,NA,NA,NA,"9",-41.445997,-72.33196,"Salmo trutta Linnaeus, 1758",8,"Pesca electrica","Rio Rollizo aguas abajo de la restitución","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-41.445996999999998","-72.331959999999995","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Salmo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DECIMAL","ND","INGENAT (2016) Plan De Seguimiento De Varialbes Ambientales, Monitoreo Fauna Ictica Piscicultura Rio Rollizo. NA, ND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo trutta","1"
11334,FALSE,2524,"Oncorhynchus mykiss",NA,2011,NA,NA,"SUBPESCA-1",NA,NA,"7239",NA,NA,NA,NA,NA,NA,"9",-43.577911,-72.331543,"Oncorhynchus mykiss (Walbaum, 1792)",3,"PESCA ELECTRICA POR 30 MINUTOS","3","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"715456","5171546","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Oncorhynchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oncorhynchus mykiss","1"
11335,FALSE,2524,"Salmo trutta",NA,2011,NA,NA,"SUBPESCA-1",NA,NA,"7240",NA,NA,NA,NA,NA,NA,"9",-43.577911,-72.331543,"Salmo trutta Linnaeus, 1758",2,"PESCA ELECTRICA POR 30 MINUTOS","3","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"715456","5171546","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Salmo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo trutta","1"
11336,TRUE,2515,"Geotria australis",NA,2011,NA,NA,"SUBPESCA-1",NA,NA,"7218",NA,NA,NA,NA,NA,NA,"9",-43.685385,-72.331458,"Geotria australis Gray, 1851",2,"PESCA ELECTRICA POR 30 MINUTOS","3","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"715079","5159609","Animalia","Chordata",NA,"Petromyzontiformes","Geotriidae","Geotria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geotria australis","1"
11338,FALSE,2515,"Oncorhynchus mykiss",NA,2011,NA,NA,"SUBPESCA-1",NA,NA,"7220",NA,NA,NA,NA,NA,NA,"9",-43.685385,-72.331458,"Oncorhynchus mykiss (Walbaum, 1792)",4,"PESCA ELECTRICA POR 30 MINUTOS","3","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"715079","5159609","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Oncorhynchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oncorhynchus mykiss","1"
11339,FALSE,2994,"Salmo trutta",NA,2012,NA,NA,"SUBPESCA-1",NA,NA,"21083",NA,NA,NA,NA,NA,NA,"9",-45.099856,-72.331358,"Salmo trutta Linnaeus, 1758",1,"PESCA ELECTRICA","TS-70","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"709964","5002492","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Salmo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","ND (NA) Proyecto Sistema De Transmision Energia Austral. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo trutta","1"
11340,FALSE,2516,"Geotria australis",NA,2011,NA,NA,"SUBPESCA-1",NA,NA,"7221",NA,NA,NA,NA,NA,NA,"9",-43.682849,-72.330813,"Geotria australis Gray, 1851",4,"PESCA ELECTRICA POR 30 MINUTOS","2","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"715140","5159889","Animalia","Chordata",NA,"Petromyzontiformes","Geotriidae","Geotria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geotria australis","1"
11341,FALSE,2516,"Oncorhynchus mykiss",NA,2011,NA,NA,"SUBPESCA-1",NA,NA,"7222",NA,NA,NA,NA,NA,NA,"9",-43.682849,-72.330813,"Oncorhynchus mykiss (Walbaum, 1792)",2,"PESCA ELECTRICA POR 30 MINUTOS","2","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"715140","5159889","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Oncorhynchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oncorhynchus mykiss","1"
11342,FALSE,2516,"Salmo trutta",NA,2011,NA,NA,"SUBPESCA-1",NA,NA,"7223",NA,NA,NA,NA,NA,NA,"9",-43.682849,-72.330813,"Salmo trutta Linnaeus, 1758",5,"PESCA ELECTRICA POR 30 MINUTOS","2","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"715140","5159889","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Salmo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo trutta","1"
11343,FALSE,2771,"Oncorhynchus mykiss",NA,2008,NA,NA,"SUBPESCA-1",NA,NA,"10088",NA,NA,NA,NA,NA,NA,"9",-45.91488,-72.330732,"Oncorhynchus mykiss (Walbaum, 1792)",1,"PESCA ELECTRICA POR 30 MINUTOS","53,1","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"707002","4911945","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Oncorhynchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oncorhynchus mykiss","1"
11344,FALSE,2771,"Salmo trutta",NA,2008,NA,NA,"SUBPESCA-1",NA,NA,"10087",NA,NA,NA,NA,NA,NA,"9",-45.91488,-72.330732,"Salmo trutta Linnaeus, 1758",1,"PESCA ELECTRICA POR 30 MINUTOS","53,1","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"707002","4911945","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Salmo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo trutta","1"
11345,FALSE,2771,"Salvelinus fontinalis",NA,2008,NA,NA,"SUBPESCA-1",NA,NA,"10089",NA,NA,NA,NA,NA,NA,"9",-45.91488,-72.330732,"Salvelinus fontinalis (Mitchill, 1814)",37,"PESCA ELECTRICA POR 30 MINUTOS","53,1","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"707002","4911945","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Salvelinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salvelinus fontinalis","1"
11346,FALSE,2518,"Oncorhynchus mykiss",NA,2009,NA,NA,"SUBPESCA-1",NA,NA,"7227",NA,NA,NA,NA,NA,NA,"9",-43.614509,-72.330692,"Oncorhynchus mykiss (Walbaum, 1792)",8,"PESCA ELECTRICA POR 30 MINUTOS","6","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"715394","5167479","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Oncorhynchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oncorhynchus mykiss","1"
11347,FALSE,2517,"Geotria australis",NA,2011,NA,NA,"SUBPESCA-1",NA,NA,"7224",NA,NA,NA,NA,NA,NA,"9",-43.681172,-72.330305,"Geotria australis Gray, 1851",2,"PESCA ELECTRICA POR 30 MINUTOS","1","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"715187","5160074","Animalia","Chordata",NA,"Petromyzontiformes","Geotriidae","Geotria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geotria australis","1"
11348,TRUE,2517,"Oncorhynchus mykiss",NA,2011,NA,NA,"SUBPESCA-1",NA,NA,"7225",NA,NA,NA,NA,NA,NA,"9",-43.681172,-72.330305,"Oncorhynchus mykiss (Walbaum, 1792)",3,"PESCA ELECTRICA POR 30 MINUTOS","1","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"715187","5160074","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Oncorhynchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oncorhynchus mykiss","1"
11350,FALSE,1493,"Aplochiton taeniatus","",NA,"",NA,"GBIF","","","","Universidad de Chile",NA,"MMA:ICT:0000056","PRESENT","",NA,"6",-45.753,-72.33,"Aplochiton taeniatus Jenyns, 1842",NA,NA,NA,"CC_BY_NC_4_0","Irma Vila",NA,"OCCURRENCE",NA,NA,NA,NA,"native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CL","Región de Aysén del Gral.Ibañez del Campo",NA,NA,NA,NA,NA,"Animalia","Chordata",NA,"Osmeriformes","Galaxiidae","Aplochiton",NA,NA,NA,NA,"",NA,"",NA,NA,NA,4463086185,"45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","Aplochiton taeniatus","","SPECIES","Aplochiton taeniatus","Jenyns, 1842","bf0d80b3-46da-4e60-b1cf-39f2320acb43",NA,NA,NA,NA,NA,2410621,2410621,NA,"2025-07-31 12:04:32.871","","CONTINENT_DERIVED_FROM_COORDINATES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aplochiton taeniatus Jenyns, 1842","1"
11351,FALSE,1493,"Aplochiton taeniatus",NA,NA,"Lago Elizalde. Desague Lago Elizalde","FuenteReg: Campos et al. 1984","MMA2017",NA,NA,NA,NA,"Laboratorio Limnología U. de Chile (Irma Vila)",NA,NA,NA,NA,"11",-45.753,-72.33,"Aplochiton taeniatus Jenyns, 1842",NA,NA,NA,"revisar",NA,"consultar con institución/autor","Colecta","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Chordata",NA,"Osmeriformes","Galaxiidae","Aplochiton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aplochiton taeniatus","1"
