"id_CC","duplicated_CC","spatialClust_CC","canonicalName","eventDate","year","locality","bibliographicCitation","datasetName","recordedBy","identifiedBy","catalogNumber","institutionCode","institutionID","occurrenceID","occurrenceStatus","collectionCode","collectionID","rObjectRank_CC","decimalLatitude","decimalLongitude","scientificName","individualCount","samplingProtocol","locationRemarks","license","rightsHolder","accessRights","basisOfRecord","eventRemarks","references","sex","lifeStage","establishmentMeans","disposition","occurrenceRemarks","verbatimEventDate","eventTime","month","day","habitat","samplingEffort","continent","country","countryCode","stateProvince","county","municipality","verbatimElevation","verbatimLatitude","verbatimLongitude","kingdom","phylum","class","order","family","genus","specificEpithet","vernacularName","coordinateUncertaintyInMeters","waterBody","typeStatus","organismQuantityType","recordNumber","organismQuantity","uuid","Identification","gbifID","datasetKey","species","infraspecificEpithet","taxonRank","verbatimScientificName","verbatimScientificNameAuthorship","publishingOrgKey","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","taxonKey","speciesKey","dateIdentified","lastInterpreted","mediaType","issue","recordedByID","modified","taxonID","verbatimCoordinateSystem","verbatimSRS","bibiographicCitation","sampleSizeValue","sampleSizeUnit","higherClassification","startDayOfYear","geodeticDatum","higherGeography","verbatimLocality","eventID","language","georeferenceVerificationStatus","nomenclaturalCode","endDayOfYear","georeferencedDate","georeferenceProtocol","georeferencedBy","preparations","fieldNumber","georeferenceSources","scientificNameAuthorship","georeferenceRemarks","associatedReferences","otherCatalogNumbers","dynamicProperties","island","verbatimDepth","maximumDepthInMeters","minimumDepthInMeters","footprintWKT","identificationVerificationStatus","ownerInstitutionCode","islandGroup","identificationRemarks","previousIdentifications","locationAccordingTo","locationID","organismID","datasetID","associatedMedia","materialSampleID","subgenus","minimumElevationInMeters","maximumElevationInMeters","namePublishedInID","scientificNameID","namePublishedInYear","namePublishedIn","verbatimCoordinates","originalNameUsage","associatedSequences","identificationQualifier","earliestAgeOrLowestStage","verbatimTaxonRank","formation","lithostratigraphicTerms","latestAgeOrHighestStage","group","member","lowestBiostratigraphicZone","highestBiostratigraphicZone","bed","earliestPeriodOrLowestSystem","earliestEpochOrLowestSeries","latestEonOrHighestEonothem","earliestEraOrLowestErathem","earliestEonOrLowestEonothem","latestEraOrHighestErathem","geologicalContextID","latestPeriodOrHighestSystem","latestEpochOrHighestSeries","scientificName_Old","IncludePewProAP"
11352,FALSE,1493,"Galaxias platei","",NA,"",NA,"GBIF","","","","Universidad de Chile",NA,"MMA:ICT:0002500","PRESENT","",NA,"6",-45.753,-72.33,"Galaxias platei Steindachner, 1898",NA,NA,NA,"CC_BY_NC_4_0","Irma Vila",NA,"OCCURRENCE",NA,NA,NA,NA,"native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CL","Región de Aysén del Gral.Ibañez del Campo",NA,NA,NA,NA,NA,"Animalia","Chordata",NA,"Osmeriformes","Galaxiidae","Galaxias",NA,NA,NA,NA,"",NA,"",NA,NA,NA,4463089904,"45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","Galaxias platei","","SPECIES","Galaxias platei","Steindachner, 1898","bf0d80b3-46da-4e60-b1cf-39f2320acb43",NA,NA,NA,NA,NA,5214305,5214305,NA,"2025-07-31 12:04:32.871","","CONTINENT_DERIVED_FROM_COORDINATES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Galaxias platei Steindachner, 1898","1"
11353,FALSE,1493,"Galaxias platei",NA,NA,"Lago Elizalde. Desague Lago Elizalde","FuenteReg: Campos et al. 1984","MMA2017",NA,NA,NA,NA,"Laboratorio Limnología U. de Chile (Irma Vila)",NA,NA,NA,NA,"11",-45.753,-72.33,"Galaxias platei Steindachner, 1898",NA,NA,NA,"revisar",NA,"consultar con institución/autor","Colecta","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia","Chordata",NA,"Osmeriformes","Galaxiidae","Galaxias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Galaxias platei","1"
11354,FALSE,2523,"Oncorhynchus mykiss",NA,2009,NA,NA,"SUBPESCA-1",NA,NA,"7237",NA,NA,NA,NA,NA,NA,"9",-43.581869,-72.329845,"Oncorhynchus mykiss (Walbaum, 1792)",5,"PESCA ELECTRICA POR 30 MINUTOS","4","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"715579","5171102","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Oncorhynchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oncorhynchus mykiss","1"
11355,FALSE,2523,"Salmo trutta",NA,2009,NA,NA,"SUBPESCA-1",NA,NA,"7238",NA,NA,NA,NA,NA,NA,"9",-43.581869,-72.329845,"Salmo trutta Linnaeus, 1758",1,"PESCA ELECTRICA POR 30 MINUTOS","4","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"715579","5171102","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Salmo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo trutta","1"
11356,FALSE,2772,"Salmo trutta",NA,2011,NA,NA,"SUBPESCA-1",NA,NA,"10091",NA,NA,NA,NA,NA,NA,"9",-45.881785,-72.329612,"Salmo trutta Linnaeus, 1758",42,"PESCA ELECTRICA POR 30 MINUTOS","1","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"707212","4915619","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Salmo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo trutta","1"
11357,FALSE,2514,"Oncorhynchus mykiss",NA,2011,NA,NA,"SUBPESCA-1",NA,NA,"7217",NA,NA,NA,NA,NA,NA,"9",-43.688222,-72.32916,"Oncorhynchus mykiss (Walbaum, 1792)",12,"PESCA ELECTRICA POR 30 MINUTOS","3","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"715254","5159288","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Oncorhynchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oncorhynchus mykiss","1"
11358,FALSE,931,"Salmo trutta",NA,NA,"Lago Elizalde","Cussac, V.E.; Barrantes, M.E.; Boy, C.C.; Górski, K.; Habit, E.; Lattuca, M.E.; Rojo, J.H. New Insights into the Distribution, Physiology and Life Histories of South American Galaxiid Fishes, and Potential Threats to This Unique Fauna. Diversity 2020, 12, 178. https://doi.org/10.3390/d12050178","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,"547",NA,NA,NA,NA,NA,NA,"4",-45.7593070004,-72.3287470003,"Salmo trutta Linnaeus, 1758",NA,NA,NA,"CC BY-NC 4.0",NA,NA,"HumanObservation",NA,"-",NA,NA,"introduced",NA,NA,NA,NA,NA,NA,NA,NA,"Sudamérica","Chile","CL","Región de Aysén","Provincia de Coyhaique","Comuna de Coyhaique",NA,"45°",NA,"Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo","trutta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo trutta","1"
11359,FALSE,2522,"Oncorhynchus mykiss",NA,2011,NA,NA,"SUBPESCA-1",NA,NA,"7234",NA,NA,NA,NA,NA,NA,"9",-43.592094,-72.32855,"Oncorhynchus mykiss (Walbaum, 1792)",4,"PESCA ELECTRICA POR 30 MINUTOS","2","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"715647","5169963","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Oncorhynchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oncorhynchus mykiss","1"
11360,TRUE,2522,"Salmo trutta",NA,2011,NA,NA,"SUBPESCA-1",NA,NA,"7235",NA,NA,NA,NA,NA,NA,"9",-43.592094,-72.32855,"Salmo trutta Linnaeus, 1758",3,"PESCA ELECTRICA POR 30 MINUTOS","2","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"715647","5169963","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Salmo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo trutta","1"
11362,FALSE,2512,"Oncorhynchus mykiss",NA,2011,NA,NA,"SUBPESCA-1",NA,NA,"7215",NA,NA,NA,NA,NA,NA,"9",-43.692495,-72.327854,"Oncorhynchus mykiss (Walbaum, 1792)",4,"PESCA ELECTRICA POR 30 MINUTOS","1","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"715344","5158810","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Oncorhynchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oncorhynchus mykiss","1"
11363,FALSE,2513,"Oncorhynchus mykiss",NA,2011,NA,NA,"SUBPESCA-1",NA,NA,"7216",NA,NA,NA,NA,NA,NA,"9",-43.689584,-72.326556,"Oncorhynchus mykiss (Walbaum, 1792)",10,"PESCA ELECTRICA POR 30 MINUTOS","2","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"715459","5159130","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Oncorhynchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oncorhynchus mykiss","1"
11364,FALSE,2013,"Salmo trutta","2021-12-13",2021,"Farellones, Aysén, Aysén del General Carlos Ibáñez del Campo, CL",NA,"iNaturalist research-grade observations",NA,NA,"117754496",NA,NA,"https://www.inaturalist.org/observations/117754496",NA,NA,NA,"7",-45.4628318463,-72.3261592227,"Salmo trutta Linnaeus, 1758",NA,NA,NA,"CC-BY-NC",NA,NA,"HumanObservation",NA,NA,NA,NA,NA,NA,NA,"2021-12-13 13:34:27-03:00",NA,NA,NA,NA,NA,NA,"Chile",NA,NA,NA,NA,NA,NA,NA,"Animalia","Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo",NA,"Trucha común",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-19 17:31:55 UTC",NA,NA,NA,"5594893","2022-12-07 05:05:18 UTC","47518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo trutta","1"
11365,FALSE,2013,"Salmo trutta","2021-12-13T13:34:27",2021,"",NA,"GBIF","pauli_bahamonde","pauli_bahamonde","117754496","iNaturalist",NA,"https://www.inaturalist.org/observations/117754496","PRESENT","Observations",NA,"6",-45.462832,-72.326159,"Salmo trutta Linnaeus, 1758",NA,NA,NA,"CC_BY_NC_4_0","pauli_bahamonde",NA,"HUMAN_OBSERVATION",NA,NA,NA,NA,"",NA,NA,NA,NA,12,13,NA,NA,NA,NA,"CL","Aisén del General Carlos Ibáñez del Campo",NA,NA,NA,NA,NA,"Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Salmo",NA,NA,24,NA,"",NA,"",NA,NA,NA,3988585477,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Salmo trutta","","SPECIES","Salmo trutta","","28eb1a3f-1c15-4a95-931a-4af90ecb574d",NA,NA,NA,NA,NA,8215487,8215487,"2022-05-19 17:31:55","2025-08-03 01:05:54.461","StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo trutta Linnaeus, 1758","1"
11366,FALSE,2773,"Salmo trutta",NA,2008,NA,NA,"SUBPESCA-1",NA,NA,"10092",NA,NA,NA,NA,NA,NA,"9",-45.914092,-72.32587,"Salmo trutta Linnaeus, 1758",12,"PESCA ELECTRICA POR 30 MINUTOS","53,2","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"707382","4912020","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Salmo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo trutta","1"
11367,FALSE,2773,"Salvelinus fontinalis",NA,2008,NA,NA,"SUBPESCA-1",NA,NA,"10093",NA,NA,NA,NA,NA,NA,"9",-45.914092,-72.32587,"Salvelinus fontinalis (Mitchill, 1814)",9,"PESCA ELECTRICA POR 30 MINUTOS","53,2","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"707382","4912020","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Salvelinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS 84","GESAM (NA) Sistema De Transmision Aysen Y Sistema De Transmision Energia Austral, Entre Region De Valparaiso Y Region De Aysen. NA, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salvelinus fontinalis","1"
11368,TRUE,2146,"Oncorhynchus mykiss",NA,2017,NA,NA,"SUBPESCA-1",NA,NA,"31763",NA,NA,NA,NA,NA,NA,"9",-41.697297,-72.325844,"Oncorhynchus mykiss (Walbaum, 1792)",2,"Pesca electrica y red","ND","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"Enero-Febrero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41°S","66°W","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Oncorhynchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DECIMAL",NA,"Ortiz-Sandoval, J., Gorski, K., Sobenes, C. et al. Invasive trout affect trophic ecology of Galaxias platei in Patagonian lakes. Hydrobiologia 790, 201–212 (2017). https://doi-org.uchile.idm.oclc.org/10.1007/s10750-016-3030-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oncorhynchus mykiss","1"
11370,TRUE,2146,"Salmo trutta",NA,2017,NA,NA,"SUBPESCA-1",NA,NA,"31762",NA,NA,NA,NA,NA,NA,"9",-41.697297,-72.325844,"Salmo trutta Linnaeus, 1758",15,"Pesca electrica y red","ND","revisar",NA,"publicaciones científicas y estudios parte del SEA son de acceso público",NA,NA,NA,NA,NA,NA,NA,NA,"Enero-Febrero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41°S","66°W","Animalia","Chordata",NA,"Salmoniformes","Salmonidae","Salmo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DECIMAL",NA,"Ortiz-Sandoval, J., Gorski, K., Sobenes, C. et al. Invasive trout affect trophic ecology of Galaxias platei in Patagonian lakes. Hydrobiologia 790, 201–212 (2017). https://doi-org.uchile.idm.oclc.org/10.1007/s10750-016-3030-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salmo trutta","1"
