"locality","decimalLatitude","decimalLongitude","year","eventDate","scientificName","individualCount","samplingProtocol","locationRemarks","recordedBy","associatedReferences","license","rightsHolder","accessRights","bibliographicCitation","datasetName","basisOfRecord"
"Río Canelo",-53.16203,-71.526775,2015,2015-02-25,"Eleginops maclovinus",1,"Casting Net","Río Canelo","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Canelo",-53.16203,-71.526775,2015,2015-02-25,"Galaxias maculatus",1,"Casting Net","Río Canelo","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Canelo",-53.16203,-71.526775,2015,2015-02-25,"Oncorhynchus kisutch",7,"Casting Net","Río Canelo","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Canelo",-53.16203,-71.526775,2015,2015-02-25,"Salmo trutta",8,"Casting Net","Río Canelo","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Chingao",-46.45036303,-73.23168796,2019,2019-01-14,"Oncorhynchus tshawytscha",6,"Casting Net, Angling","Valle Exploradores","Cristian Correa, Julien Cucherousset, Simon Blanchet, Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Chingao",-46.45036303,-73.23168796,2019,2019-01-14,"Salmo trutta",25,"Electric fishing, Casting Net, Angling","Valle Exploradores","Cristian Correa, Julien Cucherousset, Simon Blanchet, Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Chingao",-46.45036,-73.23169,2019,2019-11-23,"Salmo trutta",0,"Angling","Valle Exploradores","Cristian Correa, Simon Blanchet, Julien Cucherousset","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Chingao",-46.4499939999999,-73.2317199999999,2023,2023-01-14,"Salmo trutta",13,"Angling","Valle Exploradores","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Chirifo",-46.6237,-72.6716,2023,2023-01-17,"Oncorhynchus mykiss",1,"Electric fishing","Lago General Carrera","Cristian Correa, Jaime Schienfeldt, Simon Blanchet","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Chirifo",-46.6237,-72.6716,2023,2023-01-17,"Salmo trutta",35,"Electric fishing","Lago General Carrera","Cristian Correa, Jaime Schienfeldt, Simon Blanchet","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Cisnes",-48.423623,-72.617085,2007,2007-03-24,"Galaxias platei",9,"Electric fishing","Cisnes","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Cisnes",-48.423623,-72.617085,2007,2007-03-24,"Salmo trutta",2,"Fly fishing","Cisnes","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Claro",-46.259192,-72.017419,2007,2007-04-06,"Oncorhynchus masou",2,"Bottom gillnet L","Rio Claro","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Claro",-46.259192,-72.017419,2007,2007-04-06,"Oncorhynchus mykiss",4,"Bottom gillnet L","Rio Claro","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Claro",-46.259192,-72.017419,2007,2007-04-06,"Salmo trutta",17,"Bottom gillnet L","Rio Claro","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Cole Cole",-42.507139,-74.183083,2016,2016-09-18,"Aplochiton marinus",11,"Trolling","Cole Cole","Jonathan Poblete","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Condor",-53.97042098,-70.09540896,2015,2015-02-14,"Oncorhynchus mykiss",1,"Gill Net Aplochitonera 3mX5m  X2","Río Condor","Cristian Correa, Maryse Boisjoly, Jonathan Poblete","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Condor",-53.97010298,-70.09418503,2015,2015-02-14,"Salmo trutta",2,"Gill Net Salmonera","Río Condor","Cristian Correa, Jonathan Poblete","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Condor",-53.96025399,-70.06476698,2015,2015-02-14,"Galaxias maculatus",11,"Electric fishing","Río Condor","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Condor",-53.96025399,-70.06476698,2015,2015-02-14,"Oncorhynchus mykiss",3,"Casting Net, Electric fishing","Río Condor","Cristian Correa, Jonathan Poblete, Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Condor",-53.96025399,-70.06476698,2015,2015-02-14,"Oncorhynchus tshawytscha",1,"Casting Net","Río Condor","Cristian Correa, Jonathan Poblete","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Condor",-53.96025399,-70.06476698,2015,2015-02-14,"Salmo trutta",14,"Casting Net, Electric fishing","Río Condor","Cristian Correa, Jonathan Poblete, Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Deñal",-42.56202397,-74.13270199,2017,2017-02-25,"Salmo trutta",3,"Gill Net Experimental","Río Deñal","Cristian Correa, Maryse Boisjoly, Camila Sola, Consuelo Guevara","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Deñal",-42.56160999,-74.13243896,2017,2017-02-25,"Aplochiton marinus",1,"Gill Net Aplochitonera 3mX10m","Río Deñal","Cristian Correa, Maryse Boisjoly, Camila Sola, Consuelo Guevara","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Deñal",-42.56160999,-74.13243896,2017,2017-02-25,"Aplochiton taeniatus",1,"Gill Net Aplochitonera 3mX10m","Río Deñal","Cristian Correa, Maryse Boisjoly, Camila Sola, Consuelo Guevara","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Deñal",-42.560533,-74.13144697,2017,2017-02-25,"Aplochiton marinus",1,"Gill Net Aplochitonera 3mX5m  X2","Río Deñal","Cristian Correa, Maryse Boisjoly, Camila Sola, Consuelo Guevara","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Deñal",-42.55987996,-74.12955701,2017,2017-02-25,"Aplochiton marinus",1,"Gill Net Aplochitonera 1.5mX7m","Río Deñal","Cristian Correa, Maryse Boisjoly, Camila Sola, Consuelo Guevara","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Deñal",-42.55921704,-74.12840802,2017,2017-02-25,"Galaxias maculatus",2,"Fyke net","Río Deñal","Cristian Correa, Maryse Boisjoly, Camila Sola, Consuelo Guevara","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Escondido",-51.41319897,-73.09226297,2015,2015-04-07,"Galaxias maculatus",2,"Visual Evaluation","Lago Escondido","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Escondido",-51.41046798,-73.08863402,2015,2015-04-07,"Salmo trutta",7,"Mist Net","Lago Escondido","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Ester",-46.3148259999999,-73.396842,2023,2023-01-12,"Oncorhynchus mykiss",1,"Angling","Valle Exploradores","Cristian Correa, Julien Cucherousset, Simon Blanchet","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Ester",-46.3148259999999,-73.396842,2023,2023-01-12,"Salmo trutta",18,"Angling","Valle Exploradores","Cristian Correa, Julien Cucherousset, Simon Blanchet","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Ester",-46.314784,-73.396989,2019,2019-01-20,"Salmo trutta",12,"Angling","Valle Exploradores","Cristian Correa, Julien Cucherousset, Simon Blanchet, Didier Galop, Jaime Schienfeldt","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Ester",-46.307724,-73.39932804,2019,2019-01-19,"Salmo trutta",1,"Angling","Valle Exploradores","Cristian Correa, Julien Cucherousset, Simon Blanchet, Jaime Schienfeldt","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Exploradores",-46.322833,-73.414824,2014,2014-04-07,"Oncorhynchus tshawytscha",16,"Casting Net","Valle Exploradores","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Exploradores, Estación U de Chile",-46.296321,-73.407935,2019,2019-01-19,"Galaxias maculatus",1,"Electric fishing","Valle Exploradores","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Golondrina",-52.186377,-72.508772,2015,2015-03-08,"Galaxias maculatus",3,"Seine net","Río Golondrina","Maryse Boisjoly, Jonathan Poblete","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Golondrina",-52.186377,-72.508772,2015,2015-03-08,"Patagonotothen sp",61,"Seine net","Río Golondrina","Maryse Boisjoly, Jonathan Poblete","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Golondrina",-52.18593903,-72.51503399,2015,2015-03-09,"Oncorhynchus kisutch",6,"Casting Net","Río Golondrina","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Golondrina",-52.18593903,-72.51503399,2015,2015-03-10,"Oncorhynchus kisutch",23,"Gill Net Salmonera, Casting Net","Río Golondrina","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Golondrina",-52.18593903,-72.51503399,2015,2015-03-11,"Oncorhynchus kisutch",5,"Gill Net Salmonera","Río Golondrina","Cristian Correa, Maryse Boisjoly, Jonathan Poblete","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Golondrina",-52.18593903,-72.51503399,2015,2015-03-11,"Salmo trutta",1,"Gill Net Salmonera","Río Golondrina","Cristian Correa, Maryse Boisjoly, Jonathan Poblete","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Golondrina",-52.185849,-72.509879,2015,2015-03-08,"Galaxias maculatus",7,"Seine net","Río Golondrina","Maryse Boisjoly, Jonathan Poblete","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Golondrina",-52.18561096,-72.51529802,2015,2015-03-09,"Salmo trutta",1,"Mist Net","Río Golondrina","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Golondrina",-52.17796801,-72.51681003,2015,2015-03-09,"Salmo trutta",3,"Gill Net Aplochitonera 3mX10m","Río Golondrina","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Grande, Isla Riesco",-53.051483,-71.86795,2015,2015-03-03,"Eleginops maclovinus",5,"Gill Net","Río Grande Isla Riesco","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Grande, Isla Riesco",-53.00520301,-71.86775501,2015,2015-03-04,"Eleginops maclovinus",1,"Gill Net Salmonera","Río Grande Isla Riesco","Jonathan Poblete, Maryse Boisjoly, Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Grande, Isla Riesco",-53.00520301,-71.86775501,2015,2015-03-04,"Salmo trutta",1,"Gill Net Salmonera","Río Grande Isla Riesco","Jonathan Poblete, Maryse Boisjoly, Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Grande, Isla Riesco",-53.003727,-71.870513,2015,2015-03-03,"Eleginops maclovinus",4,"Gill Net Aplochitonera 1.5mX7m","Río Grande Isla Riesco","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
