"This database is one of the products of the following grants: Carlos García de Leániz (PI), Gonzalo Gajardo, et al. Department for Environment Food and Rural Affairs (DEFRA, UK). Darwin Initiative Grants 15020 (2006-2009) and EIDPO041 (2010-2012).",,,,,,,,,,,,,
Watershed,Location,Station,Latitude,Longitude,Date,Day,Month,Year,Species,Collected by,n.genotyped,n.not.genotyped,n.individuals
Río Llaguepe,Río Llaguepe,RLL,-41.72043,-72.48656,39848,4,2,2009,Oncorhynchus mykiss,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,12,12
Río Llaguepe,Río Llaguepe,RLL,-41.72043,-72.48656,39848,4,2,2009,Salmo trutta,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,6,6
Río Llaguepe,Río Llaguepe,RLL,-41.72116,-72.48642,2010-06-07,10,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,1,1
Río Llaguepe,Río Llaguepe,RLL,-41.72116,-72.48642,2010-06-07,10,6,2007,Salmo salar,"Kyle Young, Jane McDonald, BP",,2,2
Río Llaguepe,Río Llaguepe,RLL,-41.72116,-72.48642,2010-06-07,10,6,2007,Salmo trutta,"Kyle Young, Jane McDonald, BP",,5,5
Río Lleguiman,Lleguiman,RLLG,-41.9801,-72.76198,39841,28,1,2009,Eleginops maclovins,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,1,1
Río Lleguiman,Lleguiman,RLLG,-41.9801,-72.76198,39841,28,1,2009,Galaxias maculatus,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,5,5
Río Lleguiman,Lleguiman,RLLG,-41.9801,-72.76198,39841,28,1,2009,Oncorhynchus mykiss,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,17,17
Río Lleguiman,Lleguiman,RLLG,-41.9801,-72.76198,39841,28,1,2009,Salmo trutta,"José del Carmen Sanzana, Ana María Cerda, Gabriel Orellana",,9,9
Río Manihueco,Rio Manihueco,RMAN,-41.76283,-72.67675,2008-06-07,8,6,2007,Galaxias maculatus,"Kyle Young, Jane McDonald, BP",,7,7
Río Manihueco,Rio Manihueco,RMAN,-41.76283,-72.67675,2008-06-07,8,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,3,3
Río Manihueco,Rio Manihueco,RMAN,-41.76283,-72.67675,2008-06-07,8,6,2007,Salmo salar,"Kyle Young, Jane McDonald, BP",,2,2
Río Manihueco,Rio Manihueco,RMAN,-41.76283,-72.67675,2008-06-07,8,6,2007,Salmo trutta,"Kyle Young, Jane McDonald, BP",,6,6
Río Manihueco,Rio Manihueco,RMAN,-41.76283,-72.67675,39240,7,6,2007,Salmo salar,"Kyle Young, Jane McDonald, BP",,1,1
Río Maquina,Maquina,RUM3,-41.88230556,-73.53163889,39891,19,3,2009,Eleginops maclovins,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,4,4
Río Maquina,Maquina,RUM3,-41.88230556,-73.53163889,39891,19,3,2009,Galaxias maculatus,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,42,42
Río Maquina,Maquina,RUM3,-41.88230556,-73.53163889,39891,19,3,2009,Galaxias platei,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda, Gabriel Orellana",,1,1
Río Maullín,Aqua Chile Ensenada,ACE,-41.21260556,-72.55605556,39230,28,5,2007,Salmo salar,,,5,5
Río Maullín,Aqua Chile Ensenada,ACE,-41.21260556,-72.55605556,39392,6,11,2007,Salmo salar,,,21,21
Río Maullín,Aqua Chile Puerto Octay,ACPO,-40.984475,-72.86279444,39218,16,5,2007,Salmo salar,,,5,5
Río Maullín,Aqua Chile Puerto Octay,ACPO,-40.984475,-72.86279444,39392,6,11,2007,Salmo salar,,,15,15
Río Maullín,Aqua Chile Puerto Octay,ACPO,-40.984475,-72.86279444,39496,18,2,2008,Salmo salar,,,32,32
Río Maullín,Lago Llanquihue,LL,-41.25946944,-73.00116111,21/11/92,21,11,1992,Salmo trutta,Angler,,1,1
Río Maullín,Lago Llanquihue,LL,-41.25946944,-73.00116111,27/04/76,27,4,1976,Salmo trutta,Angler,,1,1
Río Maullín,Maullín 2,RMA2,-41.47504,-73.26604,2026-11-07,26,11,2007,Basilichthys australis,"Kyle Young, Jane McDonald",,2,2
Río Maullín,Maullín 2,RMA2,-41.47504,-73.26604,2026-11-07,26,11,2007,Percichthys trucha,"Kyle Young, Jane McDonald",,1,1
Río Maullín,Maullín 2,RMA2,-41.47504,-73.26604,39408,22,11,2007,Oncorhynchus kisutch,"Kyle Young, Jane McDonald",,1,1
Río Maullín,Maullín 2,RMA2,-41.47504,-73.26604,39412,26,11,2007,Basilichthys australis,"Kyle Young, Jane McDonald",,1,1
Río Maullín,Pescado,RPE,-41.27127,-72.77543,2002-06-07,2,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald",,27,27
Río Maullín,Pescado,RPE,-41.27127,-72.77543,2002-06-07,2,6,2007,Salmo trutta,"Kyle Young, Jane McDonald",,6,6
Río Maullín,Pescado,RPE2,-41.25015,-72.79504,2002-06-07,2,6,2007,Galaxias platei,"Kyle Young, Jane McDonald",,115,115
Río Maullín,Pescado,RPE2,-41.25015,-72.79504,2002-06-07,2,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald",,21,21
Río Maullín,Pescado,RPE2,-41.25015,-72.79504,2002-06-07,2,6,2007,Salmo salar,"Kyle Young, Jane McDonald",,7,7
Río Maullín,Pescado,RPE2,-41.25015,-72.79504,2002-06-07,2,6,2007,Salmo trutta,"Kyle Young, Jane McDonald",,9,9
Río Maullín,Pescado,RPE2,-41.25015,-72.79504,2002-06-07,2,6,2007,Unknown,"Kyle Young, Jane McDonald",,21,21
Río Maullín,Pescado,RPE2,-41.25015,-72.79504,2003-09-08,3,9,2008,Galaxias maculatus,"Kyle Young, Gabriel Orellana",,2,2
Río Maullín,Pescado,RPE2,-41.25015,-72.79504,2003-09-08,3,9,2008,Galaxias platei,"Kyle Young, Gabriel Orellana",,4,4
Río Maullín,Pescado,RPE2,-41.25015,-72.79504,2003-09-08,3,9,2008,Oncorhynchus kisutch,"Kyle Young, Gabriel Orellana",,2,2
Río Maullín,Pescado,RPE2,-41.25015,-72.79504,2003-09-08,3,9,2008,Oncorhynchus mykiss,"Kyle Young, Gabriel Orellana",,35,35
Río Maullín,Pescado,RPE2,-41.25015,-72.79504,2003-09-08,3,9,2008,Salmo trutta,"Kyle Young, Gabriel Orellana",,8,8
Río Maullín,Pescado,RPE2,-41.25015,-72.79504,2003-09-08,3,9,2008,Trichomycterus areolatus,"Kyle Young, Gabriel Orellana",,1,1
Río Maullín,Pescado,RPE3,-41.25525,-72.79549,2017-06-07,17,6,2007,Galaxias platei,"Kyle Young, Jane McDonald, BP",,3,3
Río Maullín,Pescado,RPE3,-41.25525,-72.79549,2017-06-07,17,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,6,6
Río Maullín,Pescado,RPE3,-41.25525,-72.79549,2017-06-07,17,6,2007,Trichomycterus areolatus,"Kyle Young, Jane McDonald, BP",,1,1
Río Maullín,Pescado,RPEB10,-41.26072,-72.79427,2026-06-07,26,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,5,5
Río Maullín,Pescado,RPEB10,-41.26072,-72.79427,2026-06-07,26,6,2007,Unknown,"Kyle Young, Jane McDonald, BP",,2,2
Río Maullín,Pescado,RPEB2,-41.25212,-72.97517,2025-06-07,25,6,2007,Galaxias platei,"Kyle Young, Jane McDonald, BP",,13,13
Río Maullín,Pescado,RPEB2,-41.25212,-72.97517,2025-06-07,25,6,2007,Salmo trutta,"Kyle Young, Jane McDonald, BP",,2,2
Río Maullín,Pescado,RPEB3,-41.25315,-72.79523,2025-06-07,25,6,2007,Galaxias platei,"Kyle Young, Jane McDonald, BP",,16,16
Río Maullín,Pescado,RPEB3,-41.25315,-72.79523,2025-06-07,25,6,2007,Oncorhynchus kisutch,"Kyle Young, Jane McDonald, BP",,1,1
Río Maullín,Pescado,RPEB3,-41.25315,-72.79523,2025-06-07,25,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,6,6
Río Maullín,Pescado,RPEB3,-41.25315,-72.79523,2025-06-07,25,6,2007,Salmo trutta,"Kyle Young, Jane McDonald, BP",,4,4
Río Maullín,Pescado,RPEB4,-41.25445,-72.7956,2025-06-07,25,6,2007,Galaxias maculatus,"Kyle Young, Jane McDonald, BP",,5,5
Río Maullín,Pescado,RPEB4,-41.25445,-72.7956,2025-06-07,25,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,8,8
Río Maullín,Pescado,RPEB5,-41.25525,-72.79549,2025-06-07,25,6,2007,Galaxias platei,"Kyle Young, Jane McDonald, BP",,7,7
Río Maullín,Pescado,RPEB5,-41.25525,-72.79549,2025-06-07,25,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,25,25
Río Maullín,Pescado,RPEB5,-41.25525,-72.79549,2025-06-07,25,6,2007,Salmo trutta,"Kyle Young, Jane McDonald, BP",,4,4
Río Maullín,Pescado,RPEB6,-41.25657,-72.79569,2026-06-07,26,6,2007,Galaxias platei,"Kyle Young, Jane McDonald, BP",,6,6
Río Maullín,Pescado,RPEB6,-41.25657,-72.79569,2026-06-07,26,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,19,19
Río Maullín,Pescado,RPEB7,-41.25775,-72.79562,2026-06-07,26,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,10,10
Río Maullín,Pescado,RPEB8,-41.25828,-72.79568,2026-06-07,26,6,2007,Galaxias platei,"Kyle Young, Jane McDonald, BP",,2,2
Río Maullín,Pescado,RPEB8,-41.25828,-72.79568,2026-06-07,26,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,7,7
Río Maullín,Pescado,RPEB8,-41.25828,-72.79568,2026-06-07,26,6,2007,Salmo trutta,"Kyle Young, Jane McDonald, BP",,1,1
Río Maullín,Pescado,RPEB9,-41.25937,-72.79565,2026-06-07,26,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,9,9
Río Maullín,Pescado,RPEB9,-41.25937,-72.79565,2026-06-07,26,6,2007,Salmo trutta,"Kyle Young, Jane McDonald, BP",,2,2
Río Maullín,Puerto Fonck,HPF,-41,-72.7,2028-03-07,28,3,2007,Salmo salar,"Kyle Young, Jane McDonald",,50,50
Río Maullín,Puerto Fonck,HPF,-41,-72.7,39496,18,2,2008,Salmo salar,,,32,32
Río Maullín,Río Blanco,RBCO,-41.22381,-72.62321,2003-06-07,3,6,2007,Galaxias platei,"Kyle Young, Jane McDonald",,30,30
Río Maullín,Río Blanco,RBCO,-41.22381,-72.62321,2003-06-07,3,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald",,24,24
Río Maullín,Río Blanco,RBCO,-41.22381,-72.62321,2003-06-07,3,6,2007,Oncorhynchus tshawytscha ,"Kyle Young, Jane McDonald",,3,3
Río Maullín,Río Blanco,RBCO,-41.22381,-72.62321,2003-06-07,3,6,2007,Salmo trutta,"Kyle Young, Jane McDonald",,3,3
Río Maullín,Río Blanco,RBCO,-41.22381,-72.62321,2003-06-07,3,6,2007,Unknown,"Kyle Young, Jane McDonald",,3,3
Río Maullín,Río Blanco,RBCO,-41.22381,-72.62321,2003-09-08,3,9,2008,Galaxias maculatus,"Kyle Young, Gabriel Orellana",,7,7
Río Maullín,Río Blanco,RBCO,-41.22381,-72.62321,2003-09-08,3,9,2008,Galaxias platei,"Kyle Young, Gabriel Orellana",,5,5
Río Maullín,Río Blanco,RBCO,-41.22381,-72.62321,2003-09-08,3,9,2008,Oncorhynchus kisutch,"Kyle Young, Gabriel Orellana",,8,8
Río Maullín,Río Blanco,RBCO,-41.22381,-72.62321,2003-09-08,3,9,2008,Oncorhynchus mykiss,"Kyle Young, Gabriel Orellana",,11,11
Río Maullín,Río Blanco,RBCO,-41.22381,-72.62321,2003-09-08,3,9,2008,Salmo trutta,"Kyle Young, Gabriel Orellana",,1,1
Río Maullín,Río Blanco,RBCOB1,-41.22381,-72.62321,2029-06-07,29,6,2007,Oncorhynchus kisutch,"Kyle Young, Jane McDonald, BP",,3,3
Río Maullín,Río Blanco,RBCOB1,-41.22381,-72.62321,2029-06-07,29,6,2007,Unknown,"Kyle Young, Jane McDonald, BP",,6,6
Río Maullín,Río Blanco,RBCOB1,-41.22395,-72.62291,2029-06-07,29,6,2007,Galaxias platei,"Kyle Young, Jane McDonald, BP",,15,15
Río Maullín,Río Blanco,RBCOB1,-41.22395,-72.62291,2029-06-07,29,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,12,12
Río Maullín,Río Blanco,RBCOB2,-41.22502,-72.62321,2029-06-07,29,6,2007,Galaxias platei,"Kyle Young, Jane McDonald, BP",,15,15
Río Maullín,Río Blanco,RBCOB2,-41.22502,-72.62321,2029-06-07,29,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,10,10
Río Maullín,Río Blanco,RBCOB3,-41.22625,-72.6227,2029-06-07,29,6,2007,Galaxias platei,"Kyle Young, Jane McDonald, BP",,1,1
Río Maullín,Río Blanco,RBCOB3,-41.22625,-72.6227,2029-06-07,29,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,24,24
Río Maullín,Río Blanco,RBCOB3,-41.22625,-72.6227,2029-06-07,29,6,2007,Salmo trutta,"Kyle Young, Jane McDonald, BP",,2,2
Río Maullín,Río Blanco,RBCOB4,-41.22728,-72.62377,2029-06-07,29,6,2007,Galaxias platei,"Kyle Young, Jane McDonald, BP",,4,4
Río Maullín,Río Blanco,RBCOB4,-41.22728,-72.62377,2029-06-07,29,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,45,45
Río Maullín,Río Blanco,RBCOB4,-41.22728,-72.62377,2029-06-07,29,6,2007,Salmo trutta,"Kyle Young, Jane McDonald, BP",,1,1
Río Maullín,Río Blanco,RBCOB4,-41.22728,-72.62377,2029-06-07,29,6,2007,Trichomycterus areolatus,"Kyle Young, Jane McDonald, BP",,2,2
Río Maullín,Río Blanco,RBCOB5,-41.22731,-72.62235,2028-06-07,28,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,5,5
Río Maullín,Río Blanco,RBCOB5,-41.22731,-72.62235,2029-06-07,29,6,2007,Galaxias platei,"Kyle Young, Jane McDonald, BP",,16,16
Río Maullín,Río Blanco,RBCOB5,-41.22731,-72.62235,2029-06-07,29,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,18,18
Río Maullín,Río Blanco,RBCOB5,-41.22731,-72.62235,2029-06-07,29,6,2007,Salmo trutta,"Kyle Young, Jane McDonald, BP",,4,4
Río Maullín,Río Blanco,RBCOB6,-41.22794,-72.62098,2029-06-07,29,6,2007,Galaxias platei,"Kyle Young, Jane McDonald, BP",,7,7
Río Maullín,Río Blanco,RBCOB6,-41.22794,-72.62098,2029-06-07,29,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,23,23
Río Maullín,Río Blanco,RBCOB6,-41.22794,-72.62098,2029-06-07,29,6,2007,Salmo trutta,"Kyle Young, Jane McDonald, BP",,1,1
Río Maullín,Río Blanco,RBCOB7,-41.23061,-72.6206,1930-06-07,30,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,14,14
Río Maullín,Río Blanco,RBCOB7,-41.23061,-72.6206,1930-06-07,30,6,2007,Salmo trutta,"Kyle Young, Jane McDonald, BP",,3,3
Río Maullín,Río Blanco,RBCOB8,-41.23191,-72.61977,1930-06-07,30,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,19,19
Río Maullín,Río Blanco,RBCOB9,-41.2344,-72.6183,1930-06-07,30,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,28,28
Río Maullín,Río Blanco,RBCOB9,-41.2344,-72.6183,1930-06-07,30,6,2007,Salmo trutta,"Kyle Young, Jane McDonald, BP",,2,2
Río Maullín,Rio Blanco Arenal,RBA1,-41.04855,-72.67419,2016-06-07,16,6,2007,Galaxias maculatus,"Kyle Young, Jane McDonald, BP",,1,1
Río Maullín,Rio Blanco Arenal,RBA1,-41.04855,-72.67419,2016-06-07,16,6,2007,Galaxias platei,"Kyle Young, Jane McDonald, BP",,24,24
Río Maullín,Rio Blanco Arenal,RBA1,-41.04855,-72.67419,2016-06-07,16,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,24,24
Río Maullín,Rio Blanco Arenal,RBA1,-41.04855,-72.67419,2016-06-07,16,6,2007,Salmo trutta,"Kyle Young, Jane McDonald, BP",,7,7
Río Maullín,Rio Blanco Arenal,RBA2,-41.04855,-72.67419,2016-06-07,16,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,1,1
Río Maullín,Rio Blanco Arenal,RBA2,-41.04855,-72.67419,39249,16,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,23,23
Río Maullín,Río Esperanza,RES25,-41.319881,-73.541677,39912,9,4,2009,Geotria australis,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda",,21,21
Río Maullín,Río Esperanza,RES25,-41.319881,-73.541677,39912,9,4,2009,Salmo trutta,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda",,44,44
Río Maullín,Río Esperanza,RES25,-41.319881,-73.541677,39912,9,4,2009,Trichomycterus areolatus,"José del Carmen Sanzana, Delphine Vanhaecke, Ana María Cerda",,8,8
Río Maullín,Rio Maullin 1,RMA 1,-41.47504,-73.26604,2013-05-07,13,5,2007,Galaxias maculatus,"Kyle Young, Jane McDonald",,2,2
Río Maullín,Rio Maullin 1,RMA 1,-41.47504,-73.26604,2013-05-07,13,5,2007,Geotria australis,"Kyle Young, Jane McDonald",,2,2
Río Maullín,Rio Maullin 1,RMA 1,-41.47504,-73.26604,2013-05-07,13,5,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald",,1,1
Río Maullín,Rio Maullin 1,RMA 1,-41.47504,-73.26604,2013-05-07,13,5,2007,Percichthys trucha,"Kyle Young, Jane McDonald",,2,2
Río Maullín,Rio Maullin 1,RMA 1,-41.47504,-73.26604,2013-05-07,13,5,2007,Salmo trutta,"Kyle Young, Jane McDonald",,1,1
Río Maullín,Rio Maullin 1,RMA 1,-41.47504,-73.26604,2013-05-07,13,5,2007,Trichomycterus areolatus,"Kyle Young, Jane McDonald",,4,4
Río Maullín,Rio Nadi,RND26,-41.3842,-73.523,39912,9,4,2009,Brachygalaxias bullocki,"Jessica Stephenson, Ana María Cerda, Delphine Vanhaecke",,2,2
Río Maullín,Rio Nadi,RND26,-41.3842,-73.523,39912,9,4,2009,Geotria australis,"Jessica Stephenson, Ana María Cerda, Delphine Vanhaecke",,30,30
Río Maullín,Rio Nadi,RND26,-41.3842,-73.523,39912,9,4,2009,Salmo trutta,"Jessica Stephenson, Ana María Cerda, Delphine Vanhaecke",,15,15
Río Maullín,Rio Negro 1,RN 1,-41.39078,-73.06887,39215,13,5,2007,Salmo trutta,"Kyle Young, Jane McDonald",,20,20
Río Maullín,Río Tepu,RTE,-41.22282,-72.59436,2027-06-07,27,6,2007,Unknown,"Kyle Young, Jane McDonald, BP",,1,1
Río Maullín,Río Tepu,RTE1,-41.22134,-72.59514,2017-06-07,17,6,2007,Salmo trutta,"Kyle Young, Jane McDonald, BP",,1,1
Río Maullín,Río Tepu,RTE2,-41.22366,-72.59407,2027-06-07,27,6,2007,Oncorhynchus kisutch,"Kyle Young, Jane McDonald, BP",,1,1
Río Maullín,Río Tepu,RTE3,-41.22458,-72.59419,2027-06-07,27,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,2,2
Río Maullín,Río Tepu,RTE4,-41.22578,-72.59495,2017-06-07,17,6,2007,Trichomycterus areolatus,"Kyle Young, Jane McDonald, BP",,1,1
Río Maullín,Río Tepu,RTEB1,-41.22282,-72.59436,2025-06-07,25,6,2007,Galaxias platei,"Kyle Young, Jane McDonald, BP",,24,24
Río Maullín,Río Tepu,RTEB1,-41.22282,-72.59436,2025-06-07,25,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,3,3
Río Maullín,Río Tepu,RTEB1,-41.22282,-72.59436,2027-06-07,27,6,2007,Galaxias maculatus,"Kyle Young, Jane McDonald, BP",,27,27
Río Maullín,Río Tepu,RTEB1,-41.22282,-72.59436,2027-06-07,27,6,2007,Galaxias platei,"Kyle Young, Jane McDonald, BP",,10,10
Río Maullín,Río Tepu,RTEB10,-41.2334,-72.59509,2028-06-07,28,6,2007,Galaxias platei,"Kyle Young, Jane McDonald, BP",,5,5
Río Maullín,Río Tepu,RTEB10,-41.2334,-72.59509,2028-06-07,28,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,13,13
Río Maullín,Río Tepu,RTEB11,-41.23445,-72.59467,2028-06-07,28,6,2007,Galaxias platei,"Kyle Young, Jane McDonald, BP",,2,2
Río Maullín,Río Tepu,RTEB11,-41.23445,-72.59467,2028-06-07,28,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,23,23
Río Maullín,Río Tepu,RTEB11,-41.23445,-72.59467,2028-06-07,28,6,2007,Trichomycterus areolatus,"Kyle Young, Jane McDonald, BP",,3,3
Río Maullín,Río Tepu,RTEB11,-41.23445,-72.59467,2028-06-07,28,6,2007,Unknown,"Kyle Young, Jane McDonald, BP",,2,2
Río Maullín,Río Tepu,RTEB12,-41.23613,-72.59269,2028-06-07,28,6,2007,Galaxias platei,"Kyle Young, Jane McDonald, BP",,1,1
Río Maullín,Río Tepu,RTEB12,-41.23613,-72.59269,2028-06-07,28,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,36,36
Río Maullín,Río Tepu,RTEB12,-41.23613,-72.59269,2028-06-07,28,6,2007,Trichomycterus areolatus,"Kyle Young, Jane McDonald, BP",,5,5
Río Maullín,Río Tepu,RTEB12,-41.23613,-72.59269,2028-06-07,28,6,2007,Unknown,"Kyle Young, Jane McDonald, BP",,1,1
Río Maullín,Río Tepu,RTEB13,-41.23742,-72.59223,2028-06-07,28,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,7,7
Río Maullín,Río Tepu,RTEB14,-41.23836,-72.59094,2028-06-07,28,6,2007,Oncorhynchus kisutch,"Kyle Young, Jane McDonald, BP",,1,1
Río Maullín,Río Tepu,RTEB14,-41.23836,-72.59094,2028-06-07,28,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,37,37
Río Maullín,Río Tepu,RTEB14,-41.23836,-72.59094,2028-06-07,28,6,2007,Salmo trutta,"Kyle Young, Jane McDonald, BP",,2,2
Río Maullín,Río Tepu,RTEB14,-41.23836,-72.59094,2028-06-07,28,6,2007,Trichomycterus areolatus,"Kyle Young, Jane McDonald, BP",,2,2
Río Maullín,Río Tepu,RTEB2,-41.22366,-72.59407,2027-06-07,27,6,2007,Galaxias platei,"Kyle Young, Jane McDonald, BP",,27,27
Río Maullín,Río Tepu,RTEB2,-41.22366,-72.59407,2027-06-07,27,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,17,17
Río Maullín,Río Tepu,RTEB2,-41.22366,-72.59407,2027-06-07,27,6,2007,Trichomycterus areolatus,"Kyle Young, Jane McDonald, BP",,2,2
Río Maullín,Río Tepu,RTEB3,-41.22458,-72.59419,2027-06-07,27,6,2007,Galaxias platei,"Kyle Young, Jane McDonald, BP",,23,23
Río Maullín,Río Tepu,RTEB3,-41.22458,-72.59419,2027-06-07,27,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,9,9
Río Maullín,Río Tepu,RTEB3,-41.22458,-72.59419,2027-06-07,27,6,2007,Trichomycterus areolatus,"Kyle Young, Jane McDonald, BP",,7,7
Río Maullín,Río Tepu,RTEB4a,-41.22578,-72.59495,2027-06-07,27,6,2007,Galaxias maculatus,"Kyle Young, Jane McDonald, BP",,2,2
Río Maullín,Río Tepu,RTEB4a,-41.22578,-72.59495,2027-06-07,27,6,2007,Galaxias platei,"Kyle Young, Jane McDonald, BP",,1,1
Río Maullín,Río Tepu,RTEB4a,-41.22578,-72.59495,2027-06-07,27,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,2,2
Río Maullín,Río Tepu,RTEB4a,-41.22578,-72.59495,2027-06-07,27,6,2007,Trichomycterus areolatus,"Kyle Young, Jane McDonald, BP",,9,9
Río Maullín,Río Tepu,RTEB4b,-41.22578,-72.59495,2027-06-07,27,6,2007,Galaxias maculatus,"Kyle Young, Jane McDonald, BP",,1,1
Río Maullín,Río Tepu,RTEB4b,-41.22578,-72.59495,2027-06-07,27,6,2007,Galaxias platei,"Kyle Young, Jane McDonald, BP",,12,12
Río Maullín,Río Tepu,RTEB4b,-41.22578,-72.59495,2027-06-07,27,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,6,6
Río Maullín,Río Tepu,RTEB4b,-41.22578,-72.59495,2027-06-07,27,6,2007,Trichomycterus areolatus,"Kyle Young, Jane McDonald, BP",,4,4
Río Maullín,Río Tepu,RTEB5,-41.22768,-72.59447,2027-06-07,27,6,2007,Galaxias maculatus,"Kyle Young, Jane McDonald, BP",,3,3
Río Maullín,Río Tepu,RTEB5,-41.22768,-72.59447,2027-06-07,27,6,2007,Galaxias platei,"Kyle Young, Jane McDonald, BP",,13,13
Río Maullín,Río Tepu,RTEB5,-41.22768,-72.59447,2027-06-07,27,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,18,18
Río Maullín,Río Tepu,RTEB5,-41.22768,-72.59447,2027-06-07,27,6,2007,Salmo salar,"Kyle Young, Jane McDonald, BP",,1,1
Río Maullín,Río Tepu,RTEB5,-41.22768,-72.59447,2027-06-07,27,6,2007,Salmo trutta,"Kyle Young, Jane McDonald, BP",,1,1
Río Maullín,Río Tepu,RTEB5,-41.22768,-72.59447,2027-06-07,27,6,2007,Trichomycterus areolatus,"Kyle Young, Jane McDonald, BP",,4,4
Río Maullín,Río Tepu,RTEB6,-41.22886,-72.59422,2027-06-07,27,6,2007,Galaxias maculatus,"Kyle Young, Jane McDonald, BP",,9,9
Río Maullín,Río Tepu,RTEB6,-41.22886,-72.59422,2027-06-07,27,6,2007,Galaxias platei,"Kyle Young, Jane McDonald, BP",,14,14
Río Maullín,Río Tepu,RTEB6,-41.22886,-72.59422,2027-06-07,27,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,7,7
Río Maullín,Río Tepu,RTEB6,-41.22886,-72.59422,2027-06-07,27,6,2007,Salmo trutta,"Kyle Young, Jane McDonald, BP",,1,1
Río Maullín,Río Tepu,RTEB6,-41.22886,-72.59422,2027-06-07,27,6,2007,Trichomycterus areolatus,"Kyle Young, Jane McDonald, BP",,1,1
Río Maullín,Río Tepu,RTEB7,-41.2296,-72.59448,2027-06-07,27,6,2007,Galaxias maculatus,"Kyle Young, Jane McDonald, BP",,31,31
Río Maullín,Río Tepu,RTEB7,-41.2296,-72.59448,2027-06-07,27,6,2007,Oncorhynchus mykiss,"Kyle Young, Jane McDonald, BP",,5,5
Río Maullín,Río Tepu,RTEB7,-41.2296,-72.59448,2027-06-07,27,6,2007,Salmo trutta,"Kyle Young, Jane McDonald, BP",,1,1
