"This database is one of the products of the following grants: Carlos García de Leániz (PI), Gonzalo Gajardo, et al. Department for Environment Food and Rural Affairs (DEFRA, UK). Darwin Initiative Grants 15020 (2006-2009) and EIDPO041 (2010-2012).",,,,,,,,,,,,,
Watershed,Location,Station,Latitude,Longitude,Date,Day,Month,Year,Species,Collected by,n.genotyped,n.not.genotyped,n.individuals
Río U21,Río U21,U21A,-42.20209,-73.41302,2009-11-07,9,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,30,30
Río U21,Río U21,U21A,-42.20209,-73.41302,2009-11-07,9,11,2007,Oncorhynchus mykiss,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,3,3
Río U21,Río U21,U21C,-42.20573,-73.41568,2009-11-07,9,11,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,1,1
Río U21,Río U21,U21C,-42.20573,-73.41568,2009-11-07,9,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,2,2
Río U21,Río U21,U21C,-42.20573,-73.41568,2009-11-07,9,11,2007,Oncorhynchus mykiss,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,5,5
Río U22,Río U22,U22A,-42.27939,-73.35328,2010-11-07,10,11,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,6,6
Río U22,Río U22,U22A,-42.27939,-73.35328,2010-11-07,10,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,158,158
Río U22,Río U22,U22A,-42.27939,-73.35328,2010-11-07,10,11,2007,Oncorhynchus mykiss,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,9,9
Río U22,Río U22,U22B,-42.27884,-73.3537,2010-11-07,10,11,2007,Oncorhynchus mykiss,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,5,5
Río U23,Río U23,U23A,-42.33205,-73.54575,2010-11-07,10,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,31,31
Río U23,Río U23,U23A,-42.33205,-73.54575,2010-11-07,10,11,2007,Oncorhynchus mykiss,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,13,13
Río U23,Río U23,U23C,-42.3287,-73.54565,2011-11-07,11,11,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,1,1
Río U23,Río U23,U23C,-42.3287,-73.54565,2011-11-07,11,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,1,1
Río U23,Río U23,U23C,-42.3287,-73.54565,2011-11-07,11,11,2007,Oncorhynchus mykiss,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,23,23
Río U23,Río U23,U23E,-42.32508,-73.54643,2011-11-07,11,11,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,1,1
Río U23,Río U23,U23E,-42.32508,-73.54643,2011-11-07,11,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,1,1
Río U23,Río U23,U23E,-42.32508,-73.54643,2011-11-07,11,11,2007,Oncorhynchus mykiss,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,41,41
Río U23,Río U23,U23G,-42.32233,-73.54351,2011-11-07,11,11,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,1,1
Río U23,Río U23,U23G,-42.32233,-73.54351,2011-11-07,11,11,2007,Oncorhynchus mykiss,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,29,29
Río U24,Río U24,U24A,-41.81153,-74.03178,2029-11-07,29,11,2007,Aplochiton taeniatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",1,,1
Río U24,Río U24,U24A,-41.81153,-74.03178,2029-11-07,29,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,84,84
Río U24,Río U24,U24A,-41.81153,-74.03178,2029-11-07,29,11,2007,Geotria australis,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,1,1
Río U24,Río U24,U24A,-41.81153,-74.03178,2029-11-07,29,11,2007,Sculpin sp,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,1,1
Río U24,Río U24,U24A,-41.81153,-74.03178,2029-11-07,29,11,2007,Unknown,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,1,1
Río U24,Río U24,U24C,-41.81353,-74.03423,2029-11-07,29,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,4,4
Río U24,Río U24,U24E,-41.81366,-74.03197,2029-11-07,29,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,41,41
Río U24,Río U24,U24G,-41.81597,-74.02802,2029-11-07,29,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,1,1
Río U25,Río U25,U25A,-41.81499,-73.9715,2029-11-07,29,11,2007,Aplochiton taeniatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",1,,1
Río U25,Río U25,U25A,-41.81499,-73.9715,2029-11-07,29,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,10,10
Río U26,Río U26,U26A,-41.88628,-73.96237,1930-11-07,30,11,2007,Brachygalaxias bullocki,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,1,1
Río U26,Río U26,U26A,-41.88628,-73.96237,1930-11-07,30,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,36,36
Río U26,Río U26,U26C,-41.88679,-73.96333,1930-11-07,30,11,2007,Aplochiton taeniatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",1,,1
Río U26,Río U26,U26C,-41.88679,-73.96333,1930-11-07,30,11,2007,Brachygalaxias bullocki,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,7,7
Río U26,Río U26,U26C,-41.88679,-73.96333,1930-11-07,30,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,37,37
Río U26,Río U26,U26C,-41.88679,-73.96333,1930-11-07,30,11,2007,Geotria australis,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,5,5
Río U26,Río U26,U26E,-41.88813,-73.96439,1930-11-07,30,11,2007,Aplochiton taeniatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",2,,2
Río U26,Río U26,U26E,-41.88813,-73.96439,1930-11-07,30,11,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,1,1
Río U26,Río U26,U26E,-41.88813,-73.96439,1930-11-07,30,11,2007,Brachygalaxias bullocki,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,3,3
Río U26,Río U26,U26E,-41.88813,-73.96439,1930-11-07,30,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,64,64
Río U26,Río U26,U26E,-41.88813,-73.96439,1930-11-07,30,11,2007,Geotria australis,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,6,6
Río U27,Río U27,U27A,-41.89357,-73.95935,39416,30,11,2007,Aplochiton taeniatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",5,4,9
Río U27,Río U27,U27A,-41.89357,-73.95935,39416,30,11,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,4,4
Río U27,Río U27,U27A,-41.89357,-73.95935,39416,30,11,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,3,3
Río U27,Río U27,U27A,-41.89357,-73.95935,39416,30,11,2007,Unknown,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,1,1
Río U27,Río U27,U27C,-41.53985,-73.5625,2018-02-08,18,2,2008,Aplochiton taeniatus,"Kyle Young, Jessica Stephenson",,1,1
Río U27,Río U27,U27C,-41.53985,-73.5625,2018-02-08,18,2,2008,Aplochiton zebra,"Kyle Young, Jessica Stephenson",,62,62
Río U27,Río U27,U27C,-41.53985,-73.5625,2018-02-08,18,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson",,3,3
Río U27,Río U27,U27C,-41.53985,-73.5625,2018-02-08,18,2,2008,Geotria australis,"Kyle Young, Jessica Stephenson",,2,2
Río U28,Río U28,U28A,-41.9465,-74.02473,2002-12-07,2,12,2007,Aplochiton taeniatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",4,,4
Río U28,Río U28,U28A,-41.9465,-74.02473,2002-12-07,2,12,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",22,,22
Río U28,Río U28,U28A,-41.9465,-74.02473,2002-12-07,2,12,2007,AzxAt hybrid,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",1,,1
Río U28,Río U28,U28B,-41.94709,-74.0224,2002-12-07,2,12,2007,Aplochiton taeniatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",2,,2
Río U28,Río U28,U28B,-41.94709,-74.0224,2002-12-07,2,12,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,22,22
Río U29,Río U29,U29A,-41.95989,-74.04021,2003-12-07,3,12,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",21,2,23
Río U30,Río U30,U30A,-41.98488,-74.01282,2004-12-07,4,12,2007,Aplochiton taeniatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",10,,10
Río U30,Río U30,U30A,-41.98488,-74.01282,2004-12-07,4,12,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,1,1
Río U30,Río U30,U30A,-41.98488,-74.01282,2004-12-07,4,12,2007,Salmo trutta,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,8,8
Río U30,Río U30,U30C,-41.98552,-74.02763,2004-12-07,4,12,2007,Aplochiton taeniatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",1,,1
Río U30,Río U30,U30C,-41.98552,-74.02763,2004-12-07,4,12,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,3,3
Río U30,Río U30,U30C,-41.98552,-74.02763,2004-12-07,4,12,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,7,7
Río U30,Río U30,U30C,-41.98552,-74.02763,2004-12-07,4,12,2007,Salmo trutta,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,37,37
Río U30,Río U30,U30E,-41.98502,-74.04028,2004-12-07,4,12,2007,Aplochiton taeniatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",1,,1
Río U30,Río U30,U30E,-41.98502,-74.04028,2004-12-07,4,12,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,9,9
Río U30,Río U30,U30E,-41.98502,-74.04028,2004-12-07,4,12,2007,Salmo trutta,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,13,13
Río U31,Río U31,U31A,-41.79725,-73.95163,2005-12-07,5,12,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,65,65
Río U31,Río U31,U31A,-41.79725,-73.95163,2005-12-07,5,12,2007,Geotria australis,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,3,3
Río U31,Río U31,U31C,-41.80022,-73.95544,2005-12-07,5,12,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,25,25
Río U32,Río U32,U32,-42.16491,-73.47269,2014-04-08,14,4,2008,Salmo salar,"Kyle Young, Jessica Stephenson",,1,1
Río U32,Río U32,U32A,-42.16491,-73.47269,2006-12-07,6,12,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,1,1
Río U32,Río U32,U32A,-42.16491,-73.47269,2006-12-07,6,12,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,98,98
Río U32,Río U32,U32A,-42.16491,-73.47269,2006-12-07,6,12,2007,Geotria australis,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,1,1
Río U32,Río U32,U32A,-42.16491,-73.47269,2006-12-07,6,12,2007,Oncorhynchus mykiss,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,1,1
Río U32,Río U32,U32C,-42.1709,-73.47256,2006-12-07,6,12,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,11,11
Río U32,Río U32,U32C,-42.1709,-73.47256,2006-12-07,6,12,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,5,5
Río U32,Río U32,U32C,-42.1709,-73.47256,2006-12-07,6,12,2007,Oncorhynchus mykiss,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,3,3
Río U32,Río U32,U32E,-42.17471,-73.46948,2006-12-07,6,12,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,5,5
Río U32,Río U32,U32E,-42.17471,-73.46948,2006-12-07,6,12,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,4,4
Río U32,Río U32,U32E,-42.17471,-73.46948,2006-12-07,6,12,2007,Oncorhynchus mykiss,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,5,5
Río U33,Río U33,U33A,-42.16802,-73.47995,2007-12-07,7,12,2007,Aplochiton taeniatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,1,1
Río U33,Río U33,U33A,-42.16802,-73.47995,2007-12-07,7,12,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",8,,8
Río U33,Río U33,U33A,-42.16802,-73.47995,2007-12-07,7,12,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,117,117
Río U33,Río U33,U33A,-42.16802,-73.47995,2007-12-07,7,12,2007,Oncorhynchus mykiss,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,17,17
Río U33,Río U33,U33A,-42.16802,-73.47995,2007-12-07,7,12,2007,Salmo salar,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,22,22
Río U33,Río U33,U33B,-42.16925,-73.47957,2007-12-07,7,12,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",11,5,16
Río U33,Río U33,U33B,-42.16925,-73.47957,2007-12-07,7,12,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,17,17
Río U33,Río U33,U33B,-42.16925,-73.47957,2007-12-07,7,12,2007,Oncorhynchus mykiss,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,13,13
Río U33,Río U33,U33B,-42.16925,-73.47957,2007-12-07,7,12,2007,Salmo salar,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,2,2
Río U33,Río U33,U33C,-42.17039,-73.47986,2007-12-07,7,12,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",8,6,14
Río U33,Río U33,U33C,-42.17039,-73.47986,2007-12-07,7,12,2007,Oncorhynchus mykiss,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,7,7
Río U33,Río U33,U33C,-42.17039,-73.47986,2007-12-07,7,12,2007,Salmo salar,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,2,2
Río U34,Río U34,U34A,-42.11079,-73.48407,2008-12-07,8,12,2007,Aplochiton zebra,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",15,35,50
Río U34,Río U34,U34A,-42.11079,-73.48407,2008-12-07,8,12,2007,Brachygalaxias bullocki,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,2,2
Río U34,Río U34,U34A,-42.11079,-73.48407,2008-12-07,8,12,2007,Galaxias maculatus,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,67,67
Río U34,Río U34,U34A,-42.11079,-73.48407,2008-12-07,8,12,2007,Oncorhynchus kisutch,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,1,1
Río U34,Río U34,U34A,-42.11079,-73.48407,2008-12-07,8,12,2007,Oncorhynchus mykiss,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,6,6
Río U34,Río U34,U34C,-42.10957,-73.48385,2008-12-07,8,12,2007,Brachygalaxias bullocki,"Kyle Young, Alexandre Terreau, Anne-Flore Thailly",,43,43
Río U35,Río U35,U35A,-43.13724,-73.65302,2004-02-08,4,2,2008,Aplochiton zebra,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,9,9
Río U35,Río U35,U35A,-43.13724,-73.65302,2004-02-08,4,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,7,7
Río U35,Río U35,U35A,-43.13724,-73.65302,2004-02-08,4,2,2008,Oncorhynchus mykiss,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,2,2
Río U35,Río U35,U35A,-43.13724,-73.65302,2004-02-08,4,2,2008,Salmo trutta,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,46,46
Río U35,Río U35,U35C,-43.13221,-73.65633,2004-02-08,4,2,2008,Salmo trutta,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,28,28
Río U36,Río U36,U36A,-43.04641,-73.62746,2005-02-08,5,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,80,80
Río U36,Río U36,U36A,-43.04641,-73.62746,2005-02-08,5,2,2008,Oncorhynchus mykiss,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,6,6
Río U36,Río U36,U36A,-43.04641,-73.62746,2005-02-08,5,2,2008,Salmo trutta,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,4,4
Río U36,Río U36,U36C,-43.04502,-73.64363,2005-02-08,5,2,2008,Oncorhynchus mykiss,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,6,6
Río U36,Río U36,U36D,-43.04154,-73.64645,2005-02-08,5,2,2008,Oncorhynchus mykiss,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,67,67
Río U37,Río U37,U37A,-43.03323,-73.57449,2006-02-08,6,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,128,128
Río U37,Río U37,U37A,-43.03323,-73.57449,2006-02-08,6,2,2008,Oncorhynchus mykiss,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,13,13
Río U37,Río U37,U37A,-43.03323,-73.57449,2006-02-08,6,2,2008,Salmo trutta,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,1,1
Río U38,Río U38,U38A,-43.04134,-73.59446,2006-02-08,6,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,44,44
Río U38,Río U38,U38A,-43.04134,-73.59446,2006-02-08,6,2,2008,Oncorhynchus mykiss,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,63,63
Río U38,Río U38,U38C,-43.03131,-73.60072,2006-02-08,6,2,2008,Aplochiton zebra,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,40,40
Río U39,Río U39,U39A,-42.91145,-73.6386,2007-02-08,7,2,2008,Aplochiton zebra,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,1,1
Río U39,Río U39,U39A,-42.91145,-73.6386,2007-02-08,7,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,1,1
Río U39,Río U39,U39A,-42.91145,-73.6386,2007-02-08,7,2,2008,Salmo trutta,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,41,41
Río U39,Río U39,U39C,-42.91407,-73.64059,2007-02-08,7,2,2008,Salmo trutta,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,18,18
Río U40,Río U40,U40A,-42.89064,-73.65541,2007-02-08,7,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,2,2
Río U40,Río U40,U40A,-42.89064,-73.65541,2007-02-08,7,2,2008,Salmo trutta,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,5,5
Río U40,Río U40,U40C,-42.89232,-73.66039,2007-02-08,7,2,2008,Salmo trutta,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,30,30
Río U41,Río U41,U41A,-42.88184,-73.66441,2008-02-08,8,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,2,2
Río U41,Río U41,U41A,-42.88184,-73.66441,2008-02-08,8,2,2008,Salmo trutta,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,61,61
Río U42,Río U42,U42A,-42.87653,-73.67674,2008-02-08,8,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,1,1
Río U42,Río U42,U42A,-42.87653,-73.67674,2008-02-08,8,2,2008,Salmo trutta,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,29,29
Río U42,Río U42,U42C,-42.87921,-73.68051,2008-02-08,8,2,2008,Salmo trutta,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,29,29
Río U43,Río U43,U43A,-42.87309,-73.59266,2009-02-08,9,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,12,12
Río U43,Río U43,U43A,-42.87309,-73.59266,2009-02-08,9,2,2008,Salmo trutta,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,48,48
Río U44,Río U44,U44A,-42.8585,-73.6031,2009-02-08,9,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,3,3
Río U44,Río U44,U44A,-42.8585,-73.6031,2009-02-08,9,2,2008,Salmo trutta,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,34,34
Río U45,Río U45,U45A,-42.88706,-73.55497,2010-02-08,10,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,3,3
Río U45,Río U45,U45A,-42.88706,-73.55497,2010-02-08,10,2,2008,Salmo trutta,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,34,34
Río U45,Río U45,U45A,-42.88706,-73.55497,2010-02-08,10,2,2008,Unknown,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,1,1
Río U45,Río U45,U45C,-42.88205,-73.55514,2010-02-08,10,2,2008,Salmo trutta,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,28,28
Río U46,Río U46,U46A,-42.88169,-73.54764,2010-02-08,10,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,14,14
Río U46,Río U46,U46A,-42.88169,-73.54764,2010-02-08,10,2,2008,Salmo trutta,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,26,26
Río U46,Río U46,U46A,-42.88169,-73.54764,2010-02-08,10,2,2008,Sculpin sp,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,19,19
Río U47,Río U47,U47A,-42.74561,-73.614,2011-02-08,11,2,2008,Aplochiton zebra,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,4,4
Río U47,Río U47,U47A,-42.74561,-73.614,2011-02-08,11,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,44,44
Río U47,Río U47,U47A,-42.74561,-73.614,2011-02-08,11,2,2008,Oncorhynchus mykiss,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,16,16
Río U48,Río U48,U48A,-42.75316,-73.60063,2012-02-08,12,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,32,32
Río U48,Río U48,U48A,-42.75316,-73.60063,2012-02-08,12,2,2008,Oncorhynchus mykiss,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,37,37
Río U49,Río U49,U49A,-42.7306,-73.62833,2012-02-08,12,2,2008,Aplochiton zebra,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,10,10
Río U49,Río U49,U49A,-42.7306,-73.62833,2012-02-08,12,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,27,27
Río U49,Río U49,U49A,-42.7306,-73.62833,2012-02-08,12,2,2008,Oncorhynchus mykiss,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,10,10
Río U5,Río U5,U5,-42.85109,-73.6936,2017-05-07,17,5,2007,Salmo trutta,"Kyle Young, Jane McDonald",,15,15
Río U5,Río U5,U5A,-42.85208,-73.69341,2009-02-08,9,2,2008,Aplochiton zebra,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,2,2
Río U5,Río U5,U5A,-42.85208,-73.69341,2009-02-08,9,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,1,1
Río U5,Río U5,U5A,-42.85208,-73.69341,2009-02-08,9,2,2008,Salmo trutta,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,106,106
Río U50,Río U50,U50A,-42.71726,-73.63188,2012-02-08,12,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson, Anne-Flore Thailly",,38,38
Río U51,Río U51,U51A,-41.55488,-73.57089,2018-02-08,18,2,2008,Aplochiton zebra,"Kyle Young, Jessica Stephenson",,2,2
Río U51,Río U51,U51A,-41.55488,-73.57089,2018-02-08,18,2,2008,Salmo trutta,"Kyle Young, Jessica Stephenson",,36,36
Río U52,Río U52,U52A,-41.57718,-73.33644,2019-02-08,19,2,2008,Aplochiton zebra,"Kyle Young, Jessica Stephenson",,43,43
Río U52,Río U52,U52A,-41.57718,-73.33644,2019-02-08,19,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson",,72,72
Río U53,Río U53,U53A,-41.5741,-73.3379,2019-02-08,19,2,2008,Aplochiton taeniatus,"Kyle Young, Jessica Stephenson",,1,1
Río U53,Río U53,U53A,-41.5741,-73.3379,2019-02-08,19,2,2008,Aplochiton zebra,"Kyle Young, Jessica Stephenson",,33,33
Río U53,Río U53,U53A,-41.5741,-73.3379,2019-02-08,19,2,2008,Brachygalaxias bullocki,"Kyle Young, Jessica Stephenson",,2,2
Río U53,Río U53,U53A,-41.5741,-73.3379,2019-02-08,19,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson",,49,49
Río U54,Río U54,U54A,-41.56743,-73.33936,2019-02-08,19,2,2008,Aplochiton zebra,"Kyle Young, Jessica Stephenson",,13,13
Río U54,Río U54,U54A,-41.56743,-73.33936,2019-02-08,19,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson",,6,6
Río U55,Río U55,U55A,-41.58234,-73.33105,2020-02-08,20,2,2008,Aplochiton taeniatus,"Kyle Young, Jessica Stephenson",,3,3
Río U55,Río U55,U55A,-41.58234,-73.33105,2020-02-08,20,2,2008,Aplochiton zebra,"Kyle Young, Jessica Stephenson",,23,23
Río U55,Río U55,U55A,-41.58234,-73.33105,2020-02-08,20,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson",,50,50
Río U55,Río U55,U55A,-41.58234,-73.33105,2020-02-08,20,2,2008,Oncorhynchus mykiss,"Kyle Young, Jessica Stephenson",,9,9
Río U56,Río U56,U56A,-41.58798,-73.31819,2020-02-08,20,2,2008,Aplochiton taeniatus,"Kyle Young, Jessica Stephenson",,1,1
Río U56,Río U56,U56A,-41.58798,-73.31819,2020-02-08,20,2,2008,Aplochiton zebra,"Kyle Young, Jessica Stephenson",,4,4
Río U56,Río U56,U56A,-41.58798,-73.31819,2020-02-08,20,2,2008,Galaxias maculatus,"Kyle Young, Jessica Stephenson",,84,84
