"occurrenceID","decimalLongitude","decimalLatitude","locality","scientificName","year","eventDate","bibliographicCitation","eventRemarks","license","datasetName","datasetName_tmp","basisOfRecord"
"CCorrea.Lit.Review.1308",-73.60315,-42.44238,"Curaco de Velez","Oncorhynchus tshawytscha",1982,"1982","Reyes, X. (1982) Presencia de Hepatoxylon trichiuri (Holten, 1802) (Cestoda: Trypanorhyncha) en Oncorynchus tshawytscha y Sonmiosus pacificus capturados en Chile.. Investigaciones Marinas, Valparaiso 10(1-2): 40-45.","1982 The post-larvae were burried in the soil. Geolocation: The position of the point is not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1311",-72.51311,-41.42701,"Lago Chapo","Oncorhynchus mykiss",1986,"1986/1988","Villalobos, L., S. Woelfl, O. Parra, and H. Campos (2003) Lake Chapo: a baseline study of a deep, oligotrophic North Patagonian lake prior to its use for hydroelectricity generation: II. Biological properties.. Hydrobiologia 510: 225-237.","1986-1987  Geolocation: Specific location not specified.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1315",-73.77277,-42.48319,"Castro, at port, Prov. Chiloe, X Region, Pacific Region","Odontesthes regia",1990,"1990","Dyer, B. (1994) Specimens of Chilean fish deposited by B. Dyer in the University of Michigan Zoological Museum. in.. NEODAT II team databese http://www.neodat.org/.","1990 Specimen deposited in University of Michigan Museum of Zoology; Collectors: BS Dyer (on board of M/N Skorpios); Determiner: BS Dyer/1990; Catalogue number: 218456; Size: 159-172 mm SL.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1358",-72.25292,-47.25316,"Lago Cochrane, approximately 1 km East of Rancho 'La Gauchita' (Mondelo family) at Pescadero de Las Truchas, a *","Odontesthes hatcheri",1990,"1990","Dyer, B. (1994) Specimens of Chilean fish deposited by B. Dyer in the University of Michigan Zoological Museum. in.. NEODAT II team databese http://www.neodat.org/.","1990 Specimen deposited in University of Michigan Museum of Zoology; Collectors: BS Dyer, and A Ormeno; Determiner: BS Dyer/1990; Catalogue number: 218449; Size: 207-350 mm SL.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1359",-72.25292,-47.25316,"Lago Cochrane, Prov. Capitan Prat, XI Region	 Rio Baker drainage","Odontesthes hatcheri",1990,"1990","Dyer, B. (1994) Specimens of Chilean fish deposited by B. Dyer in the University of Michigan Zoological Museum. in.. NEODAT II team databese http://www.neodat.org/.","1990 Specimen deposited in University of Michigan Museum of Zoology; Collectors: BS Dyer, and A Ormeno; Determiner: BS Dyer/1990; Catalogue number: 218450; Size: 28-152 mm SL.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1360",-72.25292,-47.25316,"Lago Cochrane, Prov. Capitan Prat, XI Region	 Rio Baker drainage","Galaxias platei",1990,"1990","Dyer, B. (1994) Specimens of Chilean fish deposited by B. Dyer in the University of Michigan Zoological Museum. in.. NEODAT II team databese http://www.neodat.org/.","1990 Specimen deposited in University of Michigan Museum of Zoology; Collectors: BS Dyer, and A Ormeno; Determiner: BS Dyer/1990; Catalogue number: 218451; Size: 78 mm SL.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1362",-72.60294,-47.33315,"Laguna Esmeralda, about 5 km South of Cochrane on road to Puerto Yungay, Prov. Capitan Prat, XI Region	 Rio Baker dr.","Odontesthes hatcheri",1990,"1990","Dyer, B. (1994) Specimens of Chilean fish deposited by B. Dyer in the University of Michigan Zoological Museum. in.. NEODAT II team databese http://www.neodat.org/.","1990 Specimen deposited in University of Michigan Museum of Zoology; Collectors: BS Dyer, and C Ormeno; Determiner: BS Dyer/1990; Catalogue number: 218452; Size: 308-340 mm SL.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1363",-71.68285,-46.53318,"Lake General Carrera, Bahia Jara, 17 km W of Chile Chico, at mouth of Arroyo or Estero Bano, Prov. General Carrera,*","Galaxias platei",1990,"1990","Dyer, B. (1994) Specimens of Chilean fish deposited by B. Dyer in the University of Michigan Zoological Museum. in.. NEODAT II team databese http://www.neodat.org/.","1990 Specimen deposited in University of Michigan Museum of Zoology; Collectors: BS Dyer, M Reyes, and P Jaramillo; Determiner: BS Dyer/1990; Catalogue number: 218594; Size: 215 mm SL.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1364",-71.68285,-46.53318,"Lake General Carrera, Bahia Jara, 17 km W of Chile Chico, at mouth of Arroyo or Estero Bano, Prov. General Carrera,*","Percichthys trucha",1990,"1990","Dyer, B. (1994) Specimens of Chilean fish deposited by B. Dyer in the University of Michigan Zoological Museum. in.. NEODAT II team databese http://www.neodat.org/.","1990 Specimen deposited in University of Michigan Museum of Zoology; Collectors: BS Dyer, M Reyes, and P Jaramillo; Determiner: BS Dyer/1990; Catalogue number: 218595; Size: 150-222 mm SL.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1365",-71.68285,-46.53318,"Lake General Carrera, Bahia Jara, 17 km W of Chile Chico, at mouth of Arroyo or Estero Bano, Prov. General Carrera,*","Odontesthes hatcheri",1990,"1990","Dyer, B. (1994) Specimens of Chilean fish deposited by B. Dyer in the University of Michigan Zoological Museum. in.. NEODAT II team databese http://www.neodat.org/.","1990 Specimen deposited in University of Michigan Museum of Zoology; Collectors: BS Dyer, M Reyes, and P Jaramillo; Determiner: BS Dyer/1990; Catalogue number: 218596; Size: 240-296 mm SL.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1366",-71.68285,-46.53318,"Lake General Carrera, Bahia Jara, 17 km W of Chile Chico, at mouth of Arroyo or Estero Bano, Prov. General Carrera,*","Percichthys trucha",1990,"1990","Dyer, B. (1994) Specimens of Chilean fish deposited by B. Dyer in the University of Michigan Zoological Museum. in.. NEODAT II team databese http://www.neodat.org/.","1990 Specimen deposited in University of Michigan Museum of Zoology; Collectors: P Jaramillo; Determiner: BS Dyer/1990; Catalogue number: 218597; Size: 156.5 mm SL.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1367",-71.68285,-46.53318,"Lake General Carrera, Bahia Jara, 17 km W of Chile Chico, at mouth of Arroyo or Estero Bano, Prov. General Carrera,*","Odontesthes hatcheri",1990,"1990","Dyer, B. (1994) Specimens of Chilean fish deposited by B. Dyer in the University of Michigan Zoological Museum. in.. NEODAT II team databese http://www.neodat.org/.","1990 Specimen deposited in University of Michigan Museum of Zoology; Collectors: P Jaramillo; Determiner: BS Dyer/1990; Catalogue number: 218598; Size: 233-293 mm SL.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1370",-71.68326,-53.08308,"Punta Arenas, fish market (ex. Coop. Pescadores), Prov. Magallanes, XII Region	 Straits of Magellan","Odontesthes smitti",1990,"1990","Dyer, B. (1994) Specimens of Chilean fish deposited by B. Dyer in the University of Michigan Zoological Museum. in.. NEODAT II team databese http://www.neodat.org/.","1990 Specimen deposited in University of Michigan Museum of Zoology; Collectors: B.S. Dyer and party; Determiner: BS Dyer/1990; Catalogue number: 218448; Size: 150.5-262 mm SL.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1371",-73.77277,-42.55319,"Punta Peuque, opposite Rauco, Seno de Castro, Prov. Chiloe, X Region","Odontesthes regia",1990,"1990","Dyer, B. (1994) Specimens of Chilean fish deposited by B. Dyer in the University of Michigan Zoological Museum. in.. NEODAT II team databese http://www.neodat.org/.","1990 Specimen deposited in University of Michigan Museum of Zoology; Collectors: Fishermen, Castro; Determiner: BS Dyer/1990; Catalogue number: 218455; Size: 184-229 mm SL.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1507",-68.67302,-52.67317,"Straits of Magellan, Tierra del Fuego Island, near Estancia Catalina 'NNE' from Cerro Sombrero, Region XII","Odontesthes smitti",1987,"1987","Dyer, B. (1994) Specimens of Chilean fish deposited by B. Dyer in the University of Michigan Zoological Museum. in.. NEODAT II team databese http://www.neodat.org/.","1987 Specimen deposited in University of Michigan Museum of Zoology; Collectors: A Warren; Determiner: BS Dyer/1990; Catalogue number: 218797; Size: 226 mm SL.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1508",-68.67302,-52.67317,"Straits of Magellan, Tierra del Fuego Island, near Estancia Catalina 'NNE' from Cerro Sombrero, Region XII","Odontesthes nigricans",1987,"1987","Dyer, B. (1994) Specimens of Chilean fish deposited by B. Dyer in the University of Michigan Zoological Museum. in.. NEODAT II team databese http://www.neodat.org/.","1987 Specimen deposited in University of Michigan Museum of Zoology; Collectors: A Warren; Determiner: BS Dyer/1990; Catalogue number: 218798; Size: 192-216 mmm SL.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1546",-72.51311,-41.42701,"Lago Chapo","Salmo trutta",1986,"1986/1988","Villalobos, L., S. Woelfl, O. Parra, and H. Campos (2003) Lake Chapo: a baseline study of a deep, oligotrophic North Patagonian lake prior to its use for hydroelectricity generation: II. Biological properties.. Hydrobiologia 510: 225-237.","1986-1987  Geolocation: Specific location not specified.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1547",-72.51311,-41.42701,"Lago Chapo","Percichthys trucha",1986,"1986/1988","Villalobos, L., S. Woelfl, O. Parra, and H. Campos (2003) Lake Chapo: a baseline study of a deep, oligotrophic North Patagonian lake prior to its use for hydroelectricity generation: II. Biological properties.. Hydrobiologia 510: 225-237.","1986-1987 Adults were gillnetted and juveniles collected in the littoral zone with tow net. Geolocation: Specific location not specified.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1548",-72.55481,-41.42324,"Lago Chapo, littoral zone.","Salmo trutta",1986,"1986/1988","Villalobos, L., S. Woelfl, O. Parra, and H. Campos (2003) Lake Chapo: a baseline study of a deep, oligotrophic North Patagonian lake prior to its use for hydroelectricity generation: II. Biological properties.. Hydrobiologia 510: 225-237.","1986-1987 Two small individuals also collected in the littoral zone. Geolocation: Specific location not specified.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1549",-72.55481,-41.42324,"Lago Chapo, littoral zone.","Aplochiton taeniatus",1986,"1986/1988","Villalobos, L., S. Woelfl, O. Parra, and H. Campos (2003) Lake Chapo: a baseline study of a deep, oligotrophic North Patagonian lake prior to its use for hydroelectricity generation: II. Biological properties.. Hydrobiologia 510: 225-237.","1986-1987 n=812 Geolocation: Specific location not specified.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1550",-72.55481,-41.42324,"Lago Chapo, littoral zone.","Trichomycterus areolatus",1986,"1986/1988","Villalobos, L., S. Woelfl, O. Parra, and H. Campos (2003) Lake Chapo: a baseline study of a deep, oligotrophic North Patagonian lake prior to its use for hydroelectricity generation: II. Biological properties.. Hydrobiologia 510: 225-237.","1986-1987 Only one individual problably from the naiboughring river. Geolocation: Specific location not specified.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1551",-72.55481,-41.42324,"Lago Chapo, littoral zone.","Percichthys trucha",1986,"1986/1988","Villalobos, L., S. Woelfl, O. Parra, and H. Campos (2003) Lake Chapo: a baseline study of a deep, oligotrophic North Patagonian lake prior to its use for hydroelectricity generation: II. Biological properties.. Hydrobiologia 510: 225-237.","1986-1987 n=1093 Geolocation: Specific location not specified.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1552",-71.96795,-46.24541,"Lagoon Don Poli","Oncorhynchus masou",1987,"1987","Sakai, M., R. Aguirrebeña, and A. Nagasawa (1987) Growth analysis by scale reading of cherry salmon (Oncorhynchus masou) stocked a closed-system lake ""Lagoon Don Poli"", southern Chile.. Internal Report 18, Japan International Cooperation Agency & Servicio Nacional de Pesca, Tokyo. 26pp.","1987 The species was heavily stocked in Lagoon Don Poli between 1982-1986. More info on length / weight / age available.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1553",-71.96795,-46.24541,"Lagoon Don Poli","Galaxias platei",1987,"1987","Sakai, M., R. Aguirrebeña, and A. Nagasawa (1987) Growth analysis by scale reading of cherry salmon (Oncorhynchus masou) stocked a closed-system lake ""Lagoon Don Poli"", southern Chile.. Internal Report 18, Japan International Cooperation Agency & Servicio Nacional de Pesca, Tokyo. 26pp.","1987 At least 50 individuals were captured and measured. Individuals <10cm long formed schools near the shallow outlet.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1567",-72.41175,-43.1976,"Lago Yecho","Oncorhynchus mykiss",2001,"2001","Doris Soto B.and Ivan Arismendi V. (2001) Evaluacion, ordenamiento y manejo  del potencial biológico para la pesca deportiva de la región de los lagos.. Gobierno Regional de Los Lagos Fondo Nacional de Desarrollo Regional (FNDR) código B.I.P. 20109755-0; Universidad Austral de Chile.","2001  Geolocation: Not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1568",-72.41175,-43.1976,"Lago Yecho","Salmo trutta",2001,"2001","Doris Soto B.and Ivan Arismendi V. (2001) Evaluacion, ordenamiento y manejo  del potencial biológico para la pesca deportiva de la región de los lagos.. Gobierno Regional de Los Lagos Fondo Nacional de Desarrollo Regional (FNDR) código B.I.P. 20109755-0; Universidad Austral de Chile.","2001  Geolocation: Not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1569",-72.41175,-43.1976,"Lago Yecho","Salmo salar",2001,"2001","Doris Soto B.and Ivan Arismendi V. (2001) Evaluacion, ordenamiento y manejo  del potencial biológico para la pesca deportiva de la región de los lagos.. Gobierno Regional de Los Lagos Fondo Nacional de Desarrollo Regional (FNDR) código B.I.P. 20109755-0; Universidad Austral de Chile.","2001  Geolocation: Not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1623",-72.95085,-45.13768,"Yulton-Meullin Lakes","Aplochiton zebra",1997,"1997","Soto, D., I. Arismendi, J. González, J. Sanzana, F. Jara, C. Jara, E. Guzman, and A. Lara (2006) Southern Chile, trout and salmon country: invasion patterns and threats for native species.. Revista Chilena de Historia Natural 79:97-117.","1997  Geolocation: Not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1624",-72.95085,-45.13768,"Yulton-Meullin Lakes","Galaxias platei",1997,"1997","Soto, D., I. Arismendi, J. González, J. Sanzana, F. Jara, C. Jara, E. Guzman, and A. Lara (2006) Southern Chile, trout and salmon country: invasion patterns and threats for native species.. Revista Chilena de Historia Natural 79:97-117.","1997  Geolocation: Not accurate.","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1710",-72.3981,-41.11996,"Lago Todos Los Santos, Petrohue","Oncorhynchus mykiss",1998,"1998/2000","Cassigoli, J. (1999) Catastro de enfermedades de peces nativos circundantes a centros de cultivo de salmónidos.. Fondo de Investigación Pesquera - Instituto Tecnológico del Salmón - Universidad Austral de Chile - Aquatic Health FIP 97-38.","1998, 1999  Geolocation: Ok","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1711",-72.3981,-41.11996,"Lago Todos Los Santos, Petrohue","Salmo trutta",1998,"1998/2000","Cassigoli, J. (1999) Catastro de enfermedades de peces nativos circundantes a centros de cultivo de salmónidos.. Fondo de Investigación Pesquera - Instituto Tecnológico del Salmón - Universidad Austral de Chile - Aquatic Health FIP 97-38.","1998, 1999  Geolocation: Ok","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1712",-72.3981,-41.11996,"Lago Todos Los Santos, Petrohue","Basilichthys australis",1998,"1998/2000","Cassigoli, J. (1999) Catastro de enfermedades de peces nativos circundantes a centros de cultivo de salmónidos.. Fondo de Investigación Pesquera - Instituto Tecnológico del Salmón - Universidad Austral de Chile - Aquatic Health FIP 97-38.","1998, 1999  Geolocation: Ok","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1713",-72.3981,-41.11996,"Lago Todos Los Santos, Petrohue","Aplochiton taeniatus",1998,"1998/2000","Cassigoli, J. (1999) Catastro de enfermedades de peces nativos circundantes a centros de cultivo de salmónidos.. Fondo de Investigación Pesquera - Instituto Tecnológico del Salmón - Universidad Austral de Chile - Aquatic Health FIP 97-38.","1998, 1999 One indiv. Geolocation: Ok","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1714",-72.3981,-41.11996,"Lago Todos Los Santos, Petrohue","Percichthys trucha",1998,"1998/2000","Cassigoli, J. (1999) Catastro de enfermedades de peces nativos circundantes a centros de cultivo de salmónidos.. Fondo de Investigación Pesquera - Instituto Tecnológico del Salmón - Universidad Austral de Chile - Aquatic Health FIP 97-38.","1998, 1999  Geolocation: Ok","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1715",-72.3981,-41.11996,"Lago Todos Los Santos, Petrohue","Galaxias maculatus",1998,"1998/2000","Cassigoli, J. (1999) Catastro de enfermedades de peces nativos circundantes a centros de cultivo de salmónidos.. Fondo de Investigación Pesquera - Instituto Tecnológico del Salmón - Universidad Austral de Chile - Aquatic Health FIP 97-38.","1998, 1999  Geolocation: Ok","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1716",-72.3981,-41.11996,"Lago Todos Los Santos, Petrohue","Galaxias platei",1998,"1998/2000","Cassigoli, J. (1999) Catastro de enfermedades de peces nativos circundantes a centros de cultivo de salmónidos.. Fondo de Investigación Pesquera - Instituto Tecnológico del Salmón - Universidad Austral de Chile - Aquatic Health FIP 97-38.","1998, 1999  Geolocation: Ok","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1838",-67.70586,-54.9443,"Bronces 1","Galaxias maculatus",2005,"2005","Moorman, MC (2007) The conservation implications of introduced trout and beaver on native fish in the Cape Horn Biosphere Reserve, Chile. Masters thesis, North Carolina University 57 pp.","2005 Length & weight available Geolocation: GPS waypoint","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1839",-67.70586,-54.9443,"Bronces 1","Oncorhynchus mykiss",2005,"2005","Moorman, MC (2007) The conservation implications of introduced trout and beaver on native fish in the Cape Horn Biosphere Reserve, Chile. Masters thesis, North Carolina University 57 pp.","2005 Length & weight available Geolocation: GPS waypoint","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1840",-67.70586,-54.9443,"Bronces 1","Salvelinus fontinalis",2005,"2005","Moorman, MC (2007) The conservation implications of introduced trout and beaver on native fish in the Cape Horn Biosphere Reserve, Chile. Masters thesis, North Carolina University 57 pp.","2005  Geolocation: GPS waypoint","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1841",-67.71147,-54.94864,"Bronces 2","",2005,"2005","Moorman, MC (2007) The conservation implications of introduced trout and beaver on native fish in the Cape Horn Biosphere Reserve, Chile. Masters thesis, North Carolina University 57 pp.","2005 no fish was caught Geolocation: GPS waypoint","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1842",-67.46843,-54.93987,"Cascada 1","",2005,"2005","Moorman, MC (2007) The conservation implications of introduced trout and beaver on native fish in the Cape Horn Biosphere Reserve, Chile. Masters thesis, North Carolina University 57 pp.","2005 no fish was caught Geolocation: GPS waypoint","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1843",-67.469,-54.93906,"Cascada 2","Galaxias maculatus",2005,"2005","Moorman, MC (2007) The conservation implications of introduced trout and beaver on native fish in the Cape Horn Biosphere Reserve, Chile. Masters thesis, North Carolina University 57 pp.","2005 Length & weight available Geolocation: GPS waypoint","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1844",-67.469,-54.93906,"Cascada 2","Salvelinus fontinalis",2005,"2005","Moorman, MC (2007) The conservation implications of introduced trout and beaver on native fish in the Cape Horn Biosphere Reserve, Chile. Masters thesis, North Carolina University 57 pp.","2005 Length & weight available Geolocation: GPS waypoint","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1845",-68.05193,-55.18086,"Douglas 1","Galaxias maculatus",2005,"2005","Moorman, MC (2007) The conservation implications of introduced trout and beaver on native fish in the Cape Horn Biosphere Reserve, Chile. Masters thesis, North Carolina University 57 pp.","2005 Length & weight available Geolocation: GPS waypoint","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1846",-68.05193,-55.18086,"Douglas 1","Oncorhynchus mykiss",2005,"2005","Moorman, MC (2007) The conservation implications of introduced trout and beaver on native fish in the Cape Horn Biosphere Reserve, Chile. Masters thesis, North Carolina University 57 pp.","2005 Length & weight available Geolocation: GPS waypoint","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1847",-68.05193,-55.18086,"Douglas 1","Salvelinus fontinalis",2005,"2005","Moorman, MC (2007) The conservation implications of introduced trout and beaver on native fish in the Cape Horn Biosphere Reserve, Chile. Masters thesis, North Carolina University 57 pp.","2005 Length & weight available Geolocation: GPS waypoint","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1848",-68.10906,-55.17387,"Douglas 2","Galaxias maculatus",2005,"2005","Moorman, MC (2007) The conservation implications of introduced trout and beaver on native fish in the Cape Horn Biosphere Reserve, Chile. Masters thesis, North Carolina University 57 pp.","2005 Length & weight available Geolocation: GPS waypoint","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1849",-68.10906,-55.17387,"Douglas 2","Salvelinus fontinalis",2005,"2005","Moorman, MC (2007) The conservation implications of introduced trout and beaver on native fish in the Cape Horn Biosphere Reserve, Chile. Masters thesis, North Carolina University 57 pp.","2005 Length & weight available Geolocation: GPS waypoint","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
"CCorrea.Lit.Review.1850",-67.78388,-54.92486,"Estrella 1","Galaxias maculatus",2005,"2005","Moorman, MC (2007) The conservation implications of introduced trout and beaver on native fish in the Cape Horn Biosphere Reserve, Chile. Masters thesis, North Carolina University 57 pp.","2005 Length & weight available Geolocation: GPS waypoint","CC BY-NC 4.0","Literature review dataset of Chilean freshwater and diadromous fish occurrences, compiled by C. Correa (v2009)","FishGIS_metaDatabase_CCorrea","Occurrence"
