"decimalLongitude","decimalLatitude","locality","scientificName","year","bibliographicCitation","eventRemarks","license","datasetName","basisOfRecord"
-68.37854,-54.98422,"Hoste 2","Salvelinus fontinalis",2005,"M, Moorman (In prep.) Freshwater fish of Nature Reserve on Isla Navarino, Magellan region, Chile (provisory title).. Masters thesis, North Carolina University NA. Type of document: Thesis Notes: NA","2005  Geolocation: GPS waypoint","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-68.59137,-54.94829,"Hoste 3","Galaxias maculatus",2005,"M, Moorman (In prep.) Freshwater fish of Nature Reserve on Isla Navarino, Magellan region, Chile (provisory title).. Masters thesis, North Carolina University NA. Type of document: Thesis Notes: NA","2005  Geolocation: GPS waypoint","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-68.59641,-54.94567,"Hoste 4","Salvelinus fontinalis",2005,"M, Moorman (In prep.) Freshwater fish of Nature Reserve on Isla Navarino, Magellan region, Chile (provisory title).. Masters thesis, North Carolina University NA. Type of document: Thesis Notes: NA","2005 Directly downstream from a beaverdam. Geolocation: GPS waypoint","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-68.56876,-54.94831,"Hoste 5","Salvelinus fontinalis",2005,"M, Moorman (In prep.) Freshwater fish of Nature Reserve on Isla Navarino, Magellan region, Chile (provisory title).. Masters thesis, North Carolina University NA. Type of document: Thesis Notes: NA","2005  Geolocation: GPS waypoint","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-68.11217,-54.91196,"Lum 1","Salvelinus fontinalis",2005,"M, Moorman (In prep.) Freshwater fish of Nature Reserve on Isla Navarino, Magellan region, Chile (provisory title).. Masters thesis, North Carolina University NA. Type of document: Thesis Notes: NA","2005  Geolocation: GPS waypoint","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-68.00168,-54.9085,"Meijillones 1","Salvelinus fontinalis",2005,"M, Moorman (In prep.) Freshwater fish of Nature Reserve on Isla Navarino, Magellan region, Chile (provisory title).. Masters thesis, North Carolina University NA. Type of document: Thesis Notes: NA","2005  Geolocation: GPS waypoint","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-67.99198,-54.9081,"Meijillones 2","Salvelinus fontinalis",2005,"M, Moorman (In prep.) Freshwater fish of Nature Reserve on Isla Navarino, Magellan region, Chile (provisory title).. Masters thesis, North Carolina University NA. Type of document: Thesis Notes: NA","2005  Geolocation: GPS waypoint","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-67.62656,-54.94182,"Micalvi 1","Galaxias maculatus",2005,"M, Moorman (In prep.) Freshwater fish of Nature Reserve on Isla Navarino, Magellan region, Chile (provisory title).. Masters thesis, North Carolina University NA. Type of document: Thesis Notes: NA","2005  Geolocation: GPS waypoint","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-67.42338,-54.93103,"Pitufos 1","Salvelinus fontinalis",2005,"M, Moorman (In prep.) Freshwater fish of Nature Reserve on Isla Navarino, Magellan region, Chile (provisory title).. Masters thesis, North Carolina University NA. Type of document: Thesis Notes: NA","2005  Geolocation: GPS waypoint","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-67.2685,-55.0243,"Pollollo","Salvelinus fontinalis",2005,"M, Moorman (In prep.) Freshwater fish of Nature Reserve on Isla Navarino, Magellan region, Chile (provisory title).. Masters thesis, North Carolina University NA. Type of document: Thesis Notes: NA","2005  Geolocation: GPS waypoint","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-67.52653,-54.9374,"Pt Truco 1","Salvelinus fontinalis",2005,"M, Moorman (In prep.) Freshwater fish of Nature Reserve on Isla Navarino, Magellan region, Chile (provisory title).. Masters thesis, North Carolina University NA. Type of document: Thesis Notes: NA","2005  Geolocation: GPS waypoint","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-67.66071,-54.94488,"Robalo 1","Salvelinus fontinalis",2005,"M, Moorman (In prep.) Freshwater fish of Nature Reserve on Isla Navarino, Magellan region, Chile (provisory title).. Masters thesis, North Carolina University NA. Type of document: Thesis Notes: NA","2005  Geolocation: GPS waypoint","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-67.60429,-54.9423,"Ukika 1","Salvelinus fontinalis",2005,"M, Moorman (In prep.) Freshwater fish of Nature Reserve on Isla Navarino, Magellan region, Chile (provisory title).. Masters thesis, North Carolina University NA. Type of document: Thesis Notes: NA","2005  Geolocation: GPS waypoint","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-68.14999,-55.04984,"Wulaia 1","Galaxias maculatus",2005,"M, Moorman (In prep.) Freshwater fish of Nature Reserve on Isla Navarino, Magellan region, Chile (provisory title).. Masters thesis, North Carolina University NA. Type of document: Thesis Notes: NA","2005  Geolocation: GPS waypoint","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
-68.21963,-54.97774,"Inutil at estuary","Galaxias maculatus",2006,"M, Moorman (In prep.) Freshwater fish of Nature Reserve on Isla Navarino, Magellan region, Chile (provisory title).. Masters thesis, North Carolina University NA. Type of document: Thesis Notes: NA","2006 M. Moorman personal communication.","CC BY-NC 4.0","FishGIS_metaDatabase_CCorrea","Ocurrence"
