"occurrenceID","locality","bibliographicCitation","associatedReferences","institutionID","eventRemarks","basisOfRecord","coordinateUncertaintyInMeters","eventDate","year","decimalLongitude","decimalLatitude","scientificName","individualCount","samplingProtocol","recordedBy","otherCatalogNumbers","datasetName","datasetName_tmp","datasetID","datasetKey","license","accessRights"
"MMA:ICT:0002320","Lago Dickson. Rio Paine en desembocadura Lago Nordenskjold.","Base Datos EULA UdeC, Base Datos 2011","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2011-8-14","2011",-73.073,-50.878,"Galaxias platei",18,"Red Agallera","Jorge Gonzalez","gbifID:4463088372","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002321","Lago Nordenskjold. Lagos Nordenkjold y Pehoe y Rio Paine en Desembocadura.","Base Datos EULA UdeC, Base Datos 2011","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2011-8-14","2011",-72.93,-51.043,"Galaxias platei",26,"Pesca Electrica","Jorge Gonzalez","gbifID:4463088375","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002322","Rio Ascencio. Lago Nordenskjold. Lagos Nordenkjold y Pehoe y Rio Paine en Desembocadura.","Base Datos EULA UdeC, Base Datos 2011","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2011-8-14","2011",-72.881,-50.979,"Galaxias platei",22,"Pesca Electrica","Jorge Gonzalez","gbifID:4463088378","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002323","Lago Nordenskjold. Lagos Nordenkjold y Pehoe y Rio Paine en Desembocadura.","Base Datos EULA UdeC, Base Datos 2011","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2011-8-14","2011",-72.93,-51.043,"Galaxias platei",26,"Red Agallera","Jorge Gonzalez","gbifID:4463088381","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002324","RioVictorina. Lago Paine. Rio Paine en desembocadura Lago Nordenskjold.","Base Datos EULA UdeC, Base Datos 2011","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2011-8-14","2011",-72.921,-50.833,"Galaxias platei",55,"Pesca Electrica","Jorge Gonzalez","gbifID:4463088385","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002325","Lago Pehoe. En Pudeto. Lagos Nordenkjold y Pehoe y Rio Paine en Desembocadura.","Base Datos EULA UdeC, Base Datos 2011","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2011-8-14","2011",-72.989,-51.109,"Galaxias platei",23,"Pesca Electrica","Jorge Gonzalez","gbifID:4463088389","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002326","Lago Pehoe. En Camping. Lagos Nordenkjold y Pehoe y Rio Paine en Desembocadura.","Base Datos EULA UdeC, Base Datos 2011","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2011-8-14","2011",-72.989,-51.109,"Galaxias platei",1,"Pesca Electrica","Jorge Gonzalez","gbifID:4463088390","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002327","Lago Pehoe. Lagos Nordenkjold y Pehoe y Rio Paine en Desembocadura.","Base Datos EULA UdeC, Base Datos 2011","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2011-8-14","2011",-72.989,-51.109,"Galaxias platei",50,"Red Agallera","Jorge Gonzalez","gbifID:4463088393","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002328","Laguna Azul. Rio Paine en desembocadura Lago Nordenskjold.","Base Datos EULA UdeC, Base Datos 2011","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2011-8-14","2011",-72.747,-50.872,"Galaxias platei",36,"Pesca Electrica","Jorge Gonzalez","gbifID:4463088396","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002329","Laguna Azul. Rio Paine en desembocadura Lago Nordenskjold.","Base Datos EULA UdeC, Base Datos 2011","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2011-8-14","2011",-72.747,-50.872,"Galaxias platei",37,"Red Agallera","Jorge Gonzalez","gbifID:4463088397","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002330","Lago Toro. Lago del Toro.","Base Datos EULA UdeC, Base Datos 2011","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2011-8-14","2011",-72.954,-51.175,"Galaxias platei",2,"Red Agallera","Jorge Gonzalez","gbifID:4463088332","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002333","Lago Todos los Santos. Lago Todos Los Santos.","Base Datos EULA UdeC, Base Datos 2013","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2013-8-14","2013",-72.4,-41.139,"Galaxias platei",1,"Pesca Electrica","Jorge Gonzalez","gbifID:4463088346","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002334","Lago Todos los Santos. Lago Todos Los Santos.","Base Datos EULA UdeC, Base Datos 2013","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2013-8-14","2013",-72.4,-41.139,"Galaxias platei",2,"Pesca Electrica","Jorge Gonzalez","gbifID:4463088350","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002362","Lago Los Acantilados. Bahia de Los Huiros. Peninsula Roca al norte del Fiordo Resi.","Base Datos EULA UdeC, Base Datos 2014","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2014-12-7","2014",-73.243,-51.883,"Galaxias platei",19,"Red Encierro","Evelyn Habit","gbifID:4463088246","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002363","Lago Azul. Rio Puelo entre Arroyo Ventisquero y bajo Rio Negro.","Base Datos EULA UdeC, Base Datos 2008","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2008-12-7","2008",-71.842,-41.983,"Galaxias platei",37,"Pesca Electrica","Evelyn Habit","gbifID:4463088248","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002364","Lago Azul. Rio Puelo entre Arroyo Ventisquero y bajo Rio Negro.","Base Datos EULA UdeC, Base Datos 2008","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2008-12-7","2008",-71.842,-41.983,"Galaxias platei",31,"Pesca Electrica","Evelyn Habit","gbifID:4463088252","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002365","Lago Azul. Cerca Estero Correntoso. Rio Puelo entre Arroyo Ventisquero y bajo Rio Negro.","Base Datos EULA UdeC, Base Datos 2008","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2008-2-22","2008",-71.844,-41.983,"Galaxias platei",5,"Pesca Electrica","Evelyn Habit","gbifID:4463088255","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002366","Lago InfeRior. Rio Puelo entre frontera y Rio Ventisquero.","Base Datos EULA UdeC, Base Datos 2008","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2008-2-22","2008",-71.788,-42.091,"Galaxias platei",7,"Pesca Electrica","Evelyn Habit","gbifID:4463088257","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002367","Lago InfeRior. Casa Mexicano. Rio Puelo entre frontera y Rio Ventisquero.","Base Datos EULA UdeC, Base Datos 2008","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2008-2-22","2008",-71.814,-42.081,"Galaxias platei",73,"Pesca Electrica","Evelyn Habit","gbifID:4463088261","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002368","Lago Victoria. Rio Puelo Entre Rio Manso y Desague Laguna Tagua Tagua.","Base Datos EULA UdeC, Base Datos 2008","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2008-2-22","2008",-72.183,-41.641,"Galaxias platei",11,"Pesca Electrica","Evelyn Habit","gbifID:4463088263","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002369","Lago Las Rocas. En CabaNa. Rio Puelo entre Arroyo Ventisquero y bajo Rio Negro.","Base Datos EULA UdeC, Base Datos 2008","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2008-2-22","2008",-71.829,-42.008,"Galaxias platei",52,"Pesca Electrica","Evelyn Habit","gbifID:4463088265","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002370","Lago Las Rocas. En Embarcadero. Rio Puelo entre Arroyo Ventisquero y bajo Rio Negro.","Base Datos EULA UdeC, Base Datos 2008","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2008-2-22","2008",-71.829,-42.007,"Galaxias platei",48,"Pesca Electrica","Evelyn Habit","gbifID:4463088219","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002371","Rio Desague Lago Las Rocas. Cataratas. Rio Puelo entre Arroyo Ventisquero y bajo Rio Negro.","Base Datos EULA UdeC, Base Datos 2008","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2008-2-22","2008",-71.863,-42.01,"Galaxias platei",8,"Pesca Electrica","Evelyn Habit","gbifID:4463088221","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002372","Rio La Division. Desagua Lago Candelaria. Rio Puelo Entre Desague Laguna Tagua Tagua y Desembocadura.","Base Datos EULA UdeC, Base Datos 2008","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2008-2-22","2008",-72.317,-41.67,"Galaxias platei",2,"Pesca Electrica","Evelyn Habit","gbifID:4463088222","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002373","Rio Puelo. Aguas Abajo Puente Puelo. Rio Puelo Entre Desague Laguna Tagua Tagua y Desembocadura.","Base Datos EULA UdeC, Base Datos 2008","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2008-2-22","2008",-72.308,-41.657,"Galaxias platei",2,"Pesca Electrica","Evelyn Habit","gbifID:4463088225","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002374","Rio Puelo. En Desague Lago Tagua Tagua. Rio Puelo Entre Rio Manso y Desague Laguna Tagua Tagua.","Base Datos EULA UdeC, Base Datos 2008","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2008-2-22","2008",-72.169,-41.644,"Galaxias platei",5,"Pesca Electrica","Evelyn Habit","gbifID:4463088227","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002375","Rio TributaRio Lago Las Rocas. Rio Puelo entre Arroyo Ventisquero y bajo Rio Negro.","Base Datos EULA UdeC, Base Datos 2008","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2008-8-15","2008",-71.821,-42.035,"Galaxias platei",20,"Pesca Electrica","Evelyn Habit","gbifID:4463088228","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002376","Lago Victoria. Rio Puelo Entre Rio Manso y Desague Laguna Tagua Tagua.","Base Datos EULA UdeC, Base Datos 2008","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2008-8-15","2008",-72.183,-41.641,"Galaxias platei",2,"Red Agallera","Evelyn Habit","gbifID:4463088231","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002377","Lago Victoria. Rio Puelo Entre Rio Manso y Desague Laguna Tagua Tagua.","Base Datos EULA UdeC, Base Datos 2008","","Centro EULA UDEC","Centro EULA UDEC (Evelyn Habit)","Occurrence",100,"2008-8-15","2008",-72.183,-41.641,"Galaxias platei",1,"Red Agallera","Evelyn Habit","gbifID:4463088233","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002388","Rio Riesco Entre Desague Laguna Riesco y Rio Aisen (Rio Guaquer).","","","Centro de Ecología Aplicada Ltda. ","Centro de Ecología Aplicada LTDA (Leopoldo Fuentes) | Mandante: XSTRATA | Estacion: SW-RB-10","Occurrence",NA,"2008-1-18","2008",-72.589,-45.423,"Galaxias platei",1,"P.eléctrica","Manuel Contreras","gbifID:4463088215","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002389","Rio Riesco Entre Desague Laguna Riesco y Rio Aisen (Rio Guaquer).","","","Centro de Ecología Aplicada Ltda. ","Centro de Ecología Aplicada LTDA (Leopoldo Fuentes) | Mandante: XSTRATA | Estacion: SW-RB-10","Occurrence",NA,"2008-6-24","2008",-72.589,-45.423,"Galaxias platei",3,"P.eléctrica","Luis Vega","gbifID:4463088217","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002390","Rio Condor y Laguna Riesco en desague.","","","Centro de Ecología Aplicada Ltda. ","Centro de Ecología Aplicada LTDA (Leopoldo Fuentes) | Mandante: XSTRATA | Estacion: SW-RI-02","Occurrence",NA,"2008-1-19","2008",-72.678,-45.498,"Galaxias platei",3,"P.eléctrica","Manuel Contreras","gbifID:4463088198","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002391","Rio Condor y Laguna Riesco en desague.","","","Centro de Ecología Aplicada Ltda. ","Centro de Ecología Aplicada LTDA (Leopoldo Fuentes) | Mandante: XSTRATA | Estacion: SW-RI-02","Occurrence",NA,"2008-6-25","2008",-72.678,-45.498,"Galaxias platei",3,"P.eléctrica","Luis Vega","gbifID:4463088180","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002392","Rio Blanco Entre Rio Cajon Bravo y Desague Laguna Riesco.","","","Centro de Ecología Aplicada Ltda. ","Centro de Ecología Aplicada LTDA (Leopoldo Fuentes) | Mandante: XSTRATA | Estacion: SB7","Occurrence",NA,"2007-1-15","2007",-72.673,-45.533,"Galaxias platei",1,"P.eléctrica","Leopoldo Fuentes","gbifID:4463088181","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
"MMA:ICT:0002393","Rio Blanco Entre Rio Cajon Bravo y Desague Laguna Riesco.","","","Centro de Ecología Aplicada Ltda. ","Centro de Ecología Aplicada LTDA (Leopoldo Fuentes) | Mandante: XSTRATA | Estacion: SB6","Occurrence",NA,"2007-1-15","2007",-72.667,-45.54,"Galaxias platei",1,"P.eléctrica","Leopoldo Fuentes","gbifID:4463088184","Habit E, Vila I, Contreras L. M, Dyer B, Correa C, Naretto J, Contreras V, Amaya L, Villagran C (2023). Fauna Íctica Nativa Continental de Chile. Ministerio del Medio Ambiente de Chile. Occurrence dataset https://doi.org/10.15468/cxb957","MMA2017","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","45c3d8d2-7352-4dd1-aefd-c21e0b6b004e","CC BY-NC 4.0","consultar con institución/autor"
