"id_CC_original","match_id","correcting_match","match_status","match_quality","n_keys_used","n_core_keys_used","n_candidates_final","match_keys_used","datasetName","canonicalName","year","eventDate","locality","decimalLatitude","decimalLongitude","bibliographicCitation","catalogNumber","occurrenceID","institutionCode","Duplicate","Comment",".references",".associatedReferences",".decimalLat",".decimalLon",".locality",".year",".eventDate",".bibliographicCitation",".canonicalName",".scientificName",".catalogNumber",".recordedBy",".occurrenceID","row_status","key_found_in_old","id_in_old","old_composite_key_if_exists","matched_annotation_imported"
"1995","1748",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","agui","aplochiton taeniatus","1982",NA,"fiordo steelé","-48.2166666667","-73.3833333329","McDowall, R., & Naka","904",NA,NA,"1","change coordinate to -48.145265, -73.229765; change species to A. marinus",NA,NA,"-48.145265","-73.229765",NA,NA,NA,NA,"Aplochiton marinus","Aplochiton marinus Eigenmann, 1928",NA,NA,NA,"existing_in_old",TRUE,TRUE,"1995___1748",FALSE
"1996","1749",NA,"matched","4plus_core","4","4","1","datasetName;canonicalName;decimalLatitude;decimalLongitude","mma2","aplochiton marinus","1982","1982-01-21","fiordo steele. costeras del canal baker","-48.217","-73.383","OrigenReg: McDowall,",NA,NA,NA,NA,"change coordinate to -48.145265, -73.229765",NA,NA,"-48.145265","-73.229765",NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"1996___1749",FALSE
"1999","1750",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","mma2","aplochiton taeniatus","1982",NA,"puerto aysén. costeras del canal baker","-48.217","-73.383","FuenteReg: McDowall ",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"1999___1750",FALSE
"2000","1751",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","gbif","atheriniformes","1995","1995-10-24",NA,"-43.975","-73.3783",NA,NA,"cimar1_36_sp16","shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"new_in_new",FALSE,FALSE,NA,FALSE
"2011","1760",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","subpesca-1","hatcheria macraei","2007",NA,NA,"-47.768565","-73.341851","CEA (NA) Proyecto Hi","4471",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2011___1760",FALSE
"2051","1797",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","subpesca-1","aplochiton zebra","2012",NA,NA,"-48.214226","-73.331426","CEA (NA) Monitoreo L","21979",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2051___1797",FALSE
"2052","1798",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","subpesca-1","eleginops maclovinus","2012",NA,NA,"-48.214226","-73.331426","CEA (NA) Monitoreo L","21977",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2052___1798",FALSE
"2061","1804",NA,"matched","4plus_core","4","4","1","datasetName;canonicalName;decimalLatitude;decimalLongitude","gbif","atheriniformes","1995","1995-11-03",NA,"-45.3267","-73.3283",NA,NA,"cimar1_77_sp16","shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"new_in_new",FALSE,FALSE,NA,FALSE
"2062",NA,"unlink, now out of range","no_match","no_match",NA,NA,"0",NA,"gbif","trichomycterus areolatus","1919","1919-02","abtao, llanquihue prov.","-41.815755","-73.328122",NA,"28572","urn:catalog:cas:ich:28572","cas","1","Remove. out of range. change coordinates to -41.40132740507739, -72.9283297554073, Abtao",NA,NA,"-41.4013274050774","-72.9283297554073",NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2062___NA",TRUE
"2069","1811",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","gbif","atheriniformes","1995","1995-10-22",NA,"-42.7683","-73.315",NA,NA,"cimar1_23_sp16","shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"new_in_new",FALSE,FALSE,NA,FALSE
"2070","1812",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","gbif","atheriniformes","1995","1995-10-21",NA,"-42.53","-73.315",NA,NA,"cimar1_15_sp16","shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"new_in_new",FALSE,FALSE,NA,FALSE
"2074","1283","good, just added year and new lat-lon to enhance match","matched","2_core","2","2","1","datasetName;canonicalName","fishgis_metadatabase_ccorrea","aplochiton marinus","1982","1982","laguna ventisquero (estero ventisquero)","-48.25","-73.591667","Zama, Akira and Edua",NA,NA,NA,"0","change coordinates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2074___1283",TRUE
"2092","1836",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","gbif","atheriniformes","1995","1995-10-31",NA,"-45.665","-73.2883",NA,NA,"cimar1_58_sp16","shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"new_in_new",FALSE,FALSE,NA,FALSE
"2100","1843",NA,"matched","all_core_firlds","6","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber","subpesca-1","aplochiton zebra","2008",NA,NA,"-47.762777","-73.281141","CEA (NA) Proyecto Hi","4724",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2100___1843",FALSE
"2103","1846",NA,"matched","all_core_firlds","6","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber","subpesca-1","hatcheria macraei","2007",NA,NA,"-47.762777","-73.281141","CEA (NA) Proyecto Hi","4458",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2103___1846",FALSE
"2124","1864",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","gbif","atheriniformes","1995","1995-10-29",NA,"-44.9383","-73.27",NA,NA,"cimar1_84_sp16","shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"new_in_new",FALSE,FALSE,NA,FALSE
"2155","1892",NA,"matched","4plus_core","4","4","1","datasetName;canonicalName;decimalLatitude;decimalLongitude","mma2","galaxias maculatus","2014","2014-03-27","rio puma. bahia de los huiros. peninsula roca al norte del fiordo resi","-51.883","-73.261","OrigenReg: Base Dato",NA,NA,NA,"1","associatedReferences (Górski et al. 2017 | Pérez et al. 2022)",NA,"Górski et al. 2017 | Pérez et al. 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2155___1892",FALSE
"2157","1893",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","mma2","eleginops maclovinus","2014","2014-02-13","rio puma. bahia de los huiros. peninsula roca al norte del fiordo resi","-51.882","-73.261","OrigenReg: Base Dato",NA,NA,NA,"1","associatedReferences (Górski et al. 2017 | Pérez et al. 2022)",NA,"Górski et al. 2017 | Pérez et al. 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2157___1893",FALSE
"2159","1894",NA,"matched","all_core_firlds","5","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","eleginops maclovinus","2013",NA,"río puma","-51.8827777783","-73.2605555561","Górski, K., González","719",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2159___1894",FALSE
"2160","1895",NA,"matched","all_core_firlds","5","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","eleginops maclovinus","2014",NA,"río puma","-51.8827777783","-73.2605555561","Pérez, S., Manosalva","1048",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2160___1895",FALSE
"2161","1896",NA,"matched","all_core_firlds","5","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","galaxias maculatus","2013",NA,"río puma","-51.8827777783","-73.2605555561","Górski, K., González","728",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2161___1896",FALSE
"2162","1897",NA,"matched","all_core_firlds","5","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","galaxias maculatus","2014",NA,"río puma","-51.8827777783","-73.2605555561","Pérez, S., Manosalva","1052",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2162___1897",FALSE
"2163","1898",NA,"matched","all_core_firlds","5","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","oncorhynchus kisutch","2013",NA,"río puma","-51.8827222218","-73.2605555561","Górski, K., González","734",NA,NA,NA,"change year to 2014: associated Reference(Pérez et al. 2022)",NA,"Pérez et al. 2022",NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2163___1898",FALSE
"2164","1899",NA,"matched","all_core_firlds","5","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","oncorhynchus kisutch","2014",NA,"río puma","-51.8827222218","-73.2605555561","Pérez, S., Manosalva","1056",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2164___1899",FALSE
"2167","1900",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","mma2","galaxias maculatus","2014","2014-04-24","laguna los cipreses. bahia de los huiros. peninsula roca al norte del fiordo resi","-51.882","-73.259","OrigenReg: Base Dato",NA,NA,NA,"1","associatedReferences (Górski et al. 2017 | Pérez et al. 2022)",NA,"Górski et al. 2017 | Pérez et al. 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2167___1900",FALSE
"2173","1903",NA,"matched","all_core_firlds","5","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","oncorhynchus kisutch","2013",NA,"lago los cipreses","-51.8821666674","-73.2542222218","Górski, K., González","735",NA,NA,NA,"change year to 2014: associated Reference(Pérez et al. 2022)",NA,"Pérez et al. 2022",NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2173___1903",FALSE
"2174","1904",NA,"matched","all_core_firlds","5","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","oncorhynchus kisutch","2014",NA,"lago los cipreses","-51.8821666674","-73.2542222218","Pérez, S., Manosalva","1057",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2174___1904",FALSE
"2175","1905",NA,"matched","all_core_firlds","5","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","galaxias maculatus","2013",NA,"lago los cipreses","-51.8822222221","-73.2541666671","Górski, K., González","729",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2175___1905",FALSE
"2176","1906",NA,"matched","all_core_firlds","5","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","galaxias maculatus","2014",NA,"lago los cipreses","-51.8822222221","-73.2541666671","Pérez, S., Manosalva","1053",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2176___1906",FALSE
"2182","1912",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","agui","galaxias maculatus",NA,NA,"puerto perez","-45.2500000003","-73.2500000001","Rademacher K. 2007. ","1087",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2182___1912",FALSE
"2199","1929",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","agui","galaxias platei","2013",NA,"lago los acantilados","-51.8833333327","-73.2438888892","Górski, K., González","731",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2199___1929",FALSE
"2201","1930",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","gbif","atheriniformes","1995","1995-10-20",NA,"-41.97","-73.2433",NA,NA,"cimar1_6_sp16","shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"new_in_new",FALSE,FALSE,NA,FALSE
"2202","1931",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","mma2","galaxias platei","2014","2014-12-07","lago los acantilados. bahia de los huiros. peninsula roca al norte del fiordo resi","-51.883","-73.243","OrigenReg: Base Dato",NA,NA,NA,"1","associated reference: (Górski et al. 2017)",NA,"Górski et al. 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2202___1931",FALSE
"2237","1963",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","subpesca-1","aplochiton zebra","2012",NA,NA,"-48.227927","-73.239562","CEA (NA) Monitoreo L","21967",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2237___1963",FALSE
"2239","1965",NA,"matched","all_core_firlds","6","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber","subpesca-1","galaxias maculatus","2012",NA,NA,"-48.227927","-73.239562","CEA (NA) Monitoreo L","21968",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2239___1965",FALSE
"2243","1969",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","gbif","atheriniformes","1995","1995-10-23",NA,"-43.1733","-73.2383",NA,NA,"cimar1_27_sp16","shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"new_in_new",FALSE,FALSE,NA,FALSE
"2257","1979",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","agui","aplochiton taeniatus",NA,NA,"fiordo steelé","-47.9666666672","-73.2333333332","Cussac, V., Ortubay,","361",NA,NA,"0","Change species to A. marinus, change coordinates to -48.147110, -73.227880",NA,NA,"-48.14711","-73.22788",NA,NA,NA,NA,"Aplochiton marinus","Aplochiton marinus Eigenmann, 1928",NA,NA,NA,"existing_in_old",TRUE,TRUE,"2257___1979",FALSE
"2258","1980",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","agui","aplochiton taeniatus",NA,NA,"fiordo aysén","-45.3166666671","-73.2333333332","Cussac, V., Ortubay,","360",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2258___1980",FALSE
"2268","1988",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","gbif","atheriniformes","1995","1995-10-24",NA,"-43.7883","-73.2217",NA,NA,"cimar1_35_sp16","shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"new_in_new",FALSE,FALSE,NA,FALSE
"2285","2004",NA,"matched","all_core_firlds","6","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber","subpesca-1","aplochiton zebra","2007",NA,NA,"-47.70984","-73.209253","CEA (NA) Proyecto Hi","4430",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2285___2004",FALSE
"2286","2005",NA,"matched","all_core_firlds","6","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber","subpesca-1","aplochiton zebra","2008",NA,NA,"-47.70984","-73.209253","CEA (NA) Proyecto Hi","4721",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2286___2005",FALSE
"2288","2007",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","subpesca-1","hatcheria macraei","2007",NA,NA,"-47.70984","-73.209253","CEA (NA) Proyecto Hi","4431",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2288___2007",FALSE
"2319","2033",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","subpesca-1","percichthys trucha","2007",NA,NA,"-47.709895","-73.208784","CEA (NA) Proyecto Hi","4422",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2319___2033",FALSE
"2337","2047",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","gbif","atheriniformes","1995","1995-10-26",NA,"-44.2933","-73.1933",NA,NA,"cimar1_93_sp16","shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"new_in_new",FALSE,FALSE,NA,FALSE
"2338","2048",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","agui","odontesthes brevianalis",NA,NA,"quele","-41.71","-73.1900000004","Hughes, LC, Cardoso,","829",NA,NA,NA,"Remove. Record from río Reloca, out of range.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"new_in_new",FALSE,FALSE,NA,FALSE
"2341","2052",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","gbif","atheriniformes","1995","1995-11-04",NA,"-45.2833","-73.1733",NA,NA,"cimar1_78_sp16","shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"new_in_new",FALSE,FALSE,NA,FALSE
"2360","2071",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","idig","odontesthes","1990","1990-02-05","quitrako fjord, close to skorpios thermal baths, prov. aysen, xi region; pacific drainage","-45.5333333","-73.1666667",NA,"218453","a6453ec9-6d6b-45f7-8e87-26b60f54e182","ummz",NA,"Remove. Tipo in Locality. Should be Quitralco",NA,NA,NA,NA,"Quitralco",NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2360___2071",FALSE
"2361","2072",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","agui","aplochiton zebra",NA,NA,"laguna quetro","-48.1666666668","-73.1666666672","Rademacher K. 2007. ","1060",NA,NA,"0","From Zama and Cardenas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2361___2072",FALSE
"2363","2074",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","gbif","atheriniformes","1995","1995-10-23",NA,"-42.9","-73.1583",NA,NA,"cimar1_24_sp16","shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"new_in_new",FALSE,FALSE,NA,FALSE
"2375","2088",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","gbif","atheriniformes","1995","1995-10-24",NA,"-43.5533","-73.1517",NA,NA,"cimar1_30_sp16","shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"new_in_new",FALSE,FALSE,NA,FALSE
"2376","2089",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","gbif","atheriniformes","1995","1995-10-22",NA,"-42.6467","-73.1517",NA,NA,"cimar1_21_sp16","shoa",NA,"Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"new_in_new",FALSE,FALSE,NA,FALSE
"2377","2090",NA,"matched","all_core_firlds","6","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber","subpesca-1","aplochiton zebra","2011",NA,NA,"-47.684348","-73.146404","CEA (NA) Monitoreo L","16175",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2377___2090",FALSE
"2378","2091",NA,"matched","all_core_firlds","6","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber","subpesca-1","aplochiton zebra","2012",NA,NA,"-47.684348","-73.146404","CEA (NA) Monitoreo L","21950",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2378___2091",FALSE
"2382","2095",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","subpesca-1","percichthys trucha","2011",NA,NA,"-47.684348","-73.146404","CEA (NA) Monitoreo L","16244",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2382___2095",FALSE
"2392","2101",NA,"matched","all_core_firlds","6","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber","subpesca-1","aplochiton zebra","2009",NA,NA,"-47.682555","-73.145149","CEA (NA) Linea Base ","15476",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2392___2101",FALSE
"2393","2102",NA,"matched","all_core_firlds","6","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber","subpesca-1","aplochiton zebra","2010",NA,NA,"-47.682555","-73.145149","CEA (NA) Linea Base ","15864",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2393___2102",FALSE
"2397","2106",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","subpesca-1","hatcheria macraei","2009",NA,NA,"-47.682555","-73.145149","CEA (NA) Linea Base ","15507",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2397___2106",FALSE
"2398","2107",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","subpesca-1","percichthys trucha","2009",NA,NA,"-47.682555","-73.145149","CEA (NA) Linea Base ","15562",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2398___2107",FALSE
"2420","2124",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","subpesca-1","aplochiton zebra","2010",NA,NA,"-48.009521","-73.140142","CEA (NA) Linea Base ","15870",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2420___2124",FALSE
"2432","2135",NA,"matched","all_core_firlds","5","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","galaxias maculatus","2013",NA,"río santa maría","-51.9649999997","-73.1380555556","Górski, K., González","730",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2432___2135",FALSE
"2433","2136",NA,"matched","all_core_firlds","5","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation","agui","galaxias maculatus","2014",NA,"estuario santa maría","-51.9649999997","-73.1380555556","Pérez, S., Manosalva","1054",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2433___2136",FALSE
"2435","2137",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","mma2","galaxias maculatus","2014","2014-04-24","rio santa maria. canal santa maria. peninsula cordillera riesco","-51.966","-73.138","OrigenReg: Base Dato",NA,NA,NA,"1","associatedReferences (Górski et al. 2017 | Pérez et al. 2022)",NA,"Górski et al. 2017 | Pérez et al. 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2435___2137",FALSE
"2453","2152",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","mma2","aplochiton zebra",NA,NA,"puerto grey. rio de grey","-51.1171","-73.1267","FuenteReg: Gunther 1",NA,NA,NA,NA,"Gunther 1880. Change coordinates to -48.91905°, -74.3134°. Specimens collected by the H.M.S. Challenger in Messier Channel. eventDate 1876, catalogNumber BMNH 1879.5.14.597-598",NA,NA,"-48.91905","-74.3134",NA,"1876","1876",NA,NA,NA,"BMNH 1879.5.14.597-598","H.M.S. Challenger Expedition",NA,"existing_in_old",TRUE,TRUE,"2453___2152",FALSE
"2463","2161",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","mma2","aplochiton zebra","1982",NA,"lago quetro. rio pascua entre arriba rio quetru y rio borquez","-48.113","-73.121","FuenteReg: McDowall ",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2463___2161",FALSE
"2471","2169",NA,"matched","all_core_firlds","6","5","1","datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber","subpesca-1","aplochiton zebra","2012",NA,NA,"-48.159998","-73.117037","CEA (NA) Monitoreo L","21944",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2471___2169",FALSE
"2497","2194",NA,"matched","3_core","3","3","1","datasetName;canonicalName;decimalLatitude","subpesca-1","aplochiton zebra","2012",NA,NA,"-48.115478","-73.109366","CEA (NA) Monitoreo L","21942",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"existing_in_old",TRUE,TRUE,"2497___2194",FALSE
